"id";"value";"share";"ctry"
"Solar energy";87;76,32;"MY"
"Batteries";38;64,41;"MY"
"Air & Water pollution reduction";36;39,56;"MY"
"Air & Water pollution reduction";27;29,67;"TH"
"Wind energy";18;54,55;"VN"
"Biofuels";15;39,47;"TH"
"Biofuels";15;39,47;"MY"
"Waste management";14;37,84;"MY"
"Green transports";14;58,33;"MY"
"Green buildings";14;43,75;"MY"
"Air & Water pollution reduction";13;14,29;"VN"
"Waste management";11;29,73;"VN"
"Hydrogen";11;64,71;"MY"
"Air & Water pollution reduction";10;10,99;"PH"
"Batteries";10;16,95;"TH"
"Solar energy";9;7,89;"TH"
"Green buildings";9;28,12;"TH"
"Green buildings";7;21,88;"VN"
"Waste management";6;16,22;"PH"
"Solar energy";6;5,26;"ID"
"Solar energy";6;5,26;"VN"
"Solar energy";6;5,26;"PH"
"Green transports";6;25;"TH"
"Waste management";5;13,51;"TH"
"Water related adaptation technologies";5;41,67;"MY"
"Wind energy";5;15,15;"PH"
"Marine & hydro energy";5;35,71;"TH"
"Marine & hydro energy";5;35,71;"MY"
"Biofuels";5;13,16;"ID"
"Air & Water pollution reduction";4;4,4;"ID"
"Water related adaptation technologies";4;33,33;"TH"
"Wind energy";4;12,12;"ID"
"Wind energy";4;12,12;"MY"
"Marine & hydro energy";4;28,57;"VN"
"Batteries";4;6,78;"VN"
"Batteries";4;6,78;"PH"
"Other energy storage";4;36,36;"TH"
"Greenhouse gas capture";4;57,14;"MY"
"Batteries";3;5,08;"ID"
"Other energy storage";3;27,27;"PH"
"Hydrogen";3;17,65;"VN"
"Greenhouse gas capture";3;42,86;"TH"
"Water related adaptation technologies";2;16,67;"VN"
"Wind energy";2;6,06;"TH"
"Biofuels";2;5,26;"VN"
"Efficient power & combustion";2;66,67;"MY"
"Other energy storage";2;18,18;"MY"
"Hydrogen";2;11,76;"ID"
"Green transports";2;8,33;"PH"
"Green transports";2;8,33;"VN"
"Air & Water pollution reduction";1;1,1;"KH"
"Waste management";1;2,7;"ID"
"Water related adaptation technologies";1;8,33;"PH"
"Geothermal energy";1;100;"MY"
"Biofuels";1;2,63;"KH"
"Efficient power & combustion";1;33,33;"VN"
"Other energy storage";1;9,09;"ID"
"Other energy storage";1;9,09;"VN"
"Hydrogen";1;5,88;"PH"
"Green buildings";1;3,12;"ID"
"Green buildings";1;3,12;"PH"
