"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Analysis of biological materials";0;0;0;0;0;0;0;0;0;0;3;27,66
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Audio-visual technology";0;0;0;0;0;0;0;0;0;0;6,7;67,48
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Basic communication processes";0;0;0;0;0;0;0;0;0;0;17,08;38,62
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Basic materials chemistry";0;0;0;0;0;0;0;0;0;0;23,76;50,91
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Biotechnology";29;3;42,28;39,28;0,07;15157;5424;1e-04;10290,5;0,001;22,64;41,23
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Chemical engineering";0;0;0;0;0;0;0;0;0;0;28,51;48,84
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Civil engineering";0;0;0;0;0;0;0;0;0;0;24,18;41,39
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Computer technology";0;0;0;0;0;0;0;0;0;0;30,86;31,27
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Control";0;0;0;0;0;0;0;0;0;0;27,15;50,81
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Digital communication";0;0;0;0;0;0;0;0;0;0;12,28;42,69
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Electrical machinery, apparatus, energy";0;0;0;0;0;0;0;0;0;0;11,58;62,35
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Engines, pumps, turbines";0;0;0;0;0;0;0;0;0;0;25,62;63,47
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Environmental technology";0;0;0;0;0;0;0;0;0;0;34,98;48,56
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Food chemistry";0;0;0;0;0;0;0;0;0;0;15,62;26
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Green technologies";0;0;0;0;0;0;0;0;0;0;27,89;24,85
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Handling";0;0;0;0;0;0;0;0;0;0;18,23;50,65
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"IT methods for management";0;0;0;0;0;0;0;0;0;0;25,64;57,65
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Machine tools";0;0;0;0;0;0;0;0;0;0;41,13;52,07
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Macromolecular chemistry, polymers";0;0;0;0;0;0;0;0;0;0;31,14;34,29
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Materials, metallurgy";0;0;0;0;0;0;0;0;0;0;27,13;49,5
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Mechanical elements";0;0;0;0;0;0;0;0;0;0;49,79;27,81
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Medical technology";29;3;74,9;71,9;0,04;27037;9577;1e-04;18307;0,0013;30,01;31,27
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Micro-structural and nano-technology";0;0;0;0;0;0;0;0;0;0;36,14;25,01
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Optics";0;0;0;0;0;0;0;0;0;0;15,79;49,6
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Organic fine chemistry";0;0;0;0;0;0;0;0;0;0;24,72;42,75
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Pharmaceuticals";0;0;0;0;0;0;0;0;0;0;9,2;15,58
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Semiconductors";0;0;0;0;0;0;0;0;0;0;17,47;55,05
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Surface technology, coating";0;0;0;0;0;0;0;0;0;0;55,08;37,84
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Telecommunications";0;0;0;0;0;0;0;0;0;0;10,78;57,76
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Thermal processes and apparatus";0;0;0;0;0;0;0;0;0;0;31,48;28,13
"Araba/Álava (ES211)";"Abruzzo (ITF1)";"Transport";0;0;0;0;0;0;0;0;0;0;46,87;39,35
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Analysis of biological materials";29;2;10,3;8,3;0,19;2551;2462;1e-04;2506,5;5e-04;3;63,34
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Audio-visual technology";0;0;0;0;0;0;0;0;0;0;6,7;28,19
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Basic communication processes";0;0;0;0;0;0;0;0;0;0;17,08;49,5
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Basic materials chemistry";0;0;0;0;0;0;0;0;0;0;23,76;58,48
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Biotechnology";76;4;20,96;16,96;0,19;4778;5424;1e-04;5101;5e-04;22,64;69,59
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Chemical engineering";0;0;0;0;0;0;0;0;0;0;28,51;43,02
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Civil engineering";0;0;0;0;0;0;0;0;0;0;24,18;62,96
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Computer technology";0;0;0;0;0;0;0;0;0;0;30,86;28,02
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Control";0;0;0;0;0;0;0;0;0;0;27,15;27,64
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Digital communication";0;0;0;0;0;0;0;0;0;0;12,28;54,39
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Electrical machinery, apparatus, energy";0;0;0;0;0;0;0;0;0;0;11,58;41,05
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Engines, pumps, turbines";0;0;0;0;0;0;0;0;0;0;25,62;33,07
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Environmental technology";0;0;0;0;0;0;0;0;0;0;34,98;50,65
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Food chemistry";2;1;6,46;5,46;0,15;994;1975;2e-04;1484,5;0,0011;15,62;41,77
"Araba/Álava (ES211)";"Agder og Rogaland (NO04)";"Green technologies";0;0;0;0;0;0;0;0;0;0;27,89;50,73
