"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL41","Analysis of biological materials",106,0.62,47.34,34.97,"south"
"NL42","Analysis of biological materials",16,0.51,35.21,34.97,"south"
"NL34","Analysis of biological materials",0,0,15.38,34.97,"south"
"NL42","Audio-visual technology",26,0.52,22.31,72.35,"south"
"NL34","Audio-visual technology",0,0,8.44,72.35,"south"
"NL41","Audio-visual technology",289,1.05,70.81,72.35,"south"
"NL42","Basic communication processes",6,0.34,15.82,82.4,"south"
"NL41","Basic communication processes",239,2.47,73.19,82.4,"south"
"NL34","Basic communication processes",0,0,4.62,82.4,"south"
"NL41","Basic materials chemistry",145,0.36,14.41,12.17,"south"
"NL34","Basic materials chemistry",59,4.93,69.87,12.17,"south"
"NL42","Basic materials chemistry",194,2.62,74.11,12.17,"south"
"NL42","Biotechnology",138,1.7,32.65,36.76,"south"
"NL41","Biotechnology",152,0.34,15.76,36.76,"south"
"NL34","Biotechnology",9,0.69,33.26,36.76,"south"
"NL41","Chemical engineering",292,0.6,20.62,18.36,"south"
"NL34","Chemical engineering",53,3.66,52.89,18.36,"south"
"NL42","Chemical engineering",110,1.23,43.5,18.36,"south"
"NL41","Civil engineering",142,0.32,25.67,13.72,"south"
"NL34","Civil engineering",10,0.76,30.87,13.72,"south"
"NL42","Civil engineering",48,0.59,29.78,13.72,"south"
"NL34","Computer technology",2,0.09,7.15,88.39,"south"
"NL41","Computer technology",1610,2.2,47.58,88.39,"south"
"NL42","Computer technology",99,0.74,13.25,88.39,"south"
"NL34","Control",6,0.51,11.72,46.7,"south"
"NL42","Control",16,0.22,13.09,46.7,"south"
"NL41","Control",338,0.84,41.02,46.7,"south"
"NL42","Digital communication",4,0.03,6.02,100,"south"
"NL34","Digital communication",1,0.05,5.08,100,"south"
"NL41","Digital communication",609,0.96,68.26,100,"south"
"NL34","Electrical machinery, apparatus, energy",6,0.23,30.31,30.49,"south"
"NL41","Electrical machinery, apparatus, energy",1271,1.44,35.19,30.49,"south"
"NL42","Electrical machinery, apparatus, energy",67,0.42,37.36,30.49,"south"
"NL34","Engines, pumps, turbines",3,0.26,41.39,25.2,"south"
"NL41","Engines, pumps, turbines",145,0.38,18.07,25.2,"south"
"NL42","Engines, pumps, turbines",18,0.26,37.24,25.2,"south"
"NL42","Environmental technology",36,0.94,58.32,24.65,"south"
"NL41","Environmental technology",177,0.84,15.27,24.65,"south"
"NL34","Environmental technology",10,1.61,55.57,24.65,"south"
"NL42","Food chemistry",97,3.23,54.64,20.91,"south"
"NL41","Food chemistry",156,0.95,13.92,20.91,"south"
"NL34","Food chemistry",11,2.27,40.55,20.91,"south"
"NL34","Furniture, games",3,0.38,22.3,18.02,"south"
"NL42","Furniture, games",16,0.33,21.31,18.02,"south"
"NL41","Furniture, games",338,1.27,32.24,18.02,"south"
"NL42","Green technologies",184,1.12,31.87,27.17,"south"
"NL34","Green technologies",34,1.28,32.41,27.17,"south"
"NL41","Green technologies",522,0.58,23.13,27.17,"south"
"NL42","Handling",76,0.87,36.55,3.8,"south"
"NL41","Handling",162,0.34,28.19,3.8,"south"
"NL34","Handling",7,0.5,36.12,3.8,"south"
"NL42","IT methods for management",5,0.17,9.6,55.98,"south"
"NL41","IT methods for management",101,0.65,42.72,55.98,"south"
"NL34","IT methods for management",2,0.43,9.27,55.98,"south"
"NL34","Machine tools",2,0.19,42.8,1.93,"south"
"NL42","Machine tools",26,0.4,46.46,1.93,"south"
"NL41","Machine tools",241,0.67,24.51,1.93,"south"
"NL34","Macromolecular chemistry, polymers",57,6.08,71.23,4.28,"south"
"NL42","Macromolecular chemistry, polymers",311,5.36,75.34,4.28,"south"
"NL41","Macromolecular chemistry, polymers",170,0.54,14.61,4.28,"south"
"NL34","Materials, metallurgy",16,1.73,59.29,19.33,"south"
"NL41","Materials, metallurgy",56,0.18,17.15,19.33,"south"
"NL42","Materials, metallurgy",63,1.1,58.41,19.33,"south"
"NL41","Measurement",1400,1.5,36.86,54.84,"south"
"NL34","Measurement",4,0.14,13.89,54.84,"south"
"NL42","Measurement",47,0.27,25.11,54.84,"south"
"NL41","Mechanical elements",105,0.21,22.89,14.17,"south"
"NL34","Mechanical elements",6,0.41,22.27,14.17,"south"
"NL42","Mechanical elements",37,0.41,21.44,14.17,"south"
"NL34","Medical technology",7,0.3,24.91,41.08,"south"
"NL41","Medical technology",3023,3.85,44.51,41.08,"south"
"NL42","Medical technology",102,0.71,30.4,41.08,"south"
"NL41","Micro-structural and nano-technology",52,1.11,44.11,42,"south"
"NL34","Micro-structural and nano-technology",0,0,39.72,42,"south"
"NL42","Micro-structural and nano-technology",5,0.59,64.67,42,"south"
"NL34","Optics",2,0.28,20.95,45.39,"south"
"NL41","Optics",790,3.32,61.9,45.39,"south"
"NL42","Optics",66,1.52,29.25,45.39,"south"
"NL42","Organic fine chemistry",101,1.41,56.77,28.13,"south"
"NL34","Organic fine chemistry",30,2.59,51.02,28.13,"south"
"NL41","Organic fine chemistry",68,0.17,7.9,28.13,"south"
"NL34","Other consumer goods",1,0.1,33.79,23.01,"south"
"NL41","Other consumer goods",394,1.15,36.85,23.01,"south"
"NL42","Other consumer goods",28,0.44,34.92,23.01,"south"
"NL42","Other special machines",249,1.95,50.88,0,"south"
"NL41","Other special machines",460,0.66,20.12,0,"south"
"NL34","Other special machines",48,2.33,47.05,0,"south"
"NL42","Pharmaceuticals",61,0.59,78.64,40.46,"south"
"NL34","Pharmaceuticals",10,0.6,46.41,40.46,"south"
"NL41","Pharmaceuticals",145,0.26,13.54,40.46,"south"
"NL41","Semiconductors",319,2.21,61.22,55.41,"south"
"NL42","Semiconductors",28,1.06,35.88,55.41,"south"
"NL34","Semiconductors",1,0.23,26.87,55.41,"south"
"NL34","Surface technology, coating",15,1.8,48.76,3.88,"south"
"NL41","Surface technology, coating",105,0.37,26.21,3.88,"south"
"NL42","Surface technology, coating",121,2.35,54.91,3.88,"south"
"NL34","Telecommunications",4,0.42,4.65,97.24,"south"
"NL41","Telecommunications",491,1.53,56.59,97.24,"south"
"NL42","Telecommunications",38,0.65,10.52,97.24,"south"
"NL34","Textile and paper machines",7,1.12,45.01,5.66,"south"
"NL41","Textile and paper machines",64,0.3,29.68,5.66,"south"
"NL42","Textile and paper machines",191,4.92,48.1,5.66,"south"
"NL34","Thermal processes and apparatus",1,0.14,40.73,9.58,"south"
"NL41","Thermal processes and apparatus",113,0.47,29.49,9.58,"south"
"NL42","Thermal processes and apparatus",23,0.53,37.08,9.58,"south"
"NL41","Transport",269,0.32,33.98,23.23,"south"
"NL42","Transport",104,0.68,24.89,23.23,"south"
"NL34","Transport",18,0.72,23.3,23.23,"south"
"south","Analysis of biological materials",122,0.605573770491803,45.7491803278688,34.97,"south"
"south","Audio-visual technology",315,1.00625396825397,66.8068253968254,72.35,"south"
"south","Basic communication processes",245,2.41783673469388,71.7850204081633,82.4,"south"
"south","Basic materials chemistry",398,2.13907035175879,51.7314572864322,12.17,"south"
"south","Biotechnology",299,0.978227424749164,24.0821404682274,36.76,"south"
"south","Chemical engineering",455,1.10874725274725,29.9103516483516,18.36,"south"
"south","Civil engineering",200,0.4068,26.9164,13.72,"south"
"south","Computer technology",1711,2.11305669199299,45.5463763880771,88.39,"south"
"south","Control",360,0.806944444444444,39.2903333333333,46.7,"south"
"south","Digital communication",614,0.952459283387622,67.7516286644951,100,"south"
"south","Electrical machinery, apparatus, energy",1344,1.38375,35.2763913690476,30.49,"south"
"south","Engines, pumps, turbines",166,0.364819277108434,20.5701204819277,25.2,"south"
"south","Environmental technology",223,0.89067264573991,24.0269506726457,24.65,"south"
"south","Food chemistry",264,1.84272727272727,29.9910984848485,20.91,"south"
"south","Furniture, games",357,1.22039215686275,31.6666106442577,18.02,"south"
"south","Green technologies",740,0.746432432432432,25.7295675675676,27.17,"south"
"south","Handling",245,0.508979591836735,31.0098775510204,3.8,"south"
"south","IT methods for management",108,0.623703703703704,40.5672222222222,55.98,"south"
"south","Machine tools",269,0.640334572490706,26.7675464684015,1.93,"south"
"south","Macromolecular chemistry, polymers",538,3.91323420074349,55.7147769516729,4.28,"south"
"south","Materials, metallurgy",135,0.793037037037037,41.399037037037,19.33,"south"
"south","Measurement",1451,1.45640937284631,36.4160785665059,54.84,"south"
"south","Mechanical elements",148,0.268108108108108,22.5023648648649,14.17,"south"
"south","Medical technology",3132,3.73980523627075,44.0066730523627,41.08,"south"
"south","Micro-structural and nano-technology",57,1.06438596491228,45.9135087719298,42,"south"
"south","Optics",858,3.17445221445221,59.293006993007,45.39,"south"
"south","Organic fine chemistry",199,1.16417085427136,39.2038693467337,28.13,"south"
"south","Other consumer goods",423,1.10052009456265,36.715011820331,23.01,"south"
"south","Other special machines",757,1.19021136063408,31.9454689564069,0,"south"
"south","Pharmaceuticals",216,0.368935185185185,33.4464814814815,40.46,"south"
"south","Semiconductors",348,2.1117816091954,59.0824425287356,55.41,"south"
"south","Surface technology, coating",241,1.45311203319502,42.0230705394191,3.88,"south"
"south","Telecommunications",533,1.45893058161351,52.9156660412758,97.24,"south"
"south","Textile and paper machines",262,3.68992366412214,43.5179007633588,5.66,"south"
"south","Thermal processes and apparatus",137,0.477664233576642,30.8462773722628,9.58,"south"
"south","Transport",391,0.434168797953964,31.070537084399,23.23,"south"
