"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL33","Life sciences - Biotechnology",326,1.93,79.23,11.79,"west"
"NL31","Quantum",1,1.72,7.69,30.23,"west"
"NL32","Quantum",1,1.08,47.29,30.23,"west"
"NL33","Quantum",14,10.03,72.65,30.23,"west"
"NL23","Regeneratieve geneeskunde",1,0.5,49.09,19.94,"west"
"NL31","Regeneratieve geneeskunde",32,2.18,63.16,19.94,"west"
"NL32","Regeneratieve geneeskunde",26,1.12,47.91,19.94,"west"
"NL33","Regeneratieve geneeskunde",32,0.91,59.83,19.94,"west"
"NL23","Slimme mobiliteit",3,0.71,16.76,50.84,"west"
"NL31","Slimme mobiliteit",7,0.23,8.14,50.84,"west"
"NL32","Slimme mobiliteit",23,0.47,13.94,50.84,"west"
"NL33","Slimme mobiliteit",47,0.63,22.51,50.84,"west"
"NL31","Valorisatie Deltatechnologie",2,10.18,50.36,36.15,"west"
"NL33","Valorisatie Deltatechnologie",4,8.5,53.57,36.15,"west"
"NL23","Verduurzaming bouwsector",3,1.59,32.44,38.76,"west"
"NL31","Verduurzaming bouwsector",10,0.73,12.76,38.76,"west"
"NL32","Verduurzaming bouwsector",28,1.28,42.44,38.76,"west"
"NL33","Verduurzaming bouwsector",22,0.67,28.41,38.76,"west"
"NL31","Vertical Farming",3,0.39,14.94,42.53,"west"
"NL32","Vertical Farming",15,1.23,29.55,42.53,"west"
"NL33","Vertical Farming",26,1.41,21.92,42.53,"west"
"NL31","Waterstof",5,0.79,22.6,34.91,"west"
"NL32","Waterstof",8,0.79,52.7,34.91,"west"
"NL33","Waterstof",16,1.05,49.02,34.91,"west"
"west","Aerospace",118,0.778220338983051,26.2834745762712,27.77,"west"
"west","Batterietechnologie",55,0.719272727272727,31.242,34.36,"west"
"west","CO2 vrije elektriciteit",152,1.38743421052632,51.93,27.09,"west"
"west","Circulair Bouwen",9,0.836666666666667,19.5855555555556,52.37,"west"
"west","Cybersecurity",94,0.719361702127659,19.18,5.16,"west"
"west","Defensietechnologie",4,0.225,13.22,52.75,"west"
"west","E-health",47,0.812127659574468,31.7721276595745,2.35,"west"
"west","Engineering Fabrication - Additive manufacturing",61,0.935409836065574,24.5191803278689,46.5,"west"
"west","Engineering Fabrication - Autonomous robots",30,1.17033333333333,31.0086666666667,43.97,"west"
"west","Hergebruik plastic",2,0.43,17.845,46.09,"west"
"west","Imaging",133,0.831052631578947,24.9870676691729,11.19,"west"
"west","Innovatief Waterbeheer",65,3.49569230769231,62.7424615384615,26.23,"west"
"west","Klimaatneutrale Landbouw",12,1.74,67.725,36.62,"west"
"west","Kringloop Landbouw",29,0.854137931034483,32.4148275862069,30.58,"west"
"west","Life sciences - Biotechnology",764,2.33223821989529,77.3048691099476,11.79,"west"
"west","Quantum",16,8.95125,67.005,30.23,"west"
"west","Regeneratieve geneeskunde",91,1.41208791208791,57.4772527472527,19.94,"west"
"west","Slimme mobiliteit",80,0.552,18.573125,50.84,"west"
"west","Valorisatie Deltatechnologie",6,9.06,52.5,36.15,"west"
"west","Verduurzaming bouwsector",63,0.994444444444445,32.3533333333333,38.76,"west"
"west","Vertical Farming",44,1.27909090909091,24.0452272727273,42.53,"west"
"west","Waterstof",29,0.933448275862069,45.48,34.91,"west"
