"id";"x";"y";"label";"color";"count";"parent"
"US";2019;31,1753731343284;"US";"blue";1671;"US"
"US";2020;30,6636624334289;"US";"blue";1497;"US"
"US";2018;32,8389830508475;"US";"blue";1395;"US"
"CN";2019;23,7873134328358;"CN";"orange";1275;"CN"
"US";2017;30,6541582150101;"US";"blue";1209;"US"
"CN";2020;24,4162228594838;"CN";"orange";1192;"CN"
"US";2016;33,8320610687023;"US";"blue";1108;"US"
"US";2015;34,6923917000364;"US";"blue";953;"US"
"US";2014;36,2814465408805;"US";"blue";923;"US"
"CN";2017;21,9320486815416;"CN";"orange";865;"CN"
"US";2007;45,3488372093023;"US";"blue";819;"US"
"CN";2018;19,1619585687382;"CN";"orange";814;"CN"
"US";2008;44,4509006391633;"US";"blue";765;"US"
"US";2013;34,4444444444444;"US";"blue";744;"US"
"US";2009;40,6555491661875;"US";"blue";707;"US"
"US";2006;41,6174734356553;"US";"blue";705;"US"
"US";2021;31,4864864864865;"US";"blue";699;"US"
"US";2012;35,1735015772871;"US";"blue";669;"US"
"US";2005;43,6957971981321;"US";"blue";655;"US"
"US";2010;38,8961038961039;"US";"blue";599;"US"
"US";2011;38,6378519973805;"US";"blue";590;"US"
"CN";2021;25,990990990991;"CN";"orange";577;"CN"
"US";2004;42,9752066115703;"US";"blue";572;"US"
"CN";2016;16,7328244274809;"CN";"orange";548;"CN"
"CN";2015;16,8547506370586;"CN";"orange";463;"CN"
"JP";2019;6,58582089552239;"JP";"yellow";353;"JP"
"CN";2014;13,6006289308176;"CN";"orange";346;"CN"
"KR";2020;6,8824252355592;"KR";"lightgreen";336;"KR"
"EU";2019;6,23134328358209;"UK";"green";334;"EU"
"KR";2017;8,08823529411765;"KR";"lightgreen";319;"KR"
"JP";2018;7,29755178907721;"JP";"yellow";310;"JP"
"KR";2018;6,99152542372881;"KR";"lightgreen";297;"KR"
"JP";2020;6,00163867267513;"JP";"yellow";293;"JP"
"KR";2019;5,44776119402985;"KR";"lightgreen";292;"KR"
"JP";2017;7,09939148073022;"JP";"yellow";280;"JP"
"EU";2020;5,55100368701352;"DE";"green";271;"EU"
"EU";2018;6,04990583804143;"UK";"green";257;"EU"
"JP";2016;7,81679389312977;"JP";"yellow";256;"JP"
"JP";2015;9,06443392792137;"JP";"yellow";249;"JP"
"EU";2019;4,2910447761194;"DE";"green";230;"EU"
"JP";2013;10;"JP";"yellow";216;"JP"
"KR";2016;6,59541984732824;"KR";"lightgreen";216;"KR"
"JP";2014;8,25471698113208;"JP";"yellow";210;"JP"
"EU";2020;4,26054895534617;"UK";"green";208;"EU"
"JP";2012;10,5678233438486;"JP";"yellow";201;"JP"
"CN";2013;9,25925925925926;"CN";"orange";200;"CN"
"EU";2017;5,04563894523327;"UK";"green";199;"EU"
"JP";2006;11,3931523022432;"JP";"yellow";193;"JP"
"EU";2018;4,35499058380414;"DE";"green";185;"EU"
"CN";2012;9,41114616193481;"CN";"orange";179;"CN"
"KR";2021;7,88288288288288;"KR";"lightgreen";175;"KR"
"EU";2016;4,94656488549618;"UK";"green";162;"EU"
"JP";2009;9,20069005175388;"JP";"yellow";160;"JP"
"JP";2008;9,23881464264962;"JP";"yellow";159;"JP"
"CN";2011;10,347085789129;"CN";"orange";158;"CN"
"IN";2019;2,89179104477612;"IN";"lightblue";155;"IN"
"EU";2017;3,87931034482759;"DE";"green";153;"EU"
"JP";2005;10,0066711140761;"JP";"yellow";150;"JP"
"EU";2016;4,51908396946565;"FR";"green";148;"EU"
"KR";2015;5,35129231889334;"KR";"lightgreen";147;"KR"
"CN";2010;9,35064935064935;"CN";"orange";144;"CN"
"JP";2010;9,28571428571429;"JP";"yellow";143;"JP"
"KR";2014;5,54245283018868;"KR";"lightgreen";141;"KR"
"JP";2004;10,5184072126221;"JP";"yellow";140;"JP"
"EU";2017;3,42292089249493;"FR";"green";135;"EU"
"JP";2011;8,77537655533726;"JP";"yellow";134;"JP"
"EU";2019;2,46268656716418;"FR";"green";132;"EU"
"IN";2020;2,70380991396968;"IN";"lightblue";132;"IN"
"EU";2015;4,69603203494722;"UK";"green";129;"EU"
"EU";2018;2,94256120527307;"FR";"green";125;"EU"
"JP";2007;6,86600221483942;"JP";"yellow";124;"JP"
"EU";2014;4,63836477987421;"DE";"green";118;"EU"
"EU";2016;3,6030534351145;"DE";"green";118;"EU"
"JP";2021;5,31531531531532;"JP";"yellow";118;"JP"
"EU";2021;5,18018018018018;"UK";"green";115;"EU"
"EU";2014;4,4811320754717;"UK";"green";114;"EU"
"CN";2009;6,49798734905118;"CN";"orange";113;"CN"
"EU";2009;6,44048303622772;"FR";"green";112;"EU"
"EU";2015;3,96796505278486;"FR";"green";109;"EU"
"KR";2013;5;"KR";"lightgreen";108;"KR"
"CA";2019;2,01492537313433;"CA";"lightgrey";108;"CA"
"EU";2007;5,92469545957918;"FR";"green";107;"EU"
"EU";2015;3,82235165635238;"DE";"green";105;"EU"
"EU";2020;2,13027447767308;"FR";"green";104;"EU"
"EU";2014;4,04874213836478;"FR";"green";103;"EU"
