"id";"x";"y";"label";"color";"count";"parent"
"US";2014;22,7660363366704;"US";"blue";614;"US"
"JP";2013;21,8160377358491;"JP";"yellow";555;"JP"
"JP";2014;19,9851687059696;"JP";"yellow";539;"JP"
"US";2017;23,3509234828496;"US";"blue";531;"US"
"US";2013;20,7154088050314;"US";"blue";527;"US"
"US";2012;20,8403361344538;"US";"blue";496;"US"
"US";2016;22,4564619615032;"US";"blue";490;"US"
"US";2011;22,6765799256506;"US";"blue";488;"US"
"US";2018;20,6126914660832;"US";"blue";471;"US"
"US";2015;21,0976158344579;"US";"blue";469;"US"
"JP";2012;18,8235294117647;"JP";"yellow";448;"JP"
"JP";2015;19,8830409356725;"JP";"yellow";442;"JP"
"US";2010;24,5684695051784;"US";"blue";427;"US"
"CN";2018;18,6433260393873;"CN";"orange";426;"CN"
"CN";2019;19,7083725305738;"CN";"orange";419;"CN"
"CN";2020;22,0994475138122;"CN";"orange";400;"CN"
"JP";2017;17,2383465259455;"JP";"yellow";392;"JP"
"US";2009;24,076354679803;"US";"blue";391;"US"
"US";2019;18,1091251175917;"US";"blue";385;"US"
"JP";2016;16,8194317140238;"JP";"yellow";367;"JP"
"JP";2019;17,2154280338664;"JP";"yellow";366;"JP"
"JP";2011;16,9609665427509;"JP";"yellow";365;"JP"
"JP";2018;15,8862144420131;"JP";"yellow";363;"JP"
"US";2008;27,418065547562;"US";"blue";343;"US"
"US";2020;18,9502762430939;"US";"blue";343;"US"
"CN";2017;14,2919964819701;"CN";"orange";325;"CN"
"CN";2014;10,1223581757508;"CN";"orange";273;"CN"
"US";2007;25,0462107208872;"US";"blue";271;"US"
"JP";2010;14,4994246260069;"JP";"yellow";252;"JP"
"CN";2013;9,43396226415094;"CN";"orange";240;"CN"
"CN";2015;10,6612685560054;"CN";"orange";237;"CN"
"CN";2016;10,8615948670944;"CN";"orange";237;"CN"
"JP";2009;14,4704433497537;"JP";"yellow";235;"JP"
"EU";2012;9,6218487394958;"DE";"green";229;"EU"
