"id";"x";"y";"label";"color";"count";"parent"
"JP";2012;32,829373650108;"JP";"yellow";912;"JP"
"JP";2013;29,1042291042291;"JP";"yellow";874;"JP"
"JP";2019;27,1509876129896;"JP";"yellow";811;"JP"
"JP";2018;26,8967874231032;"JP";"yellow";787;"JP"
"JP";2014;26,433661350526;"JP";"yellow";779;"JP"
"JP";2011;29,9338263915921;"JP";"yellow";769;"JP"
"JP";2016;27,992700729927;"JP";"yellow";767;"JP"
"US";2014;25,755005089922;"US";"blue";759;"US"
"JP";2008;29,7854785478548;"JP";"yellow";722;"JP"
"JP";2017;25,6309989335229;"JP";"yellow";721;"JP"
"JP";2007;31,4831261101243;"JP";"yellow";709;"JP"
"US";2007;31,4387211367673;"US";"blue";708;"US"
"JP";2020;24,7179125528914;"JP";"yellow";701;"JP"
"JP";2009;29,664660361135;"JP";"yellow";690;"JP"
"JP";2015;25,0363901018923;"JP";"yellow";688;"JP"
"US";2008;28,0940594059406;"US";"blue";681;"US"
"US";2010;27,4837133550489;"US";"blue";675;"US"
"JP";2010;27,2801302931596;"JP";"yellow";670;"JP"
"US";2005;36,4686468646865;"US";"blue";663;"US"
"US";2006;32,1146245059289;"US";"blue";650;"US"
"JP";2006;31,4229249011858;"JP";"yellow";636;"JP"
"US";2013;21,1122211122211;"US";"blue";634;"US"
"US";2004;37,8605769230769;"US";"blue";630;"US"
"US";2017;21,6850337717739;"US";"blue";610;"US"
"US";2011;23,0439859867653;"US";"blue";592;"US"
"US";2018;20,164046479836;"US";"blue";590;"US"
"US";2009;25,1934651762683;"US";"blue";586;"US"
"US";2012;21,0583153347732;"US";"blue";585;"US"
"US";2015;20,7787481804949;"US";"blue";571;"US"
"US";2016;20,2189781021898;"US";"blue";554;"US"
"JP";2005;29,3179317931793;"JP";"yellow";533;"JP"
"US";2019;16,973552058922;"US";"blue";507;"US"
"US";2020;17,7362482369535;"US";"blue";503;"US"
"JP";2004;23,1971153846154;"JP";"yellow";386;"JP"
"EU";2020;12,3060648801128;"DE";"green";349;"EU"
"EU";2019;10,9474389019083;"DE";"green";327;"EU"
"EU";2009;14,0154772141015;"DE";"green";326;"EU"
"EU";2015;11,863173216885;"DE";"green";326;"EU"
"EU";2018;10,5946684894053;"DE";"green";310;"EU"
"JP";2021;20,5498281786942;"JP";"yellow";299;"JP"
"EU";2010;12,0521172638436;"DE";"green";296;"EU"
"CN";2020;10,4372355430183;"CN";"orange";296;"CN"
"EU";2008;12,1287128712871;"DE";"green";294;"EU"
"EU";2011;11,366290385364;"DE";"green";292;"EU"
"EU";2013;9,19080919080919;"DE";"green";276;"EU"
"KR";2019;9,24004017408771;"KR";"lightgreen";276;"KR"
"EU";2014;9,33152358330506;"DE";"green";275;"EU"
"EU";2017;9,70494134376111;"DE";"green";273;"EU"
"EU";2016;9,81751824817518;"DE";"green";269;"EU"
"EU";2012;9,61123110151188;"DE";"green";267;"EU"
"KR";2017;9,06505510131532;"KR";"lightgreen";255;"KR"
"KR";2018;8,06561859193438;"KR";"lightgreen";236;"KR"
"EU";2021;16,0137457044674;"DE";"green";233;"EU"
"CN";2019;7,70003347840643;"CN";"orange";230;"CN"
"CN";2021;15,53264604811;"CN";"orange";226;"CN"
"KR";2014;7,53308449270444;"KR";"lightgreen";222;"KR"
"KR";2016;7,95620437956204;"KR";"lightgreen";218;"KR"
"KR";2020;7,65162200282087;"KR";"lightgreen";217;"KR"
"US";2021;14,4329896907216;"US";"blue";210;"US"
"EU";2004;11,7788461538462;"DE";"green";196;"EU"
"KR";2015;6,91411935953421;"KR";"lightgreen";190;"KR"
"CN";2018;6,42515379357485;"CN";"orange";188;"CN"
"EU";2007;8,25932504440497;"DE";"green";186;"EU"
"EU";2006;9,04150197628459;"DE";"green";183;"EU"
"KR";2013;5,72760572760573;"KR";"lightgreen";172;"KR"
"CN";2017;6,11446853892641;"CN";"orange";172;"CN"
"EU";2013;5,56110556110556;"UK";"green";167;"EU"
"EU";2018;5,50239234449761;"FR";"green";161;"EU"
"EU";2016;5,62043795620438;"FR";"green";154;"EU"
"CN";2016;5,62043795620438;"CN";"orange";154;"CN"
"EU";2013;5,06160506160506;"FR";"green";152;"EU"
"EU";2015;5,49490538573508;"FR";"green";151;"EU"
"EU";2005;7,97579757975798;"DE";"green";145;"EU"
"KR";2011;5,60529388867264;"KR";"lightgreen";144;"KR"
"EU";2015;5,05822416302766;"UK";"green";139;"EU"
"KR";2012;4,96760259179266;"KR";"lightgreen";138;"KR"
"EU";2011;5,33281432463994;"FR";"green";137;"EU"
"EU";2019;4,51958486776029;"FR";"green";135;"EU"
"EU";2016;4,78102189781022;"UK";"green";131;"EU"
"EU";2009;5,58899398108341;"FR";"green";130;"EU"
"EU";2012;4,6796256299496;"FR";"green";130;"EU"
"CN";2015;4,73071324599709;"CN";"orange";130;"CN"
"EU";2010;5,21172638436482;"FR";"green";128;"EU"
"EU";2014;4,24160162877503;"FR";"green";125;"EU"
"CN";2013;3,996003996004;"CN";"orange";120;"CN"
"CN";2014;4,03800475059382;"CN";"orange";119;"CN"
"EU";2017;4,23035904728048;"FR";"green";119;"EU"
"KR";2021;8,1786941580756;"KR";"lightgreen";119;"KR"
"EU";2014;3,86834068544282;"UK";"green";114;"EU"
"EU";2020;4,0197461212976;"FR";"green";114;"EU"
"EU";2017;3,98151439744045;"UK";"green";112;"EU"
"IN";2012;3,95968322534197;"IN";"lightblue";110;"IN"
"CN";2012;3,88768898488121;"CN";"orange";108;"CN"
"CA";2008;4,12541254125413;"CA";"lightgrey";100;"CA"
"CA";2004;5,94951923076923;"CA";"lightgrey";99;"CA"
"EU";2012;3,56371490280778;"UK";"green";99;"EU"
"IN";2013;3,23010323010323;"IN";"lightblue";97;"IN"
"EU";2008;3,91914191419142;"FR";"green";95;"EU"
"CA";2005;5,17051705170517;"CA";"lightgrey";94;"CA"
"EU";2007;4,1740674955595;"FR";"green";94;"EU"
"EU";2019;3,14697020421828;"UK";"green";94;"EU"
"KR";2010;3,50162866449511;"KR";"lightgreen";86;"KR"
"EU";2006;4,199604743083;"FR";"green";85;"EU"
"EU";2011;3,26975476839237;"UK";"green";84;"EU"
"EU";2010;3,33876221498371;"UK";"green";82;"EU"
"CA";2013;2,5974025974026;"CA";"lightgrey";78;"CA"
"KR";2008;3,17656765676568;"KR";"lightgreen";77;"KR"
"EU";2007;3,41918294849023;"UK";"green";77;"EU"
"EU";2020;2,71509167842031;"UK";"green";77;"EU"
"KR";2009;3,26741186586414;"KR";"lightgreen";76;"KR"
"CA";2007;3,24156305506217;"CA";"lightgrey";73;"CA"
"CA";2014;2,47709535120461;"CA";"lightgrey";73;"CA"
"EU";2018;2,49487354750513;"UK";"green";73;"EU"
"EU";2004;4,32692307692308;"UK";"green";72;"EU"
"EU";2005;3,90539053905391;"FR";"green";71;"EU"
"CN";2011;2,76372129233165;"CN";"orange";71;"CN"
"EU";2008;2,84653465346535;"UK";"green";69;"EU"
"CA";2018;2,28981544771018;"CA";"lightgrey";67;"CA"
