"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL34","A01B",12,10.57,61.8,54.69,"south"
"NL41","A01B",9,0.32,11.94,54.69,"south"
"NL42","A01B",1,0.15,13.79,54.69,"south"
"NL34","A01C",2,2.14,63.29,58.42,"south"
"NL41","A01C",2,0.09,13.66,58.42,"south"
"NL42","A01C",4,0.74,37.89,58.42,"south"
"NL34","A01D",7,4.21,56.69,49.51,"south"
"NL41","A01D",34,0.83,14.97,49.51,"south"
"NL42","A01D",4,0.41,10.29,49.51,"south"
"NL34","A01F",16,20.85,69.5,51.74,"south"
"NL41","A01F",14,0.74,9.93,51.74,"south"
"NL42","A01F",4,0.9,17.2,51.74,"south"
"NL34","A01G",3,2.21,44.49,39.29,"south"
"NL41","A01G",36,1.08,12.32,39.29,"south"
"NL42","A01G",22,2.79,23.88,39.29,"south"
"NL41","A01H",7,0.79,11.27,38.15,"south"
"NL42","A01H",13,6.19,59.15,38.15,"south"
"NL41","A01J",1,0.13,16.56,53.28,"south"
"NL34","A01K",3,1.83,25.7,25.71,"south"
"NL41","A01K",35,0.87,22.9,25.71,"south"
"NL42","A01K",15,1.57,24.41,25.71,"south"
"NL34","A01M",1,1.29,42.42,42.14,"south"
"NL41","A01M",9,0.48,19.68,42.14,"south"
"NL42","A01M",7,1.56,19.19,42.14,"south"
"NL34","A01N",2,0.53,37.73,21.63,"south"
"NL41","A01N",15,0.16,10.53,21.63,"south"
"NL42","A01N",7,0.32,38.45,21.63,"south"
"NL41","A21B",15,2.76,50.46,59.39,"south"
"NL41","A21C",10,1.49,60.39,58.22,"south"
"NL42","A21C",5,3.14,51.42,58.22,"south"
"NL34","A21D",3,5.91,22.88,41.76,"south"
"NL41","A21D",13,1.05,41.12,41.76,"south"
"NL42","A21D",12,4.06,68.48,41.76,"south"
"NL34","A22B",1,7.73,63.81,35.14,"south"
"NL41","A22B",8,2.53,63,35.14,"south"
"NL42","A22B",2,2.66,68.63,35.14,"south"
"NL34","A22C",2,4.01,55.81,33.59,"south"
"NL41","A22C",43,3.52,55.81,33.59,"south"
"NL42","A22C",13,4.49,62.62,33.59,"south"
"NL34","A23B",2,5.18,40.65,33.15,"south"
"NL41","A23B",19,2.01,42.37,33.15,"south"
"NL42","A23B",6,2.67,66.6,33.15,"south"
"NL41","A23C",3,0.14,27.46,29.67,"south"
"NL42","A23C",27,5.24,71.75,29.67,"south"
"NL41","A23D",5,0.45,28.36,38.94,"south"
"NL42","A23D",1,0.38,66.42,38.94,"south"
"NL41","A23F",20,2.1,46.1,37.46,"south"
"NL42","A23F",2,0.89,55.63,37.46,"south"
"NL41","A23G",11,0.53,38.18,37.59,"south"
"NL42","A23G",11,2.21,57.98,37.59,"south"
"NL41","A23J",6,0.58,30.43,28.7,"south"
"NL42","A23J",17,6.87,81.7,28.7,"south"
"NL34","A23K",6,5.03,34.42,28.04,"south"
"NL41","A23K",18,0.62,20.96,28.04,"south"
"NL42","A23K",16,2.31,65.3,28.04,"south"
"NL34","A23L",7,1.59,25.88,23.61,"south"
"NL41","A23L",109,1.01,23.97,23.61,"south"
"NL42","A23L",64,2.5,66.33,23.61,"south"
"NL41","A23N",22,4.91,42.33,44.4,"south"
"NL42","A23N",4,3.76,39.85,44.4,"south"
"NL34","A23P",1,1.27,34.11,39.58,"south"
"NL41","A23P",44,2.29,38.51,39.58,"south"
"NL42","A23P",18,3.94,74.28,39.58,"south"
"NL41","A23V",61,0.87,37.46,21.95,"south"
"NL42","A23V",42,2.51,67.76,21.95,"south"
"NL42","A23Y",5,3.95,84.94,34.38,"south"
"NL41","A24B",1,0.06,19.97,31.52,"south"
"NL41","A24D",2,0.13,10.07,36.86,"south"
"NL41","A41B",2,0.5,10.76,56.82,"south"
"NL42","A41B",3,3.17,47.27,56.82,"south"
"NL41","A41D",6,0.33,19.68,40.54,"south"
"NL42","A41D",6,1.4,36.75,40.54,"south"
"NL41","A41F",1,0.48,16.91,50.36,"south"
"NL42","A42B",2,1.12,47,42.52,"south"
"NL42","A42C",1,6.65,72.86,60.53,"south"
"NL41","A43B",2,0.11,9.92,45.79,"south"
"NL42","A43B",3,0.69,29.4,45.79,"south"
"NL41","A44B",3,0.52,25.68,51.45,"south"
"NL41","A44C",3,0.28,26.07,49.38,"south"
"NL42","A44C",1,0.39,12.34,49.38,"south"
"NL41","A44D",2,1.47,6.76,52.57,"south"
"NL41","A45B",3,1.37,24.7,51.57,"south"
"NL41","A45C",5,0.45,21.97,41.19,"south"
"NL42","A45C",1,0.38,11.32,41.19,"south"
"NL41","A45D",81,2.46,44.52,37.31,"south"
"NL42","A45D",2,0.26,10.23,37.31,"south"
"NL41","A45F",2,0.3,26.7,44.56,"south"
"NL42","A45F",1,0.63,13.27,44.56,"south"
"NL34","A46B",3,3.87,9.68,45.43,"south"
"NL41","A46B",106,5.58,68.11,45.43,"south"
"NL42","A46B",1,0.22,6.83,45.43,"south"
"NL41","A46D",16,3.28,80.58,58.85,"south"
"NL34","A47B",2,1.12,17.81,52.72,"south"
"NL41","A47B",8,0.18,15.37,52.72,"south"
"NL42","A47B",1,0.1,7.87,52.72,"south"
"NL34","A47C",1,1,18.88,46.07,"south"
"NL41","A47C",7,0.29,34.88,46.07,"south"
"NL42","A47C",1,0.17,24.75,46.07,"south"
"NL41","A47D",3,1.02,32.92,43.76,"south"
"NL41","A47F",10,0.67,23.67,50.2,"south"
"NL42","A47F",1,0.28,6.43,50.2,"south"
"NL34","A47G",1,1.4,21.12,38.77,"south"
"NL41","A47G",22,1.26,21.5,38.77,"south"
"NL42","A47G",3,0.72,24.68,38.77,"south"
"NL41","A47J",191,2.41,40.5,44.57,"south"
"NL42","A47J",3,0.16,26.11,44.57,"south"
"NL41","A47K",10,0.54,23.74,44.27,"south"
"NL41","A47L",49,0.83,35.87,54.15,"south"
"NL42","A47L",1,0.07,7.83,54.15,"south"
"NL34","A61B",6,0.42,12.68,14.45,"south"
"NL41","A61B",2397,6.83,64.08,14.45,"south"
"NL42","A61B",61,0.73,16.54,14.45,"south"
"NL41","A61C",118,2.36,50,37.44,"south"
"NL42","A61C",1,0.08,17.79,37.44,"south"
"NL42","A61D",1,0.83,30.56,41.08,"south"
"NL34","A61F",1,0.17,22.22,29.07,"south"
"NL41","A61F",96,0.65,39.53,29.07,"south"
"NL42","A61F",36,1.02,26.55,29.07,"south"
"NL41","A61G",29,1.25,32.78,39.53,"south"
"NL42","A61G",1,0.18,10.61,39.53,"south"
"NL41","A61H",45,2.11,43.57,39.14,"south"
"NL42","A61H",1,0.2,14.67,39.14,"south"
"NL41","A61J",31,1.02,32.69,42.53,"south"
"NL42","A61J",3,0.42,25.73,42.53,"south"
"NL34","A61K",14,0.54,28.59,7.31,"south"
"NL41","A61K",161,0.25,12.76,7.31,"south"
"NL42","A61K",66,0.44,33.22,7.31,"south"
"NL34","A61L",1,0.25,28.7,25.22,"south"
"NL41","A61L",80,0.82,21.91,25.22,"south"
"NL42","A61L",20,0.86,40.1,25.22,"south"
"NL34","A61M",4,0.47,9.48,27.55,"south"
"NL41","A61M",415,1.98,37.08,27.55,"south"
"NL42","A61M",22,0.44,16.85,27.55,"south"
"NL34","A61N",1,0.37,13.03,21.36,"south"
"NL41","A61N",337,5.07,59.68,21.36,"south"
"NL42","A61N",13,0.82,14.52,21.36,"south"
"NL34","A61P",11,0.56,27.36,7.52,"south"
"NL41","A61P",113,0.24,10.08,7.52,"south"
"NL42","A61P",51,0.45,31.92,7.52,"south"
"NL34","A61Q",1,0.22,28.02,17.91,"south"
"NL41","A61Q",21,0.19,15.49,17.91,"south"
"NL42","A61Q",4,0.15,29.73,17.91,"south"
"NL41","A62B",45,3.41,16.62,40.23,"south"
"NL41","A62C",4,0.25,12.11,42.81,"south"
"NL41","A63B",24,0.91,40.99,34.76,"south"
"NL34","A63F",1,1.99,9.13,27,"south"
"NL41","A63F",13,1.06,42.89,27,"south"
"NL42","A63G",5,6.02,15.49,48.84,"south"
"NL41","A63H",1,0.14,29.73,31.6,"south"
"NL42","A63J",1,3.9,26.72,46.64,"south"
"NL42","B01B",1,5.28,17.57,56.13,"south"
"NL34","B01D",6,0.78,32.11,35.02,"south"
"NL41","B01D",111,0.59,9.28,35.02,"south"
"NL42","B01D",44,0.98,31.61,35.02,"south"
