"id";"x";"y";"label";"color";"count"
"US";2019;32,2218659826868;"US";"red";1005
"US";2020;32,6729106628242;"US";"red";907
"US";2018;36,4337936636881;"US";"red";897
"US";2014;44,3204868154158;"US";"red";874
"US";2017;40,2495378927911;"US";"red";871
"CN";2019;27,0920166720103;"CN";"orange";845
"US";2016;42,9454170957776;"US";"red";834
"US";2015;40,0757166035695;"US";"red";741
"CN";2020;24,8198847262248;"CN";"orange";689
"US";2013;39,7382920110193;"US";"red";577
"US";2008;53,2273152478952;"US";"red";569
"US";2007;56,0975609756098;"US";"red";552
"US";2012;40,1498127340824;"US";"red";536
"CN";2018;20,1868399675061;"CN";"orange";497
"US";2009;52,6315789473684;"US";"red";490
"US";2021;29,3630573248408;"US";"red";461
"CN";2021;29,3630573248408;"CN";"orange";461
"US";2011;40,0576368876081;"US";"red";417
"US";2006;51,4962593516209;"US";"red";413
"US";2010;47,1395881006865;"US";"red";412
"US";2005;52,4547803617571;"US";"red";406
"CN";2017;17,9297597042514;"CN";"orange";388
"JP";2019;11,670407181789;"JP";"yellow";364
"JP";2020;12,7161383285303;"JP";"yellow";353
"US";2004;51,8461538461538;"US";"red";337
"JP";2018;13,0787977254265;"JP";"yellow";322
"JP";2014;13,2352941176471;"JP";"yellow";261
"JP";2015;13,4126554894538;"JP";"yellow";248
"JP";2017;11,2292051756007;"JP";"yellow";243
"CN";2015;12,0605732828556;"CN";"orange";223
"CN";2016;11,3800205973223;"CN";"orange";221
"JP";2013;14,2561983471074;"JP";"yellow";207
"CN";2014;10,3448275862069;"CN";"orange";204
"JP";2012;13,9325842696629;"JP";"yellow";186
"JP";2016;9,11431513903193;"JP";"yellow";177
"JP";2011;15,4658981748319;"JP";"yellow";161
"DE";2019;4,64892593780058;"DE";"green";145
"JP";2021;8,78980891719745;"JP";"yellow";138
"KR";2018;5,4021121039805;"KR";"lightgreen";133
"KR";2020;4,68299711815562;"KR";"lightgreen";130
"DE";2020;4,5028818443804;"DE";"green";125
"KR";2021;7,5796178343949;"KR";"lightgreen";119
"CN";2012;8,83895131086142;"CN";"orange";118
"JP";2010;12,929061784897;"JP";"yellow";113
"KR";2019;3,302340493748;"KR";"lightgreen";103
"CN";2013;6,68044077134986;"CN";"orange";97
"DE";2018;3,85865150284322;"DE";"green";95
"KR";2017;4,34380776340111;"KR";"lightgreen";94
"IN";2019;2,94966335363899;"IN";"lightblue";92
"DE";2016;4,58290422245108;"DE";"green";89
"JP";2008;8,13844714686623;"JP";"yellow";87
"UK";2019;2,72523244629689;"UK";"lightred";85
"JP";2009;8,70032223415682;"JP";"yellow";81
"DE";2021;5,15923566878981;"DE";"green";81
"JP";2006;9,72568578553616;"JP";"yellow";78
"DE";2015;4,21849648458626;"DE";"green";78
"IN";2020;2,73775216138329;"IN";"lightblue";76
"CN";2011;7,10854947166186;"CN";"orange";74
"KR";2013;5,09641873278237;"KR";"lightgreen";74
"DE";2014;3,7525354969574;"DE";"green";74
"JP";2007;7,31707317073171;"JP";"yellow";72
"DE";2017;3,3271719038817;"DE";"green";72
"KR";2012;5,31835205992509;"KR";"lightgreen";71
"UK";2014;3,60040567951318;"UK";"lightred";71
"DE";2004;10,7692307692308;"DE";"green";70
"DE";2005;9,04392764857881;"DE";"green";70
"KR";2014;3,54969574036511;"KR";"lightgreen";70
"DE";2012;5,1685393258427;"DE";"green";69
"UK";2018;2,76198212835093;"UK";"lightred";68
"JP";2004;10,3076923076923;"JP";"yellow";67
"UK";2016;3,45005149330587;"UK";"lightred";67
"UK";2020;2,4135446685879;"UK";"lightred";67
"IL";2016;3,39855818743563;"IL";"grey";66
"IN";2018;2,64012997562957;"IN";"lightblue";65
"IN";2012;4,7940074906367;"IN";"lightblue";64
"UK";2017;2,95748613678373;"UK";"lightred";64
"DE";2013;4,33884297520661;"DE";"green";63
"DE";2007;6,19918699186992;"DE";"green";61
"CA";2013;4,20110192837466;"CA";"lightgrey";61
"UK";2015;3,29908058409951;"UK";"lightred";61
"IL";2015;3,24499729583559;"IL";"grey";60
"CA";2008;5,51917680074836;"CA";"lightgrey";59
"KR";2015;3,19091400757166;"KR";"lightgreen";59
"CA";2017;2,7264325323475;"CA";"lightgrey";59
"IN";2014;2,94117647058824;"IN";"lightblue";58
"UK";2008;5,33208606173994;"UK";"lightred";57
"IL";2014;2,83975659229209;"IL";"grey";56
"IL";2017;2,58780036968577;"IL";"grey";56
"IN";2013;3,78787878787879;"IN";"lightblue";55
"IN";2016;2,83213182286303;"IN";"lightblue";55
"CA";2020;1,94524495677233;"CA";"lightgrey";54
"DE";2006;6,60847880299252;"DE";"green";53
"FR";2015;2,8664142779881;"FR";"blue";53
"IN";2021;3,37579617834395;"IN";"lightblue";53
"CA";2018;2,11210398050366;"CA";"lightgrey";52
"CA";2019;1,63513946777813;"CA";"lightgrey";51
"FR";2019;1,60307790958641;"FR";"blue";50
"UK";2005;6,33074935400517;"UK";"lightred";49
"CA";2015;2,6500811249324;"CA";"lightgrey";49
"KR";2016;2,52317198764161;"KR";"lightgreen";49
"CA";2014;2,43407707910751;"CA";"lightgrey";48
"AU";2016;2,47167868177137;"AU";"lightblue";48
"AU";2017;2,2181146025878;"AU";"lightblue";48
"DE";2011;4,51488952929875;"DE";"green";47
"FR";2016;2,42018537590113;"FR";"blue";47
"DE";2008;4,30308699719364;"DE";"green";46
"DE";2010;5,26315789473684;"DE";"green";46
"FR";2013;3,16804407713499;"FR";"blue";46
"FR";2020;1,62103746397695;"FR";"blue";45
"SE";2019;1,44277011862777;"SE";"lightorange";45
"UK";2009;4,6186895810956;"UK";"lightred";43
"UK";2007;4,36991869918699;"UK";"lightred";43
"UK";2013;2,96143250688705;"UK";"lightred";43
"IN";2015;2,32558139534884;"IN";"lightblue";43
"FR";2017;1,98706099815157;"FR";"blue";43
"CN";2010;4,80549199084668;"CN";"orange";42
"KR";2011;4,03458213256484;"KR";"lightgreen";42
"AU";2020;1,51296829971182;"AU";"lightblue";42
"CA";2009;4,40386680988185;"CA";"lightgrey";41
"FR";2012;3,07116104868914;"FR";"blue";41
"JP";2005;5,16795865633075;"JP";"yellow";40
"KR";2009;4,29645542427497;"KR";"lightgreen";40
"FR";2018;1,6246953696182;"FR";"blue";40
"IL";2019;1,2504007694774;"IL";"grey";39
"CA";2007;3,86178861788618;"CA";"lightgrey";38
"DE";2009;4,08163265306122;"DE";"green";38
"UK";2012;2,84644194756554;"UK";"lightred";38
"FR";2014;1,92697768762677;"FR";"blue";38
"IN";2017;1,75600739371534;"IN";"lightblue";38
"AU";2015;2,0551649540292;"AU";"lightblue";38
"KR";2008;3,36763330215154;"KR";"lightgreen";36
"SE";2017;1,66358595194085;"SE";"lightorange";36
"IL";2018;1,46222583265638;"IL";"grey";36
