"id";"x";"y";"label";"color";"count"
"US";2020;52,9411764705882;"US";"red";504
"US";2019;36,0619469026549;"US";"red";489
"US";2018;34,910277324633;"US";"red";428
"US";2017;35,3544776119403;"US";"red";379
"US";2016;34,5977011494253;"US";"red";301
"JP";2017;24,3470149253731;"JP";"yellow";261
"US";2021;50,8333333333333;"US";"red";244
"JP";2019;16,5929203539823;"JP";"yellow";225
"JP";2016;24,367816091954;"JP";"yellow";212
"JP";2018;17,2920065252855;"JP";"yellow";212
"JP";2015;27,7695716395864;"JP";"yellow";188
"JP";2014;31,965811965812;"JP";"yellow";187
"US";2015;27,178729689808;"US";"red";184
"US";2014;31,2820512820513;"US";"red";183
"CN";2018;14,4371941272431;"CN";"orange";177
"CN";2019;10,4719764011799;"CN";"orange";142
"US";2013;40,3508771929825;"US";"red";138
"DE";2019;8,92330383480826;"DE";"green";121
"CN";2020;11,3445378151261;"CN";"orange";108
"CN";2017;9,60820895522388;"CN";"orange";103
"JP";2013;28,6549707602339;"JP";"yellow";98
"KR";2019;6,19469026548673;"KR";"lightgreen";84
"DE";2020;8,08823529411765;"DE";"green";77
"KR";2018;6,28058727569331;"KR";"lightgreen";77
"DE";2017;6,4365671641791;"DE";"green";69
"KR";2015;9,89660265878877;"KR";"lightgreen";67
"CN";2021;13,9583333333333;"CN";"orange";67
"UK";2019;4,86725663716814;"UK";"lightred";66
"DE";2018;5,30179445350734;"DE";"green";65
"KR";2016;7,47126436781609;"KR";"lightgreen";65
"JP";2012;31,3725490196078;"JP";"yellow";64
"FR";2015;8,86262924667651;"FR";"blue";60
"FR";2019;4,35103244837758;"FR";"blue";59
"US";2012;27,4509803921569;"US";"red";56
"DE";2016;6,20689655172414;"DE";"green";54
"FR";2017;4,94402985074627;"FR";"blue";53
"KR";2020;5,25210084033613;"KR";"lightgreen";50
"DE";2015;7,38552437223043;"DE";"green";50
"JP";2020;5,04201680672269;"JP";"yellow";48
"JP";2010;41,9642857142857;"JP";"yellow";47
"CN";2016;5,40229885057471;"CN";"orange";47
"UK";2018;3,83360522022838;"UK";"lightred";47
"FR";2018;3,67047308319739;"FR";"blue";45
"KR";2017;4,19776119402985;"KR";"lightgreen";45
"FR";2016;4,59770114942529;"FR";"blue";40
"KR";2021;8,33333333333333;"KR";"lightgreen";40
"FI";2019;2,8023598820059;"FI";"lightblue";38
"FI";2018;3,09951060358891;"FI";"lightblue";38
"CN";2015;5,1698670605613;"CN";"orange";35
"UK";2020;3,57142857142857;"UK";"lightred";34
"FR";2014;5,81196581196581;"FR";"blue";34
"DE";2014;5,64102564102564;"DE";"green";33
"KR";2014;5,64102564102564;"KR";"lightgreen";33
"FR";2020;3,36134453781513;"FR";"blue";32
"IL";2018;2,61011419249592;"IL";"grey";32
"UK";2014;5,2991452991453;"UK";"lightred";31
"UK";2017;2,89179104477612;"UK";"lightred";31
"JP";2005;33,3333333333333;"JP";"yellow";30
"JP";2011;22,3076923076923;"JP";"yellow";29
"UK";2016;3,33333333333333;"UK";"lightred";29
"IL";2019;2,13864306784661;"IL";"grey";29
"US";2008;25,6880733944954;"US";"red";28
"IL";2020;2,94117647058824;"IL";"grey";28
"DE";2021;5,41666666666667;"DE";"green";26
"DE";2012;12,2549019607843;"DE";"green";25
"JP";2008;22,9357798165138;"JP";"yellow";25
"US";2011;18,4615384615385;"US";"red";24
"US";2004;35,3846153846154;"US";"red";23
"US";2006;25;"US";"red";23
"JP";2006;23,9130434782609;"JP";"yellow";22
"FR";2013;6,4327485380117;"FR";"blue";22
"IL";2017;2,05223880597015;"IL";"grey";22
"IL";2016;2,41379310344828;"IL";"grey";21
"DE";2013;6,14035087719298;"DE";"green";21
"FR";2011;15,3846153846154;"FR";"blue";20
"UK";2015;2,95420974889217;"UK";"lightred";20
"JP";2004;30,7692307692308;"JP";"yellow";20
"US";2005;22,2222222222222;"US";"red";20
"JP";2007;21,8390804597701;"JP";"yellow";19
"US";2007;21,8390804597701;"US";"red";19
"CA";2017;1,67910447761194;"CA";"lightgrey";18
"US";2010;16,0714285714286;"US";"red";18
"DE";2008;15,5963302752294;"DE";"green";17
"IN";2014;2,90598290598291;"IN";"lightblue";17
"FI";2016;1,83908045977011;"FI";"lightblue";16
"FR";2008;14,6788990825688;"FR";"blue";16
"JP";2009;19,047619047619;"JP";"yellow";16
"UK";2013;4,3859649122807;"UK";"lightred";15
"DE";2009;17,8571428571429;"DE";"green";15
"US";2009;17,8571428571429;"US";"red";15
"CA";2016;1,60919540229885;"CA";"lightgrey";14
"CH";2018;1,14192495921697;"CH";"lightblue";14
"DE";2007;16,0919540229885;"DE";"green";14
"IN";2012;6,86274509803922;"IN";"lightblue";14
"UK";2021;2,91666666666667;"UK";"lightred";14
"SE";2017;1,30597014925373;"SE";"lightorange";14
"CA";2015;1,92023633677991;"CA";"lightgrey";13
"FR";2021;2,70833333333333;"FR";"blue";13
"CN";2014;2,22222222222222;"CN";"orange";13
"FI";2017;1,21268656716418;"FI";"lightblue";13
"SE";2018;1,06035889070147;"SE";"lightorange";13
"FR";2012;5,88235294117647;"FR";"blue";12
"CA";2018;0,978792822185971;"CA";"lightgrey";12
"IN";2018;0,978792822185971;"IN";"lightblue";12
"FR";2009;14,2857142857143;"FR";"blue";12
"UK";2010;10,7142857142857;"UK";"lightred";12
"SE";2019;0,884955752212389;"SE";"lightorange";12
"CA";2019;0,884955752212389;"CA";"lightgrey";12
"IN";2011;8,46153846153846;"IN";"lightblue";11
"DE";2010;9,82142857142857;"DE";"green";11
"DE";2011;8,46153846153846;"DE";"green";11
"IL";2015;1,62481536189069;"IL";"grey";11
"DE";2005;12,2222222222222;"DE";"green";11
"IN";2013;3,21637426900585;"IN";"lightblue";11
"NL";2016;1,26436781609195;"NL";"black";11
"CH";2017;0,932835820895522;"CH";"lightblue";10
"CH";2014;1,70940170940171;"CH";"lightblue";10
"IL";2005;11,1111111111111;"IL";"grey";10
"FR";2007;11,4942528735632;"FR";"blue";10
"IL";2014;1,70940170940171;"IL";"grey";10
"IN";2019;0,737463126843658;"IN";"lightblue";10
"FR";2010;8,03571428571429;"FR";"blue";9
"IL";2006;9,78260869565217;"IL";"grey";9
"UK";2011;6,92307692307692;"UK";"lightred";9
"CA";2020;0,945378151260504;"CA";"lightgrey";9
"TW";2018;0,734094616639478;"TW";"lightblue";9
"AU";2019;0,589970501474926;"AU";"lightblue";8
"IL";2007;9,19540229885057;"IL";"grey";8
"CA";2021;1,66666666666667;"CA";"lightgrey";8
"DE";2004;12,3076923076923;"DE";"green";8
"DE";2006;8,69565217391304;"DE";"green";8
