"id";"x";"y";"label";"color";"count"
"US";2019;31,6742081447964;"US";"red";70
"JP";2005;46,3087248322148;"JP";"yellow";69
"DE";2008;29,4685990338164;"DE";"green";61
"JP";2014;35,8490566037736;"JP";"yellow";57
"US";2018;27,4038461538462;"US";"red";57
"US";2020;36,1290322580645;"US";"red";56
"JP";2016;26,9230769230769;"JP";"yellow";49
"US";2017;23,5;"US";"red";47
"JP";2012;31,0810810810811;"JP";"yellow";46
"JP";2007;28,3870967741935;"JP";"yellow";44
"US";2004;41,3461538461538;"US";"red";43
"JP";2008;20,2898550724638;"JP";"yellow";42
"JP";2006;33,8842975206612;"JP";"yellow";41
"JP";2017;20;"JP";"yellow";40
"DE";2009;29,6875;"DE";"green";38
"JP";2009;28,90625;"JP";"yellow";37
"US";2016;20,3296703296703;"US";"red";37
"UK";2008;17,3913043478261;"UK";"lightred";36
"JP";2018;17,3076923076923;"JP";"yellow";36
"US";2010;27,2;"US";"red";34
"US";2007;21,2903225806452;"US";"red";33
"DE";2018;15,3846153846154;"DE";"green";32
"US";2021;36,7816091954023;"US";"red";32
"US";2008;14,975845410628;"US";"red";31
"JP";2015;25,4098360655738;"JP";"yellow";31
"CN";2018;14,9038461538462;"CN";"orange";31
"DE";2019;13,5746606334842;"DE";"green";30
"US";2005;19,4630872483221;"US";"red";29
"DE";2007;18,7096774193548;"DE";"green";29
"US";2013;23,3870967741935;"US";"red";29
"DE";2016;14,8351648351648;"DE";"green";27
"JP";2013;20,9677419354839;"JP";"yellow";26
"DE";2017;13;"DE";"green";26
"JP";2020;16,7741935483871;"JP";"yellow";26
"US";2015;20,4918032786885;"US";"red";25
"KR";2019;11,3122171945701;"KR";"lightgreen";25
"US";2012;16,2162162162162;"US";"red";24
"DE";2014;15,0943396226415;"DE";"green";24
"US";2014;15,0943396226415;"US";"red";24
"JP";2019;10,8597285067873;"JP";"yellow";24
"JP";2004;22,1153846153846;"JP";"yellow";23
"DE";2010;17,6;"DE";"green";22
"JP";2010;17,6;"JP";"yellow";22
"US";2011;20;"US";"red";22
"JP";2011;20;"JP";"yellow";22
"DE";2012;14,1891891891892;"DE";"green";21
"UK";2010;16;"UK";"lightred";20
"DE";2011;18,1818181818182;"DE";"green";20
"KR";2020;12,9032258064516;"KR";"lightgreen";20
"UK";2007;12,258064516129;"UK";"lightred";19
"UK";2019;8,5972850678733;"UK";"lightred";19
"KR";2017;8,5;"KR";"lightgreen";17
"UK";2006;13,2231404958678;"UK";"lightred";16
"US";2006;13,2231404958678;"US";"red";16
"DE";2013;12,9032258064516;"DE";"green";16
"US";2009;11,71875;"US";"red";15
"UK";2012;10,1351351351351;"UK";"lightred";15
"DE";2020;9,67741935483871;"DE";"green";15
"UK";2005;9,39597315436242;"UK";"lightred";14
"KR";2021;16,0919540229885;"KR";"lightgreen";14
"DE";2005;8,7248322147651;"DE";"green";13
"DE";2006;10,7438016528926;"DE";"green";13
"DE";2015;10,655737704918;"DE";"green";13
"FR";2016;7,14285714285714;"FR";"blue";13
"CN";2019;5,88235294117647;"CN";"orange";13
"DE";2004;11,5384615384615;"DE";"green";12
"FR";2007;7,74193548387097;"FR";"blue";12
"FR";2014;7,54716981132075;"FR";"blue";12
"FR";2017;6;"FR";"blue";12
"CN";2017;6;"CN";"orange";12
"UK";2009;8,59375;"UK";"lightred";11
"CH";2006;9,09090909090909;"CH";"lightblue";11
"FR";2018;5,28846153846154;"FR";"blue";11
"KR";2018;5,28846153846154;"KR";"lightgreen";11
"DE";2021;12,6436781609195;"DE";"green";11
"UK";2004;9,61538461538461;"UK";"lightred";10
"FR";2005;6,71140939597315;"FR";"blue";10
"BE";2013;8,06451612903226;"BE";"lightblue";10
"UK";2017;5;"UK";"lightred";10
"FR";2019;4,52488687782805;"FR";"blue";10
"FR";2015;7,37704918032787;"FR";"blue";9
"KR";2016;4,94505494505495;"KR";"lightgreen";9
