"id";"x";"y";"label";"color";"count"
"JP";2015;48,7329434697856;"JP";"yellow";250
"JP";2019;35,3780313837375;"JP";"yellow";248
"JP";2017;39,6984924623116;"JP";"yellow";237
"JP";2016;40,8123791102514;"JP";"yellow";211
"JP";2018;31,7610062893082;"JP";"yellow";202
"JP";2014;45,260663507109;"JP";"yellow";191
"DE";2020;41,6289592760181;"DE";"green";184
"JP";2013;44,0721649484536;"JP";"yellow";171
"DE";2019;23,6804564907275;"DE";"green";166
"DE";2018;25,9433962264151;"DE";"green";165
"DE";2017;21,7755443886097;"DE";"green";130
"DE";2016;23,5976789168279;"DE";"green";122
"DE";2015;19,6881091617934;"DE";"green";101
"DE";2014;22,9857819905213;"DE";"green";97
"JP";2012;38,9830508474576;"JP";"yellow";92
"DE";2013;23,4536082474227;"DE";"green";91
"US";2018;14,3081761006289;"US";"red";91
"JP";2011;44,8979591836735;"JP";"yellow";88
"US";2019;12,2681883024251;"US";"red";86
"US";2017;12,3953098827471;"US";"red";74
"DE";2021;37,8531073446328;"DE";"green";67
"US";2020;14,9321266968326;"US";"red";66
"US";2016;11,7988394584139;"US";"red";61
"DE";2012;25;"DE";"green";59
"US";2014;12,5592417061611;"US";"red";53
"DE";2009;39,5348837209302;"DE";"green";51
"FR";2019;7,2753209700428;"FR";"blue";51
"DE";2008;39,0625;"DE";"green";50
"JP";2010;38,28125;"JP";"yellow";49
"CN";2019;6,84736091298145;"CN";"orange";48
"JP";2020;10,1809954751131;"JP";"yellow";45
"US";2013;11,340206185567;"US";"red";44
"US";2015;8,38206627680312;"US";"red";43
"JP";2009;32,5581395348837;"JP";"yellow";42
"KR";2018;6,60377358490566;"KR";"lightgreen";42
"US";2021;23,728813559322;"US";"red";42
"DE";2011;20,4081632653061;"DE";"green";40
"FR";2016;7,73694390715667;"FR";"blue";40
"DE";2005;42,3913043478261;"DE";"green";39
"DE";2010;30,46875;"DE";"green";39
"FR";2020;8,5972850678733;"FR";"blue";38
"FR";2018;5,81761006289308;"FR";"blue";37
"JP";2006;31,7757009345794;"JP";"yellow";34
"FR";2015;6,62768031189084;"FR";"blue";34
"DE";2007;34,7368421052632;"DE";"green";33
"KR";2017;5,0251256281407;"KR";"lightgreen";30
"DE";2006;27,1028037383178;"DE";"green";29
"JP";2007;29,4736842105263;"JP";"yellow";28
"CN";2017;4,69011725293132;"CN";"orange";28
"US";2006;24,2990654205607;"US";"red";26
"FR";2014;6,16113744075829;"FR";"blue";26
"FR";2017;4,35510887772194;"FR";"blue";26
"KR";2019;3,70898716119829;"KR";"lightgreen";26
"JP";2008;20,3125;"JP";"yellow";26
"KR";2020;5,65610859728507;"KR";"lightgreen";25
"FR";2012;9,74576271186441;"FR";"blue";23
"CN";2018;3,61635220125786;"CN";"orange";23
"CN";2020;5,20361990950226;"CN";"orange";23
"KR";2015;4,48343079922027;"KR";"lightgreen";23
"FR";2013;5,67010309278351;"FR";"blue";22
"US";2012;8,89830508474576;"US";"red";21
"UK";2017;3,3500837520938;"UK";"lightred";20
"FR";2011;10,2040816326531;"FR";"blue";20
"US";2008;14,84375;"US";"red";19
"US";2007;20;"US";"red";19
"JP";2005;20,6521739130435;"JP";"yellow";19
"KR";2021;10,1694915254237;"KR";"lightgreen";18
"DE";2004;29,8245614035088;"DE";"green";17
"US";2011;8,6734693877551;"US";"red";17
"UK";2015;3,31384015594542;"UK";"lightred";17
"UK";2016;3,28820116054159;"UK";"lightred";17
"KR";2016;3,28820116054159;"KR";"lightgreen";17
"IN";2013;4,12371134020619;"IN";"lightblue";16
"US";2005;16,304347826087;"US";"red";15
"US";2009;11,6279069767442;"US";"red";15
"FR";2008;11,71875;"FR";"blue";15
"US";2010;11,71875;"US";"red";15
"UK";2018;2,20125786163522;"UK";"lightred";14
"IN";2012;5,50847457627119;"IN";"lightblue";13
"IN";2014;3,08056872037915;"IN";"lightblue";13
"KR";2014;3,08056872037915;"KR";"lightgreen";13
"US";2004;22,8070175438597;"US";"red";13
"IN";2011;6,63265306122449;"IN";"lightblue";13
"FR";2010;9,375;"FR";"blue";12
"KR";2013;3,09278350515464;"KR";"lightgreen";12
"UK";2019;1,71184022824536;"UK";"lightred";12
"CN";2016;2,321083172147;"CN";"orange";12
"UK";2020;2,71493212669683;"UK";"lightred";12
"CN";2015;1,94931773879142;"CN";"orange";10
"FR";2021;5,64971751412429;"FR";"blue";10
"SE";2020;2,26244343891403;"SE";"lightorange";10
"UK";2021;4,51977401129944;"UK";"lightred";8
"FR";2009;6,2015503875969;"FR";"blue";8
"SE";2018;1,25786163522013;"SE";"lightorange";8
"JP";2004;14,0350877192982;"JP";"yellow";8
"FR";2006;7,47663551401869;"FR";"blue";8
"KR";2012;2,96610169491525;"KR";"lightgreen";7
"CN";2021;3,38983050847458;"CN";"orange";6
"NL";2020;1,35746606334842;"NL";"black";6
"UK";2005;5,43478260869565;"UK";"lightred";5
"CN";2013;1,28865979381443;"CN";"orange";5
"IN";2015;0,974658869395711;"IN";"lightblue";5
"SE";2017;0,837520938023451;"SE";"lightorange";5
"IT";2019;0,713266761768902;"IT";"lightblue";5
"FR";2007;5,26315789473684;"FR";"blue";5
"SE";2013;1,28865979381443;"SE";"lightorange";5
"JP";2021;2,82485875706215;"JP";"yellow";5
"PL";2018;0,786163522012579;"PL";"lightblue";5
"UK";2013;1,28865979381443;"UK";"lightred";5
"IN";2018;0,786163522012579;"IN";"lightblue";5
"IL";2018;0,786163522012579;"IL";"grey";5
"KR";2011;2,55102040816327;"KR";"lightgreen";5
"HU";2016;0,967117988394584;"HU";"lightblue";5
"IE";2018;0,786163522012579;"IE";"lightblue";5
"IT";2016;0,773694390715667;"IT";"lightblue";4
"IL";2016;0,773694390715667;"IL";"grey";4
"AT";2018;0,628930817610063;"AT";"lightblue";4
"AU";2019;0,570613409415121;"AU";"lightblue";4
"KR";2010;3,125;"KR";"lightgreen";4
"SE";2014;0,947867298578199;"SE";"lightorange";4
"UK";2014;0,947867298578199;"UK";"lightred";4
"IT";2017;0,670016750418761;"IT";"lightblue";4
"IN";2017;0,670016750418761;"IN";"lightblue";4
