"source","target","weight"
0,0,10
0,184,7
0,185,6
1,1,5
0,188,4
0,80,2
1,86,1
1,188,1
1,189,1
0,1,1
1,184,1
0,16,1
0,186,1
0,189,1
0,273,1
0,79,1
0,1,1
0,180,1
