"priority";"fua_name";"app_name";"count";"ctry"
"Optical systems (general)";"Changchun";"Jilin Core Logistics And Coating Equipment Co Ltd";1;"CN"
"Optical systems (general)";"Changchun";"Changchun Institute Of Optics Fine Mechanics And Physics Chinese Academy Of Science";1;"CN"
"Optical systems (general)";"Changchun";"Kong Liang";1;"CN"
"Holography";"Changchun";"Changchun Institute Of Optics Fine Mechanics And Physics Chinese Academy Of Sciences";1;"CN"
"Optical Components";"Changchun";"Changchun Flexible Display Technology Co Ltd";1;"CN"
"Optical Components";"Changchun";"Mao Xiuzhong";1;"CN"
"Optical Components";"Changchun";"Changchun Institute Of Optics Fine Mechanics And";1;"CN"
"Arrangement for software engineering";"Changchun";"Jilin University";1;"CN"
"Head-up displays";"Madison-Baraboo - Wi";"Sheltered Wings Inc D/B/A/ Vortex Optics";1;"US"
"Head-up displays";"Madison-Baraboo - Wi";"Sheltered Wings D/B/A Vortex Optics";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Promega Corporation";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Vogt William I";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Myers Lucas J";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Sheltered Wings Inc D/B/A Vortex Optics";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Barnes Jacob";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Bemowski Ross D";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Platypus Technologies Llc";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Spectrum Brands Inc";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Avid Ratings";1;"US"
"Optical systems (general)";"Madison-Baraboo - Wi";"Design Mill Inc";1;"US"
"Optical Components";"Madison-Baraboo - Wi";"Sheltered Wings Inc D/B/A/ Vortex Optics";1;"US"
"Optical Components";"Madison-Baraboo - Wi";"Mechoshade Systems Llc";1;"US"
"Optical Components";"Madison-Baraboo - Wi";"Midwest Lighting Institute Inc";1;"US"
"Arrangement for software engineering";"Madison-Baraboo - Wi";"Reciprocal Labs Corporation (Dba Propeller Health)";1;"US"
"Arrangement for software engineering";"Madison-Baraboo - Wi";"Wisconsin Alumni Research Foundation";1;"US"
"Optical systems (general)";"Beersheba";"Bg Negev Technologies And Applications Ltd At Ben-Gurion University";7;"IL"
"Optical systems (general)";"Edinburgh";"The University Court Of The University Of Edinburgh";5;"UK"
"Optical Components";"Edinburgh";"Purelifi Limited";5;"UK"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Newtonoid Technologies Llc";4;"US"
"Optical systems (general)";"Edinburgh";"Purelifi Limited";4;"UK"
"Optical systems (general)";"Edinburgh";"Cirrus Logic International Semiconductor Ltd";4;"UK"
"Optical systems (general)";"Beersheba";"Bg Negev Technologies And Applications Ltd At";3;"IL"
"Optical systems (general)";"Edinburgh";"Cirrus Logic International Semiconductor Limited";3;"UK"
"Computer-aided design [CAD]";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Siege Tek Llc";2;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Bushnell Inc";2;"US"
"Arrangement for software engineering";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Shottracker Inc";2;"US"
"Arrangement for software engineering";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Sphere3 Llc";2;"US"
"Optical systems (general)";"Beersheba";"Bg Negev Technologies & Applications Ltd At Ben-Gurion University";2;"IL"
"Optical systems (general)";"Beersheba";"Melenboim Tal";2;"IL"
"Arrangement for software engineering";"Beersheba";"Valid Network Ltd";2;"IL"
"Head-up displays";"Edinburgh";"Cirrus Logic International Semiconductor Limited";2;"UK"
"Computer-aided design [CAD]";"Edinburgh";"Cirrus Logic International Semiconductor Ltd";2;"UK"
"Optical systems (general)";"Edinburgh";"Optoscribe Limited";2;"UK"
"Optical systems (general)";"Edinburgh";"Design Led Products Limited";2;"UK"
"Computer-aided design [CAD]";"Kansas City-Overland Park-Kansas City - Mo-Ks";"University Of Kansas";1;"US"
"Computer-aided design [CAD]";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Honeywell Federal Manufacturing&Technologies Llc";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"The University Of Kansas";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"University Of Kansas";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Smiths Interconnect Americas Inc";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Steward Laura";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Digital Ally Inc";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Collins Terri";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Eyeverify Inc";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Yaktine Darrel L";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Meyers Paul E";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Comet Electronics Llc";1;"US"
"Optical systems (general)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Ainstein Ai Inc";1;"US"
"Screen displays (vehicules)";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Polaris Industries Inc";1;"US"
"Arrangement for software engineering";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Seniorvu Llc";1;"US"
"Arrangement for software engineering";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Douglas William";1;"US"
"Arrangement for software engineering";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Financeninja Llc";1;"US"
"Arrangement for software engineering";"Kansas City-Overland Park-Kansas City - Mo-Ks";"Snapit Solutions Llc";1;"US"
"Head-up displays";"Beersheba";"Benny Labs Eyewear Ltd";1;"IL"
"Computer-aided design [CAD]";"Beersheba";"Bg Negev Technologies And Applications Ltd At Ben-Gurion University";1;"IL"
"Optical systems (general)";"Beersheba";"Benny Labs Eyewear Ltd";1;"IL"
"Optical systems (general)";"Beersheba";"Erez Thermoplastic Products - Agriculture Cooperative Association Ltd";1;"IL"
"Optical systems (general)";"Beersheba";"Optiqgain Ltd";1;"IL"
"Optical systems (general)";"Beersheba";"Hazan Nir";1;"IL"
"Optical systems (general)";"Beersheba";"Smart Third-I Ltd";1;"IL"
"Optical systems (general)";"Beersheba";"El Eglick Dan";1;"IL"
"Optical systems (general)";"Beersheba";"Elta Systems Ltd";1;"IL"
"Optical systems (general)";"Beersheba";"Zinger Meni Menashe";1;"IL"
"Optical systems (general)";"Beersheba";"Cyber Sec Bi Ltd";1;"IL"
"Optical Components";"Beersheba";"Bg Negev Technologies And Applications Ltd At Ben-Gurion University";1;"IL"
"Optical Components";"Beersheba";"Bg Negev Technologies&Applications Ltd At Ben-";1;"IL"
"Arrangement for software engineering";"Beersheba";"Rezilion Ltd";1;"IL"
"Arrangement for software engineering";"Beersheba";"Morphisec Information Security 2014 Ltd";1;"IL"
"Arrangement for software engineering";"Beersheba";"Bg Negev Technologies And Applications Ltd At Ben-Gurion University";1;"IL"
"Arrangement for software engineering";"Beersheba";"Bg Negev Technologies & Applications Ltd At Ben-Gurion University";1;"IL"
"Arrangement for software engineering";"Beersheba";"Youtiligent Smart Solutions (2014)";1;"IL"
"Head-up displays";"Edinburgh";"Design Led Products Limited";1;"UK"
"Optical systems (general)";"Edinburgh";"Compound Semiconductor Technologies Global Limited";1;"UK"
"Optical systems (general)";"Edinburgh";"Broadex Technologies Uk Limited";1;"UK"
"Optical systems (general)";"Edinburgh";"Coolgenics Limited";1;"UK"
"Optical systems (general)";"Edinburgh";"Khan Javid";1;"UK"
"Optical systems (general)";"Edinburgh";"Holoxica Ltd";1;"UK"
"Optical systems (general)";"Edinburgh";"Fanduel Limited";1;"UK"
"Optical systems (general)";"Edinburgh";"Censorpic Ltd";1;"UK"
"Optical systems (general)";"Edinburgh";"Odos Imaging Ltd";1;"UK"
"Optical systems (general)";"Edinburgh";"Indigovision Limited";1;"UK"
"Optical Components";"Edinburgh";"The University Court Of The University Of Edinburgh";1;"UK"
"Optical Components";"Edinburgh";"Nano-Lit Technologies Limited";1;"UK"
"Optical Components";"Edinburgh";"Cirrus Logic International Semiconductor Limited";1;"UK"
"Arrangement for software engineering";"Edinburgh";"Exxistech Limited";1;"UK"
"Optical systems (general)";"Torino";"Sisvel Technology Srl";7;"IT"
"Optical systems (general)";"Columbus-Marion-Chillicothe - Oh";"Ohio State Innovation Foundation";3;"US"
"Optical systems (general)";"Columbus-Marion-Chillicothe - Oh";"Battelle Memorial Institute";3;"US"
"Optical Components";"Columbus-Marion-Chillicothe - Oh";"Ohio State Innovation Foundation";2;"US"
"Arrangement for software engineering";"Columbus-Marion-Chillicothe - Oh";"Battelle Memorial Institute";2;"US"
"Optical systems (general)";"Torino";"Tecnoalarm Srl";2;"IT"
"Screen displays (vehicules)";"Torino";"Cnh Industrial Italia Spa";2;"IT"
"Head-up displays";"Columbus-Marion-Chillicothe - Oh";"Ohio State Innovation Foundation";1;"US"
"Computer-aided design [CAD]";"Columbus-Marion-Chillicothe - Oh";"Spidaweb Llc";1;"US"
"Computer-aided design [CAD]";"Columbus-Marion-Chillicothe - Oh";"Battelle Memorial Institute";1;"US"
"Computer-aided design [CAD]";"Columbus-Marion-Chillicothe - Oh";"Kumar Mrinal";1;"US"
"Computer-aided design [CAD]";"Columbus-Marion-Chillicothe - Oh";"Yang Chao";1;"US"
"Computer-aided design [CAD]";"Columbus-Marion-Chillicothe - Oh";"Ohio State Innovation Foundation";1;"US"
"Optical systems (general)";"Columbus-Marion-Chillicothe - Oh";"Ohio University";1;"US"
"Optical systems (general)";"Columbus-Marion-Chillicothe - Oh";"Truiris Llc";1;"US"
"Optical systems (general)";"Columbus-Marion-Chillicothe - Oh";"Lsp Technologies Inc";1;"US"
"Optical Components";"Columbus-Marion-Chillicothe - Oh";"Ohio University";1;"US"
"Optical Components";"Columbus-Marion-Chillicothe - Oh";"The Ohio State Innovation Foundation";1;"US"
"Optical Components";"Columbus-Marion-Chillicothe - Oh";"Adb Airfield Solutions Llc";1;"US"
"Optical Components";"Columbus-Marion-Chillicothe - Oh";"Dephillips Thomas";1;"US"
"Arrangement for software engineering";"Columbus-Marion-Chillicothe - Oh";"Rankin John";1;"US"
"Arrangement for software engineering";"Columbus-Marion-Chillicothe - Oh";"Singhania Harsh Vardhan";1;"US"
"Arrangement for software engineering";"Columbus-Marion-Chillicothe - Oh";"Prevedere Inc";1;"US"
"Arrangement for software engineering";"Columbus-Marion-Chillicothe - Oh";"Lvd Acquisition Llc";1;"US"
"Arrangement for software engineering";"Columbus-Marion-Chillicothe - Oh";"Fabrisonic Llc";1;"US"
"Computer-aided design [CAD]";"Torino";"Modelway Srl";1;"IT"
"Computer-aided design [CAD]";"Torino";"Faiveley Transport Italia Spa";1;"IT"
"Optical systems (general)";"Torino";"Comau Spa";1;"IT"
"Optical systems (general)";"Torino";"Olsa Spa";1;"IT"
"Optical systems (general)";"Torino";"Dominici Fulvio";1;"IT"
"Optical systems (general)";"Torino";"Interactive Fully Electrical Vehicles Srl";1;"IT"
"Optical systems (general)";"Torino";"Iveco Spa";1;"IT"
"Optical systems (general)";"Torino";"Urmet Spa";1;"IT"
"Screen displays (vehicules)";"Torino";"Marelli Automotive Lighting Italy Spa";1;"IT"
"Screen displays (vehicules)";"Torino";"Bitron Spa";1;"IT"
"Screen displays (vehicules)";"Torino";"Olsa Spa";1;"IT"
"Screen displays (vehicules)";"Torino";"Iveco Spa";1;"IT"
"Screen displays (vehicules)";"Torino";"Possekel Roberto";1;"IT"
"Optical Components";"Torino";"Se Special Engines Srl";1;"IT"
"Optical Components";"Torino";"Politecnico Di Torino";1;"IT"
"Arrangement for software engineering";"Torino";"Italdesign-Giugiaro Spa";1;"IT"
"Automotive ECUs";"Torino";"Iveco Spa";1;"IT"
"Automotive ECUs";"Torino";"Possekel Roberto";1;"IT"
"Automotive ECUs";"Torino";"Cnh Industrial Italia Spa";1;"IT"
"Optical systems (general)";"Mannheim-Ludwigshafen";"Basf Se";15;"DE"
"Optical Components";"Mannheim-Ludwigshafen";"Basf Se";13;"DE"
"Computer-aided design [CAD]";"Zhengzhou";"Zhengzhou Yunhai Information Technology Co Ltd";11;"CN"
"Optical Components";"Mannheim-Ludwigshafen";"Trinamix Gmbh";8;"DE"
"Arrangement for software engineering";"Mannheim-Ludwigshafen";"Basf Se";8;"DE"
"Optical systems (general)";"Mannheim-Ludwigshafen";"Trinamix Gmbh";7;"DE"
"Optical systems (general)";"Mannheim-Ludwigshafen";"Sirona Dental Systems Gmbh";6;"DE"
"Optical systems (general)";"Bern";"Bystronic Laser Ag";5;"CH"
"Arrangement for software engineering";"Zhengzhou";"Zhengzhou Yunhai Information Technology Co Ltd";5;"CN"
"Optical systems (general)";"Zhengzhou";"Xin Yang Sunny Optics Co Ltd";4;"CN"
"Arrangement for software engineering";"Mannheim-Ludwigshafen";"Basf Agro Trademarks Gmbh";4;"DE"
"Optical systems (general)";"Zhengzhou";"Zhang Lina";3;"CN"
"Optical systems (general)";"Zhengzhou";"Avic Jonhon Optronic Technology Co Ltd";3;"CN"
"Optical systems (general)";"Mannheim-Ludwigshafen";"Te Connectivity Germany Gmbh";3;"DE"
"Optical systems (general)";"Johannesburg";"Aerosud Innovation Centre (Pty) Ltd";2;"ZA"
"Optical systems (general)";"Johannesburg";"Csir";2;"ZA"
"Arrangement for software engineering";"Johannesburg";"University Of Johannesburg";2;"ZA"
"Head-up displays";"Zhengzhou";"Zhang Lina";2;"CN"
"Optical systems (general)";"Zhengzhou";"Henan Shijia Photons Technology Co Ltd";2;"CN"
"Optical systems (general)";"Zhengzhou";"Xinyang Sunny Optics Co Ltd";2;"CN"
"Optical systems (general)";"Zhengzhou";"Zhengzhou Yunhai Information Technology Co Ltd";2;"CN"
"Optical Components";"Zhengzhou";"Zhengzhou Shenglong Information Technology Co Lt";2;"CN"
"Computer-aided design [CAD]";"Mannheim-Ludwigshafen";"Basf Se";2;"DE"
"Optical systems (general)";"Mannheim-Ludwigshafen";"Roche Diabetes Care Gmbh";2;"DE"
"Arrangement for software engineering";"Mannheim-Ludwigshafen";"Roche Diabetes Care Gmbh";2;"DE"
"Optical systems (general)";"Johannesburg";"Solve Forensics (Pty) Ltd";1;"ZA"
"Optical systems (general)";"Johannesburg";"University Of The Witwatersrand Johannesburg";1;"ZA"
"Optical systems (general)";"Johannesburg";"Detnet South Africa (Pty) Ltd";1;"ZA"
"Optical systems (general)";"Johannesburg";"Multichoice Support Services (Pty) Ltd";1;"ZA"
"Optical systems (general)";"Johannesburg";"Kyriacou Andreas";1;"ZA"
"Optical Components";"Johannesburg";"Insiava (Pty) Limited";1;"ZA"
"Optical Components";"Johannesburg";"University Of The Witwatersrand Johannesburg";1;"ZA"
"Optical Components";"Johannesburg";"University Of South Africa";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Mukunyandela Mwiya";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Itsi Holdings (Pty) Ltd";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Germishuys Dennis Mark";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Venter Shawn Gregory";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Artentika (Pty) Ltd";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"University Of The Witwatersrand Johannesburg";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Asset Pool (Pty) Ltd";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Pama Thandisizwe Ezwenilethu";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Garcia Da Costa Raphael";1;"ZA"
"Arrangement for software engineering";"Johannesburg";"Bosman Philippus Johannes";1;"ZA"
"Head-up displays";"Bern";"Hagen Stefan";1;"CH"
"Head-up displays";"Bern";"Reber Andrã©";1;"CH"
"Head-up displays";"Bern";"Grossenbacher Jonas";1;"CH"
"Head-up displays";"Bern";"Bern University Of Applied Sciences Engineering And Technology (Bfh-Ti)";1;"CH"
"Computer-aided design [CAD]";"Bern";"Bundesamt Fã¼R Zivilluftfahrt";1;"CH"
"Computer-aided design [CAD]";"Bern";"Gisler Markus";1;"CH"
"Computer-aided design [CAD]";"Bern";"Bkw Energie Ag";1;"CH"
"Optical systems (general)";"Bern";"Hagen Stefan";1;"CH"
"Optical systems (general)";"Bern";"Reber Andrã©";1;"CH"
"Optical systems (general)";"Bern";"Haag-Streit Ag";1;"CH"
"Optical systems (general)";"Bern";"Grossenbacher Jonas";1;"CH"
"Optical systems (general)";"Bern";"Bern University Of Applied Sciences Engineering And Technology (Bfh-Ti)";1;"CH"
"Optical systems (general)";"Bern";"Gerig Design Ag";1;"CH"
"Optical systems (general)";"Bern";"Universitã¤T Bern";1;"CH"
"Optical systems (general)";"Bern";"Miniswys Sa";1;"CH"
"Optical systems (general)";"Bern";"Xovis Ag";1;"CH"
"Optical systems (general)";"Bern";"Ramseier Coatings Ag";1;"CH"
"Optical Components";"Bern";"Meridian Ag";1;"CH"
"Arrangement for software engineering";"Bern";"Bkw Energie Ag";1;"CH"
"Arrangement for software engineering";"Bern";"Schleuniger Ag";1;"CH"
"Optical systems (general)";"Zhengzhou";"Feng Yan";1;"CN"
"Optical systems (general)";"Zhengzhou";"Svision Imaging Limited";1;"CN"
"Optical systems (general)";"Zhengzhou";"Luoyang Institute Of Electro-Optical Equipment Of Avic";1;"CN"
"Optical systems (general)";"Zhengzhou";"Henan Hongjun Communication Engineering Co Ltd";1;"CN"
"Optical systems (general)";"Zhengzhou";"Yellow River Engineering Consulting Co Ltd";1;"CN"
"Holography";"Zhengzhou";"Luo Yang Wire Rope Inspection Technology Co Ltd";1;"CN"
"Holography";"Zhengzhou";"Feng Yan";1;"CN"
"Arrangement for software engineering";"Zhengzhou";"Luoyang Landglass Technology Co Ltd";1;"CN"
"Arrangement for software engineering";"Zhengzhou";"Zhengzhou University";1;"CN"
"Arrangement for software engineering";"Zhengzhou";"State Key Laboratory Of Shield Machine And Boring";1;"CN"
"Arrangement for software engineering";"Zhengzhou";"Henan University Of Technology";1;"CN"
"Head-up displays";"Mannheim-Ludwigshafen";"Sirona Dental Systems Gmbh";1;"DE"
"Head-up displays";"Mannheim-Ludwigshafen";"Trinamix Gmbh";1;"DE"
"Computer-aided design [CAD]";"Mannheim-Ludwigshafen";"Basf Agro Trademarks Gmbh";1;"DE"
"Computer-aided design [CAD]";"Mannheim-Ludwigshafen";"Sirona Dental Systems Gmbh";1;"DE"
"Optical systems (general)";"Mannheim-Ludwigshafen";"Pepperl+Fuchs Gmbh";1;"DE"
