"source","target","weight"
0,0,36
0,184,7
0,186,7
0,188,6
0,185,5
0,1,4
0,1,4
0,40,3
0,30,2
0,182,2
0,23,2
0,29,2
1,184,2
0,189,1
0,180,1
0,262,1
0,67,1
0,142,1
0,28,1
0,194,1
1,97,1
1,182,1
1,94,1
1,1,1
1,185,1
