"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL41","Engines, pumps, turbines",170,0.35,23.85,36.32,"south"
"NL42","Engines, pumps, turbines",23,0.21,14.81,36.32,"south"
"NL34","Environmental technology",9,0.95,56.41,23.27,"south"
"NL41","Environmental technology",265,1.07,14.3,23.27,"south"
"NL42","Environmental technology",42,0.77,41.3,23.27,"south"
"NL34","Food chemistry",14,1.98,38.05,23.41,"south"
"NL41","Food chemistry",169,0.92,15.58,23.41,"south"
"NL42","Food chemistry",120,2.96,55.58,23.41,"south"
"NL34","Furniture, games",4,0.34,21.04,21.01,"south"
"NL41","Furniture, games",331,1.08,33.52,21.01,"south"
"NL42","Furniture, games",16,0.24,29.31,21.01,"south"
"NL34","Green technologies",51,1.38,27.3,30.5,"south"
"NL41","Green technologies",692,0.72,29.13,30.5,"south"
"NL42","Green technologies",163,0.77,27.67,30.5,"south"
"NL34","Handling",9,0.44,35.48,5.51,"south"
"NL41","Handling",210,0.4,31.74,5.51,"south"
"NL42","Handling",154,1.32,33.71,5.51,"south"
"NL34","IT methods for management",1,0.17,6.93,66.85,"south"
"NL41","IT methods for management",127,0.84,44.89,66.85,"south"
"NL42","IT methods for management",7,0.21,7.28,66.85,"south"
"NL34","Machine tools",8,0.51,41.94,9.28,"south"
"NL41","Machine tools",218,0.53,23.74,9.28,"south"
"NL42","Machine tools",30,0.33,38.75,9.28,"south"
"NL34","Macromolecular chemistry, polymers",117,7.47,72.37,2.35,"south"
"NL41","Macromolecular chemistry, polymers",209,0.51,15.82,2.35,"south"
"NL42","Macromolecular chemistry, polymers",417,4.64,69.88,2.35,"south"
"NL34","Materials, metallurgy",21,1.51,57.16,15.18,"south"
"NL41","Materials, metallurgy",67,0.19,21.74,15.18,"south"
"NL42","Materials, metallurgy",57,0.71,47.36,15.18,"south"
"NL34","Measurement",7,0.18,14.82,55.7,"south"
"NL41","Measurement",1496,1.49,36.2,55.7,"south"
"NL42","Measurement",73,0.33,24.75,55.7,"south"
"NL34","Mechanical elements",7,0.29,20.14,18.34,"south"
"NL41","Mechanical elements",162,0.26,24.98,18.34,"south"
"NL42","Mechanical elements",56,0.41,20.24,18.34,"south"
"NL34","Medical technology",11,0.34,23.9,46.92,"south"
"NL41","Medical technology",3249,3.88,44.89,46.92,"south"
"NL42","Medical technology",124,0.67,34.02,46.92,"south"
"NL34","Micro-structural and nano-technology",6,3.02,39.86,39.02,"south"
"NL41","Micro-structural and nano-technology",63,1.22,46.7,39.02,"south"
"NL42","Micro-structural and nano-technology",10,0.88,56.6,39.02,"south"
"NL34","Optics",8,0.78,26.29,44.4,"south"
"NL41","Optics",737,2.77,60.82,44.4,"south"
"NL42","Optics",85,1.45,27.22,44.4,"south"
"NL34","Organic fine chemistry",28,1.45,51.21,28.6,"south"
"NL41","Organic fine chemistry",98,0.19,10.33,28.6,"south"
"NL42","Organic fine chemistry",133,1.2,49.94,28.6,"south"
"NL34","Other consumer goods",7,0.49,32.88,24.43,"south"
"NL41","Other consumer goods",387,1.05,37.54,24.43,"south"
"NL42","Other consumer goods",48,0.59,39.59,24.43,"south"
"NL34","Other special machines",92,3.12,48.1,0,"south"
"NL41","Other special machines",547,0.71,20.25,0,"south"
"NL42","Other special machines",346,2.05,44.45,0,"south"
"NL34","Pharmaceuticals",15,0.63,49.25,46.22,"south"
"NL41","Pharmaceuticals",157,0.25,14.3,46.22,"south"
"NL42","Pharmaceuticals",74,0.54,73.36,46.22,"south"
"NL34","Semiconductors",3,0.49,39.51,38.72,"south"
"NL41","Semiconductors",362,2.27,60.65,38.72,"south"
"NL42","Semiconductors",36,1.03,28.29,38.72,"south"
"NL34","Surface technology, coating",25,1.88,50,6.81,"south"
"NL41","Surface technology, coating",159,0.46,28.11,6.81,"south"
"NL42","Surface technology, coating",153,2.01,46.47,6.81,"south"
"NL34","Telecommunications",1,0.07,4.61,99.51,"south"
"NL41","Telecommunications",530,1.44,54.83,99.51,"south"
"NL42","Telecommunications",81,1,8.8,99.51,"south"
"NL34","Textile and paper machines",10,1.03,46.41,9.06,"south"
"NL41","Textile and paper machines",97,0.38,29.7,9.06,"south"
"NL42","Textile and paper machines",372,6.66,54.97,9.06,"south"
"NL34","Thermal processes and apparatus",2,0.19,34.68,19.47,"south"
"NL41","Thermal processes and apparatus",160,0.58,33.98,19.47,"south"
"NL42","Thermal processes and apparatus",22,0.36,18.94,19.47,"south"
"NL34","Transport",20,0.58,22.08,28.35,"south"
"NL41","Transport",267,0.3,34.72,28.35,"south"
"NL42","Transport",119,0.6,19.31,28.35,"south"
"south","Analysis of biological materials",163,0.65601226993865,45.6793865030675,44.56,"south"
"south","Audio-visual technology",406,1.18512315270936,66.1858620689655,79.82,"south"
"south","Basic communication processes",217,2.03193548387097,70.9115207373272,74.95,"south"
"south","Basic materials chemistry",463,1.60369330453564,49.2644492440605,11.54,"south"
"south","Biotechnology",367,1.00381471389646,23.7922343324251,42,"south"
"south","Chemical engineering",614,0.945537459283388,35.3626058631922,13.92,"south"
"south","Civil engineering",225,0.377377777777778,28.6356,18,"south"
"south","Computer technology",1813,2.32697738554881,45.845306122449,90.45,"south"
"south","Control",388,0.854716494845361,40.681881443299,58.99,"south"
"south","Digital communication",678,0.964498525073746,67.5361504424779,100,"south"
"south","Electrical machinery, apparatus, energy",1652,1.62030266343826,37.1825484261501,29.41,"south"
"south","Engines, pumps, turbines",195,0.331025641025641,22.9031282051282,36.32,"south"
"south","Environmental technology",316,1.02670886075949,19.0879430379747,23.27,"south"
"south","Food chemistry",303,1.77689768976898,32.459801980198,23.41,"south"
"south","Furniture, games",351,1.03327635327635,33.185868945869,21.01,"south"
"south","Green technologies",906,0.766147902869757,28.7643156732892,30.5,"south"
"south","Handling",373,0.780804289544236,32.6435924932976,5.51,"south"
"south","IT methods for management",135,0.80237037037037,42.6586666666667,66.85,"south"
"south","Machine tools",256,0.5059375,26.067734375,9.28,"south"
"south","Macromolecular chemistry, polymers",743,3.92390309555855,55.0654508748318,2.35,"south"
"south","Materials, metallurgy",145,0.585586206896552,36.9411034482759,15.18,"south"
"south","Measurement",1576,1.43045050761421,35.5746763959391,55.7,"south"
"south","Mechanical elements",225,0.298266666666667,23.6496888888889,18.34,"south"
"south","Medical technology",3384,3.75086879432624,44.4234604018913,46.92,"south"
"south","Micro-structural and nano-technology",79,1.31367088607595,47.433670886076,39.02,"south"
"south","Optics",830,2.61563855421687,57.0462168674699,44.4,"south"
"south","Organic fine chemistry",259,0.844864864864865,35.0897297297297,28.6,"south"
"south","Other consumer goods",442,0.991176470588235,37.6888235294118,24.43,"south"
"south","Other special machines",985,1.40579695431472,31.3519289340102,0,"south"
"south","Pharmaceuticals",246,0.360406504065041,34.1971138211382,46.22,"south"
"south","Semiconductors",401,2.14536159600998,57.5867082294264,38.72,"south"
"south","Surface technology, coating",337,1.26905044510386,38.0694362017804,6.81,"south"
"south","Telecommunications",612,1.37952614379085,48.6557352941176,99.51,"south"
"south","Textile and paper machines",479,5.27073068893528,49.673987473904,9.06,"south"
"south","Thermal processes and apparatus",184,0.54945652173913,32.189347826087,19.47,"south"
"south","Transport",406,0.401724137931034,29.5806157635468,28.35,"south"
