"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL41","Analysis of biological materials",140,0.68,47.47,44.56,"south"
"NL42","Analysis of biological materials",23,0.51,34.78,44.56,"south"
"NL34","Audio-visual technology",2,0.17,9.7,79.82,"south"
"NL41","Audio-visual technology",373,1.25,70.23,79.82,"south"
"NL42","Audio-visual technology",31,0.47,21.17,79.82,"south"
"NL41","Basic communication processes",215,2.05,71.46,74.95,"south"
"NL42","Basic communication processes",2,0.09,11.95,74.95,"south"
"NL34","Basic materials chemistry",69,3.4,67.72,11.54,"south"
"NL41","Basic materials chemistry",163,0.31,18.5,11.54,"south"
"NL42","Basic materials chemistry",231,1.98,65.46,11.54,"south"
"NL34","Biotechnology",14,0.74,34.13,42,"south"
"NL41","Biotechnology",174,0.35,18.21,42,"south"
"NL42","Biotechnology",179,1.66,28.41,42,"south"
"NL34","Chemical engineering",48,2.14,40.99,13.92,"south"
"NL41","Chemical engineering",409,0.7,33.97,13.92,"south"
"NL42","Chemical engineering",157,1.22,37.27,13.92,"south"
"NL34","Civil engineering",16,0.82,29.05,18,"south"
"NL41","Civil engineering",159,0.31,28.69,18,"south"
"NL42","Civil engineering",50,0.45,28.33,18,"south"
"NL34","Computer technology",3,0.12,6.87,90.45,"south"
"NL41","Computer technology",1661,2.45,48.95,90.45,"south"
"NL42","Computer technology",149,1,12.02,90.45,"south"
"NL34","Control",5,0.33,10.32,58.99,"south"
"NL41","Control",360,0.9,42.86,58.99,"south"
"NL42","Control",23,0.26,13.19,58.99,"south"
"NL34","Digital communication",1,0.04,4.69,100,"south"
"NL41","Digital communication",658,0.99,69.52,100,"south"
"NL42","Digital communication",19,0.13,2.14,100,"south"
"NL34","Electrical machinery, apparatus, energy",9,0.25,29.35,29.41,"south"
"NL41","Electrical machinery, apparatus, energy",1565,1.69,37.92,29.41,"south"
"NL42","Electrical machinery, apparatus, energy",78,0.38,23.29,29.41,"south"
"NL34","Engines, pumps, turbines",2,0.11,35.49,36.32,"south"
