"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;48,18;17,61
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;47,06;13,52
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;18,32;49,63
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Circular Business";0;0;0;0;0;0;0;0;0;0;31,09;23,63
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Circular Design";0;0;0;0;0;0;0;0;0;0;44,63;30,31
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;16,63;50,43
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;30,23;27,97
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;30;24,15
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;25,67;22,03
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Product Services";0;0;0;0;0;0;0;0;0;0;16,54;21,72
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;26,05;24,2
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;20,85;22,4
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;17,58;46,4
"Comunidad Foral de Navarra (ES22)";"Abruzzo (ITF1)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;26,86;14,2
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;48,18;18,89
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;47,06;15,3
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;18,32;10,63
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Circular Business";0;0;0;0;0;0;0;0;0;0;31,09;14,22
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Circular Design";0;0;0;0;0;0;0;0;0;0;44,63;8,44
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;16,63;11,82
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;30,23;13,89
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;30;11,95
"Comunidad Foral de Navarra (ES22)";"Agder og Rogaland (NO04)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;25,67;19,61
