"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;25,12;30,4
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;39,28;16,52
"Dalarna County (SE312)";"Abruzzo (ITF1)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;28,83;37,8
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Circular Business";0;0;0;0;0;0;0;0;0;0;27,83;24,71
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Circular Design";0;0;0;0;0;0;0;0;0;0;26,08;36,91
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;51,61;22,58
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;32,36;25,46
"Dalarna County (SE312)";"Abruzzo (ITF1)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;24,87;27,48
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;28,24;20,84
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Product Services";0;0;0;0;0;0;0;0;0;0;20,13;18,29
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;27,86;23,03
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;24,86;23,04
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;34,83;31,49
"Dalarna County (SE312)";"Abruzzo (ITF1)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;29,78;18,18
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;25,12;28,31
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;39,28;19,2
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;28,83;11,26
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Circular Business";0;0;0;0;0;0;0;0;0;0;27,83;19,72
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Circular Design";0;0;0;0;0;0;0;0;0;0;26,08;15,97
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;51,61;7,51
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;32,36;18,63
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;24,87;16,77
"Dalarna County (SE312)";"Agder og Rogaland (NO04)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;28,24;20,36
