"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL33","Engineering Fabrication - Autonomous robots",0,0,16.91,54.76,10,"west"
"NL33","Hergebruik plastic",0.57,1,44.94,54.74,7,"west"
"NL33","Imaging",1.63,11,25.74,28.17,84,"west"
"NL33","Innovatief Waterbeheer",1.9,20,58.46,38.22,42,"west"
"NL33","Klimaatneutrale Landbouw",0,0,77.65,44.19,18,"west"
"NL33","Kringloop Landbouw",1.33,137,49.69,40.97,27,"west"
"NL33","Life sciences - Biotechnology",0.22,7,80.39,26.12,317,"west"
"NL33","NANO",0.49,178,49.12,34.17,58,"west"
"NL33","Regeneratieve geneeskunde",1.01,31,63.17,36.7,35,"west"
"NL33","Slimme mobiliteit",0.58,18,29.57,59.79,72,"west"
"NL33","Valorisatie Deltatechnologie",2.32,9,60.41,55.09,2,"west"
"NL33","Vertical Farming",1.32,4,25.99,56.43,32,"west"
"NL33","Waterstof",0.79,3,48.53,47.69,21,"west"
"west","Aerospace",1.47244444444444,152,20.7756296296296,53.2,135,"west"
"west","Batterietechnologie",0.456666666666667,173,31.9760869565217,54.61,69,"west"
"west","Chemische recycling",0,11,0,62.89,0,"west"
"west","Circulair Bouwen",1.48,442,36.325,60.86,6,"west"
"west","CO2 vrije elektriciteit",1.28711409395973,31,57.2324832214765,35.16,149,"west"
"west","Cybersecurity",0.830505050505051,454,21.170404040404,36.5,99,"west"
"west","Defensietechnologie",0.7125,131,13.22,55.85,4,"west"
"west","E-health",2.54384615384615,157,20.8666666666667,25.7,39,"west"
"west","Engineering Fabrication - Additive manufacturing",0.689259259259259,103,30.987037037037,54.76,81,"west"
"west","Engineering Fabrication - Autonomous robots",0,0,32.0808333333333,54.76,24,"west"
"west","Hergebruik plastic",0.583333333333333,3,47.3613333333333,54.74,15,"west"
"west","Imaging",1.47371951219512,26,23.2,28.17,164,"west"
"west","Innovatief Waterbeheer",1.77754385964912,53,56.0394736842105,38.22,57,"west"
"west","Klimaatneutrale Landbouw",0.151428571428571,1,73.9833333333333,44.19,21,"west"
"west","Kringloop Landbouw",1.43464285714286,442,51.2466071428571,40.97,56,"west"
"west","Life sciences - Biotechnology",0.499508196721311,38,78.8273087431694,26.12,732,"west"
"west","NANO",0.491604938271605,510,49.4277777777778,34.17,81,"west"
"west","Regeneratieve geneeskunde",1.16325301204819,99,61.4610843373494,36.7,83,"west"
"west","Slimme mobiliteit",0.665148514851485,67,25.359702970297,59.79,101,"west"
"west","Valorisatie Deltatechnologie",3.54,43,59.395,55.09,4,"west"
"west","Vertical Farming",1.42365853658537,14,24.3075609756098,56.43,41,"west"
"west","Waterstof",0.683714285714286,7,42.9511428571429,47.69,35,"west"
