"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL31","Engineering Fabrication - Autonomous robots",3.12,1,14.82,54.76,2,"west"
"NL31","Hergebruik plastic",0,0,41.47,54.74,6,"west"
"NL31","Imaging",1.25,20,22.46,28.17,33,"west"
"NL31","Innovatief Waterbeheer",3.46,56,49.6,38.22,2,"west"
"NL31","Klimaatneutrale Landbouw",0,0,48.07,44.19,2,"west"
"NL31","Kringloop Landbouw",2.06,68,49.42,40.97,14,"west"
"NL31","Life sciences - Biotechnology",0.39,18,78.2,26.12,231,"west"
"NL31","NANO",0.55,197,42.09,34.17,9,"west"
"NL31","Regeneratieve geneeskunde",1.23,22,66.99,36.7,24,"west"
"NL31","Slimme mobiliteit",0.82,11,12.97,59.79,9,"west"
"NL31","Valorisatie Deltatechnologie",6.33,17,58.38,55.09,2,"west"
"NL31","Vertical Farming",2.14,3,19.47,56.43,4,"west"
"NL31","Waterstof",0.76,2,29.92,47.69,6,"west"
"NL32","Aerospace",0.33,9,20.47,53.2,37,"west"
"NL32","Batterietechnologie",0.34,18,20.51,54.61,17,"west"
"NL32","Chemische recycling",0.58,2,67.31,62.89,0,"west"
"NL32","Circulair Bouwen",1.71,44,43.63,60.86,3,"west"
"NL32","CO2 vrije elektriciteit",1.41,7,40.12,35.16,33,"west"
"NL32","Cybersecurity",1.14,80,33.25,36.5,44,"west"
"NL32","Defensietechnologie",0.37,10,8.64,55.85,0,"west"
"NL32","E-health",3.66,38,23.25,25.7,14,"west"
"NL32","Engineering Fabrication - Additive manufacturing",0.49,11,34.28,54.76,21,"west"
"NL32","Engineering Fabrication - Autonomous robots",0,0,47.6,54.76,12,"west"
"NL32","Hergebruik plastic",0,0,73.51,54.74,2,"west"
"NL32","Imaging",1.93,24,19.18,28.17,47,"west"
"NL32","Innovatief Waterbeheer",1.19,15,50.67,38.22,12,"west"
"NL32","Klimaatneutrale Landbouw",0,0,59.81,44.19,1,"west"
"NL32","Kringloop Landbouw",1.71,44,57.92,40.97,13,"west"
"NL32","Life sciences - Biotechnology",0.48,17,78.54,26.12,174,"west"
"NL32","NANO",0.54,151,55.42,34.17,14,"west"
"NL32","Regeneratieve geneeskunde",1.86,26,53.44,36.7,24,"west"
"NL32","Slimme mobiliteit",1.15,12,15.88,59.79,17,"west"
"NL32","Valorisatie Deltatechnologie",4.78,10,58.38,55.09,0,"west"
"NL32","Vertical Farming",2.74,3,17.41,56.43,5,"west"
"NL32","Waterstof",0.48,1,38.08,47.69,8,"west"
"NL33","Aerospace",2.25,79,24.94,53.2,58,"west"
"NL33","Batterietechnologie",0.58,39,37.5,54.61,48,"west"
"NL33","Chemische recycling",0.9,4,50.96,62.89,0,"west"
"NL33","Circulair Bouwen",1.64,54,29.02,60.86,3,"west"
"NL33","CO2 vrije elektriciteit",1.26,8,67.37,35.16,94,"west"
"NL33","Cybersecurity",1.18,105,12.55,36.5,45,"west"
"NL33","Defensietechnologie",0.72,25,15.27,55.85,3,"west"
"NL33","E-health",2.12,28,21.18,25.7,15,"west"
"NL33","Engineering Fabrication - Additive manufacturing",0.59,17,31.44,54.76,41,"west"
"NL33","Engineering Fabrication - Autonomous robots",3.14,1,16.91,54.76,10,"west"
"NL33","Hergebruik plastic",0,0,44.94,54.74,7,"west"
"NL33","Imaging",1.32,21,25.74,28.17,84,"west"
"NL33","Innovatief Waterbeheer",3.04,49,58.46,38.22,42,"west"
"NL33","Klimaatneutrale Landbouw",0,0,77.65,44.19,18,"west"
"NL33","Kringloop Landbouw",1.64,54,49.69,40.97,27,"west"
"NL33","Life sciences - Biotechnology",0.31,14,80.39,26.12,317,"west"
"NL33","NANO",0.5,180,49.12,34.17,58,"west"
"NL33","Regeneratieve geneeskunde",0.9,16,63.17,36.7,35,"west"
"NL33","Slimme mobiliteit",0.75,10,29.57,59.79,72,"west"
"NL33","Valorisatie Deltatechnologie",4.12,11,60.41,55.09,2,"west"
"NL33","Vertical Farming",0.72,1,25.99,56.43,32,"west"
"NL33","Waterstof",0.76,2,48.53,47.69,21,"west"
"west","Aerospace",1.43340740740741,134,20.7756296296296,53.2,135,"west"
"west","Batterietechnologie",0.526666666666667,103,31.9760869565217,54.61,69,"west"
"west","Chemische recycling",NA,10,NA,62.89,0,"west"
"west","Circulair Bouwen",1.675,166,36.325,60.86,6,"west"
"west","CO2 vrije elektriciteit",1.25939597315436,23,57.2324832214765,35.16,149,"west"
"west","Cybersecurity",1.12434343434343,288,21.170404040404,36.5,99,"west"
"west","Defensietechnologie",0.67,53,13.22,55.85,4,"west"
"west","E-health",2.70615384615385,96,20.8666666666667,25.7,39,"west"
"west","Engineering Fabrication - Additive manufacturing",0.62037037037037,52,30.987037037037,54.76,81,"west"
"west","Engineering Fabrication - Autonomous robots",1.56833333333333,2,32.0808333333333,54.76,24,"west"
"west","Hergebruik plastic",0,0,47.3613333333333,54.74,15,"west"
"west","Imaging",1.48073170731707,65,23.2,28.17,164,"west"
"west","Innovatief Waterbeheer",2.6119298245614,120,56.0394736842105,38.22,57,"west"
"west","Klimaatneutrale Landbouw",0,0,73.9833333333333,44.19,21,"west"
"west","Kringloop Landbouw",1.70267857142857,166,51.2466071428571,40.97,56,"west"
"west","Life sciences - Biotechnology",0.371420765027322,49,78.8273087431694,26.12,732,"west"
"west","NANO",0.512469135802469,528,49.4277777777778,34.17,81,"west"
"west","Regeneratieve geneeskunde",1.27301204819277,64,61.4610843373494,36.7,83,"west"
"west","Slimme mobiliteit",0.801287128712871,33,25.359702970297,59.79,101,"west"
"west","Valorisatie Deltatechnologie",5.225,38,59.395,55.09,4,"west"
"west","Vertical Farming",1.10487804878049,7,24.3075609756098,56.43,41,"west"
"west","Waterstof",0.696,5,42.9511428571429,47.69,35,"west"
