"id";"value";"share";"ctry"
"WATANABE, Kazuya";25;0,97;"JP"
"BERNE, Nicolas";13;0,51;"FR"
"FRIEBE, Markus";13;0,51;"DE"
"MARUOKA, Tetsuya";13;0,51;"JP"
"YAMAMOTO, Kinji";11;0,43;"JP"
"SCHREPFER, Jörg";8;0,31;"DE"
"NEMETH, Huba";7;0,27;"HU"
"NAKASHO, Takayuki";7;0,27;"JP"
"OBA, Eiji";7;0,27;"JP"
"ARBEITER, Georg";7;0,27;"DE"
"YANAGAWA, Hirohiko";7;0,27;"JP"
"IZUMIKAWA, Takeya";7;0,27;"JP"
"CANO, Raphael";6;0,23;"DE"
"SHIGEMURA, Shusaku";6;0,23;"JP"
"TIHANYI, Viktor";6;0,23;"HU"
"FUKUSHIMA, Itsuko";6;0,23;"JP"
"WELLER, Andrew D.";6;0,23;"US"
"ESPARZA GARCIA, Jose Domingo";5;0,19;"DE"
"GREENWOOD, Jeremy";5;0,19;"UK"
"SHIMOTANI Mitsuo";5;0,19;"JP"
"YOKOTA, Nobuyuki";5;0,19;"JP"
"SUZUKI, Yuuki";5;0,19;"JP"
"YAMAGUCHI, Hiroshi";5;0,19;"JP"
"KUBOTA, Naotaka";5;0,19;"JP"
"MILZ, Stefan";5;0,19;"DE"
"PETZOLD, Johannes";5;0,19;"DE"
"SIMON, Martin";5;0,19;"DE"
"HERRMANN, Andreas";5;0,19;"DE"
"LEE, Ethan J.";5;0,19;"US"
"STRANO, Giovanni";4;0,16;"UK"
"SYPITKOWSKI, Greg";4;0,16;"US"
"LABROT, Michael";4;0,16;"DE"
"YAMADA, Yasuo";4;0,16;"JP"
"YATSURI, Shigenori";4;0,16;"JP"
"HARDY, Robert";4;0,16;"UK"
"AOKI, Suguru";4;0,16;"JP"
"ICHIKAWA, Tomonori";4;0,16;"JP"
"NAKAI, Toshinari";4;0,16;"JP"
"PAN, Lei";4;0,16;"CN"
"DABRAL, Shashank";4;0,16;"US"
"KISHIMOTO, Katsuhiko";4;0,16;"JP"
"BALOGH, Levente";4;0,16;"HU"
"SAEKI, Izumi";4;0,16;"JP"
"KATSUMATA, Noboru";4;0,16;"JP"
"GARCIA MARQUES, Rodrigo";4;0,16;"DE"
"TONAR, William L.";4;0,16;"US"
"LIU, Jun";4;0,16;"CN"
"SONG, Chaozhong";4;0,16;"CN"
"OUYANG, Zhangpeng";4;0,16;"CN"
"HAYASHI, Masaki";4;0,16;"JP"
"BOEHM, Neil J.";4;0,16;"US"
"INUI, Yoji";4;0,16;"JP"
"HAYASHI, Naoto";4;0,16;"JP"
"TERUUCHI, Takuji";4;0,16;"JP"
"SATOMI, Tsuneo";4;0,16;"JP"
"HIRAMAKI, Takashi";4;0,16;"JP"
"SMITS, Thomas";4;0,16;"DE"
"KIM, Ilwan";4;0,16;"KR"
"LEE, Jaeho";4;0,16;"KR"
"LINTZ, Joshua D.";4;0,16;"US"
"SUZUKI Yasuhiro";4;0,16;"JP"
"SATO Ko";4;0,16;"JP"
"TANAKA Daisuke";4;0,16;"JP"
"SAKURAI Yasuhiro";4;0,16;"JP"
"YAMANAKA Ryota";4;0,16;"JP"
"KOBAYASHI Junya";4;0,16;"JP"
"IP, Julien";4;0,16;"US"
"BOSMA, Bradley A.";4;0,16;"US"
"SCHWITTERS, Frank";4;0,16;"DE"
"FREEMAN-POWELL, Aaron";4;0,16;"UK"
"BARAN, Matthew";3;0,12;"US"
"SAKABE, Masahiko";3;0,12;"JP"
"HERZOG, Brandon";3;0,12;"US"
"TAKAE, Yasuhiko";3;0,12;"JP"
"OFFERMANN, Volkmar";3;0,12;"DE"
"REUL, Bernhard";3;0,12;"DE"
"TABATA, Kiyofumi";3;0,12;"JP"
"ISHIDA, Ichiro";3;0,12;"JP"
"YAMAMOTO, Norikazu";3;0,12;"JP"
"KASHIHARA, Mitsuru";3;0,12;"JP"
"SUZUKI, Yuichi";3;0,12;"JP"
"ISHIDA, Ken";3;0,12;"JP"
"AMBROISE, Stephanie";3;0,12;"FR"
"SAISHO, Kenichiroh";3;0,12;"JP"
"KUSANAGI, Masato";3;0,12;"JP"
"KATAGIRI, Keita";3;0,12;"JP"
"YAMAGUCHI, Hiroyoshi";3;0,12;"JP"
"KAWAMOTO, Shun";3;0,12;"JP"
"SUGAWARA, Taiki";3;0,12;"JP"
"TREBOUET, Marcel";3;0,12;"FR"
"BRETAGNOL, Frédéric";3;0,12;"FR"
"STARR, Michael";3;0,12;"IE"
"BREUER, Karsten";3;0,12;"DE"
"KRÖKEL, Dieter";3;0,12;"DE"
"HANNIFFY, Alan";3;0,12;"IE"
"EDNEY, Martin";3;0,12;"UK"
"KHONGSAB, Peerayut";3;0,12;"DE"
"OKAMURA, Hideaki";3;0,12;"JP"
"RIEDER, Andre J.";3;0,12;"US"
"MIETHIG, Werner";3;0,12;"DE"
"DHANA SEKARAN, Sudhan";3;0,12;"DE"
"NAGAI, Katsuyuki";3;0,12;"JP"
"ISHIZUKA, Hiroki";3;0,12;"JP"
"YAMASHITA Norichika";3;0,12;"JP"
"BAUER, Guenter";3;0,12;"DE"
"MURATA, Toshitaka";3;0,12;"JP"
"HAYASHI, Keita";3;0,12;"JP"
"RICCI, Christopher, P.";3;0,12;"US"
"KATO Teruhisa";3;0,12;"JP"
"MATSUMURA, Yukinori";3;0,12;"JP"
"HOFFMANN, Philipp";3;0,12;"DE"
"ASAYAMA, Manabu";3;0,12;"JP"
"MORI, Toshio";3;0,12;"JP"
"HASHIKAWA, Takuya";3;0,12;"JP"
"KIMURA, Osamu";3;0,12;"JP"
"BAN, Dae-hyun";3;0,12;"KR"
"MILLER, James Stephen";3;0,12;"US"
"ISHIKAWA Iwao";3;0,12;"JP"
"XU, Min";3;0,12;"CN"
"GULATI, Rahul";3;0,12;"US"
"WEINLICH, Andreas";3;0,12;"DE"
"SZÖLLOSI, Adam";3;0,12;"HU"
"HERMALYN, Brendan";3;0,12;"US"
"HASEGAWA Taichi";3;0,12;"JP"
"IIDA Tomoaki";3;0,12;"JP"
"ASAI Goro";3;0,12;"JP"
"SUGIHARA Kunihiro";3;0,12;"JP"
"YU, Xin";3;0,12;"CN"
"VERMA, Dhiren";3;0,12;"US"
"YU, Xin";3;0,12;"US"
"RAMIREZ LLANOS, Eduardo Jose";3;0,12;"US"
"DITTMER, Jeremy";3;0,12;"US"
"NOHARA, Atsushi";3;0,12;"JP"
"OOTA, Yuusuke";3;0,12;"JP"
"HALLACK, Jason D.";3;0,12;"US"
"VAN DEN BRINK, Alfred";3;0,12;"NL"
"GAVRILOVIC, Milan";3;0,12;"SE"
"CASTRO, Aranza Hinojosa";3;0,12;"US"
"FALB, David M.";3;0,12;"US"
"QIU, Longxue";2;0,08;"CN"
"GUERREIRO, Rui";2;0,08;"UK"
"LÖHR, Felix";2;0,08;"DE"
"LI, Zheng";2;0,08;"US"
"KUEHNLE, Andreas U.";2;0,08;"US"
"OKAYAMA, Hiroaki";2;0,08;"JP"
"KUZUHARA, Satoshi";2;0,08;"JP"
"SAKAMOTO, Hiroshi";2;0,08;"JP"
"SHINO, Tatsuya";2;0,08;"JP"
"XU, Tao";2;0,08;"CN"
"ZHOU, Biyun";2;0,08;"CN"
"TOKITA, Shigetoshi";2;0,08;"JP"
"TSUJI, Hideki";2;0,08;"JP"
"KIM, Soyoung";2;0,08;"KR"
"ERMILIOS, Pantelis";2;0,08;"IE"
"PASZKOWICZ, Sebastian";2;0,08;"UK"
"ALEXANDER, George";2;0,08;"UK"
"SLAMA, Alexander";2;0,08;"DE"
"OYAIZU, Hideki";2;0,08;"JP"
"DEGUCHI, Akiyoshi";2;0,08;"JP"
"SAITO, Shun";2;0,08;"JP"
"TSURUMI, Shingo";2;0,08;"JP"
"KISHI, Norimasa";2;0,08;"JP"
"KUSAYANAGI, Yoshinori";2;0,08;"JP"
"TSUKAMOTO, Takashi";2;0,08;"JP"
"FUJITA, Etsuo";2;0,08;"JP"
"NISHIMINE, Sueyoshi";2;0,08;"JP"
"IKEDA, Masahiro";2;0,08;"JP"
"CHO, Taegil";2;0,08;"KR"
"KIYOTA, Yoshihisa";2;0,08;"JP"
"OTSUKI, Shunsuke";2;0,08;"JP"
"AIZAWA, Susumu";2;0,08;"JP"
"IMAIZUMI, Masaaki";2;0,08;"JP"
"KURIHARA, Takeshi";2;0,08;"JP"
"OZAKI, Masataka";2;0,08;"JP"
"WU, Kai";2;0,08;"CN"
"MANGLA, Mayank";2;0,08;"US"
"GRASSO, Giuseppe";2;0,08;"FR"
"KOLANOWSKI, Grégory";2;0,08;"FR"
"OMIYA, Shogo";2;0,08;"JP"
"SUNASAKA, Akihiro";2;0,08;"JP"
"SHIMIZU, Seiya";2;0,08;"JP"
"MIYATO Taizo";2;0,08;"JP"
"ISHIHARA Kazuyuki";2;0,08;"JP"
"O'MALLEY, Fergal";2;0,08;"IE"
"WERTHESSEN, Boris";2;0,08;"DE"
"NAMBARA Takahiro";2;0,08;"JP"
"FINAN, Brian";2;0,08;"IE"
"KITANI, Hiroki";2;0,08;"JP"
"BACK, Per";2;0,08;"SE"
"DYRELIUS, Erik";2;0,08;"SE"
"WIKSTRÖM, Fredrik";2;0,08;"SE"
"JOHANSSON, Jonny";2;0,08;"SE"
"MUALLA, Firas";2;0,08;"DE"
"KAINO, Akira";2;0,08;"JP"
"FUJIHARA, Yoshitaka";2;0,08;"JP"
"DU, Feng";2;0,08;"CA"
"WISNIA, Jack";2;0,08;"CA"
"LI, Wenbo";2;0,08;"CN"
"LEE, Seung Won";2;0,08;"KR"
"MAEDA, Yu";2;0,08;"JP"
"MATSUURA, Mitsuyasu";2;0,08;"JP"
"MATSUMOTO, Muneaki";2;0,08;"JP"
"Karabed, Razmik";2;0,08;"US"
"SUNAGAWA, Naoki";2;0,08;"JP"
"HIRANO Kosuke";2;0,08;"JP"
"TSUNASHIMA Nobuhiro";2;0,08;"JP"
"TONG, Richard, Chia-Tsing";2;0,08;"US"
"WELLAND, Robert, Victor";2;0,08;"US"
"SADOVSKY, Vladimir";2;0,08;"US"
"MCKELVIE, Samuel, James";2;0,08;"US"
"CHINTAKINDI, Sunil";2;0,08;"US"
"WELLAND, Robert Victor";2;0,08;"US"
"MCKELVIE, Samuel James";2;0,08;"US"
"NEWMAN, Austin, L.";2;0,08;"US"
