"id";"value";"share";"ctry"
"MOLA, Jordi";56;0,16;"US"
"HARATA, Yuzo";34;0,1;"JP"
"UEHARA, Kazuhiro";34;0,1;"JP"
"ZHANG, Wenming";33;0,09;"CN"
"CHEN, Shaojie";33;0,09;"CN"
"XIAO, Jing";30;0,09;"CN"
"KAWASAKI, Takuya";29;0,08;"JP"
"BARDAY, Kabir A.";27;0,08;"US"
"BURGER, Douglas C.";26;0,07;"US"
"SMITH, Aaron L.";24;0,07;"US"
"XU, Liang";23;0,07;"CN"
"WANG, Wei";22;0,06;"US"
"WANG, Wei";22;0,06;"CN"
"WANG, Wei";22;0,06;"NL"
"NATSUME, Mitsuyoshi";20;0,06;"JP"
"CHEN, Tao";18;0,05;"US"
"JIN, Ge";18;0,05;"CN"
"CHEN, Tao";18;0,05;"CN"
"GORIUS, Aaron";18;0,05;"US"
"LIU, Jun";17;0,05;"CN"
"POLIZZOTTO, Paul A.";17;0,05;"US"
"WU, Lang";16;0,05;"CN"
"WU, Zhenliang";16;0,05;"CN"
"HIGH, Donald R.";16;0,05;"US"
"FERGUSON, David";16;0,05;"US"
"MATTINGLY, Todd D.";15;0,04;"US"
"ZHU, Jiajun";15;0,04;"US"
"CHEN, Dazhi";15;0,04;"CN"
"LAI, Thomas";14;0,04;"US"
"WILDE, Myles";14;0,04;"US"
"KROHN, Ulf";14;0,04;"SE"
"LINDKVIST, Christer";14;0,04;"SE"
"KARNER, Don";14;0,04;"US"
"FLEMING, Frank";14;0,04;"US"
"MYERS, Del";13;0,04;"US"
"KURABAYASHI, Toshiyuki";13;0,04;"JP"
"TANNO, Haruto";13;0,04;"JP"
"SABOURIN, Jason L.";13;0,04;"US"
"BRANNON, Jonathan Blake";13;0,04;"US"
"KARANJKAR, Mihir S.";13;0,04;"US"
"HUANG, Shaojian";13;0,04;"CN"
"CHEN, Jinqing";13;0,04;"CN"
"XU, Mingquan";13;0,04;"CN"
"PARK, Min Woo";13;0,04;"KR"
"TIAN, Chen";12;0,03;"US"
"SUNDARESAN, Neelakantan";12;0,03;"US"
"LI, Xiang";12;0,03;"CN"
"LI, Xiang";12;0,03;"US"
"KIRINUKI, Hiroyuki";12;0,03;"JP"
"ZHANG, Jun";12;0,03;"AU"
"ZHANG, Jun";12;0,03;"CN"
"CHEN, Yan";12;0,03;"CN"
"TIAN, Chen";12;0,03;"CN"
"MILLER, Steven C.";12;0,03;"US"
"XIAN, Ke";12;0,03;"CN"
"YANG, Qiuyuan";12;0,03;"CN"
"LI, Xiang";12;0,03;"KR"
"ZHANG, Hui";11;0,03;"US"
"ZHANG, Hui";11;0,03;"CN"
"ZHANG, Lei";11;0,03;"CN"
"LIU, Xin";11;0,03;"CN"
"LIU, Yang";11;0,03;"CN"
"WANG, Yu";11;0,03;"US"
"WANG, Yu";11;0,03;"CN"
"LIU, Xin";11;0,03;"US"
"LIU, Yang";11;0,03;"US"
"GANGULI, Mrittika";11;0,03;"IN"
"ADILETTA, Matthew J.";11;0,03;"US"
"KUMAR, Mohan J.";11;0,03;"US"
"ZHANG, Lingyu";11;0,03;"CN"
"WINKLE, David C.";11;0,03;"US"
"GANGULI, Mrittika";11;0,03;"US"
"TOEROE, Maria";10;0,03;"CA"
"LI, Wei";10;0,03;"CN"
"ZHANG, Yi";10;0,03;"CN"
"SHANMUGAM, Kesavan";10;0,03;"US"
"SELLERS, Andrew";10;0,03;"US"
"MITAL, Vijay";10;0,03;"US"
"ZHANG, Yi";10;0,03;"US"
"TERAOKA, Hidetoshi";10;0,03;"JP"
"CROCKER, Michael T.";10;0,03;"US"
"NACHIMUTHU, Murugasamy K.";10;0,03;"US"
"FINCH, Steven W.";10;0,03;"US"
"BROWNE, Ken A.";10;0,03;"US"
"HEARD, Nathan W.";10;0,03;"US"
