"id";"value";"share";"ctry"
"LEE, Dong Hoon";213;0,29;"KR"
"SUH, Sang Duk";143;0,19;"KR"
"CHEN, Xiaochuan";142;0,19;"CN"
"DONG, Xue";141;0,19;"CN"
"HONG, Sung Kil";126;0,17;"KR"
"JUNG, Min Woo";120;0,16;"KR"
"WANG, Haisheng";114;0,15;"CN"
"YAMAZAKI, Shunpei";114;0,15;"JP"
"SEO, Satoshi";112;0,15;"JP"
"HONG, Wanpyo";106;0,14;"KR"
"YANG, Shengji";105;0,14;"CN"
"LIU, Yingming";100;0,14;"CN"
"HEO, Dong Uk";97;0,13;"KR"
"CHA, Yongbum";96;0,13;"KR"
"WANG, Lei";95;0,13;"CN"
"DING, Xiaoliang";93;0,13;"CN"
"HUH, Jungoh";77;0,1;"KR"
"LEE, Sun Hee";76;0,1;"KR"
"LEE, Jungha";76;0,1;"KR"
"LIU, Wei";74;0,1;"CN"
"LIU, Wei";74;0,1;"US"
"MUN, Soung Yun";73;0,1;"KR"
"PAN, Junyou";73;0,1;"DE"
"PAN, Junyou";73;0,1;"CN"
"CHO, Hyun Min";73;0,1;"KR"
"LU, Pengcheng";70;0,09;"CN"
"HAN, Su Jin";68;0,09;"KR"
"LI, Changfeng";66;0,09;"CN"
"XU, Rui";62;0,08;"CN"
"KIM, Minjun";62;0,08;"KR"
"HAN, Miyeon";59;0,08;"KR"
"PARK, Seulchan";59;0,08;"KR"
"KIM, Jin Joo";58;0,08;"KR"
"ZHANG, Lu";56;0,08;"CN"
"ZHANG, Lu";56;0,08;"TW"
"NAKANO, Yuki";56;0,08;"JP"
"ZHANG, Lu";56;0,08;"US"
"NAKANO, Yuki";56;0,08;"CH"
"WANG, Pengpeng";54;0,07;"CN"
"JANG, Boonjae";54;0,07;"KR"
"GEUM, Sujeong";53;0,07;"KR"
"LEE, Yun Suk";49;0,07;"KR"
"JANG, Boon Jae";49;0,07;"KR"
"KUSUNOKI, Koji";48;0,07;"JP"
"YUAN, Guangcai";48;0,07;"CN"
"WANG, Guoying";48;0,07;"CN"
"LI, Wei";48;0,07;"CN"
"PARHAM, Amir";48;0,07;"DE"
"LI, Wei";48;0,07;"US"
"LEE, Sung Jae";48;0,07;"KR"
"HA, Jae Seung";47;0,06;"KR"
"XUAN, Minghua";45;0,06;"CN"
"LOU, Junhui";45;0,06;"CN"
"KIM, Dong-Jun";45;0,06;"KR"
"LI, Chong";45;0,06;"CN"
"HWANG, Sunghyun";45;0,06;"KR"
"WU, Yuanchun";44;0,06;"CN"
"LIU, Zheng";44;0,06;"CN"
"JEONG, Won-Jang";44;0,06;"KR"
"LEE, Jaechol";44;0,06;"KR"
"JUNG, Sung-Hyun";44;0,06;"KR"
"WANG, Tao";43;0,06;"CN"
"FAN, Yong";43;0,06;"CN"
"WANG, Tao";43;0,06;"UK"
"WANG, Wei";42;0,06;"CN"
"PERZLMAIER, Korbinian";42;0,06;"DE"
"KIM, Dae Hyun";42;0,06;"KR"
"PARK, Jung Hwan";42;0,06;"KR"
"WANG, Wei";42;0,06;"NL"
"DAI, Lei";41;0,06;"CN"
"LUO, Jiajia";41;0,06;"CN"
"KROEBER, Jonas";41;0,06;"DE"
"BAE, Jaesoon";41;0,06;"KR"
"KISHIMOTO, Katsuhiko";40;0,05;"JP"
"CAI, Lifei";40;0,05;"CN"
"EHRENREICH, Christian";40;0,05;"DE"
"ZHANG, Zhaochao";40;0,05;"CN"
"LI, Yongqian";39;0,05;"CN"
"CHUN, Minseung";39;0,05;"KR"
"GROSSMANN, Tobias";39;0,05;"DE"
"JATSCH, Anja";39;0,05;"DE"
"KIM, Kongkyeom";39;0,05;"KR"
"LV, Jing";38;0,05;"CN"
"SONG, Zhen";38;0,05;"CN"
"PARK, Tae Yoon";38;0,05;"KR"
"HERRMANN, Siegfried";38;0,05;"DE"
"SONG, Zhen";38;0,05;"US"
