"id";"value";"share";"ctry"
"PRICE, Raymond Kirk";30;0,2;"US"
"LI, Gang";29;0,2;"US"
"LI, Gang";29;0,2;"CN"
"LU, Lu";28;0,19;"US"
"OH, Chulwoo";27;0,18;"US"
"MERMILLOD, Pierre";27;0,18;"FR"
"YUN, Zhisheng";26;0,18;"US"
"WONG, Timothy L.";26;0,18;"US"
"ZHANG, Hao";26;0,18;"CN"
"SAARIKKO, Pasi";25;0,17;"US"
"EDWIN, Lionel Ernest";24;0,16;"US"
"GENG, Ying";24;0,16;"US"
"CHEN, Lili";23;0,16;"CN"
"VALLIUS, Tuomas";22;0,15;"US"
"GRANDCLERC, François";22;0,15;"FR"
"CHI, Wanli";21;0,14;"US"
"GOLLIER, Jacques";21;0,14;"US"
"KÜHNE, Marcus";21;0,14;"DE"
"SHARMA, Robin";20;0,14;"US"
"PEROZ, Christophe";20;0,14;"US"
"KLUG, Michael Anthony";19;0,13;"US"
"DANZIGER, Yochay";19;0,13;"IL"
"AMIRSOLAIMANI, Babak";18;0,12;"US"
"SINGH, Vikramjit";18;0,12;"US"
"WHEELWRIGHT, Brian";18;0,12;"US"
"HIRATA, Koji";18;0,12;"JP"
"OUDERKIRK, Andrew J.";18;0,12;"US"
"MCDOWELL, Erin A.";18;0,12;"US"
"BLEYER, Michael";18;0,12;"US"
"OUDERKIRK, Andrew, John";17;0,12;"US"
"SCHULTZ, Robert J.";17;0,12;"US"
"CARLISLE, Clinton";17;0,12;"US"
"PENG, Fenglin";17;0,12;"US"
"SIMONIS, Karl";17;0,12;"DE"
"LIU, Yali";17;0,12;"CN"
"POLTARETSKYI, Sergii";17;0,12;"FR"
"OUDERKIRK, Andrew John";16;0,11;"US"
"MAIMONE, Andrew";16;0,11;"US"
"SUZUKI, Yuuki";16;0,11;"JP"
"ROBBINS, Steven John";15;0,1;"US"
"KAEHLER, Adrian";15;0,1;"US"
"CHENG, Hui-Chuan";15;0,1;"US"
"OLKKONEN, Juuso";15;0,1;"FI"
"SHIN, Seungyong";15;0,1;"KR"
"CHAOUI, Jean";15;0,1;"FR"
"CARIOU, Damien";15;0,1;"FR"
"BEVENSEE, Brendan, Elwood";14;0,1;"US"
"WALDERN, Jonathan, David";14;0,1;"US"
"POPOVICH, Milan, Momcilo";14;0,1;"UK"
"HUANG, Ningfeng";14;0,1;"US"
"FUJITA Koudai";14;0,1;"JP"
"BLOMSTEDT, Kasimir";14;0,1;"FI"
"HONG, Tao";14;0,1;"CN"
"HU, Xinda";14;0,1;"US"
"WANG, Chenru";14;0,1;"CN"
"CHEN, Xiaochuan";13;0,09;"CN"
"VON SPIEGEL, Wolff";13;0,09;"DE"
"CAKMAKCI, Ozan";13;0,09;"US"
"MELLI, Mauro";13;0,09;"US"
