"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;8,02
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;13,27
"Bulgaria (BG)";"Alentejo (PT18)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;21,69
"Bulgaria (BG)";"Alentejo (PT18)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;13,9
"Bulgaria (BG)";"Alentejo (PT18)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;15,14
"Bulgaria (BG)";"Alentejo (PT18)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;30,31
"Bulgaria (BG)";"Alentejo (PT18)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;43,68
"Bulgaria (BG)";"Alentejo (PT18)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;20,23
"Bulgaria (BG)";"Alentejo (PT18)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;11,19
"Bulgaria (BG)";"Alentejo (PT18)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;6,82
"Bulgaria (BG)";"Alentejo (PT18)";"Industrial Symbiosis";4;3;136,61;130,61;0,04;7373;29238;1e-04;18305,5;0,0025;76,19;18,18
"Bulgaria (BG)";"Alentejo (PT18)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;43,21
"Bulgaria (BG)";"Alentejo (PT18)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;87,17;9,67
"Bulgaria (BG)";"Alentejo (PT18)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,9
"Bulgaria (BG)";"Alentejo (PT18)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;8,4
"Bulgaria (BG)";"Alentejo (PT18)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;37,25
"Bulgaria (BG)";"Algarve (PT15)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;20,79
"Bulgaria (BG)";"Algarve (PT15)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;15,6
"Bulgaria (BG)";"Algarve (PT15)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;14,05
"Bulgaria (BG)";"Algarve (PT15)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;21,82
"Bulgaria (BG)";"Algarve (PT15)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;37,83
"Bulgaria (BG)";"Algarve (PT15)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;19,98
"Bulgaria (BG)";"Algarve (PT15)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;10,71
"Bulgaria (BG)";"Algarve (PT15)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;5,65
"Bulgaria (BG)";"Algarve (PT15)";"Industrial Symbiosis";1;1;131,42;130,42;0,01;5983;29238;0;17610,5;0,0024;76,19;18,44
"Bulgaria (BG)";"Algarve (PT15)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;40,95
"Bulgaria (BG)";"Algarve (PT15)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;87,17;9,26
"Bulgaria (BG)";"Algarve (PT15)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,92
"Bulgaria (BG)";"Algarve (PT15)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;8,45
"Bulgaria (BG)";"Algarve (PT15)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;37,71
"Bulgaria (BG)";"Alsace (FR42)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;2,14
"Bulgaria (BG)";"Alsace (FR42)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;3,12
"Bulgaria (BG)";"Alsace (FR42)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;2,36
"Bulgaria (BG)";"Alsace (FR42)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;1,63
"Bulgaria (BG)";"Alsace (FR42)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;1,25
"Bulgaria (BG)";"Alsace (FR42)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;4,82
"Bulgaria (BG)";"Alsace (FR42)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;2,61
"Bulgaria (BG)";"Alsace (FR42)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;0,5
"Bulgaria (BG)";"Alsace (FR42)";"Industrial Symbiosis";409;10;195,13;145,13;0,26;23057;29238;9e-04;26147,5;0,0036;76,19;5,11
"Bulgaria (BG)";"Alsace (FR42)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;5,51
"Bulgaria (BG)";"Alsace (FR42)";"Raw Material Shift";4;1;42,05;41,05;0,02;6237;4909;1e-04;5573;0,0044;87,17;3,26
"Bulgaria (BG)";"Alsace (FR42)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;0,44
"Bulgaria (BG)";"Alsace (FR42)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;3,29
"Bulgaria (BG)";"Alsace (FR42)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;3,74
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;17,61
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;9,81
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;13,76
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;24,49
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;38,28
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;19,89
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;10,21
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;6,05
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Industrial Symbiosis";26;6;128,85;104,85;0,19;5294;29238;4e-04;17266;0,0024;76,19;9,61
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;32,54
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;87,17;7,75
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,48
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;8,15
"Bulgaria (BG)";"Anatoliki Makedonia, Thraki (EL11)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;30,32
"Bulgaria (BG)";"Andalucía (ES61)";"Agrofood Waste Cut";33;5;64,64;49,64;0,23;14186;3072;0,0024;8629;0,0103;75,85;21,24
"Bulgaria (BG)";"Andalucía (ES61)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;12,24
"Bulgaria (BG)";"Andalucía (ES61)";"By-Product Valorization";1;1;16,33;15,33;0,06;7386;951;5e-04;4168,5;0,0081;82,52;15,69
"Bulgaria (BG)";"Andalucía (ES61)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;20
"Bulgaria (BG)";"Andalucía (ES61)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;35,79
"Bulgaria (BG)";"Andalucía (ES61)";"Circular food packaging";28;3;8,19;2,19;0,73;3341;793;0,0066;2067;0,009;74,7;23,57
"Bulgaria (BG)";"Andalucía (ES61)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;12,21
"Bulgaria (BG)";"Andalucía (ES61)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;4,76
"Bulgaria (BG)";"Andalucía (ES61)";"Industrial Symbiosis";184;29;466,38;321,38;0,31;95753;29238;0,0027;62495,5;0,0087;76,19;16,13
"Bulgaria (BG)";"Andalucía (ES61)";"Product Services";1;1;3,47;2,47;0,29;1263;156;0,0016;709,5;0,0055;47,93;37,46
"Bulgaria (BG)";"Andalucía (ES61)";"Raw Material Shift";37;6;90,28;72,28;0,2;19022;4909;0,0019;11965,5;0,0095;87,17;10,48
"Bulgaria (BG)";"Andalucía (ES61)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,9
"Bulgaria (BG)";"Andalucía (ES61)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;11,3
"Bulgaria (BG)";"Andalucía (ES61)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;38,69
"Bulgaria (BG)";"Aquitaine (FR61)";"Agrofood Waste Cut";8;1;32,22;31,22;0,03;5532;3072;2e-04;4302;0,0051;75,85;13,41
"Bulgaria (BG)";"Aquitaine (FR61)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;8,81
"Bulgaria (BG)";"Aquitaine (FR61)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;7,1
"Bulgaria (BG)";"Aquitaine (FR61)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;6,47
"Bulgaria (BG)";"Aquitaine (FR61)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;10,13
"Bulgaria (BG)";"Aquitaine (FR61)";"Circular food packaging";8;1;5,75;4,75;0,17;2110;793;0,0011;1451,5;0,0063;74,7;19,55
"Bulgaria (BG)";"Aquitaine (FR61)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;9,05
"Bulgaria (BG)";"Aquitaine (FR61)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;4,04
"Bulgaria (BG)";"Aquitaine (FR61)";"Industrial Symbiosis";32;7;288,41;253,41;0,12;48057;29238;7e-04;38647,5;0,0054;76,19;11,76
"Bulgaria (BG)";"Aquitaine (FR61)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;5,84
"Bulgaria (BG)";"Aquitaine (FR61)";"Raw Material Shift";32;2;51,04;47,04;0,08;8622;4909;4e-04;6765,5;0,0054;87,17;8,34
"Bulgaria (BG)";"Aquitaine (FR61)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,06
"Bulgaria (BG)";"Aquitaine (FR61)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;11,06
"Bulgaria (BG)";"Aquitaine (FR61)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;16,49
"Bulgaria (BG)";"Aragón (ES24)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;14,02
"Bulgaria (BG)";"Aragón (ES24)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;12,5
"Bulgaria (BG)";"Aragón (ES24)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;10,52
"Bulgaria (BG)";"Aragón (ES24)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;12
"Bulgaria (BG)";"Aragón (ES24)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;33,44
"Bulgaria (BG)";"Aragón (ES24)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;19,71
"Bulgaria (BG)";"Aragón (ES24)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;10,4
"Bulgaria (BG)";"Aragón (ES24)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;3,28
"Bulgaria (BG)";"Aragón (ES24)";"Industrial Symbiosis";66;4;166,29;158,29;0,05;15327;29238;1e-04;22282,5;0,0031;76,19;7,59
"Bulgaria (BG)";"Aragón (ES24)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;37,48
"Bulgaria (BG)";"Aragón (ES24)";"Raw Material Shift";64;3;33,23;27,23;0,18;3901;4909;6e-04;4405;0,0035;87,17;8,1
"Bulgaria (BG)";"Aragón (ES24)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,21
"Bulgaria (BG)";"Aragón (ES24)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;10,96
"Bulgaria (BG)";"Aragón (ES24)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;19,83
"Bulgaria (BG)";"Arnsberg (DEA5)";"Agrofood Waste Cut";4;2;19,66;17,66;0,1;2178;3072;3e-04;2625;0,0031;75,85;2,89
"Bulgaria (BG)";"Arnsberg (DEA5)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;6,77
"Bulgaria (BG)";"Arnsberg (DEA5)";"By-Product Valorization";4;2;5,06;3,06;0,4;1632;951;0,001;1291,5;0,0025;82,52;4,96
"Bulgaria (BG)";"Arnsberg (DEA5)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;7,66
"Bulgaria (BG)";"Arnsberg (DEA5)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;29,76
"Bulgaria (BG)";"Arnsberg (DEA5)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;5,55
"Bulgaria (BG)";"Arnsberg (DEA5)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;3,29
"Bulgaria (BG)";"Arnsberg (DEA5)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;0,87
"Bulgaria (BG)";"Arnsberg (DEA5)";"Industrial Symbiosis";22;5;191,95;176,95;0,08;22205;29238;3e-04;25721,5;0,0036;76,19;4,09
"Bulgaria (BG)";"Arnsberg (DEA5)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;47,39
"Bulgaria (BG)";"Arnsberg (DEA5)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;87,17;2,47
"Bulgaria (BG)";"Arnsberg (DEA5)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;0,46
"Bulgaria (BG)";"Arnsberg (DEA5)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;3,69
"Bulgaria (BG)";"Arnsberg (DEA5)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;3,1
"Bulgaria (BG)";"Attiki (EL30)";"Agrofood Waste Cut";25;4;48,73;36,73;0,25;9939;3072;0,0019;6505,5;0,0077;75,85;16,92
"Bulgaria (BG)";"Attiki (EL30)";"Biobased Materials in Construction";1;1;9,97;8,97;0,1;3927;1146;8e-04;2536,5;0,0077;81,58;13,06
"Bulgaria (BG)";"Attiki (EL30)";"By-Product Valorization";1;1;11,19;10,19;0,09;4762;951;5e-04;2856,5;0,0055;82,52;12,2
"Bulgaria (BG)";"Attiki (EL30)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;24,65
"Bulgaria (BG)";"Attiki (EL30)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;15,56
"Bulgaria (BG)";"Attiki (EL30)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;18,06
"Bulgaria (BG)";"Attiki (EL30)";"Critical Metals Reuse";26;5;22,38;7,38;0,67;4789;1100;0,0052;2944,5;0,0077;85,82;10,37
"Bulgaria (BG)";"Attiki (EL30)";"E-Waste Circularity";26;5;11,26;-3,74;1,33;3461;619;0,0126;2040;0,0094;92,27;6,65
"Bulgaria (BG)";"Attiki (EL30)";"Industrial Symbiosis";526;44;354,6;134,6;0,62;65794;29238;0,0041;47516;0,0066;76,19;12,11
"Bulgaria (BG)";"Attiki (EL30)";"Product Services";5;3;2,85;-3,15;2,11;1009;156;0,0096;582,5;0,0046;47,93;7,79
"Bulgaria (BG)";"Attiki (EL30)";"Raw Material Shift";69;7;59,09;31,09;0,47;10754;4909;0,0029;7831,5;0,0062;87,17;8,15
"Bulgaria (BG)";"Attiki (EL30)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,67
"Bulgaria (BG)";"Attiki (EL30)";"Textile Waste Cut";2;1;1,12;0,12;0,89;538;327;0,0133;432,5;0,0148;88,27;8,42
"Bulgaria (BG)";"Attiki (EL30)";"Water Circularity";2;1;4,83;3,83;0,21;1390;380;0,0012;885;0,0057;57,39;31
"Bulgaria (BG)";"Auvergne (FR72)";"Agrofood Waste Cut";11;3;24,2;18,2;0,25;3389;3072;0,001;3230,5;0,0038;75,85;19,49
"Bulgaria (BG)";"Auvergne (FR72)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;10,86
"Bulgaria (BG)";"Auvergne (FR72)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;15,18
"Bulgaria (BG)";"Auvergne (FR72)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;24,34
"Bulgaria (BG)";"Auvergne (FR72)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;34,65
"Bulgaria (BG)";"Auvergne (FR72)";"Circular food packaging";8;2;2,96;0,96;0,68;701;793;0,0022;747;0,0033;74,7;22,81
"Bulgaria (BG)";"Auvergne (FR72)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;12,75
"Bulgaria (BG)";"Auvergne (FR72)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;6
"Bulgaria (BG)";"Auvergne (FR72)";"Industrial Symbiosis";26;9;173,93;146,93;0,16;17376;29238;5e-04;23307;0,0032;76,19;16,02
"Bulgaria (BG)";"Auvergne (FR72)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;34,97
"Bulgaria (BG)";"Auvergne (FR72)";"Raw Material Shift";13;4;34,28;26,28;0,23;4177;4909;8e-04;4543;0,0036;87,17;10,28
"Bulgaria (BG)";"Auvergne (FR72)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;5,9
"Bulgaria (BG)";"Auvergne (FR72)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;10,82
"Bulgaria (BG)";"Auvergne (FR72)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;32,2
"Bulgaria (BG)";"Basilicata (ITF5)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;11,06
"Bulgaria (BG)";"Basilicata (ITF5)";"Biobased Materials in Construction";8;1;2,66;1,66;0,38;206;1146;8e-04;676;0,0021;81,58;9,68
"Bulgaria (BG)";"Basilicata (ITF5)";"By-Product Valorization";2;1;2,2;1,2;0,45;173;951;5e-04;562;0,0011;82,52;10,68
"Bulgaria (BG)";"Basilicata (ITF5)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;13,39
"Bulgaria (BG)";"Basilicata (ITF5)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;1,75
"Bulgaria (BG)";"Basilicata (ITF5)";"Circular food packaging";2;1;2,01;1,01;0,5;221;793;0,0011;507;0,0022;74,7;6,47
"Bulgaria (BG)";"Basilicata (ITF5)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;4,74
"Bulgaria (BG)";"Basilicata (ITF5)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;3,19
"Bulgaria (BG)";"Basilicata (ITF5)";"Industrial Symbiosis";74;7;137,45;102,45;0,25;7598;29238;7e-04;18418;0,0026;76,19;13,68
"Bulgaria (BG)";"Basilicata (ITF5)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;2,27
"Bulgaria (BG)";"Basilicata (ITF5)";"Raw Material Shift";22;3;21,43;12,43;0,42;772;4909;9e-04;2840,5;0,0022;87,17;5,12
"Bulgaria (BG)";"Basilicata (ITF5)";"Steel Loop";0;0;0;0;0;0;0;0;0;0;93,72;1,56
"Bulgaria (BG)";"Basilicata (ITF5)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;1,23
"Bulgaria (BG)";"Basilicata (ITF5)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;23,47
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;20,57
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;12,16
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;13,59
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;20,69
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;33,64
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;20,06
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;10,62
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;5,34
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Industrial Symbiosis";14;6;199,6;181,6;0,09;24255;29238;3e-04;26746,5;0,0037;76,19;17,28
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,93;32,33
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Raw Material Shift";1;1;27,6;26,6;0,04;2408;4909;1e-04;3658,5;0,0029;87,17;8,87
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Steel Loop";1;1;0,55;-0,45;1,82;20;147;0,0066;83,5;0,0036;93,72;5,73
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;88,27;8,26
"Bulgaria (BG)";"Bedfordshire and Hertfordshire (UKH2)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;39,15
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,85;5,79
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,58;4,12
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;82,52;2,16
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,39;16,05
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"Circular Design";0;0;0;0;0;0;0;0;0;0;55,47;10,89
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;74,7;1,75
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"Critical Metals Reuse";0;0;0;0;0;0;0;0;0;0;85,82;1,79
"Bulgaria (BG)";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;92,27;3,09
