"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;52,94;17,4
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Biobased Materials in Construction";12;4;4,68;0,68;0,85;1344;1128;0,0031;1236;0,0036;83,55;9,12
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;67,4;5,34
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Circular Business";0;0;0;0;0;0;0;0;0;0;48,43;0,34
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Circular Design";0;0;0;0;0;0;0;0;0;0;84,66;7,12
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;55,94;12,86
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;69,37;5,79
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Industrial Symbiosis";12;4;74,33;70,33;0,05;16849;4113;1e-04;10481;0,0014;49,51;14,53
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Product Services";0;0;0;0;0;0;0;0;0;0;93,03;0,75
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;51,44;15,13
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;67,02;5,35
"Norra Mellansverige (SE31)";"Abruzzo (ITF1)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;44,25;10,74
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;52,94;6,83
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;83,55;5,54
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;67,4;8,05
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Circular Business";0;0;0;0;0;0;0;0;0;0;48,43;46,31
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Circular Design";0;0;0;0;0;0;0;0;0;0;84,66;8,71
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;55,94;4,56
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;69,37;25,34
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;49,51;13,44
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Product Services";0;0;0;0;0;0;0;0;0;0;93,03;5,06
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;51,44;7,55
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;67,02;0,91
"Norra Mellansverige (SE31)";"Agder og Rogaland (NO04)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;44,25;15,41
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;52,94;31,01
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;83,55;8,34
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;67,4;9,26
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Circular Business";0;0;0;0;0;0;0;0;0;0;48,43;49,33
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Circular Design";0;0;0;0;0;0;0;0;0;0;84,66;11,37
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;55,94;12,49
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;69,37;18,89
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Industrial Symbiosis";0;0;0;0;0;0;0;0;0;0;49,51;28,79
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Product Services";0;0;0;0;0;0;0;0;0;0;93,03;4,82
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;51,44;17,71
"Norra Mellansverige (SE31)";"Alentejo (PT18)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;67,02;1,51
