"from";"to";"domain";"full";"binary";"expected";"untapped";"links.rca";"sum_from";"sum_to";"binary.pc";"th.max";"th.max.pc";"RD";"RD.added"
"Bulgaria (BG)";"Abruzzo (ITF1)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,21;4,84
"Bulgaria (BG)";"Abruzzo (ITF1)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,17;8,93
"Bulgaria (BG)";"Abruzzo (ITF1)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;81,49;7,03
"Bulgaria (BG)";"Abruzzo (ITF1)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,14;5,96
"Bulgaria (BG)";"Abruzzo (ITF1)";"Circular Design";0;0;0;0;0;0;0;0;0;0;53,6;5,5
"Bulgaria (BG)";"Abruzzo (ITF1)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;73,72;4,37
"Bulgaria (BG)";"Abruzzo (ITF1)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;89,32;2,04
"Bulgaria (BG)";"Abruzzo (ITF1)";"Industrial Symbiosis";5;4;171,97;155,97;0,09;16851;29238;3e-04;23044,5;0,0032;75,62;3,96
"Bulgaria (BG)";"Abruzzo (ITF1)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,91;2,36
"Bulgaria (BG)";"Abruzzo (ITF1)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;86,52;4,06
"Bulgaria (BG)";"Abruzzo (ITF1)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;86,94;1,11
"Bulgaria (BG)";"Abruzzo (ITF1)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;1,25
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,21;17,34
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,17;10,29
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;81,49;14,76
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,14;25,61
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Circular Design";0;0;0;0;0;0;0;0;0;0;53,6;44,97
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Circular food packaging";0;0;0;0;0;0;0;0;0;0;73,72;20,1
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"E-Waste Circularity";0;0;0;0;0;0;0;0;0;0;89,32;8,4
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Industrial Symbiosis";7;2;147,61;145,61;0,01;10322;29238;0;19780;0,0027;75,62;8,85
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Product Services";0;0;0;0;0;0;0;0;0;0;47,91;50,21
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Raw Material Shift";0;0;0;0;0;0;0;0;0;0;86,52;8,37
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Textile Waste Cut";0;0;0;0;0;0;0;0;0;0;86,94;8,92
"Bulgaria (BG)";"Agder og Rogaland (NO04)";"Water Circularity";0;0;0;0;0;0;0;0;0;0;57,39;13,28
"Bulgaria (BG)";"Alentejo (PT18)";"Agrofood Waste Cut";0;0;0;0;0;0;0;0;0;0;75,21;22,29
"Bulgaria (BG)";"Alentejo (PT18)";"Biobased Materials in Construction";0;0;0;0;0;0;0;0;0;0;81,17;14,24
"Bulgaria (BG)";"Alentejo (PT18)";"By-Product Valorization";0;0;0;0;0;0;0;0;0;0;81,49;15,99
"Bulgaria (BG)";"Alentejo (PT18)";"Circular Business";0;0;0;0;0;0;0;0;0;0;68,14;30,56
