Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Number of Funding Rounds,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Organization Revenue Range,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Series B - Earnest Research,https://www.crunchbase.com/funding_round/the-earnest-research-company-series-b--95a237dc,Earnest Research,https://www.crunchbase.com/organization/the-earnest-research-company,Series B,15000000,USD,15000000,2019-09-10,Early Stage Venture,,,,Yes,Earnest Research transforms raw data into a source for business and investment professionals to make better decisions.,"Analytics, Big Data, Consumer Research, Data Mining, Financial Services, Information Services, Market Research, Predictive Analytics",,"New York, New York, United States, North America",https://www.earnestresearch.com/,2,Early Stage Venture,18500005,USD,18500005,$1M to $10M,Pivot Investment Partners,"Bonfire Ventures, Greycroft, Osage Venture Partners, Pivot Investment Partners",3,4,"504,095"
Initial Coin Offering - Fetch.AI,https://www.crunchbase.com/funding_round/fetch-ai-initial-coin-offering--f277bf60,Fetch.AI,https://www.crunchbase.com/organization/fetch-ai,Initial Coin Offering,6000000,USD,6000000,2019-02-25,,,,,Yes,"Fetch.AI develops a decentralized network for digital representatives to find, communicate, and trade with each other.","Artificial Intelligence (AI), Blockchain, Cryptocurrency, Internet, Machine Learning, Software",,"Cambridge, Cambridgeshire, United Kingdom, Europe",https://fetch.ai/,6,,75907798,USD,75907798,$1M to $10M,,,,,"504,954"
Series C - Cogito,https://www.crunchbase.com/funding_round/cogito-corp-series-c--da92792b,Cogito,https://www.crunchbase.com/organization/cogito-corp,Series C,20000000,USD,20000000,2019-09-05,Late Stage Venture,,,,Yes,Cogito enhances the emotional intelligence of phone professionals by applying behavioral science through artificial intelligence.,"Artificial Intelligence (AI), CRM, Customer Service, Machine Learning, Sales Automation",,"Boston, Massachusetts, United States, North America",http://www.cogitocorp.com,12,,155722375,USD,155722375,$1M to $10M,,"Avaya, Battery Ventures, DARPA, GS Growth, Hearst Ventures, National Institute of Mental Health, New York Life Ventures, OpenView, Romulus Capital, Salesforce Ventures, Western Technology Investment",4,11,"352,535"
Series A - Tookitaki,https://www.crunchbase.com/funding_round/tookitaki-series-a--05bc559a,Tookitaki,https://www.crunchbase.com/organization/tookitaki,Series A,7500000,USD,7500000,2019-03-17,Early Stage Venture,,,,Yes,Tookitaki is a Regtech company offering financial crime detection and prevention to some of the world's leading banks and fintech firms.,"Compliance, Finance, FinTech, Predictive Analytics, SaaS, Software",,"Singapore, Central Region, Singapore, Asia",https://www.tookitaki.com,9,Early Stage Venture,40456000,USD,40456000,$10M to $50M,"Illuminate Financial, Jungle Ventures","Enterprise Singapore, Illuminate Financial, Jungle Ventures, Supply Chain Angels, VWX Capital",1,5,"392,479"
Series A - Squelch,https://www.crunchbase.com/funding_round/squelch-series-a--9ee7a069,Squelch,https://www.crunchbase.com/organization/squelch,Series A,12000000,USD,12000000,2019-04-03,Early Stage Venture,,,,Yes,Squelch is a customer experience optimization solution that delivers relevant and context-rich intelligence to agents.,"Artificial Intelligence (AI), Customer Service, Enterprise Software, Information Services, Machine Learning, SaaS",Women Founded,"Redwood City, California, United States, North America",https://squelch.io/,2,Early Stage Venture,20000000,USD,20000000,$1M to $10M,Shasta Ventures,"Correlation Ventures, Shasta Ventures, Tenaya Capital",2,3,"393,282"
Series C - Tonal,https://www.crunchbase.com/funding_round/tonal-series-c--2a30b475,Tonal,https://www.crunchbase.com/organization/tonal,Series C,45000000,USD,45000000,2019-04-04,Late Stage Venture,,,,Yes,Tonal is a smart home gym that uses artificial intelligence and coaching to provide strength training.,"Artificial Intelligence (AI), Consumer Electronics, Fitness, Machine Learning, Personal Health",,"San Francisco, California, United States, North America",http://www.tonal.com,7,,580000000,USD,580000000,Less than $1M,L Catterton,"Evolution Media, L Catterton, Mayfield Fund, Next Play Capital, Sapphire Sport, Sapphire Ventures, Serena Ventures, Shasta Ventures, TechNexus Venture Collaborative, Transform VC",6,10,"248,918"
Venture Round - CTRL-labs,https://www.crunchbase.com/funding_round/ctrl-labs-series-unknown--b17d7916,CTRL-labs,https://www.crunchbase.com/organization/ctrl-labs,Venture - Series Unknown,28000000,USD,28000000,2019-02-22,,,,,Yes,CTRL-labs is a startup pioneering the development of non-invasive neural interfaces that reimagine how humans and machines collaborate.,"Artificial Intelligence (AI), Human Computer Interaction, Neuroscience",,"New York, New York, United States, North America",https://ctrl-labs.com/,3,M&A,67000000,USD,67000000,$10M to $50M,Google Ventures,"Amazon Alexa Fund, Breyer Capital, Fuel Capital, Google Ventures, Lux Capital, Matrix, Spark Capital",3,7,"353,988"
Series A - Xmov,https://www.crunchbase.com/funding_round/xmov-series-a--f06c9fe3,Xmov,https://www.crunchbase.com/organization/xmov,Series A,100000000,CNY,14535152,2019-06-25,Early Stage Venture,,,,Yes,Xmov is an AI company focusing on computer vision and computer graphics.,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Robotics",,"Shanghai, Shanghai, China, Asia",http://xmov.ai/,4,Late Stage Venture,147420905,USD,147420905,$1M to $10M,,"5Y Capital, Sequoia Capital China, Toutoushidao Capital",,3,"250,274"
Series C - Synyi,https://www.crunchbase.com/funding_round/synyi-series-c--b49c6d93,Synyi,https://www.crunchbase.com/organization/synyi,Series C,250000000,CNY,36331401,2019-07-03,Late Stage Venture,,,,Yes,"An artificial intelligence-powered medical data solutions provider based in Shanghai,China.","Artificial Intelligence (AI), Health Care, Hospital",,"Shanghai, Shanghai, China, Asia",https://www.synyi.com/,8,,157419777,USD,157419777,$1M to $10M,Tencent,"Sinopharm Capital, Tencent",,2,"651,455"
Series C - BigID,https://www.crunchbase.com/funding_round/bigid-series-c--90d550f5,BigID,https://www.crunchbase.com/organization/bigid,Series C,50000000,USD,50000000,2019-09-05,Late Stage Venture,300000000,USD,300000000,Yes,"BigID is a data intelligence company that helps organizations discover, manage, and protect sensitive information.","Artificial Intelligence (AI), Big Data, Cyber Security, Risk Management, Software",,"New York, New York, United States, North America",https://www.bigid.com,13,Late Stage Venture,306099999,USD,306099999,$1M to $10M,Bessemer Venture Partners,"Bessemer Venture Partners, boldstart ventures, ClearSky, Comcast Ventures, Deep Fork Capital, Genacast Ventures, Information Venture Partners, Plug and Play, Salesforce Ventures, SAP.iO, Scale Venture Partners, Western Technology Investment",5,12,"480,527"
Series E - Invoca,https://www.crunchbase.com/funding_round/invoca-series-e--48583fa3,Invoca,https://www.crunchbase.com/organization/invoca,Series E,56000000,USD,56000000,2019-10-17,Late Stage Venture,,,,Yes,"Invoca, the recognized leader in conversation intelligence AI for marketing, e-commerce, and contact center teams","Advertising, Analytics, Artificial Intelligence (AI), Digital Marketing, Telecommunications",,"Santa Barbara, California, United States, North America",http://www.invoca.com,7,Late Stage Venture,201499998,USD,201499998,$100M to $500M,"H.I.G. Growth Partners, Upfront Ventures","Accel, Bonfire Ventures, H.I.G. Growth Partners, Morgan Stanley Alternative Investment Partners, Upfront Ventures",4,5,"253,457"
Series A - Tier IV,https://www.crunchbase.com/funding_round/tier-iv-series-a--e84df15c,Tier IV,https://www.crunchbase.com/organization/tier-iv,Series A,1000000000,JPY,9383768,2019-08-19,Early Stage Venture,,,,Yes,Tier IV creates technology-enabled driving software for the automotive industry that develops intelligent vehicles.,"Automotive, Autonomous Vehicles, Open Source, Robotic Process Automation (RPA), Software",,"Tokyo, Tokyo, Japan, Asia",https://tier4.jp/,9,Early Stage Venture,450623961,USD,450623961,$10M to $50M,Quanta Computer,Quanta Computer,,1,"485,370"
Series B - Stratifyd,https://www.crunchbase.com/funding_round/stratifyd-series-b--3c6e32a6,Stratifyd,https://www.crunchbase.com/organization/stratifyd,Series B,29000000,USD,29000000,2019-02-11,Early Stage Venture,,,,Yes,Stratifyd is an AI powered analytics platform that enable enterprise companies to transform structured and unstructured human textual data.,"Analytics, Artificial Intelligence (AI), Big Data, Data Visualization, Machine Learning, SaaS, Software, Text Analytics",East Asian Founded,"Charlotte, North Carolina, United States, North America",http://www.stratifyd.com,6,Early Stage Venture,61200000,USD,61200000,$10M to $50M,Georgian,"Arsenal Growth Equity, Georgian",2,2,"630,936"
Venture Round - Atheneum,https://www.crunchbase.com/funding_round/atheneum-partners-series-unknown--a2c79298,Atheneum,https://www.crunchbase.com/organization/atheneum-partners,Venture - Series Unknown,10000000,EUR,11260399,2019-04-11,,,,,Yes,Atheneum is a knowledge sharing platform that offers corporations access to up-to-date market insights for better business decisions.,"Big Data, Business Intelligence, Information Services, Machine Learning, Market Research",,"Berlin, Berlin, Germany, Europe",https://www.atheneum.ai,7,,200733743,USD,200733743,$10M to $50M,Crosslantic Capital,Crosslantic Capital,,1,"631,700"
Series A - PolyAI,https://www.crunchbase.com/funding_round/poly-ai-series-a--29700918,PolyAI,https://www.crunchbase.com/organization/poly-ai,Series A,12000000,USD,12000000,2019-03-08,Early Stage Venture,,,,Yes,PolyAI develops a machine learning platform for conversational artificial intelligence.,"Artificial Intelligence (AI), Call Center, Customer Service, Enterprise Software, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://www.polyai.com,5,Late Stage Venture,116000000,USD,116000000,$1M to $10M,Point72 Ventures,"Amadeus Capital Partners, Entrepreneur First, Passion Capital, Point72 Ventures, Sands Capital Ventures",2,5,"633,416"
Series C - Augury,https://www.crunchbase.com/funding_round/augury-systems-series-c--f5bf810a,Augury,https://www.crunchbase.com/organization/augury-systems,Series C,25000000,USD,25000000,2019-01-31,Late Stage Venture,,,,Yes,Augury provides machine health diagnostics designed to help reduce downtime and increase supply chain resilience.,"Analytics, Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Machinery Manufacturing",,"New York, New York, United States, North America",http://www.augury.com,8,Late Stage Venture,294000000,USD,294000000,$10M to $50M,Insight Partners,"Eclipse Ventures, Insight Partners, Lerer Hippeau, Munich Re Ventures, Pritzker Group Venture Capital",5,5,"386,625"
Series B - CyCraft,https://www.crunchbase.com/funding_round/cycraft-series-b--2c5a7bac,CyCraft,https://www.crunchbase.com/organization/cycraft,Series B,5650000,USD,5650000,2019-08-02,Early Stage Venture,,,,Yes,"CyCraft forges the future of cybersecurity resilience through F/A/S/T (fast, accurate, simple, and thorough) human-AI collaboration.","Artificial Intelligence (AI), Cyber Security, Machine Learning",,"Taipei, T'ai-pei, Taiwan, Asia",https://www.cycraft.com/,2,Early Stage Venture,8150000,USD,8150000,,Pavilion Capital,"CID Group, Pavilion Capital",2,2,"386,751"
Seed Round - GT Apeiron Therapeutics,https://www.crunchbase.com/funding_round/gt-apeiron-therapeutics-seed--ae1c18b6,GT Apeiron Therapeutics,https://www.crunchbase.com/organization/gt-apeiron-therapeutics,Seed,27000000,USD,27000000,2019-06-11,Seed,,,,Yes,GT Apeiron Therapeutics is a developer of innovative drugs utilizing artificial intelligence technology.,"Artificial Intelligence (AI), Biotechnology, Health Care, Therapeutics",,"Shanghai, Shanghai, China, Asia",https://www.apeiron-bio.com,3,Early Stage Venture,44500000,USD,44500000,$1M to $10M,GT Healthcare Capital Partners,GT Healthcare Capital Partners,1,1,"489,845"
Debt Financing - CIMCON Lighting,https://www.crunchbase.com/funding_round/cimcon-lighting-debt-financing--209d9361,CIMCON Lighting,https://www.crunchbase.com/organization/cimcon-lighting,Debt Financing,10000000,USD,10000000,2019-09-10,,,,,No,CIMCON Lighting provides software-powered lighting controllers and IoT-enabled city lighting management solutions.,"Consumer Electronics, Industrial Automation, Intelligent Systems, Internet of Things, Public Safety, SaaS, Smart Cities, Software",,"Burlington, Massachusetts, United States, North America",http://www.cimconlighting.com/,6,M&A,49274507,USD,49274507,$1M to $10M,Digital Alpha,Digital Alpha,1,1,"490,445"
Seed Round - SenseOn,https://www.crunchbase.com/funding_round/senseon-seed--6c1791bd,SenseOn,https://www.crunchbase.com/organization/senseon,Seed,6400000,USD,6400000,2019-02-19,Seed,,,,Yes,SenseOn provides accurate and context-rich alerts.,"Artificial Intelligence (AI), Cyber Security, Information Technology, Machine Learning, Software",,"London, England, United Kingdom, Europe",https://www.senseon.io,3,Early Stage Venture,26400000,USD,26400000,$1M to $10M,MMC Ventures,"Amadeus Capital Partners, Crane Venture Partners, CyLon Ventures, Mark Weatherford, MMC Ventures",,5,"388,874"
Post-IPO Equity - Bigtincan,https://www.crunchbase.com/funding_round/bigtincan-post-ipo-equity--691e47d2,Bigtincan,https://www.crunchbase.com/organization/bigtincan,Post-IPO Equity,23200000,AUD,16001799,2019-10-30,,,,,Yes,Bigtincan is a sales enablement automation company that helps brands facilitate the future buying experience.,"Analytics, Artificial Intelligence (AI), Machine Learning, Sales Automation, Sales Enablement, Software",,"Waltham, Massachusetts, United States, North America",http://www.bigtincan.com,4,IPO,49170143,USD,49170143,$100M to $500M,,,,,"391,226"
Series B - Shield AI,https://www.crunchbase.com/funding_round/shield-ai-series-b--16e7eccf,Shield AI,https://www.crunchbase.com/organization/shield-ai,Series B,25000000,USD,25000000,2019-08-20,Early Stage Venture,,,,Yes,Shield AI is an artificial intelligence company that aims to protect service members and civilians with intelligent systems.,"Artificial Intelligence (AI), Autonomous Vehicles, Drones, Machine Learning, National Security",,"San Diego, California, United States, North America",http://www.shield.ai,13,Late Stage Venture,1073144999,USD,1073144999,$50M to $100M,SVB Capital,"Andreessen Horowitz, Breyer Capital, Homebrew, Riot Ventures, SVB Capital",,5,"497,498"
Series A - GreenWaves Technologies,https://www.crunchbase.com/funding_round/greenwaves-technologies-series-a--5648b4fb,GreenWaves Technologies,https://www.crunchbase.com/organization/greenwaves-technologies,Series A,7000000,EUR,7939073,2019-02-19,Early Stage Venture,,,,Yes,GreenWaves Technologies develops and distributes application processors for smart battery powered objects,"Artificial Intelligence (AI), Semiconductor",,"Grenoble, Rhone-Alpes, France, Europe",http://greenwaves-technologies.com/,5,Early Stage Venture,30100000,EUR,33218406,$10M to $50M,Huami,"Huami, Soitec",,2,"497,778"
Series B - Troops,https://www.crunchbase.com/funding_round/troops-inc-series-b--d5743b74,Troops,https://www.crunchbase.com/organization/troops-inc,Series B,9750000,USD,9750000,2019-06-05,Early Stage Venture,,,,Yes,"Troops provides a Salesforce automation platform used to improve sales velocity, forecast, visibility, and collaboration.","Artificial Intelligence (AI), Messaging, SaaS, Sales, Software",,"New York, New York, United States, North America",http://troops.ai,4,M&A,19350000,USD,19350000,$1M to $10M,Aspect Ventures,"Aspect Ventures, Chicago Ventures, Felicis, First Round Capital, Hone Capital, InVision, J Ventures, Slack Fund, Susa Ventures",4,9,"258,843"
