Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Diversity Spotlight,Organization Industries,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - Maven Machines,https://www.crunchbase.com/funding_round/maven-machines-seed--a99d4444,Maven Machines,https://www.crunchbase.com/organization/maven-machines,Seed,100000,USD,100000,2018-03-22,Seed,,,,Yes,"Maven Machines is a mobile cloud solution for trucking, transportation, and logistics industries.",,"Artificial Intelligence (AI), Electronics, Fleet Management, Sensor, Transportation, Wireless","Pittsburgh, Pennsylvania, United States, North America",http://mavenmachines.com,$1M to $10M,20988380,USD,20988380,Early Stage Venture,9,,Innovation Works,1,,"522,675"
Pre Seed Round - Fortuna.ai,https://www.crunchbase.com/funding_round/fortuna-ai-pre-seed--2bfd7b82,Fortuna.ai,https://www.crunchbase.com/organization/fortuna-ai,Pre-Seed,125000,USD,125000,2018-08-27,Seed,,,,Yes,Fortuna is an AI-powered AUM Growth Platform to help Financial Services firms scale.,,"Artificial Intelligence (AI), Business Development, Financial Services, FinTech, Information Technology, Sales Automation, Small and Medium Businesses, Software","Toronto, Ontario, Canada, North America",http://www.fortuna.ai/,$1M to $10M,160000,USD,160000,M&A,4,,Ontario Centres of Excellence,1,,"479,026"
Seed Round - XoomDat LLC,https://www.crunchbase.com/funding_round/xoomdat-llc-seed--f4da2fb3,XoomDat LLC,https://www.crunchbase.com/organization/xoomdat-llc,Seed,20000,USD,20000,2018-02-26,Seed,,,,Yes,XoomDat’s revolutionary patented technology provides a cost-effective customized real-time search and analytics engine for B2B and B2C,,"Analytics, Machine Learning, Real Time, Search Engine, Semantic Search, Semantic Web","Long Beach, California, United States, North America",http://www.xoomdat.com,Less than $1M,20000,USD,20000,Seed,1,Boomtown Accelerators,"Boomtown Accelerators, Right Side Capital Management",2,,"578,449"
Grant - FairFrame,https://www.crunchbase.com/funding_round/fairframe-grant--fb47e4d7,FairFrame,https://www.crunchbase.com/organization/fairframe,Grant,75000,USD,75000,2018-05-04,,,,,No,FairFrame takes D&I to the next level with an easy-to-use text analysis platform combining AI and decades of social science research.,"Black Founded, Black Led, Women Founded, Women Led","Artificial Intelligence (AI), Enterprise Applications, Human Computer Interaction, Human Resources, Machine Learning, Psychology","New York, New York, United States, North America",http://www.fairframe.io,Less than $1M,445000,USD,445000,M&A,3,,W. R. Berkley Innovation Labs,1,,"129,206"
Seed Round - Webville,https://www.crunchbase.com/funding_round/webville-seed--401a490b,Webville,https://www.crunchbase.com/organization/webville,Seed,100000,USD,100000,2018-07-06,Seed,,,,Yes,Webville is an artificial intelligence company focused on content and computer vision solutions.,,"Artificial Intelligence (AI), Big Data, Internet, Machine Learning, Social","Gîza, Al Jizah, Egypt, Africa",http://www.webville.io/,Less than $1M,100000,USD,100000,Seed,2,,,,,"129,699"
Pre Seed Round - Spoonshot,https://www.crunchbase.com/funding_round/dishq-pre-seed--106f7c36,Spoonshot,https://www.crunchbase.com/organization/dishq,Pre-Seed,120000,USD,120000,2018-08-03,Seed,,,,Yes,Spoonshot is a developer of a personal discovery platform used to replicate human cognition in the food domain.,,"Artificial Intelligence (AI), Consumer Goods, Food and Beverage","Saint Paul, Minnesota, United States, North America",https://spoonshot.com/,$1M to $10M,1677000,USD,1677000,M&A,5,Techstars,Techstars,1,,"401,169"
Grant - Odessu,https://www.crunchbase.com/funding_round/odessu-grant--4089333b,Odessu,https://www.crunchbase.com/organization/odessu,Grant,10500,CAD,8179,2018-05-23,,,,,No,Odessu uses an AI-powered chrome extension to help plus-size women find fitting clothes online.,,"Artificial Intelligence (AI), E-Commerce, Fashion, Internet","Toronto, Ontario, Canada, North America",https://odessu.com/,,10500,CAD,8179,Seed,2,,DMZ,1,,"134,062"
Seed Round - Hypios,https://www.crunchbase.com/funding_round/hypios-seed--c748fc4f,Hypios,https://www.crunchbase.com/organization/hypios,Seed,110000,EUR,128943,2018-05-24,Seed,1720000,EUR,2016202,Yes,"Hypios combines intelligent crowdsourcing, competency discovery technology, and human outreach to deliver an open problem-solving service.",,"Analytics, Artificial Intelligence (AI), Consulting, EdTech, Information Technology, Innovation Management, Legal, Semantic Web, Software","Paris, Ile-de-France, France, Europe",http://www.hypios-ci.com,$1M to $10M,2861000,EUR,3954823,Seed,7,,,,,"134,528"
Grant - Myelin Solutions,https://www.crunchbase.com/funding_round/myelin-solutions-grant--1542d643,Myelin Solutions,https://www.crunchbase.com/organization/myelin-solutions,Grant,25000,USD,25000,2018-04-01,,,,,No,"Myelin uses AI to answer everyday questions about the mental health of caregivers, caregivers and affected people.",,"Artificial Intelligence (AI), Consulting, Health Care, Information Technology, Mental Health, Training","Montréal, Quebec, Canada, North America",https://www.myelin.solutions/,Less than $1M,25000,USD,25000,Seed,3,,Ministry of Economy and Innovation,1,,"138,417"
Seed Round - blastrip,https://www.crunchbase.com/funding_round/blastrip-seed--50b27a00,blastrip,https://www.crunchbase.com/organization/blastrip,Seed,40000,USD,40000,2018-03-01,Seed,2500000,USD,2500000,Yes,"Blastrip serves as the technological layer between the service providers for logistics ,transportation, and service seekers.",,"Delivery, Logistics, Predictive Analytics, Transportation","Rosario, Santa Fe, Argentina, South America",https://www.blastrip.com,,40000,USD,40000,Seed,1,,,,,"138,909"
Angel Round - Fishency Innovation,https://www.crunchbase.com/funding_round/fishency-innovation-angel--b84f0ce2,Fishency Innovation,https://www.crunchbase.com/organization/fishency-innovation,Angel,1000000,NOK,123638,2018-05-01,Seed,,,,Yes,Digital sea lice counting system with 360-degree view of the fish,,"Aquaculture, Artificial Intelligence (AI), Computer Vision, Data Visualization, Machine Learning, Software","Stavanger, Rogaland, Norway, Europe",http://fishency.no/,Less than $1M,273638,USD,273638,Seed,4,,,,,"556,464"
Pre Seed Round - Filtered,https://www.crunchbase.com/funding_round/filtered-2-pre-seed--afc91f81,Filtered,https://www.crunchbase.com/organization/filtered-2,Pre-Seed,120000,USD,120000,2018-01-22,Seed,,,,Yes,"Filtered is a platform that helps companies hire better engineers based on ability, not resumes.",,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Recruiting, SaaS","Boston, Massachusetts, United States, North America",http://www.filtered.ai,$1M to $10M,17220000,USD,17220000,,6,Techstars,Techstars,1,,"559,691"
Seed Round - nxtbase,https://www.crunchbase.com/funding_round/nxtbase-seed--4a1f643b,nxtbase,https://www.crunchbase.com/organization/nxtbase,Seed,120000,USD,120000,2018-01-02,Seed,1000000,USD,1000000,Yes,nxtBase technologies has focused serving a global industrial segment with solutions for efficient processes using AI powered Assited Reality,,"Artificial Intelligence (AI), Augmented Reality, Quality Assurance, Telecommunications","Potsdam, Brandenburg, Germany, Europe",https://nxtbase.io/,,2120000,USD,2120000,Early Stage Venture,4,,,,,"626,167"
Convertible Note - ThermoAI,https://www.crunchbase.com/funding_round/thermo-ai-convertible-note--d0337018,ThermoAI,https://www.crunchbase.com/organization/thermo-ai,Convertible Note,120000,USD,120000,2018-09-17,,,,,No,Artificial intelligence that reduces global emissions by optimizing and automating combustion,Women Founded,"Artificial Intelligence (AI), Energy Efficiency, Industrial Automation, Machine Learning, Manufacturing","New York, New York, United States, North America",https://www.thermoai.com,Less than $1M,452831,USD,452831,Seed,8,,Techstars,1,,"647,169"
Pre Seed Round - Enkidoo AI,https://www.crunchbase.com/funding_round/enkidoo-ai-pre-seed--1c358a70,Enkidoo AI,https://www.crunchbase.com/organization/enkidoo-ai,Pre-Seed,100000,CAD,74719,2018-12-14,Seed,,,,Yes,Enkidoo AI is a software development company specializing in artificial intelligence for businesses using cloud computing applications.,,"Artificial Intelligence (AI), Information Technology, Machine Learning","Montréal, Quebec, Canada, North America",https://www.enkidoo.ai,Less than $1M,220000,CAD,167258,Seed,3,,"Creative Destruction Lab (CDL), Nicholas Ponari",2,,"491,636"
Pre Seed Round - Tedcare,https://www.crunchbase.com/funding_round/tedcare-pre-seed--e5537a00,Tedcare,https://www.crunchbase.com/organization/tedcare,Pre-Seed,10000,USD,10000,2018-01-02,Seed,,,,Yes,Tedcare is a baby smart monitor that measures blood oxyge and pulse rate.,,"Baby, Consumer Electronics, Hardware, Health Care, Internet of Things, Mobile, Predictive Analytics, Software, Wearables","Mexico City, Distrito Federal, Mexico, North America",http://ted.care/,,115000,USD,115000,Seed,6,,,,,"650,039"
Seed Round - Touchabl Pictures,https://www.crunchbase.com/funding_round/touchabl-pictures-seed--aad1a0a5,Touchabl Pictures,https://www.crunchbase.com/organization/touchabl-pictures,Seed,100000,NGN,278,2018-05-18,Seed,,,,Yes,'Shazam' for fashion discovery. Making buying & selling of fashion stress-free in Africa; just touch or snap it to buy instantly.,,"Artificial Intelligence (AI), Business Intelligence, Commercial, E-Commerce, Machine Learning, Photo Sharing","Port Harcourt, Rivers, Nigeria, Africa",https://about.touchabl.com/,Less than $1M,21188,USD,21188,Seed,4,,SMEDAN,1,,"650,650"
Seed Round - Vibizon Technology,https://www.crunchbase.com/funding_round/vibizon-technology-seed--5d3b99b5,Vibizon Technology,https://www.crunchbase.com/organization/vibizon-technology,Seed,130000,USD,130000,2018-08-17,Seed,,,,Yes,Vibizon Technology provides an AI powered software system intended to help enterprises conduct e-business.,,"Artificial Intelligence (AI), E-Commerce, Software","Alpharetta, Georgia, United States, North America",http://www.vibizon.com,Less than $1M,130000,USD,130000,Seed,1,,,,,"321,371"
Seed Round - Leaperr,https://www.crunchbase.com/funding_round/leaperr-seed--37de2ff8,Leaperr,https://www.crunchbase.com/organization/leaperr,Seed,50000,USD,50000,2018-05-01,Seed,3000000,USD,3000000,Yes,Leaperr is a smart AI autonomous Interior Design system capable of designing interior spaces by itself,,"Artificial Intelligence (AI), Big Data, Image Recognition, Interior Design","Tel Aviv, Tel Aviv, Israel, Asia",http://leaperr.com/,Less than $1M,50000,USD,50000,Seed,2,,,,,"322,277"
Convertible Note - Deephound,https://www.crunchbase.com/funding_round/deephound-convertible-note--36856bfe,Deephound,https://www.crunchbase.com/organization/deephound,Convertible Note,100000,EUR,116685,2018-06-01,,2000000,EUR,2333695,No,"Deephound is an augmented intelligence agency that specializes in AI, technology, and data development.",,"Artificial Intelligence (AI), B2B, Big Data, Business Intelligence, InsurTech, Legal Tech","London, England, United Kingdom, Europe",https://deephound.co,Less than $1M,367630,USD,367630,,3,,,,,"652,101"
Non Equity Assistance - Aivero,https://www.crunchbase.com/funding_round/aivero-non-equity-assistance--ea4ce164,Aivero,https://www.crunchbase.com/organization/aivero,Non-equity Assistance,77000,USD,77000,2018-09-01,,,,,No,Advancing Biomedical Research with Visual AI,,"3D Technology, Artificial Intelligence (AI), Computer Vision, Machine Learning, Software, Video Streaming","Stavanger, Rogaland, Norway, Europe",https://www.aivero.com,$1M to $10M,3483000,USD,3483000,Seed,7,,,,,"323,437"
Pre Seed Round - Plicca,https://www.crunchbase.com/funding_round/plicca-pre-seed--ddd7bd73,Plicca,https://www.crunchbase.com/organization/plicca,Pre-Seed,50000,EUR,58537,2018-07-30,Seed,,,,Yes,Plicca is an AI and NLP-enabled email assistant platform that automatically analyze and understand written content.,,"Artificial Intelligence (AI), Information Technology, Machine Learning, SaaS, Text Analytics","Almada, Lisboa, Portugal, Europe",https://plicca.com,$1M to $10M,50000,EUR,58537,Seed,1,Google Digital News Initiative,Google Digital News Initiative,1,,"323,471"
Pre Seed Round - OM3GA SOLUTIONS,https://www.crunchbase.com/funding_round/om3ga-solution-pre-seed--65c82e1c,OM3GA SOLUTIONS,https://www.crunchbase.com/organization/om3ga-solution,Pre-Seed,30000,EUR,34159,2018-12-19,Seed,,,,Yes,"OM3GA SOLUTIONS provides services in AI/ML speech-to-text, text-to-speech and virtual assistant, web design and hosting",,"Artificial Intelligence (AI), Augmented Reality, Cloud Computing, Enterprise Software, Machine Learning, Natural Language Processing, Software, Speech Recognition, Web Design, Web Hosting","Zemun, Vojvodina, Serbia, Europe",https://om3ga.org/,Less than $1M,229471,USD,229471,Seed,3,"ICT Hub Venture, South Central Ventures","ICT Hub Venture, South Central Ventures",2,,"323,866"
Seed Round - Cashee,https://www.crunchbase.com/funding_round/cashee-seed--9ce402ac,Cashee,https://www.crunchbase.com/organization/cashee,Seed,2500000,RUB,38478,2018-10-01,Seed,,,,Yes,Cashee is a smart recommendation system based on customer face recognition.,,"Artificial Intelligence (AI), Information Technology, Internet","Arkhangelsk, Orenburg, Russian Federation, Europe",https://cashee.ru,,2500000,RUB,38478,Seed,1,,Internet Initiatives Development Fund (IIDF),1,,"324,179"
Angel Round - Diversio,https://www.crunchbase.com/funding_round/diversio-angel--11bb3502,Diversio,https://www.crunchbase.com/organization/diversio,Angel,60000,USD,60000,2018-12-01,Seed,,,,Yes,"Diversio is a people intelligence platform that measures, tracks, and improves diversity and inclusion.",,"Analytics, Artificial Intelligence (AI), Information Technology, Risk Management, Software","Toronto, Ontario, Canada, North America",https://www.diversio.com,$1M to $10M,6563558,USD,6563558,Early Stage Venture,2,,,,,"324,407"
Pre Seed Round - Valkyrie Industries,https://www.crunchbase.com/funding_round/valkyrie-industries-pre-seed--f9c094df,Valkyrie Industries,https://www.crunchbase.com/organization/valkyrie-industries,Pre-Seed,100000,USD,100000,2018-11-30,Seed,,,,Yes,Valkyrie Industries is building the universal platform that delivers a natural perception.,,"Artificial Intelligence (AI), Augmented Reality, Human Computer Interaction, Machine Learning, Robotics, Virtual Reality","London, England, United Kingdom, Europe",https://www.valkyrieindustries.co.uk,$1M to $10M,898136,USD,898136,M&A,4,,Brinc,1,,"410,417"
Grant - Acuspire,https://www.crunchbase.com/funding_round/acuspire-grant--47a8b929,Acuspire,https://www.crunchbase.com/organization/acuspire,Grant,10000,CAD,7784,2018-05-01,,,,,No,Career services software with AI-assisted job search and reporting.,,"Artificial Intelligence (AI), Human Resources, Information Technology, Internet, Machine Learning, Software","Calgary, Alberta, Canada, North America",https://acuspire.ai,Less than $1M,810000,CAD,646304,Seed,5,,National Research Council of Canada Industrial Research Assistance Program,1,,"410,681"
Pre Seed Round - Van Robotics,https://www.crunchbase.com/funding_round/vän-robotics-pre-seed--19fd080e,Van Robotics,https://www.crunchbase.com/organization/vän-robotics,Pre-Seed,120000,USD,120000,2018-04-22,Seed,,,,Yes,Vän Robotics delivers robot-assisted tutoring that makes learning K-8 subjects fun and accessible.,"Women Founded, Women Led","Artificial Intelligence (AI), Computer, Consumer Electronics, Education, Software","Columbia, South Carolina, United States, North America",https://smartrobottutor.com,Less than $1M,1022997,USD,1022997,,6,Techstars,Techstars,1,,"573,865"
Funding Round - Electron Robotics,https://www.crunchbase.com/funding_round/e1ectr0n-undisclosed--3d9b1003,Electron Robotics,https://www.crunchbase.com/organization/e1ectr0n,Funding Round,100000,USD,100000,2018-10-11,,,,,Yes,Your go-to for advanced AI control and oversight in adaptive food production.,,"Artificial Intelligence (AI), Industrial Automation, Robotics","Portland, Oregon, United States, North America",https://www.electron-robotics.ai,,1000000,USD,1000000,,2,,Ideaship,1,,"411,976"
Grant - Iris.ai,https://www.crunchbase.com/funding_round/iris-ai-grant--ca325067,Iris.ai,https://www.crunchbase.com/organization/iris-ai,Grant,71429,EUR,81447,2018-11-01,,,,,No,Iris.ai provides an AI science assistant that helps R&D departments navigate and find research text content.,,"Artificial Intelligence (AI), Assistive Technology, Information Technology, Machine Learning, Product Research","Oslo, Oslo, Norway, Europe",https://iris.ai,$10M to $50M,28590298,USD,28590298,Early Stage Venture,11,,EASME - EU Executive Agency for SMEs,1,,"412,405"
Pre Seed Round - Zantrik,https://www.crunchbase.com/funding_round/zantrik-limited-pre-seed--8efde450,Zantrik,https://www.crunchbase.com/organization/zantrik-limited,Pre-Seed,120000,USD,120000,2018-02-15,Seed,1100000,USD,1100000,Yes,Automotive maintenance platform,,"Artificial Intelligence (AI), Automotive","Dhaka, Dhaka, Bangladesh, Asia",https://www.zantrik.com,,337955,USD,337955,Seed,4,,BD Venture,1,,"413,998"
Seed Round - Currikula,https://www.crunchbase.com/funding_round/currikula-seed--c9a25fe7,Currikula,https://www.crunchbase.com/organization/currikula,Seed,40000,GBP,56351,2018-04-04,Seed,,,,Yes,Currikula helps students get better grades,,"Analytics, EdTech, Education, Higher Education, Natural Language Processing, Text Analytics","London, England, United Kingdom, Europe",https://currikula.com,,40000,GBP,56351,Seed,1,,,,,"414,943"
Grant - Parallel Pipes,https://www.crunchbase.com/funding_round/parallel-pipes-grant--c87f5a55,Parallel Pipes,https://www.crunchbase.com/organization/parallel-pipes,Grant,10000,USD,10000,2018-01-31,,,,,No,"SaaS, product design, product optimization, simulation, AI, generative design, automation",,"Artificial Intelligence (AI), CAD, Cloud Computing, Enterprise Software, Machine Learning, Product Design, SaaS","Quincy, Massachusetts, United States, North America",https://www.parallelpipes.com/,Less than $1M,30000,USD,30000,,4,IDEA: Northeastern University's Venture Accelerator,IDEA: Northeastern University's Venture Accelerator,1,,"415,007"
Pre Seed Round - dreyev,https://www.crunchbase.com/funding_round/telelingo-pre-seed--a4a431cb,dreyev,https://www.crunchbase.com/organization/telelingo,Pre-Seed,50000,USD,50000,2018-06-19,Seed,,,,Yes,Dreyev provides intelligent vision safety systems for fleets and insurers.,"Women Founded, Women Led","Artificial Intelligence (AI), Automotive, Fleet Management, Insurance, InsurTech, Machine Learning, Software","Purdys, New York, United States, North America",http://www.dreyev.com,Less than $1M,1200000,USD,1200000,Seed,4,,,,,"585,434"
Seed Round - BovaMetrics,https://www.crunchbase.com/funding_round/bovametrics-seed--8d07488e,BovaMetrics,https://www.crunchbase.com/organization/bovametrics,Seed,100000,USD,100000,2018-03-12,Seed,1600000,USD,1600000,Yes,AI Portfolio Monitoring + Performance Based Rebalancing for Wealth Advisors,,"Artificial Intelligence (AI), Financial Services, FinTech, Wealth Management","Charlotte, North Carolina, United States, North America",https://www.bovametrics.com/,Less than $1M,100000,USD,100000,Seed,1,,,,,"587,480"
Pre Seed Round - Niotek,https://www.crunchbase.com/funding_round/niotek-pre-seed--84f11f8d,Niotek,https://www.crunchbase.com/organization/niotek,Pre-Seed,100000,USD,100000,2018-07-01,Seed,,,,Yes,"Integrates hardware and Software in Industry 4.0 solutions and products to businesses enabling smarter work, faster and more efficient.",,"Analytics, Artificial Intelligence (AI), Business Intelligence, Data Visualization, Electronics, Industrial Automation, Information Technology, Internet of Things, Machine Learning, Software","10th Of Ramadan City, Ash Sharqiyah, Egypt, Africa",https://niotek.net/,Less than $1M,100000,USD,100000,Seed,1,,,,,"588,528"
Product Crowdfunding - Palsbots,https://www.crunchbase.com/funding_round/palsbots-product-crowdfunding--13632c92,Palsbots,https://www.crunchbase.com/organization/palsbots,Product Crowdfunding,2905000,JPY,25664,2018-12-10,,,,,No,Palsbots is  a robort software specialists company.,,"Artificial Intelligence (AI), Robotics, SNS, Software","Tokyo, Tokyo, Japan, Asia",http://palsbots.net,,122905000,JPY,1083914,,2,Makuake,Makuake,1,,"589,000"
Grant - Brink Bionics,https://www.crunchbase.com/funding_round/brink-bionics-grant--a449d2ea,Brink Bionics,https://www.crunchbase.com/organization/brink-bionics,Grant,25000,CAD,18802,2018-11-27,,,,,No,Brink Bionics is developing bionic arms with machine learning that integrate with the human body.,,"Artificial Intelligence (AI), Consumer Electronics, Education, Electronics, Health Care, Machine Learning","Waterloo, Ontario, Canada, North America",https://www.brinkbionics.com/,Less than $1M,375000,CAD,277569,Seed,3,Velocity,Velocity,1,,"550,967"
Series A - Citriot,https://www.crunchbase.com/funding_round/citriot-series-a--ede54cca,Citriot,https://www.crunchbase.com/organization/citriot,Series A,90000,USD,90000,2018-10-22,Early Stage Venture,350000,USD,350000,Yes,"Citriot is a software company that offers analytics, blockchain, artificial intelligence, cyber security, and consulting services.",,"Analytics, Artificial Intelligence (AI), Cyber Security, Software","Bangalore, Karnataka, India, Asia",https://citriot.com/,Less than $1M,90000,USD,90000,Early Stage Venture,1,,,,,"589,627"
Pre Seed Round - Sepsis Scout,https://www.crunchbase.com/funding_round/sepsisscout-pre-seed--1ee8207a,Sepsis Scout,https://www.crunchbase.com/organization/sepsisscout,Pre-Seed,120000,USD,120000,2018-01-04,Seed,,,,Yes,Wearable technology to predict and prevent sepsis.,,"Artificial Intelligence (AI), Computer, Electronics, Health Care, Information Technology, Medical, Medical Device, Sensor, Software","San Francisco, California, United States, North America",http://www.sepsisscout.com,$1M to $10M,2935005,USD,2935005,Seed,4,Y Combinator,Y Combinator,1,,"119,907"
Seed Round - Shone,https://www.crunchbase.com/funding_round/shone-io-seed--81c34d51,Shone,https://www.crunchbase.com/organization/shone-io,Seed,120000,USD,120000,2018-01-04,Seed,,,,Yes,Shone Automation develops autonomous retrofitted ships.,,"Artificial Intelligence (AI), Marine Transportation, Transportation","San Francisco, California, United States, North America",http://www.shone.com,$1M to $10M,4220000,USD,4220000,M&A,3,Y Combinator,"Pioneer Fund, Y Combinator",2,,"590,350"
Angel Round - Flowbase.io,https://www.crunchbase.com/funding_round/flowbase-io-angel--efe44581,Flowbase.io,https://www.crunchbase.com/organization/flowbase-io,Angel,25500,EUR,29755,2018-06-01,Seed,,,,Yes,"Flowbase turns cameras into actionable, real-time data",,"Artificial Intelligence (AI), Big Data, Computer Vision, Machine Learning","Tallinn, Harjumaa, Estonia, Europe",https://www.flowbase.io,,345700,EUR,406012,Seed,5,,,,,"570,493"
Grant - PDx Scan,https://www.crunchbase.com/funding_round/pdx-scan-grant--58103728,PDx Scan,https://www.crunchbase.com/organization/pdx-scan,Grant,17500,USD,17500,2018-05-24,,,,,No,PDx Scan develops a way to assess the degeneration that comes from Parkinson’s disease using a magnetic resonance imaging (MRI) scan.,,"Artificial Intelligence (AI), Health Care, Machine Learning, Medical, Medical Device",,,,17500,USD,17500,,1,Georgia Research Alliance,Georgia Research Alliance,1,,"571,484"
Seed Round - Coozyn,https://www.crunchbase.com/funding_round/coozyn-seed--4eec65ee,Coozyn,https://www.crunchbase.com/organization/coozyn,Seed,85000,USD,85000,2018-06-20,Seed,,,,Yes,"CooZyn is the one stop one needs to make to learn all about Sharing economy: Food & logistic, Instant grocery delivery, earring money.",,"Artificial Intelligence (AI), Delivery Service, E-Commerce, Food and Beverage, Logistics, Social Media, Software","San Francisco, California, United States, North America",http://www.coozyn.com,Less than $1M,565000,USD,565000,Seed,3,,,,,"215,564"
Grant - Damocles Analytics,https://www.crunchbase.com/funding_round/damocles-analytics-ltd-grant--016e60c9,Damocles Analytics,https://www.crunchbase.com/organization/damocles-analytics-ltd,Grant,50000,EUR,58423,2018-07-24,,,,,No,AI Driven Political Insights Platform,,"Artificial Intelligence (AI), Big Data, CivicTech, Data Mining, Data Visualization, Politics, Predictive Analytics, Software","Sofia, Grad Sofiya, Bulgaria, Europe",https://damoclesanalytics.com,$1M to $10M,50000,EUR,58423,,1,,,,,"461,710"
Grant - iCog Labs,https://www.crunchbase.com/funding_round/icog-labs-grant--be086545,iCog Labs,https://www.crunchbase.com/organization/icog-labs,Grant,100000,USD,100000,2018-12-16,,,,,No,"iCog Labs is a research and development company, collaborating with international AI research groups and serving customers around the world.",,"Artificial Intelligence (AI), Biotechnology, Machine Learning, Software","Addis Ababa, Adis Abeba, Ethiopia, Africa",http://icog-labs.com,,200000,USD,200000,,2,,,,,"211,041"
Pre Seed Round - Energsoft,https://www.crunchbase.com/funding_round/energsoft-inc-pre-seed--5d3d932f,Energsoft,https://www.crunchbase.com/organization/energsoft-inc,Pre-Seed,100000,USD,100000,2018-06-16,Seed,4000000,USD,4000000,Yes,"Energsoft is software as a service that improves batteries and energy storage,  B2B platform reports, and predicts batteries AI insights.",,"Analytics, Artificial Intelligence (AI), B2B, Big Data, Data Visualization, Energy Efficiency, Energy Management, Machine Learning, Predictive Analytics, SaaS","Seattle, Washington, United States, North America",http://energsoft.com,Less than $1M,400000,USD,400000,Seed,5,,Slava Agafonov,1,,"635,843"
Seed Round - Splash,https://www.crunchbase.com/funding_round/popgun-seed--3240d152,Splash,https://www.crunchbase.com/organization/popgun,Seed,100227,USD,100227,2018-09-13,Seed,,,,Yes,Splash is an AI company bringing the joy of music making to everyone.,,"Artificial Intelligence (AI), Machine Learning, Music, Software, Video Games","Brisbane, Queensland, Australia, Oceania",https://splashmusic.com,$1M to $10M,23220227,USD,23220227,Early Stage Venture,5,Techstars,Techstars,1,,"226,185"
Seed Round - Impact Micro Ventures (IMV),https://www.crunchbase.com/funding_round/impact-micro-ventures-seed--f6709fd2,Impact Micro Ventures (IMV),https://www.crunchbase.com/organization/impact-micro-ventures,Seed,50000,USD,50000,2018-08-31,Seed,,,,Yes,AI based platform for 'no-file' & 'thin-file' micro-enterprise financing,,"Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning","Bengaluru, Karnataka, India, Asia",http://impaact.in/,Less than $1M,175000,USD,175000,Seed,3,,VilCap Investments,1,,"638,144"
Pre Seed Round - Filio,https://www.crunchbase.com/funding_round/filio-pre-seed--f7306f47,Filio,https://www.crunchbase.com/organization/filio,Pre-Seed,20000,USD,20000,2018-06-29,Seed,,,,Yes,"Filio solves a problem that many can relate to: you take a bunch of photos, and then never get around to organizing them.",,"Artificial Intelligence (AI), Cloud Computing, Image Recognition, Information Technology, Machine Learning, Software, Web Apps","Atlanta, Georgia, United States, North America",https://www.filio.io,Less than $1M,180000,USD,180000,Seed,3,,CREATE-X,1,1,"639,126"
Convertible Note - 80days.me,https://www.crunchbase.com/funding_round/eightydays-app-convertible-note--aea60e6f,80days.me,https://www.crunchbase.com/organization/eightydays-app,Convertible Note,50000,USD,50000,2018-05-05,,3000000,USD,3000000,No,An app that helps plan multi-city trips in a few clicks,Women Founded,"Adventure Travel, Artificial Intelligence (AI), Business Travel, Hospitality, Leisure, Machine Learning, Tourism, Travel","San Francisco, California, United States, North America",https://www.80days.me,$10M to $50M,500000,USD,500000,Seed,6,,Andrei Kulik,1,,"339,568"
Pre Seed Round - Skilancer Solar,https://www.crunchbase.com/funding_round/skilancer-pre-seed--6a397a88,Skilancer Solar,https://www.crunchbase.com/organization/skilancer,Pre-Seed,2000000,INR,30696,2018-03-01,Seed,,,,Yes,"Skilancer is a centrally controlled, self-powered, robot for automatic cleaning of solar panels with elements of Artificial Intelligence.",,"Artificial Intelligence (AI), CleanTech, Solar","Noida, Uttar Pradesh, India, Asia",https://www.skilancersolar.com/,$1M to $10M,697788,USD,697788,Early Stage Venture,8,IIML- Enterprise Incubation Centre,IIML- Enterprise Incubation Centre,1,,"339,996"
Grant - Collab,https://www.crunchbase.com/funding_round/collab-6d3b-grant--b40044e6,Collab,https://www.crunchbase.com/organization/collab-6d3b,Grant,30000,SGD,22028,2018-06-25,,,,,No,Predictive hiring and human capital development with AI and psychology,,"Artificial Intelligence (AI), Human Resources, Machine Learning","Singapore, Central Region, Singapore, Asia",https://collab.sg,,30000,SGD,22028,,1,,,,,"340,074"
Convertible Note - Kyso,https://www.crunchbase.com/funding_round/kyso-convertible-note--04391f8b,Kyso,https://www.crunchbase.com/organization/kyso,Convertible Note,100000,USD,100000,2018-01-26,,,,,No,Kyso allows users to share their data science models.,Women Founded,"Analytics, Data Visualization, Information Technology, Machine Learning, Social Media","New York, New York, United States, North America",https://kyso.io/,,255000,USD,255000,Seed,4,,"Right Side Capital Management, Techstars",2,,"340,238"
