"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL22","Basic materials chemistry",0.9,71,76.18,12.17,79,"east"
"NL22","Biotechnology",1.56,1209,67.46,36.76,110,"east"
"NL22","Chemical engineering",0.64,1227,61.27,18.36,94,"east"
"NL22","Civil engineering",1.13,665,40.92,13.72,101,"east"
"NL22","Computer technology",1.18,29741,17.13,88.39,43,"east"
"NL22","Control",0.51,198,24.22,46.7,18,"east"
"NL22","Digital communication",0.76,32,9.02,100,25,"east"
"NL22","Electrical machinery, apparatus, energy",0.67,1872,33.26,30.49,97,"east"
"NL22","Engines, pumps, turbines",0.41,31,30.77,25.2,22,"east"
"NL22","Environmental technology",1.38,6855,54.2,24.65,54,"east"
"NL22","Food chemistry",1.37,1844,86.43,20.91,144,"east"
"NL22","Furniture, games",1.19,25,43.32,18.02,50,"east"
"NL22","Green technologies",0.63,307,43.49,27.17,138,"east"
"NL22","Handling",1.32,118,45.34,3.8,121,"east"
"NL22","IT methods for management",1.13,8,13.58,55.98,5,"east"
"NL22","Machine tools",0,0,49.27,1.93,39,"east"
"NL22","Macromolecular chemistry, polymers",1.16,102,77.05,4.28,86,"east"
"NL22","Materials, metallurgy",0.58,1204,61.5,19.33,41,"east"
"NL22","Measurement",1.03,267,32.42,54.84,88,"east"
"NL22","Mechanical elements",0.59,149,40.37,14.17,65,"east"
"NL22","Medical technology",1.37,890,43.28,41.08,105,"east"
"NL22","Micro-structural and nano-technology",0.7,1966,56.35,42,11,"east"
"NL22","Optics",1.05,4581,36.19,45.39,24,"east"
"NL22","Organic fine chemistry",0.85,5189,82.99,28.13,88,"east"
"NL22","Other consumer goods",1.1,6,56.01,23.01,33,"east"
"NL22","Other special machines",0.88,10,49.5,0,242,"east"
"NL22","Pharmaceuticals",1.12,1746,77.53,40.46,139,"east"
"NL22","Semiconductors",0.61,72,40.65,55.41,71,"east"
"NL22","Surface technology, coating",0.58,120,54.69,3.88,53,"east"
"NL22","Telecommunications",0.86,2030,14.4,97.24,21,"east"
"NL22","Textile and paper machines",0.39,17,60.48,5.66,46,"east"
"NL22","Thermal processes and apparatus",0.78,2101,36.94,9.58,66,"east"
"NL22","Transport",0.82,328,28.51,23.23,86,"east"
"east","Analysis of biological materials",0.877058823529412,40,43.5594117647059,34.97,34,"east"
"east","Audio-visual technology",0.370909090909091,2,23.9436363636364,72.35,33,"east"
"east","Basic communication processes",1.19588235294118,457,15.8602941176471,82.4,34,"east"
"east","Basic materials chemistry",1.135,98,77.5489682539683,12.17,126,"east"
"east","Biotechnology",1.48166666666667,1316,64.825,36.76,120,"east"
"east","Chemical engineering",0.805310344827586,1702,64.0732413793103,18.36,145,"east"
"east","Civil engineering",1.17993902439024,830,44.8267682926829,13.72,164,"east"
"east","Computer technology",1.12576271186441,35244,16.3815254237288,88.39,59,"east"
"east","Control",0.673076923076923,288,25.7523076923077,46.7,26,"east"
"east","Digital communication",1.28769230769231,53,9.05948717948718,100,39,"east"
"east","Electrical machinery, apparatus, energy",0.872064516129032,2628,37.784,30.49,155,"east"
"east","Engines, pumps, turbines",0.385675675675676,37,40.9659459459459,25.2,37,"east"
"east","Environmental technology",1.24675,7929,59.83225,24.65,80,"east"
"east","Food chemistry",1.25924050632911,1879,83.8258227848101,20.91,158,"east"
"east","Furniture, games",1.14227848101266,30,48.0664556962025,18.02,79,"east"
"east","Green technologies",0.772714932126697,417,43.6289592760181,27.17,221,"east"
"east","Handling",1.03923913043478,128,47.7607065217391,3.8,184,"east"
"east","IT methods for management",1.25666666666667,11,14.6,55.98,6,"east"
"east","Machine tools",0,0,54.5031147540984,1.93,61,"east"
"east","Macromolecular chemistry, polymers",0.818666666666667,109,77.9758666666667,4.28,150,"east"
"east","Materials, metallurgy",0.661159420289855,1569,65.6310144927536,19.33,69,"east"
"east","Measurement",1.02615384615385,326,29.2853846153846,54.84,143,"east"
"east","Mechanical elements",0.714752475247525,202,43.3391089108911,14.17,101,"east"
"east","Medical technology",1.63541666666667,1232,43.2285416666667,41.08,144,"east"
"east","Micro-structural and nano-technology",0.859375,2727,51.659375,42,16,"east"
"east","Optics",1.07578947368421,5670,34.6868421052632,45.39,38,"east"
"east","Organic fine chemistry",0.792773722627737,6132,72.6678102189781,28.13,137,"east"
"east","Other consumer goods",0.558461538461539,6,56.2315384615385,23.01,65,"east"
"east","Other special machines",0.850144927536232,12,53.5662608695652,0,345,"east"
"east","Pharmaceuticals",1.02282208588957,1906,73.4220245398773,40.46,163,"east"
"east","Semiconductors",0.628243243243243,100,40.7051351351351,55.41,74,"east"
"east","Surface technology, coating",0.745925925925926,169,59.2045679012346,3.88,81,"east"
"east","Telecommunications",0.983,2700,12.837,97.24,30,"east"
"east","Textile and paper machines",0.293333333333333,18,65.26,5.66,69,"east"
"east","Thermal processes and apparatus",0.963076923076923,2822,45.7538461538462,9.58,117,"east"
"east","Transport",0.970735294117647,439,32.6239705882353,23.23,136,"east"
