"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL21","Analysis of biological materials",0.25,2,20.71,34.97,8,"east"
"NL21","Audio-visual technology",0,0,19.42,72.35,9,"east"
"NL21","Basic communication processes",0.94,66,10.99,82.4,5,"east"
"NL21","Basic materials chemistry",1.53,27,79.85,12.17,47,"east"
"NL21","Biotechnology",0.62,107,35.84,36.76,10,"east"
"NL21","Chemical engineering",1.11,475,69.24,18.36,51,"east"
"NL21","Civil engineering",1.26,165,51.09,13.72,63,"east"
"NL21","Computer technology",0.98,5503,14.37,88.39,16,"east"
"NL21","Control",1.04,90,29.2,46.7,8,"east"
"NL21","Digital communication",2.23,21,9.13,100,14,"east"
"NL21","Electrical machinery, apparatus, energy",1.21,756,45.35,30.49,58,"east"
"NL21","Engines, pumps, turbines",0.35,6,55.92,25.2,15,"east"
"NL21","Environmental technology",0.97,1074,71.53,24.65,26,"east"
"NL21","Food chemistry",0.12,35,57.04,20.91,14,"east"
"NL21","Furniture, games",1.06,5,56.25,18.02,29,"east"
"NL21","Green technologies",1.01,110,43.86,27.17,83,"east"
"NL21","Handling",0.5,10,52.41,3.8,63,"east"
"NL21","IT methods for management",1.89,3,19.7,55.98,1,"east"
"NL21","Machine tools",0,0,63.78,1.93,22,"east"
"NL21","Macromolecular chemistry, polymers",0.36,7,79.22,4.28,64,"east"
"NL21","Materials, metallurgy",0.78,365,71.68,19.33,28,"east"
"NL21","Measurement",1.02,59,24.27,54.84,55,"east"
"NL21","Mechanical elements",0.94,53,48.7,14.17,36,"east"
"NL21","Medical technology",2.35,342,43.09,41.08,39,"east"
"NL21","Micro-structural and nano-technology",1.21,761,41.34,42,5,"east"
"NL21","Optics",1.12,1089,32.11,45.39,14,"east"
"NL21","Organic fine chemistry",0.69,943,54.13,28.13,49,"east"
"NL21","Other consumer goods",0,0,56.46,23.01,32,"east"
"NL21","Other special machines",0.78,2,63.12,0,103,"east"
"NL21","Pharmaceuticals",0.46,160,49.63,40.46,24,"east"
"NL21","Semiconductors",1.06,28,42.01,55.41,3,"east"
"NL21","Surface technology, coating",1.06,49,67.75,3.88,28,"east"
"NL21","Telecommunications",1.27,670,9.19,97.24,9,"east"
"NL21","Textile and paper machines",0.1,1,74.82,5.66,23,"east"
"NL21","Thermal processes and apparatus",1.2,721,57.16,9.58,51,"east"
"NL21","Transport",1.23,111,39.7,23.23,50,"east"
"NL22","Analysis of biological materials",1.07,38,50.59,34.97,26,"east"
"NL22","Audio-visual technology",0.51,2,25.64,72.35,24,"east"
"NL22","Basic communication processes",1.24,391,16.7,82.4,29,"east"
