"from";"to";"full";"share.from.full";"binary";"share.from.bin";"pc";"thmax";"thmaxpc";"expected";"untapped";"linkrca";"prio";"dutch.reg"
"NL42";"NL41";1;6,667;1;12,5;0,019139;46,5;0,0480789114520865;2,51212312337152;1,51212312337152;0,398069660955909;"Klimaatbeheersing";"south"
"NL42";"NL33";1;6,667;1;12,5;0,019139;10,5;0,0108565283924066;0,567253608503247;-0,432746391496753;1,76287992709045;"Klimaatbeheersing";"south"
"NL42";"NL42";2;13,333;2;25;0,038278;8;0,00827164067992886;0,432193225526283;-1,56780677447372;4,62755980861244;"Klimaatbeheersing";"south"
"NL34";"BE23";1;25;1;33,333;0,019139;10;0,0103395508499111;0,540241531907854;-0,459758468092146;1,85102392344498;"Klimaatbeheersing";"south"
"NL34";"NL32";1;25;1;33,333;0,019139;6;0,00620373050994665;0,324144919144712;-0,675855080855288;3,08503987240829;"Klimaatbeheersing";"south"
"NL34";"BE25";2;50;1;33,333;0,019139;22,5;0,0232639894122999;1,21554344679267;0,215543446792671;0,822677299308878;"Klimaatbeheersing";"south"
"NL41";"DEA1";4;1,843;2;2,899;0,022991;115;0,0551910811212908;4,80107214674109;2,80107214674109;0,416573619156625;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"DE11";2;0,922;1;1,449;0,011496;384;0,184290218700658;16,0314061247702;15,0314061247702;0,0623775601601717;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"CH03";1;0,461;1;1,449;0,011496;93;0,0446327873415656;3,88260617084279;2,88260617084279;0,257558958080709;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"CH02";1;0,461;1;1,449;0,011496;72;0,0345544160063734;3,00588864839442;2,00588864839442;0,332680320854249;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"FR62";4;1,843;2;2,899;0,022991;53,5;0,0256758507825135;2,23354225957085;0,233542259570853;0,895438620617044;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"NL33";7;3,226;4;5,797;0,045982;55;0,026395734449313;2,29616493974574;-1,70383506025426;1,74203513465498;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"NL41";164;75,576;41;59,42;0,471319;69;0,0331146486727745;2,88064328804465;-38,1193567119553;14,2329319878513;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"NL32";10;4,608;3;4,348;0,034487;46,5;0,0223163936707828;1,9413030854214;-1,0586969145786;1,54535374848425;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"BE24";2;0,922;1;1,449;0,011496;55,5;0,0266356956715795;2,3170391664707;1,3170391664707;0,431585281108215;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"NL31";3;1,382;3;4,348;0,034487;39;0,0187169753367856;1,62818968454698;-1,37181031545302;1,8425371616543;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"DEA2";6;2,765;1;1,449;0,011496;86,5;0,0415132914521013;3,6112412234183;2,6112412234183;0,276913099439375;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"NL22";4;1,843;3;4,348;0,034487;43,5;0,0208766263371839;1,81605772507163;-1,18394227492837;1,65192986906937;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"ES52";2;0,922;1;1,449;0,011496;40,5;0,019436859003585;1,69081236472186;0,690812364721861;0,591431681518665;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"DEC0";2;0,922;1;1,449;0,011496;44,5;0,0213565487817169;1,85780617852155;0,857806178521551;0,538269283179908;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"NL42";5;2,304;4;5,797;0,045982;46;0,0220764324485163;1,92042885869643;-2,07957114130357;2,08286809578312;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"DEA1";4;4,819;2;8,696;0,022991;92;0,0441528648970326;3,84085771739287;1,84085771739287;0,520717023945781;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"DE21";1;1,205;1;4,348;0,011496;214,5;0,102943364352321;8,95504326500837;7,95504326500837;0,111668918888139;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"CH02";2;2,41;1;4,348;0,011496;49;0,0235161997821152;2,0456742190462;1,0456742190462;0,488836389826651;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"NL41";5;6,024;4;17,391;0,045982;46;0,0220764324485163;1,92042885869643;-2,07957114130357;2,08286809578312;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"NL32";1;1,205;1;4,348;0,011496;23,5;0,0112781774465246;0,981088656073179;-0,0189113439268215;1,01927587665983;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"DEA2";5;6,024;2;8,696;0,022991;63,5;0,0304750752278432;2,65102679407008;0,651026794070078;0,75442466461436;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"NL22";2;2,41;2;8,696;0,022991;20,5;0,00983841011292575;0,855843295723411;-1,14415670427659;2,33687640014692;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"UKC1";12;14,458;4;17,391;0,045982;28;0,013437828446923;1,16895669659783;-2,83104330340217;3,42185472878656;"Elektrische mobiliteit - Battery technologies";"south"
"NL42";"NL42";51;61,446;6;26,087;0,068973;23;0,0110382162242582;0,960214429348217;-5,03978557065178;6,24860428734937;"Elektrische mobiliteit - Battery technologies";"south"
"NL41";"DE30";10;1,451;4;1,923;0,040112;247,5;0,0889830051448356;8,873385273043;4,873385273043;0,450786241881308;"Digitale veiligheid";"south"
"NL41";"DE92";1;0,145;1;0,481;0,010028;132;0,0474576027439123;4,73247214562294;3,73247214562294;0,211306050881863;"Digitale veiligheid";"south"
"NL41";"NL41";640;92,888;187;89,904;1,875251;208;0,0747816770510133;7,45722883552705;-179,542771164473;25,076339230615;"Digitale veiligheid";"south"
"NL41";"FR82";7;1,016;1;0,481;0,010028;214,5;0,0771186044588575;7,69026723663727;6,69026723663727;0,130034492850377;"Digitale veiligheid";"south"
"NL41";"UKI1";2;0,29;1;0,481;0,010028;277;0,0995890603035129;9,93102109346631;8,93102109346631;0,100694580203632;"Digitale veiligheid";"south"
"NL41";"FR10";2;0,29;1;0,481;0,010028;424;0,152439572450143;15,2012741647282;14,2012741647282;0,0657839592368065;"Digitale veiligheid";"south"
"NL41";"DE91";1;0,145;1;0,481;0,010028;153,5;0,0551874395544738;5,50329147237212;4,50329147237212;0,181709437891895;"Digitale veiligheid";"south"
"NL41";"CH04";2;0,29;1;0,481;0,010028;163;0,0586029488428614;5,84388605861014;4,84388605861014;0,171119010530098;"Digitale veiligheid";"south"
"NL41";"FR62";6;0,871;3;1,442;0,030084;128;0,0460194935698544;4,58906389878588;1,58906389878588;0,653728094915764;"Digitale veiligheid";"south"
"NL41";"BE24";1;0,145;1;0,481;0,010028;135,5;0,048715948271213;4,85795436160536;3,85795436160536;0,205847961006686;"Digitale veiligheid";"south"
"NL41";"FR25";17;2,467;7;3,365;0,070197;109;0,0391884749930791;3,90787472630985;-3,09212527369015;1,79125496343891;"Digitale veiligheid";"south"
"NL41";"NL41";2502;99,011;242;93,798;4,068594;258;0,202871656156133;12,0668061081668;-229,933193891833;20,0550168645053;"Artificial intelligence";"south"
"NL41";"FR10";6;0,237;3;1,163;0,050437;268,5;0,211128060767138;12,5578970544294;9,55789705442936;0,238893501594827;"Artificial intelligence";"south"
"NL41";"DE11";1;0,04;1;0,388;0,016812;287;0,225675059367481;13,4231525311778;12,4231525311778;0,0744981477098852;"Artificial intelligence";"south"
"NL41";"UKI1";4;0,158;2;0,775;0,033625;301,5;0,237076760973155;14,1013257426833;12,1013257426833;0,141830636104392;"Artificial intelligence";"south"
"NL41";"UKJ3";1;0,04;1;0,388;0,016812;139,5;0,109692232689072;6,52449400034598;5,52449400034598;0,153268590628939;"Artificial intelligence";"south"
"NL41";"NL33";1;0,04;1;0,388;0,016812;139,5;0,109692232689072;6,52449400034598;5,52449400034598;0,153268590628939;"Artificial intelligence";"south"
"NL41";"NL32";4;0,158;2;0,775;0,033625;174,5;0,137213581392423;8,16146382122132;6,16146382122132;0,245054078999852;"Artificial intelligence";"south"
"NL41";"ES51";1;0,04;1;0,388;0,016812;144,5;0,113623853932408;6,7583468318996;5,7583468318996;0,147965179188492;"Artificial intelligence";"south"
"NL41";"ES30";1;0,04;1;0,388;0,016812;152;0,119521285797411;7,10912607923003;6,10912607923003;0,140664265741691;"Artificial intelligence";"south"
"NL41";"UKJ2";2;0,079;1;0,388;0,016812;152,5;0,119914447921745;7,13251136238539;6,13251136238539;0,140203071427784;"Artificial intelligence";"south"
"NL41";"HR04";1;0,04;1;0,388;0,016812;132,5;0,104187962948401;6,19710003617092;5,19710003617092;0,161365799190468;"Artificial intelligence";"south"
"NL41";"NL22";1;0,04;1;0,388;0,016812;130,5;0,102615314451067;6,10355890354947;5,10355890354947;0,163838838258521;"Artificial intelligence";"south"
"NL41";"EL30";2;0,079;1;0,388;0,016812;134;0,105367449321402;6,267255885637;5,267255885637;0,159559465617441;"Artificial intelligence";"south"
"NL42";"NL31";2;40;1;50;0,016812;5;0,0039316212433359;0,233852831553619;-0,766147168446381;4,27619367854741;"Artificial intelligence";"south"
"NL42";"NL42";3;60;1;50;0,016812;2;0,00157264849733436;0,0935411326214478;-0,906458867378552;10,6904841963685;"Artificial intelligence";"south"
"NL41";"NL33";21;43,75;7;26,923;0,413712;36;0,198982975900951;3,36679195224409;-3,63320804775591;2,0791305489887;"Elektrische mobiliteit - EV charging systems";"south"
"NL41";"NL41";21;43,75;14;53,846;0,827423;26;0,143709927039575;2,43157196550962;-11,5684280344904;5,75759228950718;"Elektrische mobiliteit - EV charging systems";"south"
"NL41";"NL31";2;4,167;2;7,692;0,118203;15,5;0,0856732257351315;1,44959097943843;-0,550409020561574;1,37969953481278;"Elektrische mobiliteit - EV charging systems";"south"
"NL41";"CH03";1;2,083;1;3,846;0,059102;38;0,210037585673226;3,55383594959098;2,55383594959098;0,281386089336817;"Elektrische mobiliteit - EV charging systems";"south"
"NL41";"BE21";1;2,083;1;3,846;0,059102;15,5;0,0856732257351315;1,44959097943843;0,449590979438426;0,689849767406391;"Elektrische mobiliteit - EV charging systems";"south"
"NL41";"BE22";2;4,167;1;3,846;0,059102;15;0,0829095732920628;1,4028299801017;0,402829980101702;0,71284475965327;"Elektrische mobiliteit - EV charging systems";"south"
"NL41";"DEA3";1;0,019;1;0,129;0,020101;396;0,536403657297663;26,6860819505588;25,6860819505588;0,0374727171209583;"Personalised/precision medicine";"south"
"NL41";"NL41";5103;98,552;761;98,067;15,296482;776;1,051134439553;52,2939383677616;-708,706061632238;14,5523558514221;"Personalised/precision medicine";"south"
"NL41";"BE24";1;0,019;1;0,129;0,020101;417,5;0,565526583135794;28,1349475110058;27,1349475110058;0,0355429843829928;"Personalised/precision medicine";"south"
"NL41";"FR10";3;0,058;1;0,129;0,020101;483;0,654249915340332;32,5489332881815;31,5489332881815;0,0307229730432702;"Personalised/precision medicine";"south"
"NL41";"CH01";55;1,062;6;0,773;0,120603;436,5;0,591263122248561;29,4153403318659;23,4153403318659;0,203975202472845;"Personalised/precision medicine";"south"
"NL41";"BE23";2;0,039;1;0,129;0,020101;398,5;0,539790044023027;26,8545546901456;25,8545546901456;0,0372376310662472;"Personalised/precision medicine";"south"
"NL41";"BE21";1;0,019;1;0,129;0,020101;402;0,544530985438537;27,0904165255672;26,0904165255672;0,0369134228355709;"Personalised/precision medicine";"south"
"NL41";"AT13";10;0,193;2;0,258;0,040201;405,5;0,549271926854047;27,3262783609888;25,3262783609888;0,0731896225889001;"Personalised/precision medicine";"south"
"NL41";"UKJ2";1;0,019;1;0,129;0,020101;397,5;0,538435489332882;26,7871655943109;25,7871655943109;0,0373313106412566;"Personalised/precision medicine";"south"
"NL41";"NL22";1;0,019;1;0,129;0,020101;392;0,530985438537081;26,4165255672198;25,4165255672198;0,0378550917854579;"Personalised/precision medicine";"south"
"NL42";"ITC4";2;11,765;2;16,667;0,040201;24,5;0,0331865899085676;1,65103284795124;-0,348967152048764;1,21136293713465;"Personalised/precision medicine";"south"
"NL42";"AT33";2;11,765;2;16,667;0,040201;11;0,0149001015916018;0,741280054182188;-1,25871994581781;2,698035632709;"Personalised/precision medicine";"south"
"NL42";"CH07";2;11,765;2;16,667;0,040201;13,5;0,0182864883169658;0,909752793769048;-1,09024720623095;2,19839940442955;"Personalised/precision medicine";"south"
"NL42";"NL42";5;29,412;3;25;0,060302;12;0,0162546562817474;0,808669150016932;-2,19133084998307;3,70979899497487;"Personalised/precision medicine";"south"
"NL42";"NL33";2;11,765;1;8,333;0,020101;12;0,0162546562817474;0,808669150016932;-0,191330849983068;1,23659966499162;"Personalised/precision medicine";"south"
"NL42";"NL31";4;23,529;2;16,667;0,040201;12,5;0,0169319336268202;0,842363697934304;-1,1576363020657;2,37427135678392;"Personalised/precision medicine";"south"
"NL41";"NL41";1176;98,246;158;98,137;14,031972;161;2,30625984815929;25,9684858902736;-132,031514109726;6,08429773948347;"Robotisering Chirurgie-opafstand";"south"
"NL41";"CH01";15;1,253;1;0,621;0,08881;95;1,36083655636728;15,3230196246956;14,3230196246956;0,0652612882116481;"Robotisering Chirurgie-opafstand";"south"
"NL41";"AT13";5;0,418;1;0,621;0,08881;83,5;1,19610371007019;13,4681277753903;12,4681277753903;0,0742493698216356;"Robotisering Chirurgie-opafstand";"south"
"NL41";"NL22";1;0,084;1;0,621;0,08881;82;1,17461681707492;13,2261853602636;12,2261853602636;0,0756075900012997;"Robotisering Chirurgie-opafstand";"south"
"NL41";"DEA2";6;1,911;1;1,818;0,013738;195;0,132754207287185;9,66317874843418;8,66317874843418;0,103485615451545;"Hernieuwbare energie - Composieten";"south"
"NL41";"BE23";3;0,955;3;5,455;0,041214;69,5;0,0473149610587659;3,44405601546757;0,444056015467567;0,871065971786385;"Hernieuwbare energie - Composieten";"south"
"NL41";"NL41";282;89,809;38;69,091;0,52205;55;0,0374434943630521;2,72551195468656;-35,2744880453134;13,9423347362899;"Hernieuwbare energie - Composieten";"south"
"NL41";"ITH3";2;0,637;1;1,818;0,013738;53,5;0,0364223081531507;2,65117981046784;1,65117981046784;0,377190560991612;"Hernieuwbare energie - Composieten";"south"
"NL41";"NL42";7;2,229;3;5,455;0,041214;68,5;0,0466341702521649;3,39450125265508;0,394501252655084;0,88378226334531;"Hernieuwbare energie - Composieten";"south"
"NL41";"NL22";6;1,911;2;3,636;0,027476;42,5;0,0289336092805403;2,10607741953053;0,106077419530527;0,949632706496529;"Hernieuwbare energie - Composieten";"south"
"NL41";"UKH1";1;0,318;1;1,818;0,013738;46;0,0313163771036436;2,27951908937422;1,27951908937422;0,438689022022853;"Hernieuwbare energie - Composieten";"south"
"NL41";"FR10";1;0,318;1;1,818;0,013738;138;0,0939491313109308;6,83855726812265;5,83855726812265;0,146229674007618;"Hernieuwbare energie - Composieten";"south"
"NL41";"BE31";3;0,955;3;5,455;0,041214;72;0,0490169380752682;3,56794292249877;0,567942922498775;0,840820625543802;"Hernieuwbare energie - Composieten";"south"
"NL41";"NL23";2;0,637;1;1,818;0,013738;32;0,0217853058112303;1,58575240999946;0,585752409999455;0,630615469157851;"Hernieuwbare energie - Composieten";"south"
"NL41";"NL31";1;0,318;1;1,818;0,013738;34,5;0,0234872828277327;1,70963931703066;0,709639317030663;0,584918696030471;"Hernieuwbare energie - Composieten";"south"
"NL42";"DEA2";4;0,815;3;3,659;0,041214;208,5;0,141944883176298;10,3321680464027;7,3321680464027;0,290355323928795;"Hernieuwbare energie - Composieten";"south"
"NL42";"DEA1";5;1,018;4;4,878;0,054953;180;0,122542345188171;8,91985730624694;4,91985730624694;0,448437666956694;"Hernieuwbare energie - Composieten";"south"
"NL42";"NL41";7;1,426;3;3,659;0,041214;68,5;0,0466341702521649;3,39450125265508;0,394501252655084;0,88378226334531;"Hernieuwbare energie - Composieten";"south"
"NL42";"BE21";4;0,815;1;1,22;0,013738;60,5;0,0411878437993573;2,99806315015522;1,99806315015522;0,333548677901673;"Hernieuwbare energie - Composieten";"south"
"NL42";"NL42";459;93,483;63;76,829;0,865504;82;0,0558248461412777;4,0634905506236;-58,9365094493764;15,5039120222223;"Hernieuwbare energie - Composieten";"south"
"NL42";"NL22";2;0,407;2;2,439;0,027476;56;0,0381242851696531;2,77506671749905;0,775066717499047;0,720703393323259;"Hernieuwbare energie - Composieten";"south"
"NL42";"CH03";1;0,204;1;1,22;0,013738;74;0,0503785196884701;3,66705244812374;2,66705244812374;0,272698581257449;"Hernieuwbare energie - Composieten";"south"
"NL42";"FR10";1;0,204;1;1,22;0,013738;151,5;0,103139807200044;7,50754656609117;6,50754656609117;0,13319930701684;"Hernieuwbare energie - Composieten";"south"
"NL42";"AT31";4;0,815;1;1,22;0,013738;97,5;0,0663771036435924;4,83158937421709;3,83158937421709;0,20697123090309;"Hernieuwbare energie - Composieten";"south"
"NL42";"SE23";2;0,407;1;1,22;0,013738;73,5;0,0500381242851697;3,6422750667175;2,6422750667175;0,274553673646956;"Hernieuwbare energie - Composieten";"south"
"NL42";"DK02";1;0,204;1;1,22;0,013738;52;0,0354011219432493;2,57684766624911;1,57684766624911;0,388071057943293;"Hernieuwbare energie - Composieten";"south"
"NL42";"NL23";1;0,204;1;1,22;0,013738;45,5;0,0309759817003431;2,25474170796798;1,25474170796798;0,443509780506621;"Hernieuwbare energie - Composieten";"south"
"NL34";"CH05";1;10;1;12,5;0,013738;32;0,0217853058112303;1,58575240999946;0,585752409999455;0,630615469157851;"Hernieuwbare energie - Composieten";"south"
"NL34";"CH06";1;10;1;12,5;0,013738;62;0,0422090300092588;3,07239529437394;2,07239529437394;0,325478951823407;"Hernieuwbare energie - Composieten";"south"
"NL34";"CH04";6;60;4;50;0,054953;85;0,0578672185610805;4,21215483906105;0,212154839061053;0,949632706496529;"Hernieuwbare energie - Composieten";"south"
"NL34";"ES51";2;20;2;25;0,027476;34,5;0,0234872828277327;1,70963931703066;-0,290360682969337;1,16983739206094;"Hernieuwbare energie - Composieten";"south"
"NL42";"CH01";2;2,198;1;3,125;0,027122;191;0,310286568328027;11,4402657742543;10,4402657742543;0,0874105566892023;"Super-labfoods";"south"
"NL42";"NL42";73;80,22;24;75;0,650936;32;0,0519851842224966;1,91669374228345;-22,0833062577166;12,5215622457282;"Super-labfoods";"south"
"NL42";"ITC4";4;4,396;1;3,125;0,027122;42,5;0,0690428227955033;2,54560887647021;1,54560887647021;0,39283332535618;"Super-labfoods";"south"
"NL42";"NL41";11;12,088;5;15,625;0,135612;35,5;0,0576710637468322;2,1263321203457;-2,8736678796543;2,35146708839967;"Super-labfoods";"south"
"NL42";"NL22";1;1,099;1;3,125;0,027122;57,5;0,0934108778997986;3,44405906816557;2,44405906816557;0,290355066567611;"Super-labfoods";"south"
"NL41";"CH04";12;10,084;1;2,564;0,027122;51,5;0,0836636558580804;3,08467899148743;2,08467899148743;0,324182841313352;"Super-labfoods";"south"
"NL41";"NL42";11;9,244;5;12,821;0,135612;35,5;0,0576710637468322;2,1263321203457;-2,8736678796543;2,35146708839967;"Super-labfoods";"south"
"NL41";"BE32";1;0,84;1;2,564;0,027122;29,5;0,047923841705114;1,76695204366755;0,766952043667555;0,565946316191107;"Super-labfoods";"south"
"NL41";"NL41";67;56,303;18;46,154;0,488202;39;0,0633569432711677;2,33597049840795;-15,664029501592;7,70557676660199;"Super-labfoods";"south"
"NL41";"NL22";17;14,286;6;15,385;0,162734;61;0,0990967574241341;3,65369744622783;-2,34630255377217;1,64217209780042;"Super-labfoods";"south"
"NL41";"NL31";5;4,202;3;7,692;0,081367;70,5;0,114529858990188;4,22271590096822;1,22271590096822;0,710443247984581;"Super-labfoods";"south"
"NL41";"NL33";2;1,681;1;2,564;0,027122;40;0,0649814802781207;2,39586717785431;1,39586717785431;0,417385408190941;"Super-labfoods";"south"
"NL41";"BE21";1;0,84;1;2,564;0,027122;29,5;0,047923841705114;1,76695204366755;0,766952043667555;0,565946316191107;"Super-labfoods";"south"
"NL41";"FR62";1;0,84;1;2,564;0,027122;27;0,0438624991877315;1,61721034505166;0,61721034505166;0,618348752875468;"Super-labfoods";"south"
"NL41";"BE33";1;0,84;1;2,564;0,027122;20,5;0,0333030086425369;1,22788192865033;0,227881928650335;0,81441055256769;"Super-labfoods";"south"
"NL41";"NO05";1;0,84;1;2,564;0,027122;25,5;0,041425693677302;1,52736532588212;0,527365325882124;0,654722208926967;"Super-labfoods";"south"
"NL41";"DE73";6;0,048;1;0,056;0,008728;913,5;0,314612700916458;36,0451771439986;35,0451771439986;0,0277429625607069;"Medtech/beeldvorming";"south"
"NL41";"DEB3";2;0,016;1;0,056;0,008728;936,5;0,32253398402656;36,952718549923;35,952718549923;0,0270616084348166;"Medtech/beeldvorming";"south"
"NL41";"AT13";10;0,08;2;0,111;0,017457;941,5;0,324256002093974;37,1500101599066;35,1500101599066;0,0538357860843457;"Medtech/beeldvorming";"south"
"NL41";"BE24";1;0,008;1;0,056;0,008728;958;0,329938661716439;37,8010724728524;36,8010724728524;0,026454275886436;"Medtech/beeldvorming";"south"
"NL41";"NL41";12270;98,657;1739;96,611;15,178493;1800;0,619926504268883;71,0249795940859;-1667,97502040591;24,4843435357326;"Medtech/beeldvorming";"south"
"NL41";"NL33";8;0,064;5;0,278;0,043641;945,5;0,325633616547905;37,3078434478935;32,3078434478935;0,134020075617164;"Medtech/beeldvorming";"south"
"NL41";"DEA2";1;0,008;1;0,056;0,008728;941,5;0,324256002093974;37,1500101599066;36,1500101599066;0,0269178930421728;"Medtech/beeldvorming";"south"
"NL41";"CH04";1;0,008;1;0,056;0,008728;1032;0,355424529114159;40,7209883006092;39,7209883006092;0,0245573607550443;"Medtech/beeldvorming";"south"
"NL41";"DE25";2;0,016;1;0,056;0,008728;1086,5;0,374194526048967;42,8714668494302;41,8714668494302;0,0233255373209441;"Medtech/beeldvorming";"south"
"NL41";"DE21";1;0,008;1;0,056;0,008728;1032,5;0,355596730920901;40,7407174616076;39,7407174616076;0,0245454685706593;"Medtech/beeldvorming";"south"
"NL41";"FR81";2;0,016;1;0,056;0,008728;925,5;0,318745544278251;36,5186770079592;35,5186770079592;0,027383248297359;"Medtech/beeldvorming";"south"
"NL41";"CH01";49;0,394;4;0,222;0,034913;998;0,343714806255747;39,379405352721;35,379405352721;0,101575937070965;"Medtech/beeldvorming";"south"
"NL41";"CH03";6;0,048;1;0,056;0,008728;1002,5;0,345264622516419;39,5569678017062;38,5569678017062;0,0252799963084346;"Medtech/beeldvorming";"south"
"NL41";"NL42";3;0,024;3;0,167;0,026185;915,5;0,315301508143423;36,124093787992;33,124093787992;0,0830470659722744;"Medtech/beeldvorming";"south"
"NL41";"FR10";11;0,088;2;0,111;0,017457;1141;0,392964522983775;45,0219453982511;43,0219453982511;0,0444227805419908;"Medtech/beeldvorming";"south"
"NL41";"ITI1";4;0,032;1;0,056;0,008728;918;0,31616251717713;36,2227395929838;35,2227395929838;0,0276069676461936;"Medtech/beeldvorming";"south"
"NL41";"DED4";5;0,04;5;0,278;0,043641;914;0,314784902723199;36,064906304997;31,064906304997;0,138638929426727;"Medtech/beeldvorming";"south"
"NL41";"CH02";2;0,016;2;0,111;0,017457;961,5;0,331144074363628;37,9391765998409;35,9391765998409;0,0527159569406255;"Medtech/beeldvorming";"south"
"NL41";"NL32";7;0,056;2;0,111;0,017457;924,5;0,318401140664768;36,4792186859625;34,4792186859625;0,0548257356391687;"Medtech/beeldvorming";"south"
"NL41";"BE21";3;0,024;2;0,111;0,017457;945,5;0,325633616547905;37,3078434478935;35,3078434478935;0,0536080302468656;"Medtech/beeldvorming";"south"
"NL41";"ES30";2;0,016;1;0,056;0,008728;932;0,320984167765888;36,7751561009378;35,7751561009378;0,0271922707073023;"Medtech/beeldvorming";"south"
"NL41";"BE25";1;0,008;1;0,056;0,008728;912,5;0,314268297302975;36,0057188220019;35,0057188220019;0,0277733658073487;"Medtech/beeldvorming";"south"
"NL41";"BE23";3;0,024;2;0,111;0,017457;937;0,322706185833302;36,9724477109214;34,9724477109214;0,0540943357507059;"Medtech/beeldvorming";"south"
"NL41";"DEA1";15;0,121;5;0,278;0,043641;952,5;0,328044441842284;37,5840517018705;32,5840517018705;0,133035151176933;"Medtech/beeldvorming";"south"
"NL41";"NL21";1;0,008;1;0,056;0,008728;905;0,311685270201855;35,7097814070265;34,7097814070265;0,0280035318223268;"Medtech/beeldvorming";"south"
"NL41";"BE22";4;0,032;4;0,222;0,034913;921,5;0,31736792982432;36,3608437199723;32,3608437199723;0,110008448395901;"Medtech/beeldvorming";"south"
"NL41";"ES51";2;0,016;1;0,056;0,008728;935;0,322017378606336;36,893531066928;35,893531066928;0,0271050227798992;"Medtech/beeldvorming";"south"
"NL41";"NL34";3;0,024;1;0,056;0,008728;902;0,310652059361407;35,5914064410364;34,5914064410364;0,0280966699547735;"Medtech/beeldvorming";"south"
"NL41";"ES62";3;0,024;1;0,056;0,008728;903,5;0,311168664781631;35,6505939240315;34,6505939240315;0,0280500235741071;"Medtech/beeldvorming";"south"
"NL41";"NL22";5;0,04;4;0,222;0,034913;918;0,31616251717713;36,2227395929838;32,2227395929838;0,110427870584774;"Medtech/beeldvorming";"south"
"NL41";"NL31";3;0,024;2;0,111;0,017457;923;0,317884535244544;36,4200312029674;34,4200312029674;0,0549148348845195;"Medtech/beeldvorming";"south"
"NL41";"ITI2";1;0,008;1;0,056;0,008728;902;0,310652059361407;35,5914064410364;34,5914064410364;0,0280966699547735;"Medtech/beeldvorming";"south"
"NL42";"NL41";3;5,085;3;9,677;0,026185;915,5;0,315301508143423;36,124093787992;33,124093787992;0,0830470659722744;"Medtech/beeldvorming";"south"
"NL42";"NL33";2;3,39;1;3,226;0,008728;61;0,0210086204224455;2,40695764179958;1,40695764179958;0,415462234413209;"Medtech/beeldvorming";"south"
"NL42";"ITC4";2;3,39;2;6,452;0,017457;70,5;0,0242804547505312;2,78181170076836;0,781811700768364;0,718955923381723;"Medtech/beeldvorming";"south"
"NL42";"NL42";17;28,814;9;29,032;0,078555;31;0,0106765120179641;1,22320798189815;-7,77679201810185;7,35770215138231;"Medtech/beeldvorming";"south"
"NL42";"CH07";2;3,39;2;6,452;0,017457;23,5;0,00809348491684375;0,927270566922788;-1,07272943307721;2,15686777014517;"Medtech/beeldvorming";"south"
"NL42";"CZ01";1;1,695;1;3,226;0,008728;36;0,0123985300853777;1,42049959188172;0,420499591881718;0,703977674977937;"Medtech/beeldvorming";"south"
"NL42";"CZ05";2;3,39;1;3,226;0,008728;25,5;0,00878229214380917;1,00618721091622;0,00618721091621688;0,99385083526297;"Medtech/beeldvorming";"south"
"NL42";"SK02";1;1,695;1;3,226;0,008728;20,5;0,00706027407639561;0,808895600932645;-0,191104399067355;1,23625347801004;"Medtech/beeldvorming";"south"
"NL42";"AT33";2;3,39;2;6,452;0,017457;26,5;0,00912669575729189;1,04564553291293;-0,954354467087069;1,91269406031741;"Medtech/beeldvorming";"south"
"NL42";"NL21";2;3,39;1;3,226;0,008728;20,5;0,00706027407639561;0,808895600932645;-0,191104399067355;1,23625347801004;"Medtech/beeldvorming";"south"
"NL42";"BE22";1;1,695;1;3,226;0,008728;37;0,0127429336988604;1,45995791387843;0,459957913878432;0,684951251329884;"Medtech/beeldvorming";"south"
"NL42";"BE33";8;13,559;1;3,226;0,008728;34;0,0117097228584122;1,34158294788829;0,341582947888289;0,745388126447227;"Medtech/beeldvorming";"south"
"NL42";"NL22";1;1,695;1;3,226;0,008728;33,5;0,0115375210516709;1,32185378688993;0,321853786889932;0,75651332236435;"Medtech/beeldvorming";"south"
"NL42";"NL31";5;8,475;3;9,677;0,026185;38,5;0,0132595391190844;1,5191453968735;-1,4808546031265;1,97479451682123;"Medtech/beeldvorming";"south"
