"source","target","weight"
0,0,1178
0,24,9
0,183,9
0,78,6
0,39,5
0,88,5
0,185,5
0,187,4
0,15,2
0,189,2
0,25,2
0,23,2
0,186,2
0,257,1
0,59,1
0,26,1
0,17,1
0,79,1
0,42,1
0,82,1
0,106,1
0,156,1
0,121,1
0,110,1
0,216,1
0,27,1
0,170,1
0,126,1
0,188,1
0,114,1
0,171,1
