"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL34","3D-printing/additive productie",17.89,2,22.94,51.56,3,"south"
"NL34","Advanced maintenance (CMMS)",0,0,17.26,54.36,0,"south"
"NL34","Artificial intelligence",0,0,5.22,24.95,0,"south"
"NL34","Bio-landbouw",0,0,63.76,37.94,3,"south"
"NL34","Biosensors",0,0,8.43,28.74,0,"south"
"NL34","Carbon Capture",19.74,1,30.42,56.55,0,"south"
"NL34","Digitale veiligheid",0,0,5.91,30.7,2,"south"
"NL34","Electrolizers voor Power2Molecule",0,0,43.11,44.46,1,"south"
"NL34","Elektrische mobiliteit - Battery technologies",0,0,23.19,49.68,1,"south"
"NL34","Elektrische mobiliteit - EV charging systems",0,0,29.43,60.07,0,"south"
"NL34","Energiebesparing hardware/datacenters - Photonic memory",0,0,16.92,38.45,0,"south"
"NL34","Energieopslag - Photovoltaic",15.33,1,34.25,37.87,2,"south"
"NL34","GMO",0,0,15.13,44.16,0,"south"
"NL34","Hernieuwbare energie - Composieten",2.14,3,41.44,49.06,10,"south"
"NL34","Hernieuwbare energie - Windturbines",9.55,2,23.97,32.62,0,"south"
"NL34","Klimaatbeheersing",0,0,15.82,52.07,2,"south"
"NL34","Medtech/beeldvorming",0,0,5.42,24.4,2,"south"
"NL34","Nano-medicine",0,0,15.32,31.29,0,"south"
"NL34","Personalised/precision medicine",0,0,4.23,20.1,0,"south"
"NL34","Precisielandbouw",0,0,60.57,63.75,0,"south"
"NL34","Recyclage",5.13,1,74.45,50.64,2,"south"
"NL34","Robotics - Autonomous robots",0,0,11.45,52.65,1,"south"
"NL34","Robotics - Robots",0,0,13.38,49.7,1,"south"
"NL34","Robotisering Chirurgie-opafstand",0,0,4.32,38.71,0,"south"
"NL34","Smart grids",0,0,25.21,44.86,2,"south"
"NL34","Waste water treatment",0,0,61.46,39.15,3,"south"
"NL34","Zaadveredeling",35.77,2,13.11,53.83,0,"south"
"NL41","3D-printing/additive productie",1.19,29,10.53,51.56,93,"south"
"NL41","Advanced maintenance (CMMS)",0,0,22.42,54.36,10,"south"
"NL41","Artificial intelligence",0.99,709,64.72,24.95,281,"south"
"NL41","Bio-landbouw",0.63,2,3.75,37.94,17,"south"
"NL41","Biosensors",0.65,19,11.68,28.74,72,"south"
"NL41","Carbon Capture",0.18,2,2.8,56.55,0,"south"
"NL41","Digitale veiligheid",0.96,81,35.44,30.7,280,"south"
"NL41","Electrolizers voor Power2Molecule",0.58,1,3.6,44.46,9,"south"
"NL41","Elektrische mobiliteit - Battery technologies",0.86,51,16.49,49.68,68,"south"
"NL41","Elektrische mobiliteit - EV charging systems",2.95,5,14.65,60.07,22,"south"
"NL41","Energiebesparing hardware/datacenters - Photonic memory",7.92,1,72.31,38.45,1,"south"
"NL41","Energieopslag - Photovoltaic",1.12,16,32.87,37.87,39,"south"
"NL41","GMO",0,0,2.16,44.16,1,"south"
"NL41","Hernieuwbare energie - Composieten",0.85,259,9.26,49.06,59,"south"
"NL41","Hernieuwbare energie - Windturbines",0.79,36,12.16,32.62,9,"south"
"NL41","Klimaatbeheersing",1.05,10,31.7,52.07,106,"south"
"NL41","Medtech/beeldvorming",1.96,6,74.22,24.4,2031,"south"
"NL41","Nano-medicine",1.5,17,11.76,31.29,25,"south"
"NL41","Personalised/precision medicine",1.35,11,81.15,20.1,871,"south"
"NL41","Precisielandbouw",0.76,3,14.04,63.75,2,"south"
"NL41","Recyclage",0.92,39,1.75,50.64,9,"south"
"NL41","Robotics - Autonomous robots",0,0,14.64,52.65,12,"south"
"NL41","Robotics - Robots",1.48,44,14.16,49.7,19,"south"
"NL41","Robotisering Chirurgie-opafstand",1.68,9,80.66,38.71,187,"south"
"NL41","Smart grids",1.31,24,29.69,44.86,21,"south"
"NL41","Waste water treatment",0,0,5.56,39.15,49,"south"
"NL41","Zaadveredeling",0.16,2,3.4,53.83,0,"south"
"NL42","3D-printing/additive productie",0.82,5,45.6,51.56,28,"south"
"NL42","Advanced maintenance (CMMS)",0,0,14.23,54.36,0,"south"
"NL42","Artificial intelligence",1.14,203,5.39,24.95,2,"south"
"NL42","Bio-landbouw",0,0,64.99,37.94,19,"south"
"NL42","Biosensors",0.55,4,27.01,28.74,15,"south"
"NL42","Carbon Capture",0.72,2,63.99,56.55,0,"south"
"NL42","Digitale veiligheid",1.09,23,6.88,30.7,2,"south"
"NL42","Electrolizers voor Power2Molecule",0,0,32.2,44.46,20,"south"
"NL42","Elektrische mobiliteit - Battery technologies",0.4,6,24.24,49.68,19,"south"
"NL42","Elektrische mobiliteit - EV charging systems",0,0,4.59,60.07,0,"south"
"NL42","Energiebesparing hardware/datacenters - Photonic memory",0,0,12.31,38.45,0,"south"
"NL42","Energieopslag - Photovoltaic",0.28,1,52.52,37.87,40,"south"
"NL42","GMO",0,0,71.91,44.16,6,"south"
"NL42","Hernieuwbare energie - Composieten",0.52,40,50.49,49.06,98,"south"
"NL42","Hernieuwbare energie - Windturbines",0.7,8,18.02,32.62,6,"south"
"NL42","Klimaatbeheersing",0.84,2,10.3,52.07,7,"south"
"NL42","Medtech/beeldvorming",7.86,6,16.58,24.4,26,"south"
"NL42","Nano-medicine",2.82,8,26.72,31.29,5,"south"
"NL42","Personalised/precision medicine",5.88,12,6.51,20.1,10,"south"
"NL42","Precisielandbouw",1.02,1,27.92,63.75,1,"south"
"NL42","Recyclage",2.26,24,80,50.64,17,"south"
"NL42","Robotics - Autonomous robots",0,0,7.57,52.65,1,"south"
"NL42","Robotics - Robots",0.94,7,8.84,49.7,2,"south"
"NL42","Robotisering Chirurgie-opafstand",2.99,4,8.12,38.71,2,"south"
"NL42","Smart grids",0.22,1,11.89,44.86,1,"south"
"NL42","Waste water treatment",0,0,53.88,39.15,27,"south"
"NL42","Zaadveredeling",0,0,74.27,53.83,4,"south"
"south","3D-printing/additive productie",1.51048387096774,36,18.7492741935484,51.56,124,"south"
"south","Advanced maintenance (CMMS)",0,0,22.42,54.36,10,"south"
"south","Artificial intelligence",0.991060070671378,912,64.3007067137809,24.95,283,"south"
"south","Bio-landbouw",0.274615384615385,2,38.2010256410256,37.94,39,"south"
"south","Biosensors",0.632758620689655,23,14.3231034482759,28.74,87,"south"
"south","Carbon Capture",0,5,0,56.55,0,"south"
"south","Digitale veiligheid",0.954154929577465,104,35.0309154929577,30.7,284,"south"
"south","Electrolizers voor Power2Molecule",0.174,1,23.9836666666667,44.46,30,"south"
"south","Elektrische mobiliteit - Battery technologies",0.750909090909091,57,18.2394318181818,49.68,88,"south"
"south","Elektrische mobiliteit - EV charging systems",2.95,5,14.65,60.07,22,"south"
"south","Energiebesparing hardware/datacenters - Photonic memory",7.92,1,72.31,38.45,1,"south"
"south","Energieopslag - Photovoltaic",1.05604938271605,18,42.6077777777778,37.87,81,"south"
"south","GMO",0,0,61.9457142857143,44.16,7,"south"
"south","Hernieuwbare energie - Composieten",0.733592814371258,302,35.3817964071856,49.06,167,"south"
"south","Hernieuwbare energie - Windturbines",0.754,46,14.504,32.62,15,"south"
"south","Klimaatbeheersing",1.01895652173913,12,30.1212173913043,52.07,115,"south"
"south","Medtech/beeldvorming",2.03259834871297,12,73.4253229723167,24.4,2059,"south"
"south","Nano-medicine",1.72,25,14.2533333333333,31.29,30,"south"
"south","Personalised/precision medicine",1.40141884222474,23,80.3027809307605,20.1,881,"south"
"south","Precisielandbouw",0.846666666666667,4,18.6666666666667,63.75,3,"south"
"south","Recyclage",2.03428571428571,64,54.4517857142857,50.64,28,"south"
"south","Robotics - Autonomous robots",0,0,13.9071428571429,52.65,14,"south"
"south","Robotics - Robots",1.36363636363636,51,13.6409090909091,49.7,22,"south"
"south","Robotisering Chirurgie-opafstand",1.69386243386243,13,79.8923809523809,38.71,189,"south"
"south","Smart grids",1.15541666666667,25,28.575,44.86,24,"south"
"south","Waste water treatment",0,0,24.1972151898734,39.15,79,"south"
"south","Zaadveredeling",0,4,74.27,53.83,4,"south"
