"domain";"from";"from_geo";"to";"to_geo";"full";"full_frac";"binary";"binary_frac";"parent"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Open University of Cyprus (CY) -- 59746437";"Kýpros (CY00)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Stockholm University (SE) -- 161593684";"Stockholm (SE11)";3;0,433333333333334;3;0,433333333333334;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Swedish University of Agricultural Sciences (SE) -- 298625061";"Östra Mellansverige (SE12)";4;1;4;1;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"University of Salerno (IT) -- 131729948";"Campania (ITF3)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"VSB - Technical University of Ostrava (CZ) -- 142208455";"Moravskoslezsko (CZ08)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"KTH Royal Institute of Technology (SE) -- 86987016";"Stockholm (SE11)";6;1,66666666666667;6;1,66666666666667;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"KU Leuven (BE) -- 99464096";"Prov. Vlaams-Brabant (BE24)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Linköping University (SE) -- 102134673";"Östra Mellansverige (SE12)";2;1,33333333333333;2;1,33333333333333;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Material (Belgium) (BE) -- 4210114297";"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest (BE10)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"University of Castilla-La Mancha (ES) -- 79189158";"Castilla-La Mancha (ES42)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"University of Vaasa (FI) -- 79765343";"Länsi-Suomi (FI19)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Luleå University of Technology (SE) -- 190632392";"Övre Norrland (SE33)";3;3;3;3;"Waste Cut"
"Agrofood Waste Cut";"Karlstad University (SE) -- 43968019";"Värmlands County (SE311)";"Wallenberg Wood Science Center (SE) -- 4210124641";"Stockholm (SE11)";3;0,666666666666667;3;0,666666666666667;"Waste Cut"
