"domain";"from";"from_geo";"to";"to_geo";"full";"full_frac";"binary";"binary_frac";"parent"
"Agrofood Waste Cut";"Hanze University of Applied Sciences (NL) -- 180755707";"Groningen (NL11)";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";6;4,33333333333333;6;4,33333333333333;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"University of Lisbon (PT) -- 141596103";"Lisboa (PT17)";10;4,33333333333333;10;4,33333333333333;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"University of Montpellier (FR) -- 19894307";"Languedoc-Roussillon (FR81)";2;0,266666666666667;2;0,266666666666667;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"University of Southern Denmark (DK) -- 177969490";"Syddanmark (DK03)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"University of Zurich (CH) -- 202697423";"Zürich (CH04)";1;0,333333333333333;1;0,333333333333333;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"Vienna University of Economics and Business (AT) -- 102248843";"Wien (AT13)";1;0,0277777777777778;1;0,0277777777777778;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"Wageningen University & Research (NL) -- 913481162";"Gelderland (NL22)";8;5,67948717948717;8;5,67948717948717;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"University of Kassel (DE) -- 106157433";"Kassel (DE73)";1;0,0277777777777778;1;0,0277777777777778;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"University of Padua (IT) -- 138689650";"Veneto (ITH3)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"University of Groningen (NL) -- 169381384";"Groningen (NL11)";"Vrije Universiteit Amsterdam (NL) -- 865915315";"Noord-Holland (NL32)";1;0,0476190476190476;1;0,0476190476190476;"Waste Cut"
"Agrofood Waste Cut";"University Medical Center Groningen (NL) -- 1334415907";"Groningen (NL11)";"Wageningen University & Research (NL) -- 913481162";"Gelderland (NL22)";3;0,999999999999999;3;0,999999999999999;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"Netherlands Organisation for Applied Scientific Research (NL) -- 148297040";"Zuid-Holland (NL33)";1;0,333333333333333;1;0,333333333333333;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"Wageningen University & Research (NL) -- 913481162";"Gelderland (NL22)";2;0,346153846153846;2;0,346153846153846;"Waste Cut"
"Agrofood Waste Cut";"Bioclear Earth (Netherlands) (NL) -- 4210144341";"Groningen (NL11)";"Utrecht University (NL) -- 193662353";"Utrecht (NL31)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"Terra (NL) -- 4210103329";"Groningen (NL11)";"University of Aberdeen (GB) -- 195460627";"North Eastern Scotland (UKM5)";1;0,0222222222222222;1;0,0222222222222222;"Waste Cut"
"Agrofood Waste Cut";"Terra (NL) -- 4210103329";"Groningen (NL11)";"University of Lisbon (PT) -- 141596103";"Lisboa (PT17)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Carbohydrate Competence Center (NL) -- 4210164816";"Groningen (NL11)";"University of Agriculture in Krakow (PL) -- 3019092743";"Małopolskie (PL21)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"Expertise Center Vocational Education (NL) -- 4210164981";"Noord-Brabant (NL41)";1;0,0128205128205128;1;0,0128205128205128;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"Gemeente Den Haag (NL) -- 4210141390";"Zuid-Holland (NL33)";1;0,0128205128205128;1;0,0128205128205128;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"HAS University of Applied Sciences (NL) -- 4210166725";"Noord-Brabant (NL41)";1;0,0128205128205128;1;0,0128205128205128;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"Ministry of Agriculture, Nature and Food Quality (NL) -- 1343858860";"Zuid-Holland (NL33)";1;0,0128205128205128;1;0,0128205128205128;"Waste Cut"
"Agrofood Waste Cut";"Dialyse Centrum Groningen (NL) -- 4210109447";"Groningen (NL11)";"Netherlands Food and Consumer Product Safety Authority (NL) -- 4210130782";"Utrecht (NL31)";1;0,0128205128205128;1;0,0128205128205128;"Waste Cut"
