"domain","from","from_geo","to","to_geo","full","full_frac","binary","binary_frac","parent"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Tallinn University of Technology (EE) -- 111112146","Eesti (EE00)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Umeå University (SE) -- 90267481","Övre Norrland (SE33)",2,1.16666666666667,2,1.16666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Chemistry and Technology (CZ) -- 9073902","Praha (CZ01)",1,0.1,1,0.1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Nova Gorica (SI) -- 192455894","Vzhodna Slovenija (SI02)",1,0.166666666666667,1,0.166666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Padua (IT) -- 138689650","Veneto (ITH3)",1,0.1,1,0.1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Université de Lorraine (FR) -- 90183372","Lorraine (FR41)",1,0.0666666666666667,1,0.0666666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","RISE Research Institutes of Sweden (SE) -- 2800664555","Västsverige (SE23)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Birmingham (GB) -- 79619799","West Midlands (UKG3)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Uppsala University (SE) -- 123387679","Östra Mellansverige (SE12)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Xbrane Biopharma (Sweden) (SE) -- 4210109150","Stockholm (SE11)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Örebro University (SE) -- 26437253","Östra Mellansverige (SE12)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Gothenburg (SE) -- 881427289","Västsverige (SE23)",1,0.333333333333333,1,0.333333333333333,"Waste Cut"
"Agrofood Waste Cut","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Lund University (SE) -- 187531555","Sydsverige (SE22)",3,0.833333333333333,3,0.833333333333333,"Waste Cut"
"Agrofood Waste Cut","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Swedish University of Agricultural Sciences (SE) -- 298625061","Östra Mellansverige (SE12)",3,0.833333333333333,3,0.833333333333333,"Waste Cut"
"Agrofood Waste Cut","Swedish Transport Administration (SE) -- 146360087","Norra Mellansverige (SE31)","Université Libre de Bruxelles (BE) -- 132053463","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest (BE10)",5,1.66666666666667,5,1.66666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Luleå University of Technology (SE) -- 190632392","Övre Norrland (SE33)",3,3,3,3,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Wallenberg Wood Science Center (SE) -- 4210124641","Stockholm (SE11)",3,0.666666666666667,3,0.666666666666667,"Waste Cut"
"Agrofood Waste Cut","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","University of Copenhagen (DK) -- 124055696","Hovedstaden (DK01)",1,0.166666666666667,1,0.166666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Mid Sweden University (SE) -- 56475706","Mellersta Norrland (SE32)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Laboratoire de Chimie Théorique (FR) -- 4210098902","Île de France (FR10)",1,0.0666666666666667,1,0.0666666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Linnaeus University (SE) -- 223464139","Småland med öarna (SE21)",3,3,3,3,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Stora Enso (Sweden) (SE) -- 4210111456","Stockholm (SE11)",1,0.166666666666667,1,0.166666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Lund University (SE) -- 187531555","Sydsverige (SE22)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Ornsköldsvik Hospital (SE) -- 4210102679","Mellersta Norrland (SE32)",1,0.166666666666667,1,0.166666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Poznań University of Technology (PL) -- 46597724","Wielkopolskie (PL41)",1,0.0666666666666667,1,0.0666666666666667,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Stockholm School of Economics (SE) -- 180242103","Stockholm (SE11)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Eastern Finland (FI) -- 175532246","Pohjois- ja Itä-Suomi (FI1D)",2,0.333333333333334,2,0.333333333333334,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Helsinki (FI) -- 133731052","Helsinki-Uusimaa (FI1B)",2,0.333333333333334,2,0.333333333333334,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Natural Resources Institute Finland (FI) -- 3017910207","Helsinki-Uusimaa (FI1B)",2,0.333333333333334,2,0.333333333333334,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Vaasa (FI) -- 79765343","Länsi-Suomi (FI19)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Fiber Optic Valley (SE) -- 4210143758","Norra Mellansverige (SE31)","Valmet (Sweden) (SE) -- 4210112189","Norra Mellansverige (SE31)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Castilla-La Mancha (ES) -- 79189158","Castilla-La Mancha (ES42)",1,0.166666666666667,1,0.166666666666667,"Waste Cut"
"Agrofood Waste Cut","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Warwick (GB) -- 39555362","West Midlands (UKG3)",1,0.166666666666667,1,0.166666666666667,"Waste Cut"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","VTT Technical Research Centre of Finland (FI) -- 87653560","Helsinki-Uusimaa (FI1B)",2,0.0952380952380952,2,0.0952380952380952,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Linnaeus University (SE) -- 223464139","Småland med öarna (SE21)",8,8,8,8,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","University of Palermo (IT) -- 900890020","Sicilia (ITG1)",2,0.0952380952380952,2,0.0952380952380952,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Luleå University of Technology (SE) -- 190632392","Övre Norrland (SE33)",4,1.16666666666667,4,1.16666666666667,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Fundación Prodintec (ES) -- 4210113522","Principado de Asturias (ES12)",2,0.0952380952380952,2,0.0952380952380952,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Scania (Sweden) (SE) -- 1294350288","Stockholm (SE11)",3,0.833333333333333,3,0.833333333333333,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Fraunhofer Institute for Solar Energy Systems (DE) -- 4210117272","Freiburg (DE13)",2,0.0952380952380952,2,0.0952380952380952,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Eurac Research (IT) -- 1319360392","Provincia Autonoma di Bolzano/Bozen (ITH1)",3,0.428571428571429,3,0.428571428571429,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Université Libre de Bruxelles (BE) -- 132053463","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest (BE10)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Ratio (SE) -- 164508027","Stockholm (SE11)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Tetra Pak (Sweden) (SE) -- 4210113966","Sydsverige (SE22)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","University of L'Aquila (IT) -- 26415053","Abruzzo (ITF1)",4,4,4,4,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Twente (NL) -- 94624287","Overijssel (NL21)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Lincoln (GB) -- 51532219","Lincolnshire (UKF3)",1,0.0128205128205128,1,0.0128205128205128,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of La Rochelle (FR) -- 78744979","Poitou-Charentes (FR53)",2,0.031002331002331,2,0.031002331002331,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Liège (BE) -- 157674565","Prov. Liège (BE33)",4,0.0566433566433566,4,0.0566433566433566,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Universidad Publica de Navarra (ES) -- 175051016","Comunidad Foral de Navarra (ES22)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","Valmet (Sweden) (SE) -- 4210112189","Norra Mellansverige (SE31)","Wallenberg Wood Science Center (SE) -- 4210124641","Stockholm (SE11)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Wallenberg Wood Science Center (SE) -- 4210124641","Stockholm (SE11)",5,1.16666666666667,5,1.16666666666667,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Loughborough University (GB) -- 143804889","Leicestershire, Rutland and Northamptonshire (UKF2)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Ratio (SE) -- 164508027","Stockholm (SE11)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Renewable Energy Systems (United Kingdom) (GB) -- 4210090535","Bedfordshire and Hertfordshire (UKH2)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Lund University (SE) -- 187531555","Sydsverige (SE22)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","KTH Royal Institute of Technology (SE) -- 86987016","Stockholm (SE11)",7,2.66666666666667,7,2.66666666666667,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Umeå University (SE) -- 90267481","Övre Norrland (SE33)",1,1,1,1,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","University of Nottingham (GB) -- 142263535","Derbyshire and Nottinghamshire (UKF1)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Polytechnic University of Turin (IT) -- 177477856","Piemonte (ITC1)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","RISE Research Institutes of Sweden (SE) -- 2800664555","Västsverige (SE23)",2,1.33333333333333,2,1.33333333333333,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Stora Enso (Germany) (DE) -- 4210164310","Karlsruhe (DE12)",1,1,1,1,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Swedish University of Agricultural Sciences (SE) -- 298625061","Östra Mellansverige (SE12)",2,1.33333333333333,2,1.33333333333333,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Mittag-Leffler Institute (SE) -- 4210119493","Stockholm (SE11)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Lisbon (PT) -- 141596103","Lisboa (PT17)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Nyíregyháza (HU) -- 4210141873","Észak-Alföld (HU32)",2,0.0444444444444444,2,0.0444444444444444,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Halmstad University (SE) -- 746986","Västsverige (SE23)",1,1,1,1,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","RISE Research Institutes of Sweden (SE) -- 2800664555","Västsverige (SE23)",2,0.5,2,0.5,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Stora Enso (Sweden) (SE) -- 4210111456","Stockholm (SE11)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Oslo (NO) -- 184942183","Oslo og Akershus (NO01)",1,1,1,1,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Tallinn University of Technology (EE) -- 111112146","Eesti (EE00)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Uppsala University (SE) -- 123387679","Östra Mellansverige (SE12)",6,4.66666666666666,6,4.66666666666666,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Institut de Recerca de l'Energia de Catalunya (ES) -- 4210128520","Cataluña (ES51)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","Iggesund Paperboard (Sweden) (SE) -- 2978444008","Norra Mellansverige (SE31)","Lund University (SE) -- 187531555","Sydsverige (SE22)",1,1,1,1,"Industrial Loops"
"Biobased Materials in Construction","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Umeå University (SE) -- 90267481","Övre Norrland (SE33)",1,1,1,1,"Industrial Loops"
"Biobased Materials in Construction","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)",5,5,5,5,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","Warsaw University of Technology (PL) -- 108403487","Mazowieckie (PL12)",4,0.0747474747474748,4,0.0747474747474748,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Helsinki (FI) -- 133731052","Helsinki-Uusimaa (FI1B)",4,0.0747474747474748,4,0.0747474747474748,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Parma (IT) -- 124601658","Emilia-Romagna (ITH5)",4,0.0747474747474748,4,0.0747474747474748,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Gothenburg (SE) -- 881427289","Västsverige (SE23)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","Uppsala University (SE) -- 123387679","Östra Mellansverige (SE12)",4,3.03571428571429,4,3.03571428571429,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Northampton (GB) -- 35870678","Leicestershire, Rutland and Northamptonshire (UKF2)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Minho (PT) -- 99682543","Norte (PT11)",2,0.0256410256410256,2,0.0256410256410256,"Industrial Loops"
"Biobased Materials in Construction","Swedish Transport Administration (SE) -- 146360087","Norra Mellansverige (SE31)","University of Iceland (IS) -- 165368041","Höfuðborgarsvæði (IS001)",1,0.0476190476190476,1,0.0476190476190476,"Industrial Loops"
"Biobased Materials in Construction","Swedish Transport Administration (SE) -- 146360087","Norra Mellansverige (SE31)","Université Libre de Bruxelles (BE) -- 132053463","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest (BE10)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of the Basque Country (ES) -- 169108374","País Vasco (ES21)",2,0.0256410256410256,2,0.0256410256410256,"Industrial Loops"
"Biobased Materials in Construction","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Kassel (DE) -- 106157433","Kassel (DE73)",2,0.0256410256410256,2,0.0256410256410256,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Szczecin (PL) -- 104588304","Zachodniopomorskie (PL42)",1,0.0222222222222222,1,0.0222222222222222,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Turku (FI) -- 155660961","Etelä-Suomi (FI1C)",1,0.0222222222222222,1,0.0222222222222222,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","Warsaw University of Technology (PL) -- 108403487","Mazowieckie (PL12)",1,0.0222222222222222,1,0.0222222222222222,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Southampton (GB) -- 43439940","Hampshire and Isle of Wight (UKJ3)",1,1,1,1,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Southern Denmark (DK) -- 177969490","Syddanmark (DK03)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Kassel (DE) -- 106157433","Kassel (DE73)",1,0.0222222222222222,1,0.0222222222222222,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University of Parma (IT) -- 124601658","Emilia-Romagna (ITH5)",1,0.0222222222222222,1,0.0222222222222222,"Industrial Loops"
"By-Product Valorization","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Wallenberg Wood Science Center (SE) -- 4210124641","Stockholm (SE11)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"By-Product Valorization","University of Gävle (SE) -- 4210141702","Norra Mellansverige (SE31)","University West (SE) -- 110263422","Västsverige (SE23)",3,1.66666666666666,3,1.66666666666666,"Industrial Loops"
"By-Product Valorization","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Swedish University of Agricultural Sciences (SE) -- 298625061","Östra Mellansverige (SE12)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"By-Product Valorization","Fiber Optic Valley (SE) -- 4210143758","Norra Mellansverige (SE31)","Institut National des Sciences Appliquées de Lyon (FR) -- 48430043","Rhône-Alpes (FR71)",1,0.0476190476190476,1,0.0476190476190476,"Industrial Loops"
"By-Product Valorization","Fiber Optic Valley (SE) -- 4210143758","Norra Mellansverige (SE31)","Jean Monnet University (FR) -- 86767153","Rhône-Alpes (FR71)",1,0.0476190476190476,1,0.0476190476190476,"Industrial Loops"
"By-Product Valorization","Fiber Optic Valley (SE) -- 4210143758","Norra Mellansverige (SE31)","Wallenberg Wood Science Center (SE) -- 4210124641","Stockholm (SE11)",1,0.0476190476190476,1,0.0476190476190476,"Industrial Loops"
"By-Product Valorization","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Stockholm School of Economics (SE) -- 180242103","Stockholm (SE11)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"By-Product Valorization","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Lund University (SE) -- 187531555","Sydsverige (SE22)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"By-Product Valorization","Dalarna University (SE) -- 122274158","Norra Mellansverige (SE31)","Magyar Agrár- és Élettudományi Egyetem (HU) -- 1290523313","Közép-Magyarország (HU10)",1,1,1,1,"Industrial Loops"
"By-Product Valorization","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","KTH Royal Institute of Technology (SE) -- 86987016","Stockholm (SE11)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"By-Product Valorization","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Stora Enso (Sweden) (SE) -- 4210111456","Stockholm (SE11)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"By-Product Valorization","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","Tallinn University of Technology (EE) -- 111112146","Eesti (EE00)",1,1,1,1,"Industrial Loops"
"By-Product Valorization","Karlstad University (SE) -- 43968019","Norra Mellansverige (SE31)","University of Turku (FI) -- 155660961","Etelä-Suomi (FI1C)",1,1,1,1,"Industrial Loops"
