"domain","from","from_geo","to","to_geo","full","full_frac","binary","binary_frac","parent"
"Agrofood Waste Cut","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Hanze University of Applied Sciences (NL) -- 180755707","Groningen (NL11)",2,0.333333333333334,2,0.333333333333334,"Waste Cut"
"Agrofood Waste Cut","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Autònoma de Barcelona (ES) -- 123044942","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Waste Cut"
"Agrofood Waste Cut","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Limerick (IE) -- 230495080","Southern and Eastern (IE02)",1,0.0666666666666667,1,0.0666666666666667,"Waste Cut"
"Agrofood Waste Cut","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Politècnica de Catalunya (ES) -- 9617848","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Waste Cut"
"Biobased Materials in Construction","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",1,1,1,1,"Industrial Loops"
"By-Product Valorization","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","University of Twente (NL) -- 94624287","Overijssel (NL21)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"By-Product Valorization","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Halmstad University (SE) -- 746986","Västsverige (SE23)",2,0.666666666666666,2,0.666666666666666,"Industrial Loops"
"By-Product Valorization","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",14,7,14,7,"Industrial Loops"
"By-Product Valorization","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Hanze University of Applied Sciences (NL) -- 180755707","Groningen (NL11)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"By-Product Valorization","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Vrije Universiteit Amsterdam (NL) -- 865915315","Noord-Holland (NL32)",2,0.666666666666666,2,0.666666666666666,"Industrial Loops"
"By-Product Valorization","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Twente (NL) -- 94624287","Overijssel (NL21)",2,2,2,2,"Industrial Loops"
"By-Product Valorization","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Netherlands Organisation for Applied Scientific Research (NL) -- 148297040","Zuid-Holland (NL33)",2,0.666666666666666,2,0.666666666666666,"Industrial Loops"
"By-Product Valorization","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",16,16,16,16,"Industrial Loops"
"By-Product Valorization","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Politècnica de Catalunya (ES) -- 9617848","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"By-Product Valorization","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Autònoma de Barcelona (ES) -- 123044942","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"By-Product Valorization","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Limerick (IE) -- 230495080","Southern and Eastern (IE02)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Circular Business","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",1,0.333333333333333,1,0.333333333333333,"Circular Models"
"Circular Business","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",1,0.333333333333333,1,0.333333333333333,"Circular Models"
"Circular Design","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Vrije Universiteit Amsterdam (NL) -- 865915315","Noord-Holland (NL32)",2,0.666666666666666,2,0.666666666666666,"Circular Models"
"Circular Design","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Netherlands Organisation for Applied Scientific Research (NL) -- 148297040","Zuid-Holland (NL33)",2,0.666666666666666,2,0.666666666666666,"Circular Models"
"Circular Design","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",14,9.99999999999999,14,9.99999999999999,"Circular Models"
"Circular Design","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Unitelma Sapienza University (IT) -- 4210130905","Lazio (ITI4)",1,0.333333333333333,1,0.333333333333333,"Circular Models"
"Circular Design","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Twente (NL) -- 94624287","Overijssel (NL21)",2,2,2,2,"Circular Models"
"Circular Design","Van Hall Larenstein University of Applied Sciences (NL) -- 2800435062","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",1,1,1,1,"Circular Models"
"Circular food packaging","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",14,14,14,14,"Waste Cut"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Twente (NL) -- 94624287","Overijssel (NL21)",6,3,6,3,"Industrial Loops"
"Industrial Symbiosis","Van Hall Larenstein University of Applied Sciences (NL) -- 2800435062","Friesland (NL) (NL12)","World Wide Fund for Nature (CH) -- 4210094122","Zürich (CH04)",1,0.000698812019566737,1,0.000698812019566737,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",32,15.8666666666667,32,15.8666666666667,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Max Planck Institute for Ornithology (DE) -- 4210087166","Oberbayern (DE21)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Royal Netherlands Institute for Sea Research (NL) -- 4210107283","Noord-Holland (NL32)",10,2.13333333333333,10,2.13333333333333,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",10,8.66666666666666,10,8.66666666666666,"Industrial Loops"
"Industrial Symbiosis","Van Hall Larenstein University of Applied Sciences (NL) -- 2800435062","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",27,13.3022861136069,27,13.3022861136069,"Industrial Loops"
"Industrial Symbiosis","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","Royal Netherlands Institute for Sea Research (NL) -- 4210107283","Noord-Holland (NL32)",3,0.3,3,0.3,"Industrial Loops"
"Industrial Symbiosis","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","Teamwork Technology (Netherlands) (NL) -- 4210096526","Noord-Holland (NL32)",3,0.3,3,0.3,"Industrial Loops"
"Industrial Symbiosis","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",3,0.3,3,0.3,"Industrial Loops"
"Industrial Symbiosis","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","University of Helsinki (FI) -- 133731052","Helsinki-Uusimaa (FI1B)",3,0.3,3,0.3,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Aveiro (PT) -- 60858718","Centro (PT) (PT16)",2,0.133333333333333,2,0.133333333333333,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Iceland (IS) -- 165368041","Höfuðborgarsvæði (IS001)",2,0.133333333333333,2,0.133333333333333,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Tartu (EE) -- 56085075","Eesti (EE00)",2,0.133333333333333,2,0.133333333333333,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universidade dos Açores (PT) -- 115891769","Região Autónoma dos Açores (PT20)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Exeter (GB) -- 23923803","Devon (UKK4)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Halmstad University (SE) -- 746986","Västsverige (SE23)",2,0.666666666666666,2,0.666666666666666,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Norwich Research Park (GB) -- 2799300731","East Anglia (UKH1)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Radboud University Nijmegen (NL) -- 145872427","Gelderland (NL22)",3,0.366666666666667,3,0.366666666666667,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Universidade do Porto (PT) -- 182534213","Norte (PT11)",2,0.2,2,0.2,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of East Anglia (GB) -- 1118541","East Anglia (UKH1)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Gdańsk (PL) -- 40413290","Pomorskie (PL63)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Glasgow (GB) -- 7882870","South Western Scotland (UKM3)",2,0.2,2,0.2,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Lisbon (PT) -- 141596103","Lisboa (PT17)",2,0.2,2,0.2,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",2,0.2,2,0.2,"Industrial Loops"
"Industrial Symbiosis","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","University of Girona (ES) -- 251424209","Cataluña (ES51)",1,0.1,1,0.1,"Industrial Loops"
"Industrial Symbiosis","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","Universidade de Santiago de Compostela (ES) -- 200284239","Galicia (ES11)",1,0.0476190476190476,1,0.0476190476190476,"Industrial Loops"
"Industrial Symbiosis","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","University of Minho (PT) -- 99682543","Norte (PT11)",1,0.0476190476190476,1,0.0476190476190476,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Natural Resources and Life Sciences, Vienna (AT) -- 92869138","Wien (AT13)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)",1,1,1,1,"Industrial Loops"
"Industrial Symbiosis","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",5,2.6,5,2.6,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Unitelma Sapienza University (IT) -- 4210130905","Lazio (ITI4)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universidade do Porto (PT) -- 182534213","Norte (PT11)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Alicante (ES) -- 130194489","Comunidad Valenciana (ES52)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Ulster (GB) -- 138801177","Northern Ireland (UKN0)",1,1,1,1,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",1,0.166666666666667,1,0.166666666666667,"Industrial Loops"
"Industrial Symbiosis","Van Hall Larenstein University of Applied Sciences (NL) -- 2800435062","Friesland (NL) (NL12)","Vrije Universiteit Amsterdam (NL) -- 865915315","Noord-Holland (NL32)",3,0.833333333333334,3,0.833333333333334,"Industrial Loops"
"Industrial Symbiosis","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",3,2.04761904761905,3,2.04761904761905,"Industrial Loops"
"Industrial Symbiosis","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Swiss Federal Institute for Forest, Snow and Landscape Research (CH) -- 2800262456","Zürich (CH04)",2,0.333333333333334,2,0.333333333333334,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Autònoma de Barcelona (ES) -- 123044942","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Politècnica de Catalunya (ES) -- 9617848","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Limerick (IE) -- 230495080","Southern and Eastern (IE02)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Industrial Symbiosis","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Vrije Universiteit Amsterdam (NL) -- 865915315","Noord-Holland (NL32)",1,1,1,1,"Industrial Loops"
"Product Services","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","University Medical Center Groningen (NL) -- 1334415907","Groningen (NL11)",4,1.33333333333333,4,1.33333333333333,"Circular Models"
"Product Services","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",4,1.33333333333333,4,1.33333333333333,"Circular Models"
"Product Services","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",8,8,8,8,"Circular Models"
"Product Services","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Ulster (GB) -- 138801177","Northern Ireland (UKN0)",1,1,1,1,"Circular Models"
"Product Services","Van Hall Larenstein University of Applied Sciences (NL) -- 2800435062","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",2,2,2,2,"Circular Models"
"Product Services","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Derby (GB) -- 22128151","Derbyshire and Nottinghamshire (UKF1)",1,0.333333333333333,1,0.333333333333333,"Circular Models"
"Product Services","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University Hospital Heidelberg (DE) -- 2802164966","Karlsruhe (DE12)",2,0.0952380952380952,2,0.0952380952380952,"Circular Models"
"Product Services","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University Medical Center Utrecht (NL) -- 3018483916","Utrecht (NL31)",2,0.0952380952380952,2,0.0952380952380952,"Circular Models"
"Product Services","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",2,0.0952380952380952,2,0.0952380952380952,"Circular Models"
"Product Services","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Sunderland (GB) -- 5728261","Northumberland and Tyne and Wear (UKC2)",1,0.333333333333333,1,0.333333333333333,"Circular Models"
"Raw Material Shift","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Unitelma Sapienza University (IT) -- 4210130905","Lazio (ITI4)",1,0.333333333333333,1,0.333333333333333,"Industrial Loops"
"Raw Material Shift","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Twente (NL) -- 94624287","Overijssel (NL21)",3,2.16666666666667,3,2.16666666666667,"Industrial Loops"
"Raw Material Shift","Medisch Centrum Leeuwarden (NL) -- 2802652803","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",1,1,1,1,"Industrial Loops"
"Raw Material Shift","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Autònoma de Barcelona (ES) -- 123044942","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Raw Material Shift","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","Universitat Politècnica de Catalunya (ES) -- 9617848","Cataluña (ES51)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Raw Material Shift","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Limerick (IE) -- 230495080","Southern and Eastern (IE02)",1,0.0666666666666667,1,0.0666666666666667,"Industrial Loops"
"Raw Material Shift","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",16,16,16,16,"Industrial Loops"
"Raw Material Shift","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","Halmstad University (SE) -- 746986","Västsverige (SE23)",2,0.666666666666666,2,0.666666666666666,"Industrial Loops"
"Raw Material Shift","Fryske Akademy (NL) -- 196758499","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",4,2.66666666666667,4,2.66666666666667,"Industrial Loops"
"Textile Waste Cut","Stenden University of Applied Sciences (NL) -- 36523846","Friesland (NL) (NL12)","University of Groningen (NL) -- 169381384","Groningen (NL11)",1,1,1,1,"Waste Cut"
"Water Circularity","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","Sorbonne Université (FR) -- 39804081","Île de France (FR10)",1,0.0476190476190476,1,0.0476190476190476,"Waste Cut"
"Water Circularity","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","Université Paris Cité (FR) -- 204730241","Île de France (FR10)",1,0.0476190476190476,1,0.0476190476190476,"Waste Cut"
"Water Circularity","Paques (Netherlands) (NL) -- 4210139193","Friesland (NL) (NL12)","Wageningen University & Research (NL) -- 913481162","Gelderland (NL22)",1,0.0476190476190476,1,0.0476190476190476,"Waste Cut"
