"domain","from","from_geo","to","to_geo","full","full_frac","binary","binary_frac","parent"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Instituto de Agroquímica y Tecnología de Alimentos (ES) -- 4210106702","Comunidad Valenciana (ES52)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Instituto de Investigación en Ciencias de la Alimentación (ES) -- 4210144241","Comunidad de Madrid (ES30)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Instytut Oceanologii Polskiej Akademii Nauk (PL) -- 4210142198","Pomorskie (PL63)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Kiel University (DE) -- 32021983","Schleswig-Holstein (DEF0)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Institute of Food Safety, Animal Health and Environment “BIOR” (LV) -- 4210088510","Latvija (LV00)","KU Leuven (BE) -- 99464096","Prov. Vlaams-Brabant (BE24)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Institute of Food Safety, Animal Health and Environment “BIOR” (LV) -- 4210088510","Latvija (LV00)","Laboratoire National de Santé (LU) -- 4210144605","Luxembourg (LU00)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Riga Stradiņš University (LV) -- 4210126294","Latvija (LV00)","Universidade Nova de Lisboa (PT) -- 83558840","Lisboa (PT17)",4,0.181673881673882,4,0.181673881673882,"Waste Cut"
"Agrofood Waste Cut","Riga Stradiņš University (LV) -- 4210126294","Latvija (LV00)","University of Gdańsk (PL) -- 40413290","Pomorskie (PL63)",1,0.0181818181818182,1,0.0181818181818182,"Waste Cut"
"Agrofood Waste Cut","Riga Stradiņš University (LV) -- 4210126294","Latvija (LV00)","University of Lisbon (PT) -- 141596103","Lisboa (PT17)",1,0.0181818181818182,1,0.0181818181818182,"Waste Cut"
"Agrofood Waste Cut","Riga Stradiņš University (LV) -- 4210126294","Latvija (LV00)","Warsaw University of Life Sciences (PL) -- 170230895","Mazowieckie (PL12)",1,0.0181818181818182,1,0.0181818181818182,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Klaipėda University (LT) -- 337868014","Lietuva (LT00)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Lappeenranta-Lahti University of Technology (FI) -- 63548447","Etelä-Suomi (FI1C)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Latvia University of Life Sciences and Technologies (LV) -- 116152951","Latvija (LV00)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Latvian State Institute of Wood Chemistry (LV) -- 4210115056","Latvija (LV00)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Linnaeus University (SE) -- 223464139","Småland med öarna (SE21)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Malmö University (SE) -- 183111857","Sydsverige (SE22)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Møreforsking (Norway) (NO) -- 4210122554","Vestlandet (NO05)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","National Institute of Biology (SI) -- 4210140619","Vzhodna Slovenija (SI02)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","National and Kapodistrian University of Athens (GR) -- 200777214","Attiki (EL30)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Polish Academy of Sciences (PL) -- 99542240","Mazowieckie (PL12)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Regional Centre of Advanced Technologies and Materials (CZ) -- 4210120619","Střední Morava (CZ07)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Riga Technical University (LV) -- 201787326","Latvija (LV00)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Scottish Association For Marine Science (GB) -- 88170914","Scotland (UKM)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Universidade Nova de Lisboa (PT) -- 83558840","Lisboa (PT17)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","Universidade do Porto (PT) -- 182534213","Norte (PT11)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","University of Gdańsk (PL) -- 40413290","Pomorskie (PL63)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","University of Latvia (LV) -- 91123046","Latvija (LV00)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","University of Lisbon (PT) -- 141596103","Lisboa (PT17)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","University of Tartu (EE) -- 56085075","Eesti (EE00)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Innovation (Latvia) (LV) -- 4210088851","Latvija (LV00)","University of the Basque Country (ES) -- 169108374","País Vasco (ES21)",1,0.00229885057471264,1,0.00229885057471264,"Waste Cut"
"Agrofood Waste Cut","Institute of Food Safety, Animal Health and Environment “BIOR” (LV) -- 4210088510","Latvija (LV00)","National Institute of Health Dr. Ricardo Jorge (PT) -- 4210142220","Lisboa (PT17)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Institute of Food Safety, Animal Health and Environment “BIOR” (LV) -- 4210088510","Latvija (LV00)","Radboud University Nijmegen (NL) -- 145872427","Gelderland (NL22)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Institute of Food Safety, Animal Health and Environment “BIOR” (LV) -- 4210088510","Latvija (LV00)","Universidade Nova de Lisboa (PT) -- 83558840","Lisboa (PT17)",1,0.0357142857142857,1,0.0357142857142857,"Waste Cut"
"Agrofood Waste Cut","Latvian State Institute of Wood Chemistry (LV) -- 4210115056","Latvija (LV00)","University of Groningen (NL) -- 169381384","Noord-Nederland (NL1)",1,1,1,1,"Waste Cut"
"Agrofood Waste Cut","Latvian State Forest Research Institute """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Silava"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (LV) -- 4210136527","Latvija (LV00)","University of Göttingen (DE) -- 74656192","Braunschweig (DE91)",2,0.0363636363636364,2,0.0363636363636364,"Waste Cut"
"Agrofood Waste Cut","Latvian State Forest Research Institute """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Silava"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (LV) -- 4210136527","Latvija (LV00)","University of Helsinki (FI) -- 133731052","Helsinki-Uusimaa (FI1B)",2,0.0363636363636364,2,0.0363636363636364,"Waste Cut"
"Agrofood Waste Cut","Latvian State Forest Research Institute """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Silava"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" (LV) -- 4210136527","Latvija (LV00)","University of Natural Resources and Life Sciences, Vienna (AT) -- 92869138","Wien (AT13)",2,0.0363636363636364,2,0.0363636363636364,"Waste Cut"
"Agrofood Waste Cut","Ministry of Agriculture (LV) -- 4210107258","Latvija (LV00)","National Food Administration (SE) -- 1309171123","Östra Mellansverige (SE12)",1,0.0065359477124183,1,0.0065359477124183,"Waste Cut"
