"domain";"from";"from_geo";"to";"to_geo";"full";"full_frac";"binary";"binary_frac";"parent"
"Agrofood Waste Cut";"Departamento de Salud (ES) -- 4210140467";"Comunidad Foral de Navarra (ES22)";"Instituto Murciano de Investigación Biosanitaria (ES) -- 4210146619";"Región de Murcia (ES62)";1;0,1;1;0,1;"Waste Cut"
"Agrofood Waste Cut";"Departamento de Salud (ES) -- 4210140467";"Comunidad Foral de Navarra (ES22)";"Universitat de Miguel Hernández d'Elx (ES) -- 111262870";"Comunidad Valenciana (ES52)";1;0,1;1;0,1;"Waste Cut"
"Agrofood Waste Cut";"Departamento de Salud (ES) -- 4210140467";"Comunidad Foral de Navarra (ES22)";"Instituto de Salud Carlos III (ES) -- 2801357902";"Comunidad de Madrid (ES30)";1;0,1;1;0,1;"Waste Cut"
"Agrofood Waste Cut";"Clinica Universidad de Navarra (ES) -- 4210135003";"Comunidad Foral de Navarra (ES22)";"Wigner Research Centre for Physics (HU) -- 4210126225";"Közép-Magyarország (HU10)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Clinica Universidad de Navarra (ES) -- 4210135003";"Comunidad Foral de Navarra (ES22)";"Institute for Solid State Physics and Optics (HU) -- 4210107617";"Közép-Magyarország (HU10)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Clinica Universidad de Navarra (ES) -- 4210135003";"Comunidad Foral de Navarra (ES22)";"Wageningen University & Research (NL) -- 913481162";"Gelderland (NL22)";1;0,166666666666667;1;0,166666666666667;"Waste Cut"
"Agrofood Waste Cut";"Departamento de Educación (ES) -- 4210160027";"Comunidad Foral de Navarra (ES22)";"University of Córdoba (ES) -- 53110688";"Andalucía (ES61)";1;1;1;1;"Waste Cut"
"Agrofood Waste Cut";"Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias (ES) -- 4210129541";"Comunidad Foral de Navarra (ES22)";"Wageningen University & Research (NL) -- 913481162";"Gelderland (NL22)";2;0,0714285714285714;2;0,0714285714285714;"Waste Cut"
"Agrofood Waste Cut";"Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias (ES) -- 4210129541";"Comunidad Foral de Navarra (ES22)";"Vilnius Academy of Arts (LT) -- 3129473933";"Lietuva (LT00)";2;0,0714285714285714;2;0,0714285714285714;"Waste Cut"
"Agrofood Waste Cut";"Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias (ES) -- 4210129541";"Comunidad Foral de Navarra (ES22)";"Vilnius University (LT) -- 173212132";"Lietuva (LT00)";2;0,0714285714285714;2;0,0714285714285714;"Waste Cut"
"Agrofood Waste Cut";"Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias (ES) -- 4210129541";"Comunidad Foral de Navarra (ES22)";"Naturland (DE) -- 4210090768";"Oberbayern (DE21)";2;0,0714285714285714;2;0,0714285714285714;"Waste Cut"
"Agrofood Waste Cut";"Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias (ES) -- 4210129541";"Comunidad Foral de Navarra (ES22)";"Stockholm Environment Institute (SE) -- 4210154877";"Stockholm (SE11)";2;0,0714285714285714;2;0,0714285714285714;"Waste Cut"
"Agrofood Waste Cut";"Instituto Navarro de Tecnología e Infraestructuras Agroalimentarias (ES) -- 4210129541";"Comunidad Foral de Navarra (ES22)";"University of Copenhagen (DK) -- 124055696";"Hovedstaden (DK01)";2;0,0714285714285714;2;0,0714285714285714;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Navarre Institute of Health Research (ES) -- 4210112085";"Comunidad Foral de Navarra (ES22)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Northumbria Healthcare NHS Foundation Trust (GB) -- 2801009177";"Northumberland and Tyne and Wear (UKC2)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Royal Cornwall Hospital Trust (GB) -- 2799477489";"Cornwall and Isles of Scilly (UKK3)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Spitalul Clinic Colentina (RO) -- 4210153981";"Bucureşti - Ilfov (RO32)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"St. Antonius Ziekenhuis (NL) -- 4210103448";"Utrecht (NL31)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Universidad Publica de Navarra (ES) -- 175051016";"Comunidad Foral de Navarra (ES22)";3;0,0582010582010583;3;0,0582010582010583;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Universidad de Alcalá (ES) -- 189268942";"Comunidad de Madrid (ES30)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"Universidad de Navarra (ES) -- 88155538";"Comunidad Foral de Navarra (ES22)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
"Agrofood Waste Cut";"Navarrabiomed (ES) -- 4210117069";"Comunidad Foral de Navarra (ES22)";"University Hospital Augsburg (DE) -- 2802007660";"Schwaben (DE27)";1;0,00264550264550265;1;0,00264550264550265;"Waste Cut"
