"Province";"Industry";"Relatedness.Density";"Complexity";"Employment..US.";"Wage..US.";"Education..US.";"RCA";"sbi08";"omschr";"Relatedness.Density..5d.";"RCA..5d."
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;94993;"Steunfondsen (niet op het gebied van welzijnszorg)";39,77;0,24
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;94994;"Vriendenkringen op het gebied van cultuur, fanclubs";41,42;0,32
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;94997;"Overige belangenbehartiging (rest)";40,8;0,14
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;94992;"Hobbyclubs";49,13;1,11
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;9412;"Beroepsorganisaties";43,48;0,03
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;94996;"Overige ideële organisaties (rest)";38,42;0,18
"NL4";" Activities of membership organisations ";35,72;98,96;2755525;30,02;14,27;0,51;9411;"Bedrijfs- en werkgeversorganisaties";42,54;0,58
"NL4";" Advertising and market research ";38,39;77,45;1058753;54,7;14,31;0,75;7320;"Markt- en opinieonderzoekbureaus";41,3;0,78
"NL4";" Advertising and market research ";38,39;77,45;1058753;54,7;14,31;0,75;7312;"Handel in advertentieruimte en -tijd";39,53;0,53
"NL4";" Advertising and market research ";38,39;77,45;1058753;54,7;14,31;0,75;7311;"Reclamebureaus";41,8;0,74
"NL4";" Air transport ";41,25;79,98;NA;NA;NA;0,03;5110;"Personenvervoer door de lucht";41,37;0,03
"NL4";" Air transport ";41,25;79,98;NA;NA;NA;0,03;5121;"Goederenvervoer door de lucht";43,82;0,49
"NL4";" Architectural and engineering activities; technical testing and analysis ";41,94;92,32;2266126;64,28;13,78;0,96;7112;"Ingenieurs en overig technisch ontwerp en advies";47,03;0,99
"NL4";" Architectural and engineering activities; technical testing and analysis ";41,94;92,32;2266126;64,28;13,78;0,96;71203;"Overige keuring en controle";46,6;0,61
"NL4";" Architectural and engineering activities; technical testing and analysis ";41,94;92,32;2266126;64,28;13,78;0,96;71201;"Keuring en controle van agrarische producten en voedingsmid";47,42;0,44
"NL4";" Architectural and engineering activities; technical testing and analysis ";41,94;92,32;2266126;64,28;13,78;0,96;71111;"Architecten (geen interieurarchitecten)";41,9;0,79
"NL4";" Architectural and engineering activities; technical testing and analysis ";41,94;92,32;2266126;64,28;13,78;0,96;71202;"Keuring en controle van machines, apparaten en materialen";44,86;0,73
"NL4";" Architectural and engineering activities; technical testing and analysis ";41,94;92,32;2266126;64,28;13,78;0,96;71112;"Interieurarchitecten";45,65;1,04
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;4299;"Bouw van overige civieltechnische werken (rest)";43,53;0,11
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;4212;"Bouw van boven- en ondergrondse spoorwegen";46,12;1,15
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;4221;"Leggen van rioleringen, buizen en pijpleidingen";49,38;0,67
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;42111;"Wegenbouw";44,94;0,72
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;42112;"Stratenmaken";52,98;1,06
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;4291;"Natte waterbouw";45,39;0,67
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;4213;"Bouw van kunstwerken";47,13;0,51
"NL4";" Civil engineering ";44,24;69,15;1995683;64,79;12,2;0,79;4222;"Leggen van elektriciteits- en telecommunicatiekabels";47,78;0,85
"NL4";" Computer programming, consultancy and related activities ";36,72;86,68;1643024;93,35;14,64;0,73;6202;"Advisering op het gebied van informatietechnologie";42,87;0,62
"NL4";" Computer programming, consultancy and related activities ";36,72;86,68;1643024;93,35;14,64;0,73;6209;"Overige dienstverlenende activiteiten op het gebied van info";41,81;0,69
"NL4";" Computer programming, consultancy and related activities ";36,72;86,68;1643024;93,35;14,64;0,73;6203;"Beheer van computerfaciliteiten";45,93;0,95
"NL4";" Computer programming, consultancy and related activities ";36,72;86,68;1643024;93,35;14,64;0,73;6201;"Ontwikkelen, produceren en uitgeven van software";42,14;0,77
"NL4";" Construction of buildings ";51,67;34,47;1180974;57,93;12,42;0,95;4110;"Projectontwikkeling";40,2;0,71
"NL4";" Construction of buildings ";51,67;34,47;1180974;57,93;12,42;0,95;4120;"Algemene burgerlijke en utiliteitsbouw";50,01;0,96
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;90042;"Evenementenhallen";47,82;0,54
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;90013;"Circus en variété";52,74;1,36
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;9002;"Dienstverlening voor uitvoerende kunst";40,12;0,82
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;90011;"Beoefening van podiumkunst";40,29;0,7
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;9003;"Schrijven en overige scheppende kunst";39,22;0,69
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;90041;"Theaters en schouwburgen";43,93;0,92
"NL4";" Creative, arts and entertainment activities ";37,74;88,72;326347;46,53;13,77;0,76;90012;"Producenten van podiumkunst";39,14;0,5
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;121;"Druiventeelt";54,82;1,5
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1412;"Opfokken van jongvee voor de melkveehouderij";53,98;1,24
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;111;"Teelt van granen, peulvruchten en oliehoudende zaden";52,58;1,68
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;116;"Teelt van vezelgewassen";42,21;0,02
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1241;"Teelt van appels en peren";53,4;1,96
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1462;"Vleesvarkensbedrijven";60,24;2,36
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1411;"Vervaardiging van kleding van leer";51,03;0,76
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1412;"Vervaardiging van werkkleding";53,98;1,24
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1451;"Fokken en houden van schapen";51,14;0,89
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1193;"Teelt van voedergewassen";52,39;0,91
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1463;"Gesloten en deels gesloten varkensbedrijven";59,67;2,85
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;170;"Jacht";48,36;0,4
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1309;"Teelt van overige sierplanten in de volle grond";53,79;2,29
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1304;"Teelt van potplanten onder glas";43,58;0,25
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1452;"Fokken en houden van geiten";56,15;1,87
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1199;"Teelt van overige eenjarige gewassen (rest)";51,42;0,51
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1411;"Houden van melkvee";51,03;0,76
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1242;"Teelt van steenvruchten";55,91;2,6
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;129;"Teelt van overige meerjarige gewassen";48,17;0,51
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1461;"Fokvarkens- en vermeerderingsbedrijven";57,43;2,01
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1252;"Teelt van aardbeien onder glas";59,66;3,76
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;164;"Behandeling van zaden voor vermeerdering";39,89;0,15
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1132;"Teelt van groenten onder glas";55,1;1,6
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1251;"Teelt van aardbeien in de volle grond";59,56;2,72
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1491;"Fokken en houden van edelpelsdieren";59,44;3,33
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;163;"Behandeling van gewassen na de oogst";44,73;0,74
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1192;"Teelt van snijbloemen en snijheesters onder glas";42,34;0,39
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1305;"Teelt van boomkwekerijgewassen in de volle grond";50,17;1,22
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;143;"Fokken en houden van paarden en ezels";56,2;1,44
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;128;"Teelt van specerijgewassen en van aromatische en medicinale";54,02;1,45
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1191;"Teelt van snijbloemen en snijheesters in de volle grond";52,3;2,4
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1253;"Teelt van houtig kleinfruit in de volle grond (incl. overige";57,46;2,99
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1134;"Teelt van aardappels en overige wortel- en knolgewassen";53,26;1,76
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;162;"Dienstverlening voor het fokken en houden van dieren";54,06;0,88
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1499;"Fokken en houden van overige dieren (rest)";60,76;1,92
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1422;"Overige vleesveehouderij en zoogkoeienbedrijven";54,39;1,03
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1471;"Opfokken en/of houden van leghennen";59,51;1,71
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;150;"Akker- en/of tuinbouw in combinatie met veehouderij";60,03;2,08
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1473;"Opfokken en/of houden van ouderdieren van leghennen en vlees";56,49;1,86
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;161;"Dienstverlening voor de akker- en/of tuinbouw";51,7;0,81
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1302;"Teelt van perkplanten in de volle grond";48,98;0,94
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1472;"Opfokken en/of houden van vleeskuikens";53,29;1,17
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1133;"Teelt van paddenstoelen";58,83;2,53
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1131;"Teelt van groenten in de volle grond";53,86;1,91
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1301;"Teelt van bloembollen";41,81;0,12
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1303;"Teelt van perkplanten onder glas";53,38;1,44
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1479;"Opfokken en/of houden van overig pluimvee";56,58;2,83
"NL4";" Crop and animal production, hunting and related service activities ";60,32;0;NA;NA;NA;1,24;1421;"Houden van vleeskalveren";53,29;0,89
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85313;"Praktijkonderwijs";45,55;0,71
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85202;"Speciaal basisonderwijs";55,13;1,06
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85314;"Brede scholengemeenschappen voor voortgezet onderwijs";51,34;1,27
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;8560;"Dienstverlening voor het onderwijs";56,46;1,67
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85322;"Educatie";43,26;0,61
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85521;"Dansscholen";49,32;1,16
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85201;"Basisonderwijs voor leerplichtigen";44,53;0,88
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85323;"Middelbaar beroepsonderwijs en educatie (gecombineerd)";53,91;1,27
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85519;"Overig sport- en recreatieonderwijs";44,03;0,87
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85321;"Middelbaar beroepsonderwijs";48,71;1,27
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;8541;"Niet-universitair hoger onderwijs";48,06;0,95
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85511;"Zeil- en surfscholen";47,24;0,37
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85203;"Speciaal onderwijs in expertisecentra";48,54;1,12
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85311;"Havo en vwo";49,25;0,83
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85312;"Voorbereidend middelbaar beroepsonderwijs";44,97;0,61
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85522;"Kunstzinnige vorming van amateurs (geen dansscholen)";50,78;1,12
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85599;"Studiebegeleiding, vorming en onderwijs (rest)";50,33;1,02
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85591;"Afstandsonderwijs";47,19;0,92
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;8542;"Universitair hoger onderwijs";44,8;0,73
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;8553;"Auto- en motorrijscholen";50,06;1,03
"NL4";" Education ";43,05;52,04;3562364;36,4;15,3;0,93;85592;"Bedrijfsopleiding en -training";44,57;0,83
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;3520;"Productie van aardgas";51,53;2,44
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;3512;"Beheer en exploitatie van transportnetten voor elektriciteit";49,17;0,84
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;3513;"Distributie van elektriciteit en gasvormige brandstoffen";52,71;1,11
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;35113;"Productie van elektriciteit door zonnecellen, warmtepompen";51,18;0,48
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;35111;"Prod.v. elektr. door thermische, kern- en warmtekrachtcentr.";53,36;2,26
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;3514;"Handel in elektriciteit en in gas via leidingen";43,44;0,35
"NL4";" Electricity, gas, steam and air conditioning supply ";53,24;39,44;794475;87,53;13,26;1,09;35112;"Productie van elektriciteit door windenergie";46,2;0,32
NA;" Electricity, gas, steam and air conditioning supply ";NA;NA;NA;NA;NA;NA;3530;NA;NA;NA
"NL4";" Employment activities ";43,11;72,36;5604288;38,83;12,67;0,93;78203;"Banenpools (werkgelegenheidsprojecten)";47,98;1,37
"NL4";" Employment activities ";43,11;72,36;5604288;38,83;12,67;0,93;78202;"Uitleenbureaus";47,69;0,82
"NL4";" Employment activities ";43,11;72,36;5604288;38,83;12,67;0,93;7830;"Payrolling (personeelsbeheer)";43,19;0,7
"NL4";" Employment activities ";43,11;72,36;5604288;38,83;12,67;0,93;78201;"Uitzendbureaus";44,09;0,81
"NL4";" Employment activities ";43,11;72,36;5604288;38,83;12,67;0,93;7810;"Arbeidsbemiddeling";46,58;1,12
"NL4";" Extraction of crude petroleum and natural gas ";45,99;49,79;137839;136,8;13,92;0,01;620;"Winning van aardgas";47,2;0
"NL4";" Extraction of crude petroleum and natural gas ";45,99;49,79;137839;136,8;13,92;0,01;610;"Winning van aardolie";39,58;0,04
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64303;"Beleggingsinstellingen met beperkte toetreding";39,98;0,16
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64921;"Hypotheekbanken en bouwfondsen";47,05;0,54
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64302;"Beleggingsinstellingen in vaste activa";40,26;0,31
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64191;"Coöperatief georganiseerde banken";48,97;1,13
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64923;"Participatiemaatschappijen";41,15;0,72
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64192;"Effectenkredietinstellingen";41,62;0,08
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64924;"Wisselmakelaars en overige kredietverstrekking";55,51;3,45
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64922;"Volkskredietbanken, commerciële financieringsmaatschappijen";41,05;0,23
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;6491;"Financiële lease";41,27;0,11
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;6420;"Financiële holdings";39,87;0,2
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64193;"Spaarbanken";43,8;0,13
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64194;"Algemene banken";41,2;0,46
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;6411;"Centrale banken";40,74;0,02
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;6499;"Overige financiële intermediatie";43,95;0,22
"NL4";" Financial service activities, except insurance and pension funding ";37,73;91,46;NA;NA;NA;0,65;64301;"Beleggingsinstellingen in financiële activa";39,85;0,06
"NL4";" Fishing and aquaculture ";51,69;33,09;NA;NA;NA;1,31;312;"Binnenvisserij";49,28;0,87
"NL4";" Fishing and aquaculture ";51,69;33,09;NA;NA;NA;1,31;321;"Kweken van zeevis en -schaaldieren";52,18;3,35
"NL4";" Fishing and aquaculture ";51,69;33,09;NA;NA;NA;1,31;311;"Zee- en kustvisserij";49,27;0,93
"NL4";" Fishing and aquaculture ";51,69;33,09;NA;NA;NA;1,31;322;"Kweken van zoetwatervis en -schaaldieren";52,55;3,13
"NL4";" Food and beverage service activities ";51,56;55,47;NA;NA;NA;1,08;5629;"Kantines en contractcatering";43,78;0,78
"NL4";" Food and beverage service activities ";51,56;55,47;NA;NA;NA;1,08;56102;"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.";54,83;1,11
"NL4";" Food and beverage service activities ";51,56;55,47;NA;NA;NA;1,08;5621;"Eventcatering";43,23;0,91
"NL4";" Food and beverage service activities ";51,56;55,47;NA;NA;NA;1,08;56101;"Restaurants";48,91;1
"NL4";" Food and beverage service activities ";51,56;55,47;NA;NA;NA;1,08;5630;"Cafés";55,12;1,33
"NL4";" Forestry and logging ";52,74;30,94;NA;NA;NA;0,91;220;"Exploitatie van bossen";46,4;0,4
"NL4";" Forestry and logging ";52,74;30,94;NA;NA;NA;0,91;240;"Dienstverlening voor de bosbouw";57,14;1,95
"NL4";" Forestry and logging ";52,74;30,94;NA;NA;NA;0,91;210;"Bosbouw";52,43;0,84
"NL4";" Gambling and betting activities ";47,74;60,82;2097591;27,8;12,34;1,19;92009;"Exploitatie van amusements- en speelautomaten";48,87;1,18
"NL4";" Gambling and betting activities ";47,74;60,82;2097591;27,8;12,34;1,19;92001;"Loterijen en kansspelen (geen amusementsautomaten)";49,15;1,19
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86913;"Praktijken van psychotherapeuten, psychologen en pedagogen";47,14;0,86
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86912;"Praktijken van fysiotherapeuten";53,86;1,04
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86102;"Algemene ziekenhuizen";57,14;1,1
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86101;"Universitair medische centra";44,61;0,37
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86921;"Gezondheidscentra";47,13;1,28
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86911;"Praktijken van verloskundigen";47,94;1,13
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;8621;"Praktijken van huisartsen";53,13;1
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86103;"Categorale ziekenhuizen";38,83;0,41
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86929;"Samenwerkingsorganen op het gebied van gezondheidszorg";48,35;1,06
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86232;"Praktijken van tandheelkundig specialisten";50,95;1,07
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86221;"Praktijken van med. specialisten en med. dagbehandelcentra";46,92;0,81
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86222;"Praktijken van psychiaters en psych. dagbehandelcentra";48,43;0,6
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86923;"Preventieve gezondheidszorg (geen arbobegeleiding)";51,45;1,32
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86104;"Geestelijke gezondheids- en verslavingszorg met overnachting";52,9;1,03
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86231;"Praktijken van tandartsen";40,37;0,92
"NL4";" Human health activities ";45,02;52,98;12496618;56,44;14,45;0,94;86925;"Ambulancediensten en centrale posten";45,49;0,63
