"Province";"Industry";"Relatedness.Density";"Complexity";"Employment..US.";"Wage..US.";"Education..US.";"RCA";"sbi08";"omschr";"Relatedness.Density..5d.";"RCA..5d."
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;35111;"Prod.v. elektr. door thermische, kern- en warmtekrachtcentr.";42,5;5,58
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;35112;"Productie van elektriciteit door windenergie";29,35;0
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;3520;"Productie van aardgas";44,6;26,37
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;35113;"Productie van elektriciteit door zonnecellen, warmtepompen";30,52;0,09
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;3512;"Beheer en exploitatie van transportnetten voor elektriciteit";28,81;0,17
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;3514;"Handel in elektriciteit en in gas via leidingen";28,06;0
"Zeeland";" Electricity, gas, steam and air conditioning supply ";44,31;39,44;794475;87,53;13,26;2,16;3513;"Distributie van elektriciteit en gasvormige brandstoffen";41,11;3,32
NA;" Electricity, gas, steam and air conditioning supply ";NA;NA;NA;NA;NA;NA;3530;NA;NA;NA
"Limburg";" Employment activities ";30,97;72,36;5604288;38,83;12,67;1,04;78203;"Banenpools (werkgelegenheidsprojecten)";34,98;0,01
"Limburg";" Employment activities ";30,97;72,36;5604288;38,83;12,67;1,04;7830;"Payrolling (personeelsbeheer)";33,33;0,64
"Limburg";" Employment activities ";30,97;72,36;5604288;38,83;12,67;1,04;78201;"Uitzendbureaus";34,54;0,83
"Limburg";" Employment activities ";30,97;72,36;5604288;38,83;12,67;1,04;78202;"Uitleenbureaus";37,26;1,16
"Limburg";" Employment activities ";30,97;72,36;5604288;38,83;12,67;1,04;7810;"Arbeidsbemiddeling";36,14;1,18
"Noord-Brabant";" Employment activities ";39,43;72,36;5604288;38,83;12,67;0,93;7810;"Arbeidsbemiddeling";43,68;1,18
"Noord-Brabant";" Employment activities ";39,43;72,36;5604288;38,83;12,67;0,93;78202;"Uitleenbureaus";43,1;0,68
"Noord-Brabant";" Employment activities ";39,43;72,36;5604288;38,83;12,67;0,93;78201;"Uitzendbureaus";40,59;0,81
"Noord-Brabant";" Employment activities ";39,43;72,36;5604288;38,83;12,67;0,93;78203;"Banenpools (werkgelegenheidsprojecten)";44,29;2,15
"Noord-Brabant";" Employment activities ";39,43;72,36;5604288;38,83;12,67;0,93;7830;"Payrolling (personeelsbeheer)";40,07;0,7
"Zeeland";" Employment activities ";28,51;72,36;5604288;38,83;12,67;0,68;78201;"Uitzendbureaus";29,86;0,77
"Zeeland";" Employment activities ";28,51;72,36;5604288;38,83;12,67;0,68;78203;"Banenpools (werkgelegenheidsprojecten)";29,58;0
"Zeeland";" Employment activities ";28,51;72,36;5604288;38,83;12,67;0,68;78202;"Uitleenbureaus";30,12;0,77
"Zeeland";" Employment activities ";28,51;72,36;5604288;38,83;12,67;0,68;7830;"Payrolling (personeelsbeheer)";28,28;0,74
"Zeeland";" Employment activities ";28,51;72,36;5604288;38,83;12,67;0,68;7810;"Arbeidsbemiddeling";23,12;0,56
"Limburg";" Extraction of crude petroleum and natural gas ";37,78;49,79;137839;136,8;13,92;0,02;620;"Winning van aardgas";36,5;0
"Limburg";" Extraction of crude petroleum and natural gas ";37,78;49,79;137839;136,8;13,92;0,02;610;"Winning van aardolie";31,68;0,17
"Noord-Brabant";" Extraction of crude petroleum and natural gas ";41,79;49,79;137839;136,8;13,92;0;620;"Winning van aardgas";42;0
"Noord-Brabant";" Extraction of crude petroleum and natural gas ";41,79;49,79;137839;136,8;13,92;0;610;"Winning van aardolie";37,22;0
"Zeeland";" Extraction of crude petroleum and natural gas ";36,73;49,79;137839;136,8;13,92;0;610;"Winning van aardolie";26,92;0
"Zeeland";" Extraction of crude petroleum and natural gas ";36,73;49,79;137839;136,8;13,92;0;620;"Winning van aardgas";31,61;0
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64923;"Participatiemaatschappijen";33,27;0,81
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64193;"Spaarbanken";32,49;0,07
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;6411;"Centrale banken";31,94;0
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64192;"Effectenkredietinstellingen";32,35;0
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64302;"Beleggingsinstellingen in vaste activa";29,62;0
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;6499;"Overige financiële intermediatie";33,02;0,38
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;6491;"Financiële lease";31,31;0,41
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64191;"Coöperatief georganiseerde banken";34,74;0,9
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64924;"Wisselmakelaars en overige kredietverstrekking";35,14;0,01
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64922;"Volkskredietbanken, commerciële financieringsmaatschappijen";31,92;0,3
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64921;"Hypotheekbanken en bouwfondsen";36,33;1,98
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64301;"Beleggingsinstellingen in financiële activa";31,85;0,2
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;6420;"Financiële holdings";30,79;0,02
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64194;"Algemene banken";31,23;0,26
"Limburg";" Financial service activities, except insurance and pension funding ";25,27;91,46;NA;NA;NA;0,47;64303;"Beleggingsinstellingen met beperkte toetreding";31,15;0
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64302;"Beleggingsinstellingen in vaste activa";39,57;0,48
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;6411;"Centrale banken";38,22;0,02
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;6499;"Overige financiële intermediatie";41,43;0,17
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64193;"Spaarbanken";41,36;0,15
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;6491;"Financiële lease";38,39;0
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64921;"Hypotheekbanken en bouwfondsen";42,75;0,01
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64192;"Effectenkredietinstellingen";38,96;0,11
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64922;"Volkskredietbanken, commerciële financieringsmaatschappijen";39,24;0,23
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64924;"Wisselmakelaars en overige kredietverstrekking";53,88;5,4
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;6420;"Financiële holdings";37,54;0,21
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64194;"Algemene banken";39,38;0,58
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64301;"Beleggingsinstellingen in financiële activa";37,41;0
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64923;"Participatiemaatschappijen";38,24;0,72
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64191;"Coöperatief georganiseerde banken";45,82;1,26
"Noord-Brabant";" Financial service activities, except insurance and pension funding ";35,66;91,46;NA;NA;NA;0,74;64303;"Beleggingsinstellingen met beperkte toetreding";37,57;0,18
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;6420;"Financiële holdings";28,69;0,63
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64924;"Wisselmakelaars en overige kredietverstrekking";28,4;0,03
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;6411;"Centrale banken";27,16;0,07
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64302;"Beleggingsinstellingen in vaste activa";24,37;0
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64191;"Coöperatief georganiseerde banken";29,59;0,97
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;6491;"Financiële lease";29,97;1,18
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64194;"Algemene banken";26,66;0,26
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64193;"Spaarbanken";27,4;0,14
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64301;"Beleggingsinstellingen in financiële activa";27,39;0,05
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;6499;"Overige financiële intermediatie";26,75;0,11
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64922;"Volkskredietbanken, commerciële financieringsmaatschappijen";26,73;0
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64923;"Participatiemaatschappijen";26,51;0,48
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64192;"Effectenkredietinstellingen";27,46;0,11
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64303;"Beleggingsinstellingen met beperkte toetreding";28,42;0,49
"Zeeland";" Financial service activities, except insurance and pension funding ";25,9;91,46;NA;NA;NA;0,5;64921;"Hypotheekbanken en bouwfondsen";28,71;0
"Limburg";" Fishing and aquaculture ";39,55;33,09;NA;NA;NA;0,12;321;"Kweken van zeevis en -schaaldieren";38,13;0,26
"Limburg";" Fishing and aquaculture ";39,55;33,09;NA;NA;NA;0,12;311;"Zee- en kustvisserij";36,63;0
"Limburg";" Fishing and aquaculture ";39,55;33,09;NA;NA;NA;0,12;312;"Binnenvisserij";36,48;0,21
"Limburg";" Fishing and aquaculture ";39,55;33,09;NA;NA;NA;0,12;322;"Kweken van zoetwatervis en -schaaldieren";38,3;0,63
"Noord-Brabant";" Fishing and aquaculture ";45,34;33,09;NA;NA;NA;0,19;312;"Binnenvisserij";41,93;0,25
"Noord-Brabant";" Fishing and aquaculture ";45,34;33,09;NA;NA;NA;0,19;322;"Kweken van zoetwatervis en -schaaldieren";44,27;0,61
"Noord-Brabant";" Fishing and aquaculture ";45,34;33,09;NA;NA;NA;0,19;321;"Kweken van zeevis en -schaaldieren";43,88;0,33
"Noord-Brabant";" Fishing and aquaculture ";45,34;33,09;NA;NA;NA;0,19;311;"Zee- en kustvisserij";42,67;0,09
"Zeeland";" Fishing and aquaculture ";45,8;33,09;NA;NA;NA;12,48;322;"Kweken van zoetwatervis en -schaaldieren";45,18;27,8
"Zeeland";" Fishing and aquaculture ";45,8;33,09;NA;NA;NA;12,48;312;"Binnenvisserij";42,88;7,08
"Zeeland";" Fishing and aquaculture ";45,8;33,09;NA;NA;NA;12,48;321;"Kweken van zeevis en -schaaldieren";45,2;33,29
"Zeeland";" Fishing and aquaculture ";45,8;33,09;NA;NA;NA;12,48;311;"Zee- en kustvisserij";40,42;9,44
"Limburg";" Food and beverage service activities ";37,8;55,47;NA;NA;NA;1,09;56101;"Restaurants";35,96;0,97
"Limburg";" Food and beverage service activities ";37,8;55,47;NA;NA;NA;1,09;5630;"Cafés";41,99;1,46
"Limburg";" Food and beverage service activities ";37,8;55,47;NA;NA;NA;1,09;56102;"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.";43,39;1,2
"Limburg";" Food and beverage service activities ";37,8;55,47;NA;NA;NA;1,09;5629;"Kantines en contractcatering";30,93;0,29
"Limburg";" Food and beverage service activities ";37,8;55,47;NA;NA;NA;1,09;5621;"Eventcatering";33,18;0,84
"Noord-Brabant";" Food and beverage service activities ";41,14;55,47;NA;NA;NA;1,03;5629;"Kantines en contractcatering";41,43;0,95
"Noord-Brabant";" Food and beverage service activities ";41,14;55,47;NA;NA;NA;1,03;5621;"Eventcatering";40,67;0,96
"Noord-Brabant";" Food and beverage service activities ";41,14;55,47;NA;NA;NA;1,03;5630;"Cafés";46,32;1,22
"Noord-Brabant";" Food and beverage service activities ";41,14;55,47;NA;NA;NA;1,03;56102;"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.";44,95;1,05
"Noord-Brabant";" Food and beverage service activities ";41,14;55,47;NA;NA;NA;1,03;56101;"Restaurants";42,76;0,96
"Zeeland";" Food and beverage service activities ";40,83;55,47;NA;NA;NA;1,39;5630;"Cafés";39,25;1,72
"Zeeland";" Food and beverage service activities ";40,83;55,47;NA;NA;NA;1,39;56101;"Restaurants";38,45;1,4
"Zeeland";" Food and beverage service activities ";40,83;55,47;NA;NA;NA;1,39;5621;"Eventcatering";26,97;0,8
"Zeeland";" Food and beverage service activities ";40,83;55,47;NA;NA;NA;1,39;56102;"Fastfoodrestaurants, cafetaria's, ijssalons, eetkramen e.d.";40,78;1,3
"Zeeland";" Food and beverage service activities ";40,83;55,47;NA;NA;NA;1,39;5629;"Kantines en contractcatering";28,68;1,05
"Limburg";" Forestry and logging ";36,39;30,94;NA;NA;NA;1,03;210;"Bosbouw";38,56;1,17
"Limburg";" Forestry and logging ";36,39;30,94;NA;NA;NA;1,03;220;"Exploitatie van bossen";33,72;0,29
"Limburg";" Forestry and logging ";36,39;30,94;NA;NA;NA;1,03;240;"Dienstverlening voor de bosbouw";38,04;0,82
"Noord-Brabant";" Forestry and logging ";51,97;30,94;NA;NA;NA;0,95;210;"Bosbouw";47,76;0,8
"Noord-Brabant";" Forestry and logging ";51,97;30,94;NA;NA;NA;0,95;220;"Exploitatie van bossen";43,45;0,44
"Noord-Brabant";" Forestry and logging ";51,97;30,94;NA;NA;NA;0,95;240;"Dienstverlening voor de bosbouw";53,55;2,59
"Zeeland";" Forestry and logging ";38,89;30,94;NA;NA;NA;0,32;220;"Exploitatie van bossen";27,9;0,28
"Zeeland";" Forestry and logging ";38,89;30,94;NA;NA;NA;0,32;210;"Bosbouw";30,89;0,25
"Zeeland";" Forestry and logging ";38,89;30,94;NA;NA;NA;0,32;240;"Dienstverlening voor de bosbouw";31,54;0,89
"Limburg";" Gambling and betting activities ";39,94;60,82;2097591;27,8;12,34;1,92;92009;"Exploitatie van amusements- en speelautomaten";40,5;1,61
"Limburg";" Gambling and betting activities ";39,94;60,82;2097591;27,8;12,34;1,92;92001;"Loterijen en kansspelen (geen amusementsautomaten)";41,77;2,16
"Noord-Brabant";" Gambling and betting activities ";41,46;60,82;2097591;27,8;12,34;0,96;92001;"Loterijen en kansspelen (geen amusementsautomaten)";43,09;0,96
"Noord-Brabant";" Gambling and betting activities ";41,46;60,82;2097591;27,8;12,34;0,96;92009;"Exploitatie van amusements- en speelautomaten";41,73;0,96
"Zeeland";" Gambling and betting activities ";32,75;60,82;2097591;27,8;12,34;0,61;92009;"Exploitatie van amusements- en speelautomaten";33,6;1,38
"Zeeland";" Gambling and betting activities ";32,75;60,82;2097591;27,8;12,34;0,61;92001;"Loterijen en kansspelen (geen amusementsautomaten)";26,29;0
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86919;"Overige paramedische praktijken (geen fysiotherapie, psych.)";41,87;1,25
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86232;"Praktijken van tandheelkundig specialisten";37,84;1,1
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86913;"Praktijken van psychotherapeuten, psychologen en pedagogen";34,52;0,81
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86924;"Medische laboratoria, trombodediensten en overig behandeling";34,73;0,76
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86222;"Praktijken van psychiaters en psych. dagbehandelcentra";37,73;1,02
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86921;"Gezondheidscentra";31,72;0,35
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86101;"Universitair medische centra";36,2;1,36
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86221;"Praktijken van med. specialisten en med. dagbehandelcentra";32,83;0,45
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86231;"Praktijken van tandartsen";32,3;0,95
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86922;"Arbobegeleiding en reïntegratie";37,14;0,82
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86102;"Algemene ziekenhuizen";39,49;1,01
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86923;"Preventieve gezondheidszorg (geen arbobegeleiding)";34,01;0,67
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86925;"Ambulancediensten en centrale posten";34,41;0,74
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86911;"Praktijken van verloskundigen";32,94;0,64
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86929;"Samenwerkingsorganen op het gebied van gezondheidszorg";37,8;1,55
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86104;"Geestelijke gezondheids- en verslavingszorg met overnachting";41,58;1,79
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86912;"Praktijken van fysiotherapeuten";41,96;1,2
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;8621;"Praktijken van huisartsen";40,82;1,12
"Limburg";" Human health activities ";35,54;52,98;12496618;56,44;14,45;1,05;86103;"Categorale ziekenhuizen";30,89;0,6
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86921;"Gezondheidscentra";46,53;1,83
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86103;"Categorale ziekenhuizen";37,27;0,39
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86913;"Praktijken van psychotherapeuten, psychologen en pedagogen";44,45;0,91
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86232;"Praktijken van tandheelkundig specialisten";45,34;0,97
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86101;"Universitair medische centra";39,46;0
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;8621;"Praktijken van huisartsen";44,76;0,92
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86911;"Praktijken van verloskundigen";46,56;1,43
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86924;"Medische laboratoria, trombodediensten en overig behandeling";42,34;1,3
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86102;"Algemene ziekenhuizen";52,22;1,15
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86912;"Praktijken van fysiotherapeuten";46,74;0,96
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86104;"Geestelijke gezondheids- en verslavingszorg met overnachting";46,35;0,72
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86231;"Praktijken van tandartsen";37,88;0,91
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86221;"Praktijken van med. specialisten en med. dagbehandelcentra";43,45;0,9
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86222;"Praktijken van psychiaters en psych. dagbehandelcentra";43,1;0,42
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86922;"Arbobegeleiding en reïntegratie";50,05;1,48
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86929;"Samenwerkingsorganen op het gebied van gezondheidszorg";43,57;0,84
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86925;"Ambulancediensten en centrale posten";43,17;0,6
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86919;"Overige paramedische praktijken (geen fysiotherapie, psych.)";46,06;0,89
"Noord-Brabant";" Human health activities ";41,13;52,98;12496618;56,44;14,45;0,91;86923;"Preventieve gezondheidszorg (geen arbobegeleiding)";49,86;1,7
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86101;"Universitair medische centra";28,1;0,02
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86912;"Praktijken van fysiotherapeuten";34,36;1,1
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86231;"Praktijken van tandartsen";25,01;0,89
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86913;"Praktijken van psychotherapeuten, psychologen en pedagogen";26,24;0,63
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86923;"Preventieve gezondheidszorg (geen arbobegeleiding)";25,99;0,64
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86104;"Geestelijke gezondheids- en verslavingszorg met overnachting";31,89;0,95
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86232;"Praktijken van tandheelkundig specialisten";36,86;1,62
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86911;"Praktijken van verloskundigen";26,98;0,48
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86221;"Praktijken van med. specialisten en med. dagbehandelcentra";35,44;1,26
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;8621;"Praktijken van huisartsen";39,54;1,27
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86929;"Samenwerkingsorganen op het gebied van gezondheidszorg";31,48;1,23
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86924;"Medische laboratoria, trombodediensten en overig behandeling";26,89;0,06
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86222;"Praktijken van psychiaters en psych. dagbehandelcentra";33,5;0,7
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86103;"Categorale ziekenhuizen";22,87;0,01
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86102;"Algemene ziekenhuizen";35,16;1,07
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86925;"Ambulancediensten en centrale posten";27,9;0,58
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86921;"Gezondheidscentra";25,02;0,16
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86922;"Arbobegeleiding en reïntegratie";39,82;1,97
"Zeeland";" Human health activities ";33,07;52,98;12496618;56,44;14,45;0,87;86919;"Overige paramedische praktijken (geen fysiotherapie, psych.)";34,48;1,09
"Limburg";" Information service activities ";29,19;75,79;774939;111,3;14,43;0,67;6399;"Overige dienstverlenende activiteiten op het gebied van info";37,59;1,98
"Limburg";" Information service activities ";29,19;75,79;774939;111,3;14,43;0,67;6312;"Webportals";29,86;0,28
"Limburg";" Information service activities ";29,19;75,79;774939;111,3;14,43;0,67;6311;"Gegevensverwerking, webhosting en aanverwante activiteiten";34,04;0,8
"Limburg";" Information service activities ";29,19;75,79;774939;111,3;14,43;0,67;6391;"Persagentschappen";30,76;0,61
"Noord-Brabant";" Information service activities ";35,3;75,79;774939;111,3;14,43;0,59;6399;"Overige dienstverlenende activiteiten op het gebied van info";43,13;0,55
"Noord-Brabant";" Information service activities ";35,3;75,79;774939;111,3;14,43;0,59;6391;"Persagentschappen";35,97;0,49
"Noord-Brabant";" Information service activities ";35,3;75,79;774939;111,3;14,43;0,59;6312;"Webportals";37,33;0,52
"Noord-Brabant";" Information service activities ";35,3;75,79;774939;111,3;14,43;0,59;6311;"Gegevensverwerking, webhosting en aanverwante activiteiten";41,84;0,67
"Zeeland";" Information service activities ";25,72;75,79;774939;111,3;14,43;0,5;6391;"Persagentschappen";26,68;0,72
"Zeeland";" Information service activities ";25,72;75,79;774939;111,3;14,43;0,5;6311;"Gegevensverwerking, webhosting en aanverwante activiteiten";27,5;0,71
"Zeeland";" Information service activities ";25,72;75,79;774939;111,3;14,43;0,5;6312;"Webportals";23,64;0,19
"Zeeland";" Information service activities ";25,72;75,79;774939;111,3;14,43;0,5;6399;"Overige dienstverlenende activiteiten op het gebied van info";29,43;0,36
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65122;"Zorgverzekeringen";37,52;1,06
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65113;"Spaarkassen";38,14;0
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65301;"Bedrijfstakpensioenfondsen";44,4;6,66
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;6520;"Herverzekering";32,39;0,06
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65112;"Naturaverzekeringen";32;0,03
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65302;"Ondernemingspensioenfondsen en -spaarfondsen";31,62;0
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65111;"Levensverzekeringen (geen herverzekering)";30,82;0,4
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65121;"Schadeverzek. (geen zorg)";31,8;0,06
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65309;"Overige pensioenfondsen";31,77;0,37
"Limburg";" Insurance, reinsurance and pension funding, except compulsory social security ";29,78;80,88;NA;NA;NA;0,96;65303;"Beroepspensioenfondsen";34,05;0
"Noord-Brabant";" Insurance, reinsurance and pension funding, except compulsory social security ";39,75;80,88;NA;NA;NA;0,65;65122;"Zorgverzekeringen";51,72;2,97
"Noord-Brabant";" Insurance, reinsurance and pension funding, except compulsory social security ";39,75;80,88;NA;NA;NA;0,65;65302;"Ondernemingspensioenfondsen en -spaarfondsen";39,98;0,02
