"Province";"Industry";"Relatedness.Density";"Complexity";"Employment..US.";"Wage..US.";"Education..US.";"RCA";"sbi08";"omschr";"Relatedness.Density..5d.";"RCA..5d."
"NL4";" Retail trade, except of motor vehicles and motorcycles ";60,8;20,66;14177874;24,39;12,88;1,03;47293;"Winkels in buitenlandse voedingsmiddelen";43,87;0,85
"NL4";" Retail trade, except of motor vehicles and motorcycles ";60,8;20,66;14177874;24,39;12,88;1,03;47761;"Winkels in bloemen en planten, zaden en tuinbenodigdheden";55,79;1,03
"NL4";" Retail trade, except of motor vehicles and motorcycles ";60,8;20,66;14177874;24,39;12,88;1,03;47914;"Detailhandel via internet in kleding en mode-artikelen";48,01;0,92
"NL4";" Retail trade, except of motor vehicles and motorcycles ";60,8;20,66;14177874;24,39;12,88;1,03;47919;"Detailhandel via internet in algemeen assortiment non-food";51,64;1,23
"NL4";" Retail trade, except of motor vehicles and motorcycles ";60,8;20,66;14177874;24,39;12,88;1,03;47524;"Winkels in tegels";54,79;1,45
"NL4";" Retail trade, except of motor vehicles and motorcycles ";60,8;20,66;14177874;24,39;12,88;1,03;47525;"Winkels in keukens";58,31;1,32
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72191;"Speur- en ontwikkelingswerk, landbouw en visserij";49,76;0,28
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72192;"Technisch speur- en ontwikkelingswerk";53,02;1,57
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72193;"Speur- en ontwikkelingswerk op het gebied van gezondheid";42,62;0,67
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72112;"Biotechnologisch speur- en ontwikkelingswerk (med. prod.)";41,95;0,38
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72111;"Biotechnologisch speur- en ontwikkelingswerk (agra. prod.)";51,29;0,7
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72199;"Overig natuurwetenschappelijk speur- en ontwikkelingswerk";41,83;0,23
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;7220;"Speur- en ontwikkelingswerk op het gebied v. de maatschappij";40,68;0,2
"NL4";" Scientific research and development ";41,57;74,24;670562;112,29;15,2;0,88;72113;"Biotechnologisch speur- en ontwikkelingswerk overig";49,21;0,5
"NL4";" Security and investigation activities ";39,42;69,03;1485766;34,36;13,63;0,89;8020;"Beveiliging via beveiligingssystemen";51,17;1,38
"NL4";" Security and investigation activities ";39,42;69,03;1485766;34,36;13,63;0,89;8010;"Particuliere beveiliging";43,11;0,82
"NL4";" Security and investigation activities ";39,42;69,03;1485766;34,36;13,63;0,89;8030;"Opsporing";50,92;1,69
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;8130;"Landschapsverzorging";55,25;1,02
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;81229;"Overige gespecialiseerde reiniging";47,11;0,59
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;81221;"Glazenwassen";53,52;1,28
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;8121;"Interieurreiniging van gebouwen";46,66;0,86
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;8129;"Overige reiniging";54,08;1,37
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;81222;"Schoorsteenvegen";56,49;1,45
"NL4";" Services to buildings and landscape activities ";52,08;30,16;4359830;42,56;11,91;0,93;8110;"Facility management";51,81;1,01
"NL4";" Sewerage ";43,59;67,51;224870;56,07;12,67;0,67;3700;"Afvalwaterinzameling en -behandeling";46,4;0,67
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;8891;"Kinderopvang";41,77;0,86
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88999;"Overig maatschappelijk advies, gemeenschapshuizen";52,94;1,23
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88101;"Thuiszorg";58,75;1,14
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88991;"Ambulante jeugdzorg";44,15;0,74
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88992;"Maatschappelijk werk";49,72;0,77
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88103;"Ondersteuning en begeleiding van gehandicapten";50,85;1
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88102;"Welzijnswerk voor ouderen";48,75;0,79
"NL4";" Social work activities without accommodation ";60,08;11,95;4353488;29,92;14,11;0,98;88993;"Lokaal welzijnswerk";42,58;0,77
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;43993;"Metselen en voegen";56,61;1,36
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4311;"Slopen van bouwwerken";41,58;0,68
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;43221;"Loodgieters- en fitterswerk; installatie van sanitair";54,04;1
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4333;"Afwerking van vloeren en wanden";57,22;1,2
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;43992;"Vlechten van betonstaal";49,5;0,82
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;43991;"Heien en andere funderingswerkzaamheden";45,53;0,61
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4332;"Bouwtimmeren";49,25;0,95
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4321;"Elektrotechnische bouwinstallatie";58,05;1,11
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;43999;"Overige gespecialiseerde werkzaamheden in de bouw (rest)";50,15;0,91
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4313;"Proefboren";55,79;1,85
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;43222;"Installatie van verwarmings- en luchtbehandelingsapparatuur";49,86;0,93
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4391;"Dakdekken en bouwen van dakconstructies";60,05;1,33
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4329;"Overige bouwinstallatie";53,83;1,24
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4312;"Grondverzet";55,36;1,1
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4339;"Overige afwerking van gebouwen";58,65;1,34
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4331;"Stukadoren";55,11;1,29
"NL4";" Specialised construction activities ";56,73;14,9;6735927;49,98;11,91;1,05;4334;"Schilderen en glaszetten";54,42;0,97
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93196;"Overkoepelende organen en samenwerkings- en adviesorganen";44,51;0,24
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93128;"Wintersport";46,49;0,05
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93142;"Zaalsport in teamverband";52,78;1,31
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93141;"Individuele zaalsport";45,11;0,19
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93124;"Tennis";47,66;1,03
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93145;"Denksport";43,59;0,43
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93123;"Atletiek";49,92;1,23
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93129;"Overige buitensport";51,51;0,52
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93194;"Supportersverenigingen (sport)";58,46;4,32
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93195;"Organiseren van sportevenementen";46,27;0,83
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93143;"Kracht- en vechtsport";44,47;0,47
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93144;"Bowlen, kegelen, biljarten e.d.";53,21;1,44
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93113;"Sportvelden";41,04;0,57
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93146;"Sportscholen";46,09;0,78
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93149;"Overige binnensport en omnisport";51,1;1,1
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93151;"Zwem- en onderwatersport";46,61;0,72
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93152;"Roei-, kano-, zeil- en surfsport e.d.";41,39;0,17
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93191;"Beroepssportlieden";52;1,57
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93192;"Hengelsport";51,87;1,09
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93127;"Auto- en motorsport";52,86;1,45
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93193;"Verzorgen van vistochten";52,79;1,73
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93211;"Pret- en themaparken";60,98;2,29
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93119;"Overige sportaccommodaties";46,41;0,97
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93111;"Zwembaden";51,98;0,9
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93112;"Sporthallen, sportzalen en gymzalen";55,91;1,25
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;9313;"Fitnesscentra";52,19;1,04
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93121;"Veldvoetbal";49,98;0,91
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93122;"Veldsport in teamverband (geen voetbal)";43,51;0,57
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93126;"Wielersport";42,61;0,44
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93125;"Paardensport en maneges";57,83;1,13
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93291;"Jachthavens";49,8;0,66
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93199;"Overige sportactiviteiten (rest)";48,53;0,97
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93212;"Kermisattracties";55,03;1,33
"NL4";" Sports activities and amusement and recreation activities ";51,1;42,11;2298390;34,53;13,24;1,08;93299;"Overige recreatie (rest, geen jachthavens)";46,13;0,98
"NL4";" Telecommunications ";36,34;84,17;1588608;67,07;13,81;0,59;6110;"Draadgebonden telecommunicatie";45,27;0,75
"NL4";" Telecommunications ";36,34;84,17;1588608;67,07;13,81;0,59;6190;"Overige telecommunicatie";42,23;0,41
"NL4";" Telecommunications ";36,34;84,17;1588608;67,07;13,81;0,59;6130;"Telecommunicatie via satelliet";46,88;0,12
"NL4";" Telecommunications ";36,34;84,17;1588608;67,07;13,81;0,59;6120;"Draadloze telecommunicatie";44,25;0,44
"NL4";" Travel agency, tour operator and other reservation service and related activities ";35,33;84,86;NA;NA;NA;0,62;7912;"Reisorganisatie";40,96;0,63
"NL4";" Travel agency, tour operator and other reservation service and related activities ";35,33;84,86;NA;NA;NA;0,62;7990;"Informatieverstrekking op het gebied van toerisme";43,7;0,6
"NL4";" Travel agency, tour operator and other reservation service and related activities ";35,33;84,86;NA;NA;NA;0,62;7911;"Reisbemiddeling";42,37;0,63
"NL4";" Veterinary activities ";59,93;13,6;NA;NA;NA;0,96;7500;"Veterinaire dienstverlening";55,38;0,95
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;5223;"Dienstverlening voor de luchtvaart";44,89;0,63
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;5222;"Dienstverlening voor vervoer over water";49,71;0,66
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52291;"Expediteurs, cargadoors, bevrachters, andere tussenpersonen";54,91;1,6
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;5221;"Dienstverlening voor vervoer over land";52;1,09
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52109;"Opslag in distributiecentra, overige opslag (niet in tanks)";57,41;1,89
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52292;"Weging en meting";46,48;0,3
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52101;"Opslag in tanks";48,49;0,54
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52102;"Opslag in koelhuizen e.d.";51,21;1,09
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52241;"Laad-, los- en overslagactiviteiten voor zeevaart";45,39;0,3
"NL4";" Warehousing and support activities for transportation ";51,02;53,97;1695709;41,92;12,5;1,31;52242;"Laad-, los- en overslagactiviteiten niet voor zeevaart";51,23;1,07
"NL4";" Waste collection, treatment and disposal activities; materials recovery ";54,74;25,86;478968;55,91;12,35;1;3832;"Gesorteerd materiaal voorbereiden tot recycling";54,45;1,24
"NL4";" Waste collection, treatment and disposal activities; materials recovery ";54,74;25,86;478968;55,91;12,35;1;3812;"Inzameling van schadelijk afval";41,41;0,28
"NL4";" Waste collection, treatment and disposal activities; materials recovery ";54,74;25,86;478968;55,91;12,35;1;3821;"Behandeling van onschadelijk afval";51,96;0,92
"NL4";" Waste collection, treatment and disposal activities; materials recovery ";54,74;25,86;478968;55,91;12,35;1;3822;"Behandeling van schadelijk afval";53,04;1,72
"NL4";" Waste collection, treatment and disposal activities; materials recovery ";54,74;25,86;478968;55,91;12,35;1;3811;"Inzameling van onschadelijk afval";48,08;0,89
"NL4";" Waste collection, treatment and disposal activities; materials recovery ";54,74;25,86;478968;55,91;12,35;1;3831;"Sloop van schepen, witgoed, computers e.d.";58,8;3,84
"NL4";" Water collection, treatment and supply ";50,22;41,17;42623;58,28;12,94;0,92;3600;"Winning en distributie van water";51,21;0,92
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45194;"Handel in en reparatie van caravans";55;0,95
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45201;"Auto-onderdelenservicebedrijven";54,22;1,16
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45193;"Handel in en reparatie van aanhangwagens en opleggers";50,23;0,85
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45203;"Reparatie van specifieke auto-onderdelen";54,53;1,24
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45204;"Carrosserieherstel";61,05;1,19
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45205;"Overige gespecialiseerde reparatie en slepen van auto's";58,56;1,14
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45202;"Bandenservicebedrijven";57,71;1,17
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45111;"Import van nieuwe personenauto's en lichte bedrijfsauto's";45,21;1,03
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45112;"Handel in en reparatie van personenauto's en bedrijfsauto's";58,71;1,1
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45191;"Import van nieuwe bedrijfsauto's";59,21;2,66
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45192;"Handel in en reparatie van zwaardere bedrijfsauto's";56,38;1,16
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45311;"Groothandel en handelsbemiddeling in auto-onderdelen, -acc.";58,08;1,35
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45312;"Groothandel en handelsbemiddeling in banden";59,25;1,44
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;4532;"Detailhandel in auto-onderdelen en -accessoires";52,94;1,08
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45402;"Detailhandel in en reparatie van motorfietsen, onderdelen";54,73;1,01
"NL4";" Wholesale and retail trade and repair of motor vehicles and motorcycles ";61,48;7,19;6005556;38,82;12,77;1,15;45401;"Groothandel , handelsbemiddeling in motorfietsen, onderdelen";48,64;1,03
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46694;"Groothandel in appendages, technische toebehoren e.d.";47,14;0,84
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46695;"Groothandel in meet- en regelapparaten";48,08;0,94
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46496;"Groothandel in sportartikelen (geen watersport)";43,71;0,77
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46497;"Groothandel in papier- en kartonwaren (geen verpakkingsmat.)";47,6;0,8
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4612;"Handelsbemiddeling in brandstoffen, ertsen, metalen e.d.";53,36;1,92
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46498;"Groothandel in boeken, tijdschriften en overig drukwerk";46,4;0,87
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46499;"Groothandel in overige consumentenartikelen (non-food) n.e.g";57,12;1,4
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4663;"Groothandel in machines voor de bouw";50,47;1,13
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4664;"Groothandel in machines voor de textielindustrie";55,77;1,97
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4665;"Groothandel in bedrijfsmeubels";55,11;1,24
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4666;"Groothandel in kantoormachines (geen computers)";56,16;2,11
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46495;"Groothandel in muziekinstrumenten";46,61;0,7
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4611;"Handelsbemiddeling in landbouwproducten, levende dieren";54,12;1,24
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4639;"Groothandel in voedings- en genotmiddelen algemeen ass.";55,32;1,38
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4645;"Groothandel in parfums en cosmetica";44,64;0,88
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4648;"Groothandel in juweliersartikelen en uurwerken";42,72;0,59
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4651;"Groothandel in computers, randapparatuur en software";43,56;0,75
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4652;"Groothandel in elektronische en telecommunicatieapparatuur";50,35;1,11
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4661;"Groothandel in landbouwmachines, werktuigen en tractoren";52,95;1
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4662;"Groothandel in gereedschapswerktuigen";50,84;0,99
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46472;"Groothandel in woningtextiel en vloerbedekking";55,02;1,46
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46473;"Groothandel in verlichtingsartikelen";57,05;1,47
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46491;"Groothandel in fietsen en bromfietsen";47,07;0,55
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46492;"Groothandel in watersportartikelen";51,03;0,87
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46493;"Groothandel in kampeerartikelen (geen caravans)";53,46;1,35
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46494;"Groothandel in speelgoed";46,97;0,67
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46901;"Niet-gespecialiseerde groothandel in consumentenartikelen";54,51;1,12
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46902;"Niet-gespecialiseerde groothandel in niet-consumentenartikel";54,11;1,21
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4613;"Handelsbemiddeling in hout, vlakglas, sanitair en bouwmat.";55,81;1,36
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4614;"Handelsbemiddeling in machines, technische benodigdheden";49,77;1,04
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4615;"Handelsbemiddeling in meubels, huishoudelijke artikelen";53,85;1,14
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4616;"Handelsbemiddeling in textiel, kleding, schoeisel en lederw.";47,21;1,07
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4617;"Handelsbemiddeling in voedings- en genotmiddelen";52,61;1,04
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4618;"Handelsbemiddeling gespecialiseerd in overige goederen";52,25;1,06
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4619;"Niet-gespecialiseerde handelsbemiddeling";52,78;1,19
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4622;"Groothandel in bloemen en planten";42,55;0,42
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4632;"Groothandel in vlees en vleeswaren en in wild en gevogelte";49,99;0,85
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4634;"Groothandel in dranken (geen zuivel)";46,43;1,02
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4635;"Groothandel in tabaksproducten en rokersbenodigdheden";53,06;1,5
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4636;"Groothandel in suiker, chocolade en suikerwerk";55,9;1,87
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;4637;"Groothandel in koffie, thee, cacao en specerijen (geen ruwe)";44,04;0,35
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46411;"Groothandel in kledingstoffen en fournituren";48,48;0,82
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46412;"Groothandel in huishoudtextiel en beddengoed";56,89;1,83
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46421;"Groothandel in bovenkleding";43,01;0,71
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46422;"Groothandel in werkkleding";54,41;1,23
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46423;"Groothandel in onderkleding";58,23;2,52
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46424;"Groothandel in schoenen";50,53;1,36
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46425;"Groothandel in mode-artikelen";46,88;0,7
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46429;"Groothandel in textielwaren algemeen assortiment";55,1;1,34
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46431;"Groothandel in witgoed";48,55;0,88
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46432;"Groothandel in elektrische huishoudelijke apparatuur";49,44;1,09
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46433;"Groothandel in audio- en video-apparatuur";53,28;1,45
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46434;"Groothandel in fotografische artikelen";45,47;0,67
"NL4";" Wholesale trade, except of motor vehicles and motorcycles ";46,08;55,37;5966747;67,85;13,25;1,06;46435;"Groothandel in beeld- en geluidsdragers";43,26;0,57
