"reg","tech","rca","countpub","reldens","comp","count","dutch.reg"
"NL32","IT methods for management",0.25,1,35.93,55.98,27,"west"
"NL32","Machine tools",0,0,50.61,1.93,43,"west"
"NL32","Macromolecular chemistry, polymers",0.89,73,73.63,4.28,59,"west"
"NL32","Materials, metallurgy",0.23,216,46.79,19.33,87,"west"
"NL32","Measurement",1.3,357,48.6,54.84,139,"west"
"NL32","Mechanical elements",0.67,165,35.48,14.17,57,"west"
"NL32","Medical technology",0,0,52.18,41.08,120,"west"
"NL32","Micro-structural and nano-technology",0.6,1555,47.34,42,14,"west"
"NL32","Optics",0.74,1471,39.59,45.39,34,"west"
"NL32","Organic fine chemistry",1.04,1,77.13,28.13,107,"west"
"NL32","Other consumer goods",1.76,8,45.8,23.01,52,"west"
"NL32","Other special machines",0,0,44.68,0,143,"west"
"NL32","Pharmaceuticals",2.38,29,82.97,40.46,170,"west"
"NL32","Semiconductors",0.55,68,43.88,55.41,16,"west"
"NL32","Surface technology, coating",0.37,75,45.09,3.88,88,"west"
"NL32","Telecommunications",0.46,369,34.44,97.24,29,"west"
"NL32","Textile and paper machines",0.45,21,56.68,5.66,14,"west"
"NL32","Thermal processes and apparatus",0.49,411,34.97,9.58,41,"west"
"NL32","Transport",1.02,374,27.84,23.23,107,"west"
"NL33","Analysis of biological materials",1.16,52,79.73,34.97,67,"west"
"NL33","Audio-visual technology",0.56,3,27.3,72.35,95,"west"
"NL33","Basic communication processes",1.19,483,35.38,82.4,19,"west"
"NL33","Basic materials chemistry",0,0,38.98,12.17,174,"west"
"NL33","Biotechnology",0.49,255,83.42,36.76,309,"west"
"NL33","Chemical engineering",0.54,1254,55.07,18.36,164,"west"
"NL33","Civil engineering",1.07,363,35.35,13.72,209,"west"
"NL33","Computer technology",1.12,29163,32.17,88.39,150,"west"
"NL33","Control",0.86,385,35.25,46.7,42,"west"
"NL33","Digital communication",0.6,18,17.74,100,130,"west"
"NL33","Electrical machinery, apparatus, energy",0,0,48.53,30.49,190,"west"
"NL33","Engines, pumps, turbines",0.36,34,53.36,25.2,75,"west"
"NL33","Environmental technology",1.13,7206,62.31,24.65,69,"west"
"NL33","Food chemistry",0,0,71.82,20.91,160,"west"
"NL33","Furniture, games",0,0,46.02,18.02,71,"west"
"NL33","Green technologies",0.75,463,38.49,27.17,397,"west"
"NL33","Handling",1.2,2,33.98,3.8,171,"west"
"NL33","IT methods for management",0.4,2,22.68,55.98,25,"west"
"NL33","Machine tools",0.16,3,45.98,1.93,29,"west"
"NL33","Macromolecular chemistry, polymers",0.94,98,59.93,4.28,57,"west"
"NL33","Materials, metallurgy",0.53,641,56.53,19.33,70,"west"
"NL33","Measurement",1.66,575,47.95,54.84,352,"west"
"NL33","Mechanical elements",1.06,334,41.1,14.17,96,"west"
"NL33","Medical technology",0,0,49.15,41.08,163,"west"
"NL33","Micro-structural and nano-technology",0.63,2065,62.59,42,14,"west"
"NL33","Optics",0.98,2472,40.68,45.39,92,"west"
"NL33","Organic fine chemistry",2.47,3,81.08,28.13,89,"west"
"NL33","Other consumer goods",1.73,10,38.1,23.01,57,"west"
"NL33","Other special machines",0,0,39.79,0,290,"west"
"NL33","Pharmaceuticals",1.81,28,63.08,40.46,233,"west"
"NL33","Semiconductors",0.58,92,47.28,55.41,77,"west"
"NL33","Surface technology, coating",0.54,138,46.71,3.88,71,"west"
"NL33","Telecommunications",0.9,916,36.99,97.24,78,"west"
"NL33","Textile and paper machines",0.45,27,46.84,5.66,33,"west"
"NL33","Thermal processes and apparatus",0.65,686,46.91,9.58,77,"west"
"NL33","Transport",1.58,736,41.72,23.23,245,"west"
"west","Analysis of biological materials",1.24901960784314,156,61.3062091503268,34.97,153,"west"
"west","Audio-visual technology",1.0042328042328,15,24.3624867724868,72.35,189,"west"
"west","Basic communication processes",1.22107142857143,1392,30.4353571428571,82.4,28,"west"
"west","Basic materials chemistry",0,0,44.4603878116343,12.17,361,"west"
"west","Biotechnology",0.613267045454545,857,78.2446732954545,36.76,704,"west"
"west","Chemical engineering",0.538766066838046,3582,49.516940874036,18.36,389,"west"
"west","Civil engineering",0.885039577836412,848,33.9405540897098,13.72,379,"west"
"west","Computer technology",1.14825737265416,82628,23.952600536193,88.39,373,"west"
"west","Control",0.53752,826,31.59808,46.7,125,"west"
"west","Digital communication",0.458369098712446,37,19.5417167381974,100,233,"west"
"west","Electrical machinery, apparatus, energy",0,0,38.8667524115756,30.49,311,"west"
"west","Engines, pumps, turbines",0.445208333333333,103,39.0117361111111,25.2,144,"west"
"west","Environmental technology",1.24934640522876,22142,54.4994117647059,24.65,153,"west"
"west","Food chemistry",0,0,72.5833985330073,20.91,409,"west"
"west","Furniture, games",0,0,40.5134975369458,18.02,203,"west"
"west","Green technologies",0.754757575757576,1358,36.7214848484848,27.17,660,"west"
"west","Handling",0.90765306122449,4,32.8661989795918,3.8,392,"west"
"west","IT methods for management",0.33671875,5,26.34609375,55.98,64,"west"
"west","Machine tools",0.0714772727272727,5,44.7347727272727,1.93,88,"west"
"west","Macromolecular chemistry, polymers",0.825541401273885,258,59.9776433121019,4.28,157,"west"
"west","Materials, metallurgy",0.383440860215054,1451,47.2312903225806,19.33,186,"west"
"west","Measurement",1.5221512605042,1406,46.8146722689076,54.84,595,"west"
"west","Mechanical elements",1.04237668161435,811,36.6183856502242,14.17,223,"west"
"west","Medical technology",0,0,46.8770448548813,41.08,379,"west"
"west","Micro-structural and nano-technology",0.606857142857143,5752,50.5505714285714,42,35,"west"
"west","Optics",0.899876543209877,6070,33.2074691358025,45.39,162,"west"
"west","Organic fine chemistry",1.82292134831461,7,74.1394382022472,28.13,267,"west"
"west","Other consumer goods",1.61744525547445,25,40.0659854014599,23.01,137,"west"
"west","Other special machines",0,0,39.3481934306569,0,548,"west"
"west","Pharmaceuticals",1.74978947368421,78,73.1471578947368,40.46,665,"west"
"west","Semiconductors",0.521666666666667,273,44.8083333333333,55.41,108,"west"
"west","Surface technology, coating",0.4178391959799,337,43.2074371859296,3.88,199,"west"
"west","Telecommunications",0.765859375,1986,31.633125,97.24,128,"west"
"west","Textile and paper machines",0.413076923076923,71,45.088,5.66,65,"west"
"west","Thermal processes and apparatus",0.595950920245399,1796,39.711472392638,9.58,163,"west"
"west","Transport",1.41036559139785,1847,33.8973548387097,23.23,465,"west"
