"reg";"tech";"count";"rca";"reldens";"comp"
"CH02";"Kunstmatige intelligentie en data";49;0,58;13,67;82,67
"DEA2";"Kunstmatige intelligentie en data";87;0,46;12,41;82,67
"BE33";"Kunstmatige intelligentie en data";13;0,67;15,49;82,67
"CZ03";"Kunstmatige intelligentie en data";3;0,58;18,22;82,67
"BE24";"Kunstmatige intelligentie en data";60;1,11;21,3;82,67
"IS01";"Kunstmatige intelligentie en data";3;0,94;22,55;82,67
"SE12";"Kunstmatige intelligentie en data";122;1,3;42,14;82,67
"HR03";"Kunstmatige intelligentie en data";0;0;12,64;82,67
"CH01";"Kunstmatige intelligentie en data";136;1,16;52,28;82,67
"NO05";"Kunstmatige intelligentie en data";4;0,22;15,15;82,67
"HU31";"Kunstmatige intelligentie en data";4;1,68;38,04;82,67
"PL63";"Kunstmatige intelligentie en data";11;1,94;61,28;82,67
"PL41";"Kunstmatige intelligentie en data";3;0,57;23,12;82,67
"PL51";"Kunstmatige intelligentie en data";5;0,52;11,85;82,67
"DE23";"Kunstmatige intelligentie en data";43;0,56;16,74;82,67
"PL22";"Kunstmatige intelligentie en data";6;0,78;25,4;82,67
"CZ06";"Kunstmatige intelligentie en data";6;0,72;29,04;82,67
"BE23";"Kunstmatige intelligentie en data";31;0,64;11,05;82,67
"ITF2";"Kunstmatige intelligentie en data";2;1,77;43,05;82,67
"UKE2";"Kunstmatige intelligentie en data";8;0,77;50,11;82,67
"BE21";"Kunstmatige intelligentie en data";50;0,86;23,23;82,67
"ITF1";"Kunstmatige intelligentie en data";3;0,4;15,15;82,67
"CZ01";"Kunstmatige intelligentie en data";23;1,88;56,83;82,67
"PT15";"Kunstmatige intelligentie en data";0;0;34,28;82,67
"PL33";"Kunstmatige intelligentie en data";1;0,66;19,13;82,67
"RO42";"Kunstmatige intelligentie en data";9;3,13;62,3;82,67
"SE22";"Kunstmatige intelligentie en data";70;0,67;35,19;82,67
"ITC4";"Kunstmatige intelligentie en data";82;0,57;13,9;82,67
"PL42";"Kunstmatige intelligentie en data";3;2,39;30,3;82,67
"NL12";"Kunstmatige intelligentie en data";0;0;17,08;82,67
"ITI1";"Kunstmatige intelligentie en data";23;0,61;13,33;82,67
"PL12";"Kunstmatige intelligentie en data";21;1,14;52,96;82,67
"DEF0";"Optica en geintegreerde fotonica";86;1,3;44,42;68,29
"UKH1";"Optica en geintegreerde fotonica";215;1,57;50,39;68,29
"DED5";"Optica en geintegreerde fotonica";36;2,06;40,09;68,29
"DE22";"Optica en geintegreerde fotonica";121;2,06;57,66;68,29
"DE93";"Optica en geintegreerde fotonica";7;0,22;22,34;68,29
"FI1D";"Optica en geintegreerde fotonica";57;1,26;29,61;68,29
"BE25";"Optica en geintegreerde fotonica";19;0,69;33,77;68,29
"DEA3";"Optica en geintegreerde fotonica";32;0,4;21,21;68,29
"RO11";"Optica en geintegreerde fotonica";1;0,44;20,78;68,29
"ITH3";"Optica en geintegreerde fotonica";60;0,84;31,17;68,29
"NL41";"Optica en geintegreerde fotonica";602;2,11;58,79;68,29
"FRY2";"Optica en geintegreerde fotonica";0;0;5,63;68,29
"ES51";"Optica en geintegreerde fotonica";46;0,42;19,13;68,29
"PT11";"Optica en geintegreerde fotonica";46;2,1;62,94;68,29
"UKD3";"Optica en geintegreerde fotonica";35;1,02;40,35;68,29
"DEB3";"Optica en geintegreerde fotonica";101;0,6;17,84;68,29
"UKM2";"Optica en geintegreerde fotonica";46;1,24;41,21;68,29
"DEA1";"Optica en geintegreerde fotonica";73;0,32;15,15;68,29
"UKJ1";"Optica en geintegreerde fotonica";166;1,25;50,3;68,29
"FR43";"Optica en geintegreerde fotonica";14;0,65;33,77;68,29
"NL32";"Optica en geintegreerde fotonica";41;0,67;25,63;68,29
"BE32";"Optica en geintegreerde fotonica";14;0,75;18,61;68,29
"FI20";"Optica en geintegreerde fotonica";0;0;5,63;68,29
"LVZZ";"Optica en geintegreerde fotonica";0;0;2,42;68,29
"ITH1";"Optica en geintegreerde fotonica";4;0,58;25,19;68,29
"DKZZ";"Optica en geintegreerde fotonica";0;0;6,75;68,29
"AT31";"Optica en geintegreerde fotonica";39;0,47;31,6;68,29
"ITC3";"Optica en geintegreerde fotonica";32;1,78;33,25;68,29
"SE31";"Optica en geintegreerde fotonica";13;0,52;30,48;68,29
"ES22";"Optica en geintegreerde fotonica";4;0,39;17,84;68,29
"ES41";"Optica en geintegreerde fotonica";5;0,58;29;68,29
"EL51";"Optica en geintegreerde fotonica";0;0;5,02;68,29
"NLZZ";"Optica en geintegreerde fotonica";2;1,18;24,33;68,29
"SE11";"Optica en geintegreerde fotonica";126;0,51;16,71;68,29
"FR41";"Optica en geintegreerde fotonica";7;0,21;14,03;68,29
"ITC1";"Optica en geintegreerde fotonica";33;0,55;22,77;68,29
"ES24";"Optica en geintegreerde fotonica";4;0,31;20;68,29
"DE24";"Optica en geintegreerde fotonica";23;0,36;26,93;68,29
"DEZZ";"Optica en geintegreerde fotonica";5;0,69;28,48;68,29
"NO03";"Optica en geintegreerde fotonica";15;0,69;21,99;68,29
"UKD7";"Optica en geintegreerde fotonica";7;0,42;12,47;68,29
"PL61";"Optica en geintegreerde fotonica";8;3,37;35,5;68,29
"DE94";"Optica en geintegreerde fotonica";25;0,55;16,62;68,29
"HR04";"Optica en geintegreerde fotonica";3;0,57;20,17;68,29
"ITF4";"Optica en geintegreerde fotonica";8;0,64;29,78;68,29
"DE11";"Optica en geintegreerde fotonica";771;1,91;45,54;68,29
"UKK2";"Optica en geintegreerde fotonica";4;0,29;19,13;68,29
"DEB2";"Optica en geintegreerde fotonica";14;1,09;34,98;68,29
"LI00";"Optica en geintegreerde fotonica";7;2,11;33,94;68,29
"SK02";"Optica en geintegreerde fotonica";4;0,75;18,18;68,29
"FRZZ";"Optica en geintegreerde fotonica";3;3,06;30,39;68,29
"FI1B";"Optica en geintegreerde fotonica";193;1,18;42,08;68,29
"DE13";"Optica en geintegreerde fotonica";198;1,46;44,94;68,29
"HU33";"Optica en geintegreerde fotonica";5;0,67;36,45;68,29
"FRY1";"Optica en geintegreerde fotonica";0;0;5,45;68,29
"FR61";"Optica en geintegreerde fotonica";55;1;47,27;68,29
"CH05";"Optica en geintegreerde fotonica";67;1,07;37,92;68,29
"DK02";"Optica en geintegreerde fotonica";12;0,58;15,32;68,29
"DE26";"Optica en geintegreerde fotonica";54;0,66;28,14;68,29
"ITZZ";"Optica en geintegreerde fotonica";1;2,58;13,51;68,29
"ITF6";"Optica en geintegreerde fotonica";1;0,23;25,11;68,29
"DE92";"Optica en geintegreerde fotonica";60;0,59;25,37;68,29
"FI19";"Optica en geintegreerde fotonica";90;1,58;40,43;68,29
"SEZZ";"Optica en geintegreerde fotonica";0;0;11,26;68,29
"DE25";"Optica en geintegreerde fotonica";93;0,59;32,47;68,29
"DK01";"Optica en geintegreerde fotonica";108;0,77;21,04;68,29
"EL41";"Optica en geintegreerde fotonica";0;0;7,27;68,29
"SK04";"Optica en geintegreerde fotonica";0;0;9,87;68,29
"NOZZ";"Optica en geintegreerde fotonica";0;0;8,83;68,29
"FRY3";"Optica en geintegreerde fotonica";0;0;0;68,29
"PT15";"Optica en geintegreerde fotonica";1;0,76;21,3;68,29
"NL33";"Optica en geintegreerde fotonica";112;1,15;26,41;68,29
"DE21";"Optica en geintegreerde fotonica";532;0,99;47,62;68,29
"DE71";"Optica en geintegreerde fotonica";276;1,14;48,74;68,29
"NL11";"Optica en geintegreerde fotonica";6;0,61;17,23;68,29
"LIZZ";"Optica en geintegreerde fotonica";3;0,75;22,6;68,29
"ES43";"Optica en geintegreerde fotonica";0;0;9,7;68,29
"DK04";"Optica en geintegreerde fotonica";8;0,11;7,19;68,29
"UKD6";"Optica en geintegreerde fotonica";8;0,39;18,96;68,29
"SI04";"Optica en geintegreerde fotonica";1;0,18;21,39;68,29
"UKJ3";"Optica en geintegreerde fotonica";99;1,83;50,56;68,29
"NL42";"Optica en geintegreerde fotonica";72;1,34;32,38;68,29
"UKF2";"Optica en geintegreerde fotonica";50;2,77;48,05;68,29
"FI1C";"Optica en geintegreerde fotonica";35;0,9;38,01;68,29
"NL21";"Optica en geintegreerde fotonica";28;1,4;39,57;68,29
"DE27";"Optica en geintegreerde fotonica";104;1,01;49,52;68,29
"IE02";"Optica en geintegreerde fotonica";50;0,88;30,13;68,29
"UKM6";"Optica en geintegreerde fotonica";4;0,9;24,07;68,29
"BG41";"Optica en geintegreerde fotonica";3;0,53;25,8;68,29
"DEG0";"Optica en geintegreerde fotonica";338;6,07;64,5;68,29
"ITG1";"Optica en geintegreerde fotonica";9;0,81;17,06;68,29
"EL53";"Optica en geintegreerde fotonica";0;0;0,35;68,29
"BG31";"Optica en geintegreerde fotonica";0;0;6,23;68,29
"MT00";"Optica en geintegreerde fotonica";0;0;13,25;68,29
"PL11";"Optica en geintegreerde fotonica";37;5,71;33,94;68,29
"PL41";"Optica en geintegreerde fotonica";5;0,79;29,52;68,29
"IE01";"Optica en geintegreerde fotonica";13;0,65;21,65;68,29
"ES64";"Optica en geintegreerde fotonica";0;0;0,17;68,29
"DE50";"Optica en geintegreerde fotonica";11;0,66;31,26;68,29
"BG34";"Optica en geintegreerde fotonica";2;2,69;25,89;68,29
"NO01";"Optica en geintegreerde fotonica";19;0,44;23,55;68,29
"PL63";"Optica en geintegreerde fotonica";7;1,04;26,32;68,29
"EL52";"Optica en geintegreerde fotonica";2;0,56;25,28;68,29
"DE12";"Optica en geintegreerde fotonica";232;1,02;37,4;68,29
"NL23";"Optica en geintegreerde fotonica";1;0,28;22,77;68,29
"ES62";"Optica en geintegreerde fotonica";7;1;20,52;68,29
"LT00";"Optica en geintegreerde fotonica";17;2,92;49,18;68,29
"CHZZ";"Optica en geintegreerde fotonica";0;0;22,34;68,29
"IS01";"Optica en geintegreerde fotonica";0;0;9,35;68,29
"EL65";"Optica en geintegreerde fotonica";0;0;12,38;68,29
"HUZZ";"Optica en geintegreerde fotonica";0;0;3,98;68,29
"PT20";"Optica en geintegreerde fotonica";0;0;1,04;68,29
"FR25";"Optica en geintegreerde fotonica";9;0,79;36,88;68,29
"RO31";"Optica en geintegreerde fotonica";0;0;9,09;68,29
"BE22";"Optica en geintegreerde fotonica";22;1,41;35,5;68,29
"ITF5";"Optica en geintegreerde fotonica";0;0;13,59;68,29
"ROZZ";"Optica en geintegreerde fotonica";0;0;17,32;68,29
"FR52";"Optica en geintegreerde fotonica";115;1,89;33,16;68,29
"EL30";"Optica en geintegreerde fotonica";18;1,13;43,72;68,29
"CH03";"Optica en geintegreerde fotonica";74;0,5;17,84;68,29
"SK03";"Optica en geintegreerde fotonica";1;0,37;21,9;68,29
"NO07";"Optica en geintegreerde fotonica";4;0,85;28,31;68,29
"BE34";"Optica en geintegreerde fotonica";2;0,46;20,87;68,29
"EL54";"Optica en geintegreerde fotonica";0;0;5,8;68,29
"DE14";"Optica en geintegreerde fotonica";178;1,14;48,92;68,29
"EE00";"Optica en geintegreerde fotonica";3;0,39;30,74;68,29
"MTZZ";"Optica en geintegreerde fotonica";0;0;7,01;68,29
"ES23";"Optica en geintegreerde fotonica";0;0;13,68;68,29
"AT33";"Optica en geintegreerde fotonica";16;0,84;19,48;68,29
"UKD4";"Optica en geintegreerde fotonica";24;1,45;54,89;68,29
"DK03";"Optica en geintegreerde fotonica";2;0,04;16,45;68,29
"FR23";"Optica en geintegreerde fotonica";12;0,33;12,64;68,29
"NO02";"Optica en geintegreerde fotonica";2;0,93;29,35;68,29
"NL13";"Optica en geintegreerde fotonica";2;0,54;9,7;68,29
"UKE1";"Optica en geintegreerde fotonica";2;0,19;25,97;68,29
"UKF1";"Optica en geintegreerde fotonica";6;0,25;16,97;68,29
"CZ04";"Optica en geintegreerde fotonica";4;1,3;33,16;68,29
"EL42";"Optica en geintegreerde fotonica";0;0;0,17;68,29
"DE73";"Optica en geintegreerde fotonica";23;0,89;28,31;68,29
"AT13";"Optica en geintegreerde fotonica";49;0,8;26,58;68,29
"UKK1";"Optica en geintegreerde fotonica";45;0,53;22,77;68,29
"PT16";"Optica en geintegreerde fotonica";17;1,37;31,52;68,29
"NL34";"Optica en geintegreerde fotonica";2;0,23;19,91;68,29
"UKH2";"Optica en geintegreerde fotonica";11;0,27;13,59;68,29
"DEA2";"Optica en geintegreerde fotonica";313;1,38;62,86;68,29
"FR83";"Optica en geintegreerde fotonica";2;2,21;26,49;68,29
"PL34";"Optica en geintegreerde fotonica";1;0,81;27,19;68,29
"FR42";"Optica en geintegreerde fotonica";40;0,75;29,18;68,29
"NL12";"Optica en geintegreerde fotonica";2;0,33;12,55;68,29
"DK05";"Optica en geintegreerde fotonica";4;0,12;9,52;68,29
"UKJ4";"Optica en geintegreerde fotonica";39;2,4;35,24;68,29
"SIZZ";"Optica en geintegreerde fotonica";0;0;0,95;68,29
"DEC0";"Optica en geintegreerde fotonica";19;0,88;31,08;68,29
"NO04";"Optica en geintegreerde fotonica";5;0,15;10,82;68,29
"UKF3";"Optica en geintegreerde fotonica";0;0;24,5;68,29
"UKE3";"Optica en geintegreerde fotonica";7;0,49;29,52;68,29
"ES61";"Optica en geintegreerde fotonica";19;0,67;27,97;68,29
"FR63";"Optica en geintegreerde fotonica";15;2,73;40,95;68,29
"DE91";"Optica en geintegreerde fotonica";120;1,51;47,53;68,29
"AT22";"Optica en geintegreerde fotonica";54;0,93;31,77;68,29
"BG32";"Optica en geintegreerde fotonica";0;0;11,26;68,29
"FR24";"Optica en geintegreerde fotonica";13;0,35;19,05;68,29
"ITG2";"Optica en geintegreerde fotonica";2;0,66;15,76;68,29
"UKI1";"Optica en geintegreerde fotonica";102;0,55;17,84;68,29
"SE32";"Optica en geintegreerde fotonica";3;0,32;12,38;68,29
"FR81";"Optica en geintegreerde fotonica";24;0,7;17,58;68,29
"SE21";"Optica en geintegreerde fotonica";6;0,25;17,4;68,29
"LU00";"Optica en geintegreerde fotonica";22;1,12;48,31;68,29
"FR51";"Optica en geintegreerde fotonica";24;0,53;22,08;68,29
"RO22";"Optica en geintegreerde fotonica";0;0;3,81;68,29
"CH02";"Optica en geintegreerde fotonica";123;1,22;23,2;68,29
"UKJ2";"Optica en geintegreerde fotonica";32;0,56;23,98;68,29
"BE33";"Optica en geintegreerde fotonica";33;1,42;47,36;68,29
"HU21";"Optica en geintegreerde fotonica";2;0,43;21,04;68,29
"ITI2";"Optica en geintegreerde fotonica";3;0,42;10,39;68,29
"SE12";"Optica en geintegreerde fotonica";34;0,3;10,3;68,29
"RO41";"Optica en geintegreerde fotonica";0;0;6,49;68,29
"LTZZ";"Optica en geintegreerde fotonica";0;0;7,71;68,29
"ES52";"Optica en geintegreerde fotonica";33;0,88;38,96;68,29
"CY00";"Optica en geintegreerde fotonica";3;0,95;37,84;68,29
"HU31";"Optica en geintegreerde fotonica";1;0,35;27,97;68,29
"ES11";"Optica en geintegreerde fotonica";2;0,21;22,25;68,29
"PT30";"Optica en geintegreerde fotonica";0;0;2,42;68,29
"FRY4";"Optica en geintegreerde fotonica";0;0;9,35;68,29
"PL51";"Optica en geintegreerde fotonica";6;0,52;28,23;68,29
"FR53";"Optica en geintegreerde fotonica";5;0,36;18,96;68,29
"RO32";"Optica en geintegreerde fotonica";1;0,21;18,79;68,29
"DE72";"Optica en geintegreerde fotonica";109;2,91;43,29;68,29
"FR71";"Optica en geintegreerde fotonica";329;1,36;56,71;68,29
"DEE0";"Optica en geintegreerde fotonica";61;2,39;44,24;68,29
"CH04";"Optica en geintegreerde fotonica";144;0,97;45,71;68,29
"ITI4";"Optica en geintegreerde fotonica";38;0,87;24,85;68,29
"EL61";"Optica en geintegreerde fotonica";0;0;5,71;68,29
"BE35";"Optica en geintegreerde fotonica";17;1,87;43,12;68,29
"HU23";"Optica en geintegreerde fotonica";5;2,64;34,2;68,29
"PL62";"Optica en geintegreerde fotonica";1;1,12;17,75;68,29
"SE33";"Optica en geintegreerde fotonica";7;0,29;9,52;68,29
"FR82";"Optica en geintegreerde fotonica";70;0,87;33,16;68,29
"IEZZ";"Optica en geintegreerde fotonica";12;1,44;54,11;68,29
"AT34";"Optica en geintegreerde fotonica";28;0,72;22,34;68,29
"CH07";"Optica en geintegreerde fotonica";9;0,45;12,38;68,29
"BG42";"Optica en geintegreerde fotonica";0;0;4,76;68,29
"ITH4";"Optica en geintegreerde fotonica";10;0,47;21,3;68,29
"HR03";"Optica en geintegreerde fotonica";0;0;9,61;68,29
"EL43";"Optica en geintegreerde fotonica";3;2,51;35,32;68,29
"CZZZ";"Optica en geintegreerde fotonica";0;0;3,29;68,29
"ISZZ";"Optica en geintegreerde fotonica";0;0;0,43;68,29
"ES70";"Optica en geintegreerde fotonica";3;0,83;41,65;68,29
"FR62";"Optica en geintegreerde fotonica";42;0,57;17,14;68,29
"PT17";"Optica en geintegreerde fotonica";6;0,45;16,1;68,29
"DE23";"Optica en geintegreerde fotonica";360;3,93;60,26;68,29
"AT21";"Optica en geintegreerde fotonica";7;0,67;25,97;68,29
"HU32";"Optica en geintegreerde fotonica";4;1,18;44,07;68,29
"UKL2";"Optica en geintegreerde fotonica";12;0,55;21,39;68,29
"EL63";"Optica en geintegreerde fotonica";1;0,72;12,21;68,29
"BE10";"Optica en geintegreerde fotonica";31;0,71;19,65;68,29
"SI03";"Optica en geintegreerde fotonica";5;0,32;22,86;68,29
"CZ08";"Optica en geintegreerde fotonica";6;1,2;40;68,29
"PL31";"Optica en geintegreerde fotonica";4;1,66;28,66;68,29
"IS02";"Optica en geintegreerde fotonica";3;1,05;21,99;68,29
"UKM5";"Optica en geintegreerde fotonica";4;0,22;12,29;68,29
"SK01";"Optica en geintegreerde fotonica";4;0,77;26,15;68,29
"UKL1";"Optica en geintegreerde fotonica";5;0,47;31,52;68,29
"HU10";"Optica en geintegreerde fotonica";40;1,11;37,06;68,29
"DED2";"Optica en geintegreerde fotonica";116;2,25;61,39;68,29
"BEZZ";"Optica en geintegreerde fotonica";0;0;17,23;68,29
"UKG1";"Optica en geintegreerde fotonica";15;0,74;25,28;68,29
"ITF2";"Optica en geintegreerde fotonica";2;1,49;35,58;68,29
"SE23";"Optica en geintegreerde fotonica";59;0,48;16,88;68,29
"PL22";"Optica en geintegreerde fotonica";2;0,22;22,34;68,29
"UKM3";"Optica en geintegreerde fotonica";28;1,84;47,79;68,29
"RO12";"Optica en geintegreerde fotonica";0;0;20,09;68,29
"BG33";"Optica en geintegreerde fotonica";0;0;8,4;68,29
"ES21";"Optica en geintegreerde fotonica";12;0,57;26,84;68,29
"ITH5";"Optica en geintegreerde fotonica";34;0,34;15,5;68,29
"UKI2";"Optica en geintegreerde fotonica";21;0,5;28,31;68,29
"BE31";"Optica en geintegreerde fotonica";21;0,78;17,75;68,29
"NL22";"Optica en geintegreerde fotonica";21;0,45;12,99;68,29
"ESZZ";"Optica en geintegreerde fotonica";1;0,67;16,97;68,29
"LV00";"Optica en geintegreerde fotonica";19;3,2;47,01;68,29
"DE30";"Optica en geintegreerde fotonica";198;1,44;56,19;68,29
"UKK3";"Optica en geintegreerde fotonica";1;0,27;17,23;68,29
"AT11";"Optica en geintegreerde fotonica";2;0,38;26,75;68,29
"HU22";"Optica en geintegreerde fotonica";1;0,23;19,83;68,29
"FR10";"Optica en geintegreerde fotonica";685;1,14;48,31;68,29
"DEA4";"Optica en geintegreerde fotonica";52;0,68;20,69;68,29
"PL32";"Optica en geintegreerde fotonica";3;0,76;25,19;68,29
"CZ01";"Optica en geintegreerde fotonica";19;1,31;44,5;68,29
"PL42";"Optica en geintegreerde fotonica";2;1,34;20,95;68,29
"ES53";"Optica en geintegreerde fotonica";1;0,4;15,67;68,29
"DE60";"Optica en geintegreerde fotonica";66;1;39,22;68,29
"ITC4";"Optica en geintegreerde fotonica";142;0,82;24,59;68,29
"NO06";"Optica en geintegreerde fotonica";12;0,57;22,08;68,29
"FR30";"Optica en geintegreerde fotonica";22;0,58;21,82;68,29
"PTZZ";"Optica en geintegreerde fotonica";1;5,17;26,58;68,29
"BE24";"Optica en geintegreerde fotonica";64;1;37,23;68,29
"FR72";"Optica en geintegreerde fotonica";23;0,49;12,73;68,29
"NL31";"Optica en geintegreerde fotonica";28;0,78;19,39;68,29
"ITC2";"Optica en geintegreerde fotonica";0;0;7,27;68,29
"ITF3";"Optica en geintegreerde fotonica";4;0,2;18,53;68,29
"UKK4";"Optica en geintegreerde fotonica";16;1,87;62,86;68,29
"SKZZ";"Optica en geintegreerde fotonica";0;0;1,3;68,29
"RO21";"Optica en geintegreerde fotonica";5;3,69;41,99;68,29
"CH01";"Optica en geintegreerde fotonica";170;1,22;44,16;68,29
"FR22";"Optica en geintegreerde fotonica";41;1,13;39,74;68,29
"DEB1";"Optica en geintegreerde fotonica";18;0,54;20,26;68,29
"CZ07";"Optica en geintegreerde fotonica";8;0,98;36,62;68,29
"ATZZ";"Optica en geintegreerde fotonica";0;0;11,43;68,29
"BE23";"Optica en geintegreerde fotonica";66;1,15;49,18;68,29
"CZ03";"Optica en geintegreerde fotonica";2;0,33;15,93;68,29
"DE40";"Optica en geintegreerde fotonica";61;1,19;51,17;68,29
"EL64";"Optica en geintegreerde fotonica";1;2,82;23,9;68,29
"BGZZ";"Optica en geintegreerde fotonica";0;0;0,17;68,29
"BE21";"Optica en geintegreerde fotonica";29;0,42;18,7;68,29
"AT12";"Optica en geintegreerde fotonica";39;0,72;26,41;68,29
"RO42";"Optica en geintegreerde fotonica";3;0,88;37,49;68,29
"PL33";"Optica en geintegreerde fotonica";0;0;25,8;68,29
"CZ02";"Optica en geintegreerde fotonica";8;0,78;40;68,29
"PL21";"Optica en geintegreerde fotonica";4;0,21;23,55;68,29
"EL62";"Optica en geintegreerde fotonica";0;0;1,99;68,29
"SE22";"Optica en geintegreerde fotonica";39;0,31;12,73;68,29
"DED4";"Optica en geintegreerde fotonica";26;1,13;38,1;68,29
"PT18";"Optica en geintegreerde fotonica";0;0;3,98;68,29
"UKC2";"Optica en geintegreerde fotonica";14;0,85;28,57;68,29
"PL52";"Optica en geintegreerde fotonica";0;0;15,58;68,29
"ES13";"Optica en geintegreerde fotonica";1;0,34;10,13;68,29
"UKG2";"Optica en geintegreerde fotonica";5;0,45;31,69;68,29
"UKE2";"Optica en geintegreerde fotonica";2;0,16;15,67;68,29
"AT32";"Optica en geintegreerde fotonica";5;0,37;29,87;68,29
"CZ05";"Optica en geintegreerde fotonica";7;0,73;31,43;68,29
"CH06";"Optica en geintegreerde fotonica";44;0,92;26,15;68,29
"ITH2";"Optica en geintegreerde fotonica";15;1,69;39,22;68,29
"ITF1";"Optica en geintegreerde fotonica";5;0,55;19,65;68,29
"FIZZ";"Optica en geintegreerde fotonica";0;0;3,38;68,29
"UKE4";"Optica en geintegreerde fotonica";11;0,58;18,1;68,29
"PLZZ";"Optica en geintegreerde fotonica";0;0;0,87;68,29
"UKH3";"Optica en geintegreerde fotonica";21;1,02;40,87;68,29
"ES30";"Optica en geintegreerde fotonica";47;0,68;19,57;68,29
"UKG3";"Optica en geintegreerde fotonica";43;1,04;38,35;68,29
"DEA5";"Optica en geintegreerde fotonica";104;0,91;38,79;68,29
"UKD1";"Optica en geintegreerde fotonica";7;1,9;31,26;68,29
"ES42";"Optica en geintegreerde fotonica";3;0,65;34,37;68,29
"FR26";"Optica en geintegreerde fotonica";19;1,38;52,81;68,29
"UKC1";"Optica en geintegreerde fotonica";7;0,34;31,95;68,29
"CZ06";"Optica en geintegreerde fotonica";7;0,71;26,58;68,29
"ITI1";"Optica en geintegreerde fotonica";44;0,98;24,24;68,29
"ITI3";"Optica en geintegreerde fotonica";5;0,34;27,1;68,29
"NO05";"Optica en geintegreerde fotonica";4;0,18;12,03;68,29
"ES12";"Optica en geintegreerde fotonica";3;0,42;22,25;68,29
"UKN0";"Optica en geintegreerde fotonica";2;0,12;16,36;68,29
"FR21";"Optica en geintegreerde fotonica";4;0,42;17,06;68,29
"PL43";"Optica en geintegreerde fotonica";0;0;7,62;68,29
"DE80";"Optica en geintegreerde fotonica";6;0,42;22,51;68,29
"PL12";"Optica en geintegreerde fotonica";14;0,64;37,75;68,29
"EL54";"Optomechatronica";0;0;7,62;86,08
"CH05";"Optomechatronica";40;0,83;34,71;86,08
"RO12";"Optomechatronica";5;2,98;55,34;86,08
"DK02";"Optomechatronica";5;0,31;13,23;86,08
"DE11";"Optomechatronica";453;1,44;60,95;86,08
"PL11";"Optomechatronica";2;0,4;15,56;86,08
"AT22";"Optomechatronica";34;0,75;26,56;86,08
"DE25";"Optomechatronica";240;1,97;66,03;86,08
"DK01";"Optomechatronica";77;0,71;16,72;86,08
"FR43";"Optomechatronica";5;0,3;22,01;86,08
"UKM3";"Optomechatronica";11;0,93;44,02;86,08
"UKF2";"Optomechatronica";8;0,57;24,34;86,08
"PL61";"Optomechatronica";1;0,54;41,8;86,08
"FR25";"Optomechatronica";6;0,68;28,99;86,08
"SK01";"Optomechatronica";5;1,24;48,68;86,08
"ITZZ";"Optomechatronica";0;0;7,51;86,08
"BG41";"Optomechatronica";3;0,68;41,06;86,08
"FR52";"Optomechatronica";107;2,27;54,92;86,08
"ES43";"Optomechatronica";1;1,48;40,32;86,08
"AT34";"Optomechatronica";18;0,59;19,68;86,08
"DK04";"Optomechatronica";32;0,57;19,47;86,08
"EL53";"Optomechatronica";0;0;1,16;86,08
"PT18";"Optomechatronica";0;0;13,65;86,08
"MT00";"Optomechatronica";3;2,35;52,7;86,08
"PL41";"Optomechatronica";5;1,03;28,25;86,08
"EL42";"Optomechatronica";0;0;0,63;86,08
"ES22";"Optomechatronica";4;0,51;20,63;86,08
"DE21";"Optomechatronica";688;1,64;68,36;86,08
"UKM5";"Optomechatronica";10;0,71;21,27;86,08
"UKJ1";"Optomechatronica";107;1,04;50,9;86,08
"DK03";"Optomechatronica";38;1;25,29;86,08
"LI00";"Optomechatronica";1;0,39;28,04;86,08
"LVZZ";"Optomechatronica";0;0;12,59;86,08
"SE11";"Optomechatronica";160;0,84;42,75;86,08
"UKG1";"Optomechatronica";6;0,38;25,08;86,08
"UKE1";"Optomechatronica";4;0,48;11,43;86,08
"LT00";"Optomechatronica";6;1,33;56,61;86,08
"SK04";"Optomechatronica";3;1,43;17,78;86,08
"NOZZ";"Optomechatronica";1;3,87;39,37;86,08
"ITH1";"Optomechatronica";4;0,75;22,43;86,08
"UKK4";"Optomechatronica";12;1,81;57,46;86,08
"PT20";"Optomechatronica";0;0;0,53;86,08
"RO31";"Optomechatronica";1;1;27,62;86,08
"UKK2";"Optomechatronica";3;0,28;19,47;86,08
"DE12";"Optomechatronica";304;1,72;52,59;86,08
"NL11";"Optomechatronica";1;0,13;10,16;86,08
"DED5";"Optomechatronica";12;0,89;28,36;86,08
"EL30";"Optomechatronica";7;0,57;24,13;86,08
"SE23";"Optomechatronica";54;0,57;22,43;86,08
"SI04";"Optomechatronica";2;0,48;16,61;86,08
"NO07";"Optomechatronica";3;0,82;25,61;86,08
"NL32";"Optomechatronica";56;1,18;55,87;86,08
"BE34";"Optomechatronica";1;0,3;10,37;86,08
"DE14";"Optomechatronica";133;1,1;40,95;86,08
"SE21";"Optomechatronica";13;0,7;29,21;86,08
"CZ01";"Optomechatronica";9;0,8;53,65;86,08
"AT33";"Optomechatronica";8;0,54;17,67;86,08
"ITF5";"Optomechatronica";0;0;40,74;86,08
"UKM6";"Optomechatronica";1;0,29;13,23;86,08
"SK02";"Optomechatronica";1;0,24;8,68;86,08
"FR23";"Optomechatronica";10;0,36;9,31;86,08
"DEA3";"Optomechatronica";42;0,68;13,76;86,08
"NO02";"Optomechatronica";2;1,2;35,34;86,08
"UKH3";"Optomechatronica";4;0,25;22,22;86,08
"SI03";"Optomechatronica";4;0,33;12,8;86,08
