"prio";"reg";"from";"to";"binary.pat";"binary.pub";"NEW.binary.pub"
"MedTech en Connected Health";"east-nl";"NL31";"IE04";NA;5;5
"MedTech en Connected Health";"east-nl";"NL31";"IE05";NA;5;5
"MedTech en Connected Health";"east-nl";"NL31";"IE06";NA;6;6
"MedTech en Connected Health";"east-nl";"NL31";"ITC1";NA;7;7
"MedTech en Connected Health";"east-nl";"NL31";"ITC3";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"ITC4";NA;12;12
"MedTech en Connected Health";"east-nl";"NL31";"ITF1";NA;6;6
"MedTech en Connected Health";"east-nl";"NL31";"ITF3";NA;8;8
"MedTech en Connected Health";"east-nl";"NL31";"ITF4";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"ITG1";NA;6;6
"MedTech en Connected Health";"east-nl";"NL31";"ITG2";NA;3;3
"MedTech en Connected Health";"east-nl";"NL31";"ITH1";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"ITH4";NA;3;3
"MedTech en Connected Health";"east-nl";"NL31";"ITI1";NA;6;6
"MedTech en Connected Health";"east-nl";"NL31";"ITI2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"ITI3";NA;6;6
"MedTech en Connected Health";"east-nl";"NL31";"ITI4";NA;9;9
"MedTech en Connected Health";"east-nl";"NL31";"LT01";NA;5;5
"MedTech en Connected Health";"east-nl";"NL31";"LT02";NA;5;5
"MedTech en Connected Health";"east-nl";"NL31";"LU00";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"LV00";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"MT00";NA;3;3
"MedTech en Connected Health";"east-nl";"NL31";"NL11";NA;5;5
"MedTech en Connected Health";"east-nl";"NL31";"NL12";NA;6;1
"MedTech en Connected Health";"east-nl";"NL31";"NL21";NA;4;4
"MedTech en Connected Health";"east-nl";"NL31";"NL22";1;99;99
"MedTech en Connected Health";"east-nl";"NL31";"NL23";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"NL31";10;NA;NA
"MedTech en Connected Health";"east-nl";"NL31";"NL32";1;122;122
"MedTech en Connected Health";"east-nl";"NL31";"NL33";3;105;105
"MedTech en Connected Health";"east-nl";"NL31";"NL41";1;24;24
"MedTech en Connected Health";"east-nl";"NL31";"NL42";3;17;17
"MedTech en Connected Health";"east-nl";"NL31";"NO01";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"NO02";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"NO03";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"NO05";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"PL22";NA;4;4
"MedTech en Connected Health";"east-nl";"NL31";"PL51";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"PL62";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"PL63";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"PL71";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"PL84";NA;3;3
"MedTech en Connected Health";"east-nl";"NL31";"PL91";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"PT11";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"PT15";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"PT16";NA;6;6
"MedTech en Connected Health";"east-nl";"NL31";"PT17";NA;5;5
"MedTech en Connected Health";"east-nl";"NL31";"RO12";NA;4;4
"MedTech en Connected Health";"east-nl";"NL31";"RO21";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"RO32";NA;4;4
"MedTech en Connected Health";"east-nl";"NL31";"RO42";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"SE11";NA;10;10
"MedTech en Connected Health";"east-nl";"NL31";"SE12";NA;10;10
"MedTech en Connected Health";"east-nl";"NL31";"SE21";NA;10;10
"MedTech en Connected Health";"east-nl";"NL31";"SE22";NA;10;10
"MedTech en Connected Health";"east-nl";"NL31";"SE31";NA;10;10
"MedTech en Connected Health";"east-nl";"NL31";"SE32";NA;10;10
"MedTech en Connected Health";"east-nl";"NL31";"SI03";NA;4;4
"MedTech en Connected Health";"east-nl";"NL31";"SI04";NA;4;4
"MedTech en Connected Health";"east-nl";"NL31";"SK01";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"SK02";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"SK03";NA;2;2
"MedTech en Connected Health";"east-nl";"NL31";"SK04";NA;1;1
"MedTech en Connected Health";"east-nl";"NL31";"UKJ2";1;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"AT12";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"AT13";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"AT22";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"AT31";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"AT33";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"BE10";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"BE21";2;4;4
"MedTech en Connected Health";"east-nl";"NL32";"BE22";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"BE23";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"BE24";NA;9;9
"MedTech en Connected Health";"east-nl";"NL32";"BE25";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"BE31";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"BE32";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"BE33";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"BE35";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"BG41";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"CH01";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"CH02";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"CH03";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"CH04";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"CH05";NA;16;16
"MedTech en Connected Health";"east-nl";"NL32";"CH06";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"CH07";1;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"CY00";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"CZ01";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"CZ02";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"CZ03";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"CZ04";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"CZ05";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"CZ06";NA;10;10
"MedTech en Connected Health";"east-nl";"NL32";"CZ07";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"CZ08";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"DE11";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"DE12";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE14";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE24";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"DE25";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE26";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE27";NA;11;11
"MedTech en Connected Health";"east-nl";"NL32";"DE30";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"DE40";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"DE60";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"DE71";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"DE72";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DE80";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE91";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE92";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE93";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DE94";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DEA1";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"DEA2";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"DEA3";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"DEA5";1;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DEB1";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DEB3";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DEC0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DED2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DED4";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DED5";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DEE0";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DEF0";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"DEG0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"DK01";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"DK02";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"DK03";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"DK04";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"DK05";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"EE00";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ES11";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ES13";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ES21";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"ES22";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ES24";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ES30";1;11;11
"MedTech en Connected Health";"east-nl";"NL32";"ES43";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"ES51";NA;11;11
"MedTech en Connected Health";"east-nl";"NL32";"ES52";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"ES61";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"ES70";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"FI19";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"FI1B";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"FI1C";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"FR10";NA;20;20
"MedTech en Connected Health";"east-nl";"NL32";"FR71";2;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"FR81";2;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"FRB0";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRD2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"FRE1";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"FRF1";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRF2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"FRF3";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"FRG0";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRH0";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRI1";NA;9;9
"MedTech en Connected Health";"east-nl";"NL32";"FRJ1";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"FRJ2";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRK1";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRK2";NA;10;10
"MedTech en Connected Health";"east-nl";"NL32";"FRL0";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"FRM0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"HR03";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"HU11";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"HU12";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"HU21";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"HU23";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"HU33";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"IE02";2;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"IE04";NA;9;9
"MedTech en Connected Health";"east-nl";"NL32";"IE05";NA;9;9
"MedTech en Connected Health";"east-nl";"NL32";"IE06";NA;10;10
"MedTech en Connected Health";"east-nl";"NL32";"IS01";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"IS02";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ITC1";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"ITC3";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"ITC4";NA;19;19
"MedTech en Connected Health";"east-nl";"NL32";"ITF1";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"ITF3";NA;13;13
"MedTech en Connected Health";"east-nl";"NL32";"ITF4";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ITG1";NA;9;9
"MedTech en Connected Health";"east-nl";"NL32";"ITG2";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"ITH1";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"ITH3";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ITH4";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"ITH5";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ITI1";NA;9;9
"MedTech en Connected Health";"east-nl";"NL32";"ITI2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"ITI3";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"ITI4";NA;15;15
"MedTech en Connected Health";"east-nl";"NL32";"LT01";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"LT02";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"LU00";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"LV00";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"MT00";NA;3;3
"MedTech en Connected Health";"east-nl";"NL32";"NL11";NA;8;8
"MedTech en Connected Health";"east-nl";"NL32";"NL12";NA;9;1
"MedTech en Connected Health";"east-nl";"NL32";"NL21";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"NL22";NA;100;100
"MedTech en Connected Health";"east-nl";"NL32";"NL23";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"NL31";1;122;122
"MedTech en Connected Health";"east-nl";"NL32";"NL32";10;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"NL33";1;130;130
"MedTech en Connected Health";"east-nl";"NL32";"NL41";NA;25;25
"MedTech en Connected Health";"east-nl";"NL32";"NL42";2;26;26
"MedTech en Connected Health";"east-nl";"NL32";"NO01";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"NO02";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"NO03";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"NO04";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"NO05";NA;17;17
"MedTech en Connected Health";"east-nl";"NL32";"NO06";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"NO07";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"PL22";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"PL51";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"PL62";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"PL63";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"PL71";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"PL84";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"PL91";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"PT11";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"PT15";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"PT16";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"PT17";NA;7;7
"MedTech en Connected Health";"east-nl";"NL32";"RO12";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"RO21";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"RO32";NA;4;4
"MedTech en Connected Health";"east-nl";"NL32";"RO42";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"SE11";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"SE12";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"SE21";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"SE22";NA;11;11
"MedTech en Connected Health";"east-nl";"NL32";"SE23";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"SE31";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"SE32";NA;12;12
"MedTech en Connected Health";"east-nl";"NL32";"SI03";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"SI04";NA;6;6
"MedTech en Connected Health";"east-nl";"NL32";"SK01";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"SK02";NA;1;1
"MedTech en Connected Health";"east-nl";"NL32";"SK03";NA;5;5
"MedTech en Connected Health";"east-nl";"NL32";"SK04";NA;2;2
"MedTech en Connected Health";"east-nl";"NL32";"UKI1";3;NA;NA
"MedTech en Connected Health";"east-nl";"NL32";"UKJ1";1;NA;NA
"MedTech en Connected Health";"east-nl";"NL33";"AT12";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"AT13";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"AT22";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"AT31";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"AT33";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"BE10";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"BE21";1;1;1
"MedTech en Connected Health";"east-nl";"NL33";"BE22";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"BE23";1;NA;NA
"MedTech en Connected Health";"east-nl";"NL33";"BE24";1;5;5
"MedTech en Connected Health";"east-nl";"NL33";"BE25";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"BE31";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"BE32";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"BE33";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"BE35";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"CH01";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"CH02";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"CH03";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"CH04";1;1;1
"MedTech en Connected Health";"east-nl";"NL33";"CH05";NA;8;8
"MedTech en Connected Health";"east-nl";"NL33";"CH06";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"CY00";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"CZ01";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"CZ02";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"CZ03";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"CZ04";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"CZ05";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"CZ06";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"CZ07";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"CZ08";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"DE11";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"DE12";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DE14";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"DE21";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DE24";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"DE26";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"DE27";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"DE30";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"DE40";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DE60";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"DE71";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"DE72";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DE80";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DE91";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"DE92";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"DE93";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DE94";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DEA1";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DEA2";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"DEA3";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"DEA5";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"DEB3";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DEC0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DED2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DED4";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DED5";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DEE0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DEF0";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DEG0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DK01";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DK02";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"DK03";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"DK04";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"DK05";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"EE00";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"ES11";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"ES13";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"ES21";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"ES30";NA;8;8
"MedTech en Connected Health";"east-nl";"NL33";"ES43";NA;4;4
"MedTech en Connected Health";"east-nl";"NL33";"ES51";NA;8;8
"MedTech en Connected Health";"east-nl";"NL33";"ES52";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"ES61";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"FI19";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"FI1B";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"FI1C";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"FI1D";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"FR10";NA;15;15
"MedTech en Connected Health";"east-nl";"NL33";"FRB0";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"FRE1";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"FRF1";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"FRF2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"FRF3";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"FRG0";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"FRH0";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"FRI1";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"FRJ1";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"FRJ2";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"FRK1";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"FRK2";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"FRL0";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"FRM0";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"HR03";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"HR04";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"HU11";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"HU12";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"HU21";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"HU23";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"HU33";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"IE04";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"IE05";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"IE06";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"ITC1";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"ITC3";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"ITC4";NA;12;12
"MedTech en Connected Health";"east-nl";"NL33";"ITF1";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"ITF3";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"ITF4";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"ITG1";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"ITG2";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"ITH3";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"ITH4";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"ITH5";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"ITI1";NA;8;8
"MedTech en Connected Health";"east-nl";"NL33";"ITI2";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"ITI3";NA;7;7
"MedTech en Connected Health";"east-nl";"NL33";"ITI4";NA;10;10
"MedTech en Connected Health";"east-nl";"NL33";"LT01";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"LT02";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"LU00";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"LV00";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"MT00";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"NL11";NA;6;6
"MedTech en Connected Health";"east-nl";"NL33";"NL12";NA;7;1
"MedTech en Connected Health";"east-nl";"NL33";"NL21";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"NL22";NA;96;96
"MedTech en Connected Health";"east-nl";"NL33";"NL23";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"NL31";3;105;105
"MedTech en Connected Health";"east-nl";"NL33";"NL32";1;130;130
"MedTech en Connected Health";"east-nl";"NL33";"NL33";10;NA;NA
"MedTech en Connected Health";"east-nl";"NL33";"NL41";NA;23;23
"MedTech en Connected Health";"east-nl";"NL33";"NL42";1;23;23
"MedTech en Connected Health";"east-nl";"NL33";"NO01";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"NO02";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"NO03";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"NO05";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"PL21";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"PL22";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"PL51";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"PL62";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"PL63";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"PL71";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"PL84";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"PL91";NA;5;5
"MedTech en Connected Health";"east-nl";"NL33";"PT11";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"PT16";NA;2;2
"MedTech en Connected Health";"east-nl";"NL33";"PT17";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"RO12";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"RO21";NA;1;1
"MedTech en Connected Health";"east-nl";"NL33";"RO32";NA;3;3
"MedTech en Connected Health";"east-nl";"NL33";"RO42";NA;1;1
