"prio";"reg";"from";"to";"binary.pat";"binary.pub";"NEW.binary.pub"
"Data technology";"north-nl";"NL22";"DE12";NA;55;55
"Data technology";"north-nl";"NL22";"DE13";NA;31;31
"Data technology";"north-nl";"NL22";"DE14";NA;39;39
"Data technology";"north-nl";"NL22";"DE21";NA;57;57
"Data technology";"north-nl";"NL22";"DE22";NA;4;4
"Data technology";"north-nl";"NL22";"DE23";NA;3;3
"Data technology";"north-nl";"NL22";"DE24";1;48;48
"Data technology";"north-nl";"NL22";"DE25";NA;13;13
"Data technology";"north-nl";"NL22";"DE26";NA;24;24
"Data technology";"north-nl";"NL22";"DE27";NA;143;143
"Data technology";"north-nl";"NL22";"DE30";NA;132;132
"Data technology";"north-nl";"NL22";"DE40";NA;45;45
"Data technology";"north-nl";"NL22";"DE50";NA;12;12
"Data technology";"north-nl";"NL22";"DE60";NA;47;47
"Data technology";"north-nl";"NL22";"DE71";1;60;60
"Data technology";"north-nl";"NL22";"DE72";NA;11;11
"Data technology";"north-nl";"NL22";"DE73";NA;10;10
"Data technology";"north-nl";"NL22";"DE80";NA;29;29
"Data technology";"north-nl";"NL22";"DE91";NA;47;47
"Data technology";"north-nl";"NL22";"DE92";NA;20;20
"Data technology";"north-nl";"NL22";"DE93";NA;38;38
"Data technology";"north-nl";"NL22";"DE94";NA;27;27
"Data technology";"north-nl";"NL22";"DEA1";2;54;54
"Data technology";"north-nl";"NL22";"DEA2";NA;284;284
"Data technology";"north-nl";"NL22";"DEA3";NA;37;37
"Data technology";"north-nl";"NL22";"DEA4";NA;9;9
"Data technology";"north-nl";"NL22";"DEA5";NA;27;27
"Data technology";"north-nl";"NL22";"DEB1";NA;5;5
"Data technology";"north-nl";"NL22";"DEB2";1;3;3
"Data technology";"north-nl";"NL22";"DEB3";NA;60;60
"Data technology";"north-nl";"NL22";"DEC0";NA;2;2
"Data technology";"north-nl";"NL22";"DED2";NA;16;16
"Data technology";"north-nl";"NL22";"DED4";NA;23;23
"Data technology";"north-nl";"NL22";"DED5";NA;42;42
"Data technology";"north-nl";"NL22";"DEE0";NA;20;20
"Data technology";"north-nl";"NL22";"DEF0";NA;34;34
"Data technology";"north-nl";"NL22";"DEG0";NA;23;23
"Data technology";"north-nl";"NL22";"DK01";NA;72;72
"Data technology";"north-nl";"NL22";"DK02";NA;64;64
"Data technology";"north-nl";"NL22";"DK03";NA;75;75
"Data technology";"north-nl";"NL22";"DK04";NA;31;31
"Data technology";"north-nl";"NL22";"DK05";NA;10;10
"Data technology";"north-nl";"NL22";"EE00";NA;5;5
"Data technology";"north-nl";"NL22";"ES11";NA;3;3
"Data technology";"north-nl";"NL22";"ES12";NA;7;7
"Data technology";"north-nl";"NL22";"ES21";NA;50;50
"Data technology";"north-nl";"NL22";"ES22";NA;6;6
"Data technology";"north-nl";"NL22";"ES30";NA;311;311
"Data technology";"north-nl";"NL22";"ES41";NA;2;2
"Data technology";"north-nl";"NL22";"ES42";NA;1;1
"Data technology";"north-nl";"NL22";"ES43";NA;42;42
"Data technology";"north-nl";"NL22";"ES51";NA;286;286
"Data technology";"north-nl";"NL22";"ES52";NA;27;27
"Data technology";"north-nl";"NL22";"ES53";NA;1;1
"Data technology";"north-nl";"NL22";"ES61";NA;20;20
"Data technology";"north-nl";"NL22";"ES62";NA;4;4
"Data technology";"north-nl";"NL22";"ES70";NA;1;1
"Data technology";"north-nl";"NL22";"FI19";NA;49;49
"Data technology";"north-nl";"NL22";"FI1B";NA;45;45
"Data technology";"north-nl";"NL22";"FI1C";NA;49;49
"Data technology";"north-nl";"NL22";"FI1D";NA;7;7
"Data technology";"north-nl";"NL22";"FR10";NA;207;207
"Data technology";"north-nl";"NL22";"FR82";1;NA;NA
"Data technology";"north-nl";"NL22";"FRB0";NA;185;185
"Data technology";"north-nl";"NL22";"FRC1";NA;2;2
"Data technology";"north-nl";"NL22";"FRC2";NA;3;3
"Data technology";"north-nl";"NL22";"FRD1";NA;3;3
"Data technology";"north-nl";"NL22";"FRD2";NA;1;1
"Data technology";"north-nl";"NL22";"FRE1";NA;7;7
"Data technology";"north-nl";"NL22";"FRE2";NA;3;3
"Data technology";"north-nl";"NL22";"FRF1";NA;145;145
"Data technology";"north-nl";"NL22";"FRF3";NA;32;32
"Data technology";"north-nl";"NL22";"FRG0";NA;147;147
"Data technology";"north-nl";"NL22";"FRH0";NA;150;150
"Data technology";"north-nl";"NL22";"FRI1";NA;147;147
"Data technology";"north-nl";"NL22";"FRI3";NA;2;2
"Data technology";"north-nl";"NL22";"FRJ1";NA;29;29
"Data technology";"north-nl";"NL22";"FRJ2";NA;148;148
"Data technology";"north-nl";"NL22";"FRK1";NA;146;146
"Data technology";"north-nl";"NL22";"FRK2";NA;159;159
"Data technology";"north-nl";"NL22";"FRL0";NA;160;160
"Data technology";"north-nl";"NL22";"FRM0";NA;9;9
"Data technology";"north-nl";"NL22";"HR03";NA;2;2
"Data technology";"north-nl";"NL22";"HR04";NA;5;5
"Data technology";"north-nl";"NL22";"HU11";NA;15;15
"Data technology";"north-nl";"NL22";"HU12";NA;15;15
"Data technology";"north-nl";"NL22";"HU21";NA;17;17
"Data technology";"north-nl";"NL22";"HU32";NA;1;1
"Data technology";"north-nl";"NL22";"HU33";NA;1;1
"Data technology";"north-nl";"NL22";"IE04";NA;38;38
"Data technology";"north-nl";"NL22";"IE05";NA;36;36
"Data technology";"north-nl";"NL22";"IE06";NA;46;46
"Data technology";"north-nl";"NL22";"IS01";NA;3;3
"Data technology";"north-nl";"NL22";"IS02";NA;3;3
"Data technology";"north-nl";"NL22";"ITC1";NA;76;76
"Data technology";"north-nl";"NL22";"ITC3";NA;7;7
"Data technology";"north-nl";"NL22";"ITC4";NA;153;153
"Data technology";"north-nl";"NL22";"ITF1";NA;72;72
"Data technology";"north-nl";"NL22";"ITF3";NA;66;66
"Data technology";"north-nl";"NL22";"ITF4";NA;9;9
"Data technology";"north-nl";"NL22";"ITF6";NA;3;3
"Data technology";"north-nl";"NL22";"ITG1";NA;75;75
"Data technology";"north-nl";"NL22";"ITG2";NA;7;7
"Data technology";"north-nl";"NL22";"ITH1";NA;18;18
"Data technology";"north-nl";"NL22";"ITH2";NA;13;13
"Data technology";"north-nl";"NL22";"ITH3";NA;19;19
"Data technology";"north-nl";"NL22";"ITH4";NA;17;17
"Data technology";"north-nl";"NL22";"ITH5";NA;34;34
"Data technology";"north-nl";"NL22";"ITI1";NA;88;88
"Data technology";"north-nl";"NL22";"ITI2";NA;28;28
"Data technology";"north-nl";"NL22";"ITI3";NA;69;69
"Data technology";"north-nl";"NL22";"ITI4";NA;121;121
"Data technology";"north-nl";"NL22";"LT01";NA;1;1
"Data technology";"north-nl";"NL22";"LT02";NA;1;1
"Data technology";"north-nl";"NL22";"LU00";NA;17;17
"Data technology";"north-nl";"NL22";"LV00";NA;5;5
"Data technology";"north-nl";"NL22";"MT00";NA;1;1
"Data technology";"north-nl";"NL22";"NL11";1;52;52
"Data technology";"north-nl";"NL22";"NL12";NA;54;4
"Data technology";"north-nl";"NL22";"NL13";NA;1;1
"Data technology";"north-nl";"NL22";"NL21";1;315;315
"Data technology";"north-nl";"NL22";"NL22";29;NA;NA
"Data technology";"north-nl";"NL22";"NL23";NA;1;1
"Data technology";"north-nl";"NL22";"NL31";7;1343;1343
"Data technology";"north-nl";"NL22";"NL32";6;1323;1323
"Data technology";"north-nl";"NL22";"NL33";7;1351;1351
"Data technology";"north-nl";"NL22";"NL41";8;374;374
"Data technology";"north-nl";"NL22";"NL42";6;99;99
"Data technology";"north-nl";"NL22";"NO01";NA;41;41
"Data technology";"north-nl";"NL22";"NO02";NA;40;40
"Data technology";"north-nl";"NL22";"NO03";1;38;38
"Data technology";"north-nl";"NL22";"NO04";NA;15;15
"Data technology";"north-nl";"NL22";"NO05";NA;71;71
"Data technology";"north-nl";"NL22";"NO06";NA;14;14
"Data technology";"north-nl";"NL22";"NO07";NA;8;8
"Data technology";"north-nl";"NL22";"PL21";NA;9;9
"Data technology";"north-nl";"NL22";"PL22";NA;31;31
"Data technology";"north-nl";"NL22";"PL41";NA;8;8
"Data technology";"north-nl";"NL22";"PL42";NA;1;1
"Data technology";"north-nl";"NL22";"PL51";NA;2;2
"Data technology";"north-nl";"NL22";"PL61";NA;1;1
"Data technology";"north-nl";"NL22";"PL62";NA;12;12
"Data technology";"north-nl";"NL22";"PL63";NA;2;2
"Data technology";"north-nl";"NL22";"PL71";NA;1;1
"Data technology";"north-nl";"NL22";"PL72";NA;1;1
"Data technology";"north-nl";"NL22";"PL81";NA;2;2
"Data technology";"north-nl";"NL22";"PL84";NA;13;13
"Data technology";"north-nl";"NL22";"PL91";NA;13;13
"Data technology";"north-nl";"NL22";"PT11";NA;17;17
"Data technology";"north-nl";"NL22";"PT15";NA;4;4
"Data technology";"north-nl";"NL22";"PT16";NA;24;24
"Data technology";"north-nl";"NL22";"PT17";NA;28;28
"Data technology";"north-nl";"NL22";"PT18";NA;1;1
"Data technology";"north-nl";"NL22";"PT30";NA;1;1
"Data technology";"north-nl";"NL22";"RO11";NA;1;1
"Data technology";"north-nl";"NL22";"RO12";NA;4;4
"Data technology";"north-nl";"NL22";"RO21";NA;1;1
"Data technology";"north-nl";"NL22";"RO32";NA;3;3
"Data technology";"north-nl";"NL22";"SE11";4;60;60
"Data technology";"north-nl";"NL22";"SE12";1;91;91
"Data technology";"north-nl";"NL22";"SE21";NA;67;67
"Data technology";"north-nl";"NL22";"SE22";NA;115;115
"Data technology";"north-nl";"NL22";"SE23";NA;24;24
"Data technology";"north-nl";"NL22";"SE31";NA;61;61
"Data technology";"north-nl";"NL22";"SE32";NA;60;60
"Data technology";"north-nl";"NL22";"SE33";NA;13;13
"Data technology";"north-nl";"NL22";"SI03";NA;15;15
"Data technology";"north-nl";"NL22";"SI04";NA;16;16
"Data technology";"north-nl";"NL22";"SK01";NA;1;1
"Data technology";"north-nl";"NL22";"SK02";NA;2;2
"Data technology";"north-nl";"NL22";"SK03";NA;64;64
"Data technology";"north-nl";"NL22";"SK04";NA;1;1
"Data technology";"north-nl";"NL22";"UKF1";1;NA;NA
"Data technology";"north-nl";"NL22";"UKH1";4;NA;NA
"Data technology";"north-nl";"NL22";"UKI1";1;NA;NA
"Data technology";"north-nl";"NL22";"UKM2";1;NA;NA
"Data technology";"north-nl";"NL23";"BE10";NA;1;1
"Data technology";"north-nl";"NL23";"BE24";NA;1;1
"Data technology";"north-nl";"NL23";"BE25";NA;1;1
"Data technology";"north-nl";"NL23";"BE31";NA;1;1
"Data technology";"north-nl";"NL23";"BE32";NA;1;1
"Data technology";"north-nl";"NL23";"BE33";NA;1;1
"Data technology";"north-nl";"NL23";"BE35";NA;1;1
"Data technology";"north-nl";"NL23";"CH02";NA;1;1
"Data technology";"north-nl";"NL23";"CH03";NA;1;1
"Data technology";"north-nl";"NL23";"CH05";NA;1;1
"Data technology";"north-nl";"NL23";"CZ06";NA;1;1
"Data technology";"north-nl";"NL23";"DE11";NA;1;1
"Data technology";"north-nl";"NL23";"DE14";NA;1;1
"Data technology";"north-nl";"NL23";"DE21";NA;1;1
"Data technology";"north-nl";"NL23";"DE27";NA;1;1
"Data technology";"north-nl";"NL23";"DE71";NA;1;1
"Data technology";"north-nl";"NL23";"DEB3";NA;2;2
"Data technology";"north-nl";"NL23";"DK01";NA;1;1
"Data technology";"north-nl";"NL23";"DK02";NA;1;1
"Data technology";"north-nl";"NL23";"DK03";NA;1;1
"Data technology";"north-nl";"NL23";"ES30";NA;1;1
"Data technology";"north-nl";"NL23";"ES51";NA;1;1
"Data technology";"north-nl";"NL23";"FI19";NA;1;1
"Data technology";"north-nl";"NL23";"FI1B";NA;1;1
"Data technology";"north-nl";"NL23";"FR10";1;NA;NA
"Data technology";"north-nl";"NL23";"FRB0";NA;1;1
"Data technology";"north-nl";"NL23";"ITC4";NA;1;1
"Data technology";"north-nl";"NL23";"ITF1";NA;1;1
"Data technology";"north-nl";"NL23";"ITF3";NA;1;1
"Data technology";"north-nl";"NL23";"ITG1";NA;1;1
"Data technology";"north-nl";"NL23";"ITH5";NA;1;1
"Data technology";"north-nl";"NL23";"ITI1";NA;1;1
"Data technology";"north-nl";"NL23";"ITI3";NA;1;1
"Data technology";"north-nl";"NL23";"ITI4";NA;1;1
"Data technology";"north-nl";"NL23";"NL12";4;NA;NA
"Data technology";"north-nl";"NL23";"NL13";1;NA;NA
"Data technology";"north-nl";"NL23";"NL21";4;1;1
"Data technology";"north-nl";"NL23";"NL22";NA;1;1
"Data technology";"north-nl";"NL23";"NL23";1;NA;NA
"Data technology";"north-nl";"NL23";"NL31";1;2;2
"Data technology";"north-nl";"NL23";"NL32";3;NA;NA
"Data technology";"north-nl";"NL23";"NL33";3;NA;NA
"Data technology";"north-nl";"NL23";"NL41";1;1;1
"Data technology";"north-nl";"NL23";"RO32";1;NA;NA
"Data technology";"north-nl";"NL23";"SE11";NA;1;1
"Data technology";"north-nl";"NL23";"SE12";NA;1;1
"Data technology";"north-nl";"NL23";"SK03";NA;1;1
"Data technology";"north-nl";"NL31";"AT12";NA;80;80
"Data technology";"north-nl";"NL31";"AT13";NA;87;87
"Data technology";"north-nl";"NL31";"AT21";NA;6;6
"Data technology";"north-nl";"NL31";"AT22";NA;86;86
"Data technology";"north-nl";"NL31";"AT31";NA;4;4
"Data technology";"north-nl";"NL31";"AT32";NA;4;4
"Data technology";"north-nl";"NL31";"AT33";NA;13;13
"Data technology";"north-nl";"NL31";"BE10";1;55;55
"Data technology";"north-nl";"NL31";"BE21";2;33;33
"Data technology";"north-nl";"NL31";"BE22";NA;68;68
"Data technology";"north-nl";"NL31";"BE23";1;23;23
"Data technology";"north-nl";"NL31";"BE24";1;129;129
"Data technology";"north-nl";"NL31";"BE25";NA;56;56
"Data technology";"north-nl";"NL31";"BE31";NA;61;61
"Data technology";"north-nl";"NL31";"BE32";NA;57;57
"Data technology";"north-nl";"NL31";"BE33";NA;62;62
"Data technology";"north-nl";"NL31";"BE35";NA;58;58
"Data technology";"north-nl";"NL31";"BG41";NA;10;10
"Data technology";"north-nl";"NL31";"BG42";NA;1;1
"Data technology";"north-nl";"NL31";"CH01";NA;69;69
"Data technology";"north-nl";"NL31";"CH02";NA;78;78
"Data technology";"north-nl";"NL31";"CH03";NA;42;42
"Data technology";"north-nl";"NL31";"CH04";NA;93;93
"Data technology";"north-nl";"NL31";"CH05";NA;128;128
"Data technology";"north-nl";"NL31";"CH06";NA;1;1
"Data technology";"north-nl";"NL31";"CH07";NA;14;14
"Data technology";"north-nl";"NL31";"CY00";NA;9;9
"Data technology";"north-nl";"NL31";"CZ01";NA;44;44
"Data technology";"north-nl";"NL31";"CZ02";NA;34;34
"Data technology";"north-nl";"NL31";"CZ03";NA;35;35
"Data technology";"north-nl";"NL31";"CZ04";NA;33;33
"Data technology";"north-nl";"NL31";"CZ05";NA;33;33
"Data technology";"north-nl";"NL31";"CZ06";NA;293;293
"Data technology";"north-nl";"NL31";"CZ07";NA;45;45
"Data technology";"north-nl";"NL31";"CZ08";NA;43;43
"Data technology";"north-nl";"NL31";"DE11";2;56;56
"Data technology";"north-nl";"NL31";"DE12";NA;67;67
"Data technology";"north-nl";"NL31";"DE13";1;45;45
"Data technology";"north-nl";"NL31";"DE14";NA;49;49
"Data technology";"north-nl";"NL31";"DE21";1;63;63
"Data technology";"north-nl";"NL31";"DE22";NA;4;4
"Data technology";"north-nl";"NL31";"DE23";NA;3;3
"Data technology";"north-nl";"NL31";"DE24";NA;47;47
"Data technology";"north-nl";"NL31";"DE25";NA;15;15
"Data technology";"north-nl";"NL31";"DE26";NA;23;23
"Data technology";"north-nl";"NL31";"DE27";NA;169;169
"Data technology";"north-nl";"NL31";"DE30";NA;165;165
"Data technology";"north-nl";"NL31";"DE40";NA;50;50
"Data technology";"north-nl";"NL31";"DE50";NA;17;17
"Data technology";"north-nl";"NL31";"DE60";NA;62;62
"Data technology";"north-nl";"NL31";"DE71";NA;78;78
"Data technology";"north-nl";"NL31";"DE72";NA;12;12
"Data technology";"north-nl";"NL31";"DE73";NA;5;5
"Data technology";"north-nl";"NL31";"DE80";NA;38;38
"Data technology";"north-nl";"NL31";"DE91";NA;44;44
"Data technology";"north-nl";"NL31";"DE92";NA;23;23
"Data technology";"north-nl";"NL31";"DE93";NA;34;34
"Data technology";"north-nl";"NL31";"DE94";NA;35;35
"Data technology";"north-nl";"NL31";"DEA1";1;56;56
"Data technology";"north-nl";"NL31";"DEA2";1;289;289
"Data technology";"north-nl";"NL31";"DEA3";NA;39;39
"Data technology";"north-nl";"NL31";"DEA4";NA;14;14
"Data technology";"north-nl";"NL31";"DEA5";NA;28;28
"Data technology";"north-nl";"NL31";"DEB1";NA;9;9
"Data technology";"north-nl";"NL31";"DEB2";NA;1;1
"Data technology";"north-nl";"NL31";"DEB3";NA;71;71
"Data technology";"north-nl";"NL31";"DEC0";NA;8;8
"Data technology";"north-nl";"NL31";"DED2";NA;17;17
"Data technology";"north-nl";"NL31";"DED4";NA;21;21
"Data technology";"north-nl";"NL31";"DED5";NA;41;41
"Data technology";"north-nl";"NL31";"DEE0";NA;21;21
"Data technology";"north-nl";"NL31";"DEF0";NA;39;39
"Data technology";"north-nl";"NL31";"DEG0";NA;25;25
"Data technology";"north-nl";"NL31";"DK01";NA;80;80
"Data technology";"north-nl";"NL31";"DK02";NA;66;66
"Data technology";"north-nl";"NL31";"DK03";NA;85;85
"Data technology";"north-nl";"NL31";"DK04";NA;30;30
"Data technology";"north-nl";"NL31";"DK05";NA;15;15
"Data technology";"north-nl";"NL31";"EE00";NA;12;12
"Data technology";"north-nl";"NL31";"ES11";NA;4;4
"Data technology";"north-nl";"NL31";"ES12";NA;6;6
"Data technology";"north-nl";"NL31";"ES13";NA;1;1
"Data technology";"north-nl";"NL31";"ES21";NA;64;64
"Data technology";"north-nl";"NL31";"ES22";NA;10;10
"Data technology";"north-nl";"NL31";"ES24";NA;3;3
"Data technology";"north-nl";"NL31";"ES30";NA;325;325
"Data technology";"north-nl";"NL31";"ES41";NA;2;2
"Data technology";"north-nl";"NL31";"ES43";NA;55;55
"Data technology";"north-nl";"NL31";"ES51";NA;306;306
"Data technology";"north-nl";"NL31";"ES52";1;27;27
"Data technology";"north-nl";"NL31";"ES61";NA;28;28
"Data technology";"north-nl";"NL31";"ES62";NA;3;3
"Data technology";"north-nl";"NL31";"ES70";NA;2;2
"Data technology";"north-nl";"NL31";"FI19";NA;59;59
"Data technology";"north-nl";"NL31";"FI1B";NA;54;54
"Data technology";"north-nl";"NL31";"FI1C";NA;53;53
"Data technology";"north-nl";"NL31";"FI1D";NA;12;12
"Data technology";"north-nl";"NL31";"FR10";NA;249;249
"Data technology";"north-nl";"NL31";"FRB0";NA;203;203
"Data technology";"north-nl";"NL31";"FRC1";NA;1;1
"Data technology";"north-nl";"NL31";"FRC2";NA;1;1
"Data technology";"north-nl";"NL31";"FRD1";NA;3;3
"Data technology";"north-nl";"NL31";"FRD2";NA;1;1
"Data technology";"north-nl";"NL31";"FRE1";NA;9;9
"Data technology";"north-nl";"NL31";"FRE2";NA;3;3
"Data technology";"north-nl";"NL31";"FRF1";NA;169;169
"Data technology";"north-nl";"NL31";"FRF3";NA;31;31
"Data technology";"north-nl";"NL31";"FRG0";NA;169;169
"Data technology";"north-nl";"NL31";"FRH0";NA;170;170
"Data technology";"north-nl";"NL31";"FRI1";NA;173;173
"Data technology";"north-nl";"NL31";"FRI3";NA;3;3
"Data technology";"north-nl";"NL31";"FRJ1";NA;27;27
"Data technology";"north-nl";"NL31";"FRJ2";NA;177;177
"Data technology";"north-nl";"NL31";"FRK1";NA;171;171
"Data technology";"north-nl";"NL31";"FRK2";NA;194;194
"Data technology";"north-nl";"NL31";"FRL0";NA;189;189
"Data technology";"north-nl";"NL31";"FRM0";NA;14;14
"Data technology";"north-nl";"NL31";"HR03";NA;3;3
"Data technology";"north-nl";"NL31";"HR04";NA;14;14
"Data technology";"north-nl";"NL31";"HU11";NA;22;22
"Data technology";"north-nl";"NL31";"HU12";NA;22;22
"Data technology";"north-nl";"NL31";"HU21";NA;23;23
"Data technology";"north-nl";"NL31";"HU32";NA;2;2
"Data technology";"north-nl";"NL31";"HU33";NA;1;1
"Data technology";"north-nl";"NL31";"IE04";NA;43;43
"Data technology";"north-nl";"NL31";"IE05";NA;45;45
"Data technology";"north-nl";"NL31";"IE06";NA;53;53
"Data technology";"north-nl";"NL31";"IS01";NA;4;4
"Data technology";"north-nl";"NL31";"IS02";NA;4;4
"Data technology";"north-nl";"NL31";"ITC1";NA;82;82
"Data technology";"north-nl";"NL31";"ITC3";NA;11;11
"Data technology";"north-nl";"NL31";"ITC4";NA;159;159
"Data technology";"north-nl";"NL31";"ITF1";NA;75;75
"Data technology";"north-nl";"NL31";"ITF2";NA;1;1
"Data technology";"north-nl";"NL31";"ITF3";NA;74;74
"Data technology";"north-nl";"NL31";"ITF4";NA;12;12
"Data technology";"north-nl";"NL31";"ITF5";NA;1;1
"Data technology";"north-nl";"NL31";"ITF6";NA;1;1
"Data technology";"north-nl";"NL31";"ITG1";NA;78;78
"Data technology";"north-nl";"NL31";"ITG2";NA;7;7
"Data technology";"north-nl";"NL31";"ITH1";NA;3;3
"Data technology";"north-nl";"NL31";"ITH2";NA;17;17
"Data technology";"north-nl";"NL31";"ITH3";NA;26;26
"Data technology";"north-nl";"NL31";"ITH4";NA;36;36
"Data technology";"north-nl";"NL31";"ITH5";NA;35;35
"Data technology";"north-nl";"NL31";"ITI1";NA;115;115
"Data technology";"north-nl";"NL31";"ITI2";NA;40;40
"Data technology";"north-nl";"NL31";"ITI3";NA;71;71
"Data technology";"north-nl";"NL31";"ITI4";NA;119;119
"Data technology";"north-nl";"NL31";"LI00";NA;1;1
"Data technology";"north-nl";"NL31";"LT01";NA;3;3
"Data technology";"north-nl";"NL31";"LT02";NA;3;3
"Data technology";"north-nl";"NL31";"LU00";NA;27;27
"Data technology";"north-nl";"NL31";"LV00";NA;4;4
"Data technology";"north-nl";"NL31";"NL11";1;63;63
"Data technology";"north-nl";"NL31";"NL12";NA;65;4
"Data technology";"north-nl";"NL31";"NL13";NA;1;1
"Data technology";"north-nl";"NL31";"NL21";NA;42;42
"Data technology";"north-nl";"NL31";"NL22";7;1343;1343
"Data technology";"north-nl";"NL31";"NL23";1;2;2
"Data technology";"north-nl";"NL31";"NL31";35;NA;NA
"Data technology";"north-nl";"NL31";"NL32";22;1881;1881
"Data technology";"north-nl";"NL31";"NL33";23;1945;1945
"Data technology";"north-nl";"NL31";"NL34";NA;1;1
"Data technology";"north-nl";"NL31";"NL41";5;148;148
"Data technology";"north-nl";"NL31";"NL42";5;124;124
"Data technology";"north-nl";"NL31";"NO01";NA;48;48
"Data technology";"north-nl";"NL31";"NO02";NA;43;43
"Data technology";"north-nl";"NL31";"NO03";NA;45;45
"Data technology";"north-nl";"NL31";"NO04";NA;22;22
"Data technology";"north-nl";"NL31";"NO05";NA;97;97
"Data technology";"north-nl";"NL31";"NO06";NA;19;19
"Data technology";"north-nl";"NL31";"NO07";NA;7;7
"Data technology";"north-nl";"NL31";"PL21";NA;11;11
"Data technology";"north-nl";"NL31";"PL22";NA;36;36
"Data technology";"north-nl";"NL31";"PL41";NA;10;10
"Data technology";"north-nl";"NL31";"PL51";NA;2;2
"Data technology";"north-nl";"NL31";"PL61";NA;2;2
"Data technology";"north-nl";"NL31";"PL62";NA;16;16
"Data technology";"north-nl";"NL31";"PL63";NA;4;4
"Data technology";"north-nl";"NL31";"PL71";NA;4;4
"Data technology";"north-nl";"NL31";"PL72";NA;1;1
"Data technology";"north-nl";"NL31";"PL81";NA;2;2
"Data technology";"north-nl";"NL31";"PL82";NA;1;1
"Data technology";"north-nl";"NL31";"PL84";NA;15;15
"Data technology";"north-nl";"NL31";"PL91";NA;19;19
"Data technology";"north-nl";"NL31";"PT11";NA;21;21
"Data technology";"north-nl";"NL31";"PT16";NA;36;36
"Data technology";"north-nl";"NL31";"PT17";NA;38;38
"Data technology";"north-nl";"NL31";"RO11";NA;4;4
"Data technology";"north-nl";"NL31";"RO12";NA;7;7
"Data technology";"north-nl";"NL31";"RO32";NA;7;7
"Data technology";"north-nl";"NL31";"SE11";1;67;67
"Data technology";"north-nl";"NL31";"SE12";1;109;109
"Data technology";"north-nl";"NL31";"SE21";2;75;75
"Data technology";"north-nl";"NL31";"SE22";NA;155;155
"Data technology";"north-nl";"NL31";"SE23";NA;30;30
"Data technology";"north-nl";"NL31";"SE31";NA;66;66
"Data technology";"north-nl";"NL31";"SE32";NA;65;65
"Data technology";"north-nl";"NL31";"SE33";NA;19;19
"Data technology";"north-nl";"NL31";"SI03";NA;17;17
"Data technology";"north-nl";"NL31";"SI04";NA;16;16
"Data technology";"north-nl";"NL31";"SK01";NA;3;3
"Data technology";"north-nl";"NL31";"SK02";NA;5;5
"Data technology";"north-nl";"NL31";"SK03";NA;68;68
"Data technology";"north-nl";"NL31";"SK04";NA;3;3
"Data technology";"north-nl";"NL31";"UKH1";1;NA;NA
"Data technology";"north-nl";"NL31";"UKI1";3;NA;NA
"Data technology";"north-nl";"NL31";"UKI2";1;NA;NA
"Data technology";"north-nl";"NL31";"UKM2";1;NA;NA
"Data technology";"north-nl";"NL32";"AT12";NA;86;86
"Data technology";"north-nl";"NL32";"AT13";1;96;96
"Data technology";"north-nl";"NL32";"AT21";NA;8;8
"Data technology";"north-nl";"NL32";"AT22";1;94;94
"Data technology";"north-nl";"NL32";"AT31";NA;6;6
"Data technology";"north-nl";"NL32";"AT32";NA;3;3
"Data technology";"north-nl";"NL32";"AT33";NA;14;14
"Data technology";"north-nl";"NL32";"BE10";1;53;53
"Data technology";"north-nl";"NL32";"BE21";5;30;30
"Data technology";"north-nl";"NL32";"BE22";2;69;69
"Data technology";"north-nl";"NL32";"BE23";NA;38;38
"Data technology";"north-nl";"NL32";"BE24";2;125;125
"Data technology";"north-nl";"NL32";"BE25";NA;54;54
"Data technology";"north-nl";"NL32";"BE31";NA;59;59
"Data technology";"north-nl";"NL32";"BE32";NA;55;55
"Data technology";"north-nl";"NL32";"BE33";NA;60;60
"Data technology";"north-nl";"NL32";"BE35";NA;53;53
"Data technology";"north-nl";"NL32";"BG41";NA;10;10
"Data technology";"north-nl";"NL32";"BG42";NA;1;1
"Data technology";"north-nl";"NL32";"CH01";1;71;71
"Data technology";"north-nl";"NL32";"CH02";NA;83;83
"Data technology";"north-nl";"NL32";"CH03";NA;47;47
"Data technology";"north-nl";"NL32";"CH04";NA;78;78
"Data technology";"north-nl";"NL32";"CH05";NA;132;132
"Data technology";"north-nl";"NL32";"CH06";NA;2;2
"Data technology";"north-nl";"NL32";"CH07";NA;13;13
"Data technology";"north-nl";"NL32";"CY00";1;12;12
"Data technology";"north-nl";"NL32";"CZ01";NA;52;52
"Data technology";"north-nl";"NL32";"CZ02";NA;40;40
"Data technology";"north-nl";"NL32";"CZ03";NA;40;40
"Data technology";"north-nl";"NL32";"CZ04";NA;37;37
"Data technology";"north-nl";"NL32";"CZ05";NA;37;37
"Data technology";"north-nl";"NL32";"CZ06";2;313;313
"Data technology";"north-nl";"NL32";"CZ07";NA;54;54
"Data technology";"north-nl";"NL32";"CZ08";NA;51;51
"Data technology";"north-nl";"NL32";"DE11";19;60;60
"Data technology";"north-nl";"NL32";"DE12";1;74;74
"Data technology";"north-nl";"NL32";"DE13";NA;46;46
"Data technology";"north-nl";"NL32";"DE14";NA;52;52
"Data technology";"north-nl";"NL32";"DE21";3;64;64
"Data technology";"north-nl";"NL32";"DE22";NA;4;4
"Data technology";"north-nl";"NL32";"DE23";NA;4;4
"Data technology";"north-nl";"NL32";"DE24";NA;46;46
"Data technology";"north-nl";"NL32";"DE25";NA;15;15
