"from";"to";"prio";"reg";"binary.pat";"binary.pub"
"NL11";"CZ02";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ02";"NANO";"west-nl";NA;7
"NL11";"CZ02";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;7
"NL11";"CZ02";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"CZ02";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ02";"Recyclage";"south-nl";NA;1
"NL11";"CZ03";"Aerospace";"west-nl";NA;1
"NL11";"CZ03";"Artificial intelligence";"south-nl";NA;6
"NL11";"CZ03";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"CZ03";"Cybersecurity";"west-nl";NA;2
"NL11";"CZ03";"Data technology";"north-nl";NA;6
"NL11";"CZ03";"Digitale veiligheid";"south-nl";NA;2
"NL11";"CZ03";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"CZ03";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL11";"CZ03";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ03";"NANO";"west-nl";NA;7
"NL11";"CZ03";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;7
"NL11";"CZ03";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"CZ03";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ03";"Recyclage";"south-nl";NA;1
"NL11";"CZ04";"Aerospace";"west-nl";NA;1
"NL11";"CZ04";"Artificial intelligence";"south-nl";NA;6
"NL11";"CZ04";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"CZ04";"Cybersecurity";"west-nl";NA;2
"NL11";"CZ04";"Data technology";"north-nl";NA;6
"NL11";"CZ04";"Digitale veiligheid";"south-nl";NA;2
"NL11";"CZ04";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"CZ04";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL11";"CZ04";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ04";"NANO";"west-nl";NA;7
"NL11";"CZ04";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;7
"NL11";"CZ04";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"CZ04";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ04";"Recyclage";"south-nl";NA;1
"NL11";"CZ05";"Aerospace";"west-nl";NA;1
"NL11";"CZ05";"Artificial intelligence";"south-nl";NA;6
"NL11";"CZ05";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"CZ05";"Cybersecurity";"west-nl";NA;2
"NL11";"CZ05";"Data technology";"north-nl";NA;6
"NL11";"CZ05";"Digitale veiligheid";"south-nl";NA;2
"NL11";"CZ05";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"CZ05";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL11";"CZ05";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ05";"NANO";"west-nl";NA;7
"NL11";"CZ05";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;7
"NL11";"CZ05";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"CZ05";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ05";"Recyclage";"south-nl";NA;1
"NL11";"CZ06";"Aerospace";"west-nl";NA;1
"NL11";"CZ06";"Artificial intelligence";"south-nl";NA;27
"NL11";"CZ06";"Carbon Capture";"south-nl";NA;1
"NL11";"CZ06";"Circulair Bouwen";"west-nl";NA;1
"NL11";"CZ06";"CO2 vrije elektriciteit";"west-nl";NA;4
"NL11";"CZ06";"Cybersecurity";"west-nl";NA;5
"NL11";"CZ06";"Data technology";"north-nl";NA;21
"NL11";"CZ06";"Digitale veiligheid";"south-nl";NA;5
"NL11";"CZ06";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL11";"CZ06";"Engineering Fabrication - Autonomous robots";"west-nl";NA;2
"NL11";"CZ06";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"CZ06";"Hernieuwbare energie - Composieten";"south-nl";NA;3
"NL11";"CZ06";"Hydrogen technology";"north-nl";NA;1
"NL11";"CZ06";"Kringloop Landbouw";"west-nl";NA;1
"NL11";"CZ06";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ06";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"CZ06";"NANO";"west-nl";NA;19
"NL11";"CZ06";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;19
"NL11";"CZ06";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;3
"NL11";"CZ06";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ06";"Protein transition and food technology";"east-nl";NA;1
"NL11";"CZ06";"Quantum";"west-nl";NA;1
"NL11";"CZ06";"Recyclage";"south-nl";NA;1
"NL11";"CZ06";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"CZ06";"Robotics - Autonomous robots";"south-nl";NA;2
"NL11";"CZ06";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;2
"NL11";"CZ06";"Tracing";"west-nl";NA;1
"NL11";"CZ06";"Waterstof";"west-nl";NA;1
"NL11";"CZ07";"Aerospace";"west-nl";NA;1
"NL11";"CZ07";"Artificial intelligence";"south-nl";NA;10
"NL11";"CZ07";"Carbon Capture";"south-nl";NA;1
"NL11";"CZ07";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL11";"CZ07";"Cybersecurity";"west-nl";NA;2
"NL11";"CZ07";"Data technology";"north-nl";NA;7
"NL11";"CZ07";"Digitale veiligheid";"south-nl";NA;2
"NL11";"CZ07";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"CZ07";"Hernieuwbare energie - Composieten";"south-nl";NA;2
"NL11";"CZ07";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL11";"CZ07";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ07";"NANO";"west-nl";NA;11
"NL11";"CZ07";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;11
"NL11";"CZ07";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;2
"NL11";"CZ07";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ07";"Quantum";"west-nl";NA;1
"NL11";"CZ07";"Recyclage";"south-nl";NA;1
"NL11";"CZ07";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"CZ08";"Aerospace";"west-nl";NA;1
"NL11";"CZ08";"Artificial intelligence";"south-nl";NA;9
"NL11";"CZ08";"Carbon Capture";"south-nl";NA;1
"NL11";"CZ08";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"CZ08";"Cybersecurity";"west-nl";NA;2
"NL11";"CZ08";"Data technology";"north-nl";NA;7
"NL11";"CZ08";"Digitale veiligheid";"south-nl";NA;2
"NL11";"CZ08";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"CZ08";"Hernieuwbare energie - Composieten";"south-nl";NA;2
"NL11";"CZ08";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"CZ08";"NANO";"west-nl";NA;9
"NL11";"CZ08";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;9
"NL11";"CZ08";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;2
"NL11";"CZ08";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"CZ08";"Quantum";"west-nl";NA;1
"NL11";"CZ08";"Recyclage";"south-nl";NA;1
"NL11";"CZ08";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"DE11";"Aerospace";"west-nl";NA;1
"NL11";"DE11";"Agro-tech/Smart farming";"east-nl";NA;2
"NL11";"DE11";"Artificial intelligence";"south-nl";NA;32
"NL11";"DE11";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL11";"DE11";"Cybersecurity";"west-nl";NA;3
"NL11";"DE11";"Data technology";"north-nl";NA;18
"NL11";"DE11";"Digitale veiligheid";"south-nl";NA;3
"NL11";"DE11";"Energielogistiek";"west-nl";NA;1
"NL11";"DE11";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"DE11";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL11";"DE11";"Imaging";"west-nl";NA;3
"NL11";"DE11";"Innovaties voor preventie - Imaging";"east-nl";NA;3
"NL11";"DE11";"Life sciences - Biotechnology";"west-nl";1;2
"NL11";"DE11";"Medtech/beeldvorming";"south-nl";NA;3
"NL11";"DE11";"NANO";"west-nl";NA;14
"NL11";"DE11";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;14
"NL11";"DE11";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"DE11";"Quantum";"west-nl";NA;1
"NL11";"DE11";"Robotics - Robots";"south-nl";NA;1
"NL11";"DE11";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL11";"DE11";"Smart grids";"south-nl";NA;1
"NL11";"DE12";"Aerospace";"west-nl";NA;1
"NL11";"DE12";"Artificial intelligence";"south-nl";NA;31
"NL11";"DE12";"Carbon Capture";"south-nl";NA;1
"NL11";"DE12";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL11";"DE12";"Cybersecurity";"west-nl";NA;5
"NL11";"DE12";"Data technology";"north-nl";NA;20
"NL11";"DE12";"Digitale veiligheid";"south-nl";NA;5
"NL11";"DE12";"Energieopslag - Photovoltaic";"south-nl";NA;2
"NL11";"DE12";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL11";"DE12";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"DE12";"Imaging";"west-nl";NA;4
"NL11";"DE12";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL11";"DE12";"Life sciences - Biotechnology";"west-nl";2;NA
"NL11";"DE12";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"DE12";"Medtech/beeldvorming";"south-nl";NA;4
"NL11";"DE12";"NANO";"west-nl";NA;8
"NL11";"DE12";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;8
"NL11";"DE12";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"DE12";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"DE12";"Robotics - Autonomous robots";"south-nl";NA;1
"NL11";"DE12";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL11";"DE12";"Tracing";"west-nl";NA;1
"NL11";"DE13";"Artificial intelligence";"south-nl";NA;4
"NL11";"DE13";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL11";"DE13";"Cybersecurity";"west-nl";NA;2
"NL11";"DE13";"Data technology";"north-nl";NA;4
"NL11";"DE13";"Digitale veiligheid";"south-nl";NA;2
"NL11";"DE13";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL11";"DE13";"GMO";"south-nl";1;NA
"NL11";"DE13";"Life sciences - Biotechnology";"west-nl";1;1
"NL11";"DE13";"NANO";"west-nl";NA;3
"NL11";"DE13";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;3
"NL11";"DE13";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"DE13";"Robotics - Autonomous robots";"south-nl";NA;1
"NL11";"DE13";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL11";"DE13";"Zaadveredeling";"south-nl";1;NA
"NL11";"DE14";"Artificial intelligence";"south-nl";NA;16
"NL11";"DE14";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL11";"DE14";"Cybersecurity";"west-nl";NA;4
"NL11";"DE14";"Data technology";"north-nl";NA;14
"NL11";"DE14";"Digitale veiligheid";"south-nl";NA;4
"NL11";"DE14";"Energieopslag - Photovoltaic";"south-nl";NA;2
"NL11";"DE14";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL11";"DE14";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"DE14";"Imaging";"west-nl";NA;3
"NL11";"DE14";"Innovaties voor preventie - Imaging";"east-nl";NA;3
"NL11";"DE14";"Life sciences - Biotechnology";"west-nl";1;NA
"NL11";"DE14";"Medtech/beeldvorming";"south-nl";NA;3
"NL11";"DE14";"NANO";"west-nl";NA;4
"NL11";"DE14";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;4
"NL11";"DE14";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"DE14";"Robotics - Autonomous robots";"south-nl";NA;1
"NL11";"DE14";"Robotics - Robots";"south-nl";NA;1
"NL11";"DE14";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL11";"DE14";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL11";"DE21";"Artificial intelligence";"south-nl";NA;25
"NL11";"DE21";"Carbon Capture";"south-nl";NA;2
"NL11";"DE21";"CO2 vrije elektriciteit";"west-nl";NA;3
"NL11";"DE21";"Cybersecurity";"west-nl";NA;3
"NL11";"DE21";"Data technology";"north-nl";NA;15
"NL11";"DE21";"Digitale veiligheid";"south-nl";NA;3
"NL11";"DE21";"E-health";"west-nl";1;NA
"NL11";"DE21";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL11";"DE21";"Imaging";"west-nl";1;3
"NL11";"DE21";"Innovaties voor preventie - Imaging";"east-nl";1;3
"NL11";"DE21";"Life sciences - Biotechnology";"west-nl";1;NA
"NL11";"DE21";"MedTech en Connected Health";"east-nl";1;NA
"NL11";"DE21";"Medtech/beeldvorming";"south-nl";1;3
"NL11";"DE21";"NANO";"west-nl";NA;14
"NL11";"DE21";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;14
"NL11";"DE21";"Personalised/precision medicine";"south-nl";1;NA
"NL11";"DE21";"Quantum";"west-nl";NA;1
"NL11";"DE21";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"DE21";"Robotics - Autonomous robots";"south-nl";NA;1
"NL11";"DE21";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL11";"DE22";"Bio-landbouw";"south-nl";NA;1
"NL11";"DE22";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL11";"DE22";"Imaging";"west-nl";1;NA
"NL11";"DE22";"Innovaties voor preventie - Imaging";"east-nl";1;NA
"NL11";"DE22";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL11";"DE22";"Life sciences - Biotechnology";"west-nl";1;NA
"NL11";"DE22";"Medtech/beeldvorming";"south-nl";1;NA
"NL11";"DE22";"Teeltverduurzaming";"west-nl";NA;1
"NL11";"DE23";"Artificial intelligence";"south-nl";NA;2
"NL11";"DE23";"Data technology";"north-nl";NA;4
"NL11";"DE23";"NANO";"west-nl";NA;1
"NL11";"DE23";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;1
"NL11";"DE24";"Artificial intelligence";"south-nl";NA;4
"NL11";"DE24";"Carbon Capture";"south-nl";NA;1
"NL11";"DE24";"Cybersecurity";"west-nl";NA;1
"NL11";"DE24";"Data technology";"north-nl";NA;10
"NL11";"DE24";"Digitale veiligheid";"south-nl";NA;1
"NL11";"DE24";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"DE24";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL11";"DE24";"Imaging";"west-nl";NA;1
"NL11";"DE24";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL11";"DE24";"Medtech/beeldvorming";"south-nl";NA;1
"NL11";"DE24";"NANO";"west-nl";NA;8
"NL11";"DE24";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;8
"NL11";"DE24";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"DE24";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"DE25";"Aerospace";"west-nl";NA;1
"NL11";"DE25";"Artificial intelligence";"south-nl";NA;8
"NL11";"DE25";"CO2 vrije elektriciteit";"west-nl";NA;2
"NL11";"DE25";"Data technology";"north-nl";NA;8
"NL11";"DE25";"Electrolizers voor Power2Molecule";"south-nl";NA;1
"NL11";"DE25";"Energieopslag - Photovoltaic";"south-nl";NA;2
"NL11";"DE25";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL11";"DE25";"Hydrogen technology";"north-nl";NA;1
"NL11";"DE25";"NANO";"west-nl";NA;2
"NL11";"DE25";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;2
"NL11";"DE25";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"DE25";"Quantum";"west-nl";NA;1
"NL11";"DE25";"Waterstof";"west-nl";NA;1
"NL11";"DE26";"Artificial intelligence";"south-nl";NA;13
"NL11";"DE26";"Data technology";"north-nl";NA;3
"NL11";"DE26";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"DE26";"Life sciences - Biotechnology";"west-nl";1;NA
"NL11";"DE26";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"DE26";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"DE26";"Robotics - Robots";"south-nl";NA;1
"NL11";"DE26";"Robotisering Chirurgie-opafstand";"south-nl";NA;1
"NL11";"DE26";"Tracing";"west-nl";NA;1
"NL11";"DE27";"Aerospace";"west-nl";NA;1
"NL11";"DE27";"Artificial intelligence";"south-nl";NA;41
"NL11";"DE27";"Biosensors";"south-nl";NA;1
"NL11";"DE27";"Carbon Capture";"south-nl";NA;3
"NL11";"DE27";"Circulair Bouwen";"west-nl";NA;1
"NL11";"DE27";"CO2 vrije elektriciteit";"west-nl";NA;7
"NL11";"DE27";"Cybersecurity";"west-nl";NA;7
"NL11";"DE27";"Data technology";"north-nl";NA;27
"NL11";"DE27";"Digitale veiligheid";"south-nl";NA;7
"NL11";"DE27";"Electrolizers voor Power2Molecule";"south-nl";NA;2
"NL11";"DE27";"Energieopslag - Photovoltaic";"south-nl";NA;2
"NL11";"DE27";"Engineering Fabrication - Autonomous robots";"west-nl";NA;1
"NL11";"DE27";"Hernieuwbare energie - Composieten";"south-nl";NA;1
"NL11";"DE27";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL11";"DE27";"Hydrogen technology";"north-nl";NA;2
"NL11";"DE27";"Imaging";"west-nl";NA;4
"NL11";"DE27";"Innovatief Waterbeheer";"west-nl";NA;1
"NL11";"DE27";"Innovaties voor preventie - Imaging";"east-nl";NA;4
"NL11";"DE27";"Kringloop Landbouw";"west-nl";NA;1
"NL11";"DE27";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"DE27";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"DE27";"Medtech/beeldvorming";"south-nl";NA;4
"NL11";"DE27";"NANO";"west-nl";NA;38
"NL11";"DE27";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;38
"NL11";"DE27";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;1
"NL11";"DE27";"Quantum";"west-nl";NA;1
"NL11";"DE27";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"DE27";"Robotics - Autonomous robots";"south-nl";NA;1
"NL11";"DE27";"Smart Industry & Industrie 4.0 - Autonomous robots";"east-nl";NA;1
"NL11";"DE27";"Tracing";"west-nl";NA;1
"NL11";"DE27";"Water- en bodem-beheer";"south-nl";NA;1
"NL11";"DE27";"Waterstof";"west-nl";NA;2
"NL11";"DE30";"Aerospace";"west-nl";NA;1
"NL11";"DE30";"Artificial intelligence";"south-nl";NA;32
"NL11";"DE30";"Biosensors";"south-nl";NA;1
"NL11";"DE30";"Carbon Capture";"south-nl";NA;1
"NL11";"DE30";"Circulair Bouwen";"west-nl";NA;1
"NL11";"DE30";"CO2 vrije elektriciteit";"west-nl";NA;6
"NL11";"DE30";"Cybersecurity";"west-nl";NA;2
"NL11";"DE30";"Data technology";"north-nl";NA;23
"NL11";"DE30";"Digitale veiligheid";"south-nl";NA;2
"NL11";"DE30";"Electrolizers voor Power2Molecule";"south-nl";NA;3
"NL11";"DE30";"Energieopslag - Photovoltaic";"south-nl";NA;2
"NL11";"DE30";"Hernieuwbare energie - Composieten";"south-nl";NA;2
"NL11";"DE30";"Hernieuwbare energie - Windturbines";"south-nl";NA;1
"NL11";"DE30";"Hydrogen technology";"north-nl";NA;3
"NL11";"DE30";"Imaging";"west-nl";NA;2
"NL11";"DE30";"Innovatief Waterbeheer";"west-nl";NA;1
"NL11";"DE30";"Innovaties voor preventie - Imaging";"east-nl";NA;2
"NL11";"DE30";"Kringloop Landbouw";"west-nl";NA;1
"NL11";"DE30";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"DE30";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"DE30";"Medtech/beeldvorming";"south-nl";NA;2
"NL11";"DE30";"NANO";"west-nl";NA;30
"NL11";"DE30";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;30
"NL11";"DE30";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;2
"NL11";"DE30";"Regeneratieve geneeskunde";"west-nl";NA;1
"NL11";"DE30";"Tracing";"west-nl";NA;1
"NL11";"DE30";"Water- en bodem-beheer";"south-nl";NA;1
"NL11";"DE30";"Waterstof";"west-nl";NA;3
"NL11";"DE40";"Artificial intelligence";"south-nl";NA;18
"NL11";"DE40";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"DE40";"Data technology";"north-nl";NA;7
"NL11";"DE40";"Electrolizers voor Power2Molecule";"south-nl";NA;3
"NL11";"DE40";"Energieopslag - Photovoltaic";"south-nl";NA;1
"NL11";"DE40";"Hydrogen technology";"north-nl";NA;3
"NL11";"DE40";"Imaging";"west-nl";NA;1
"NL11";"DE40";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL11";"DE40";"Medtech/beeldvorming";"south-nl";NA;1
"NL11";"DE40";"NANO";"west-nl";NA;17
"NL11";"DE40";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;17
"NL11";"DE40";"Quantum";"west-nl";NA;1
"NL11";"DE40";"Waterstof";"west-nl";NA;3
"NL11";"DE50";"Aerospace";"west-nl";NA;1
"NL11";"DE50";"Artificial intelligence";"south-nl";NA;3
"NL11";"DE50";"Data technology";"north-nl";NA;3
"NL11";"DE50";"Hernieuwbare energie - Windturbines";"south-nl";NA;2
"NL11";"DE60";"Artificial intelligence";"south-nl";NA;21
"NL11";"DE60";"Bio-landbouw";"south-nl";NA;1
"NL11";"DE60";"Carbon Capture";"south-nl";NA;1
"NL11";"DE60";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL11";"DE60";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"DE60";"Cybersecurity";"west-nl";NA;1
"NL11";"DE60";"Data technology";"north-nl";NA;11
"NL11";"DE60";"Digitale veiligheid";"south-nl";NA;1
"NL11";"DE60";"Hernieuwbare energie - Composieten";"south-nl";NA;2
"NL11";"DE60";"Imaging";"west-nl";NA;1
"NL11";"DE60";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL11";"DE60";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL11";"DE60";"Life sciences - Biotechnology";"west-nl";1;NA
"NL11";"DE60";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"DE60";"Medtech/beeldvorming";"south-nl";NA;1
"NL11";"DE60";"NANO";"west-nl";NA;12
"NL11";"DE60";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;12
"NL11";"DE60";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;2
"NL11";"DE60";"Quantum";"west-nl";NA;1
"NL11";"DE60";"Regeneratieve geneeskunde";"west-nl";1;1
"NL11";"DE60";"Slimme mobiliteit";"west-nl";1;NA
"NL11";"DE60";"Teeltverduurzaming";"west-nl";NA;1
"NL11";"DE60";"Tracing";"west-nl";NA;1
"NL11";"DE71";"Aerospace";"west-nl";NA;2
"NL11";"DE71";"Agro-tech/Smart farming";"east-nl";NA;1
"NL11";"DE71";"Artificial intelligence";"south-nl";NA;24
"NL11";"DE71";"Bio-landbouw";"south-nl";NA;1
"NL11";"DE71";"Carbon Capture";"south-nl";NA;3
"NL11";"DE71";"Circulaire en natuur - inclusieve landbouw";"east-nl";NA;1
"NL11";"DE71";"CO2 vrije elektriciteit";"west-nl";NA;1
"NL11";"DE71";"Cybersecurity";"west-nl";NA;2
"NL11";"DE71";"Data technology";"north-nl";NA;15
"NL11";"DE71";"Digitale veiligheid";"south-nl";NA;2
"NL11";"DE71";"E-health";"west-nl";NA;1
"NL11";"DE71";"Hernieuwbare energie - Composieten";"south-nl";NA;3
"NL11";"DE71";"Imaging";"west-nl";NA;1
"NL11";"DE71";"Innovaties voor preventie - Imaging";"east-nl";NA;1
"NL11";"DE71";"Klimaatneutrale Landbouw";"west-nl";NA;1
"NL11";"DE71";"Life sciences - Biotechnology";"west-nl";1;1
"NL11";"DE71";"MedTech en Connected Health";"east-nl";NA;1
"NL11";"DE71";"Medtech/beeldvorming";"south-nl";NA;1
"NL11";"DE71";"NANO";"west-nl";NA;13
"NL11";"DE71";"Nanotechnologie en fotonica - Nanotechnologies";"east-nl";NA;13
"NL11";"DE71";"Nieuwe, duurzame en geavanceerde materialen - Composite materials";"east-nl";NA;3
"NL11";"DE71";"Quantum";"west-nl";NA;1
"NL11";"DE71";"Recyclage";"south-nl";NA;1
"NL11";"DE71";"Teeltverduurzaming";"west-nl";NA;1
"NL11";"DE71";"Tracing";"west-nl";NA;1
"NL11";"DE72";"Aerospace";"west-nl";NA;1
"NL11";"DE72";"Artificial intelligence";"south-nl";NA;13
"NL11";"DE72";"Data technology";"north-nl";NA;5
"NL11";"DE72";"Gepersonaliseerde gezondheidszorg & voeding";"east-nl";NA;1
"NL11";"DE72";"Life sciences - Biotechnology";"west-nl";NA;1
"NL11";"DE72";"Personalised/precision medicine";"south-nl";NA;1
"NL11";"DE72";"Recyclage";"south-nl";NA;1
