"geo","domain","count","rca","reldens","comp"
"1147","Telecommunications",3,1.05,42.96,93.84
"1250","Telecommunications",0,0,5.96,93.84
"1682","Telecommunications",63,0.59,13.67,93.84
"773","Telecommunications",0,0,15.62,93.84
"187","Telecommunications",0,0,9.97,93.84
"1438","Telecommunications",1,0.54,32.79,93.84
"1037","Telecommunications",2,0.59,34.84,93.84
"855","Telecommunications",0,0,0,93.84
"496","Telecommunications",0,0,9.04,93.84
"1722","Telecommunications",98,0.9,13.36,93.84
"1572","Telecommunications",0,0,18.5,93.84
"75","Telecommunications",7,0.14,5.96,93.84
"811","Telecommunications",0,0,47.79,93.84
"518","Telecommunications",5,1.08,20.25,93.84
"1813","Telecommunications",42,0.36,14.8,93.84
"168","Telecommunications",2,0.49,25.69,93.84
"620","Telecommunications",44,2.29,47.58,93.84
"392","Telecommunications",0,0,7.4,93.84
"1729","Telecommunications",5,0.21,14.18,93.84
"1435","Telecommunications",0,0,41.01,93.84
"1336","Telecommunications",0,0,2.98,93.84
"49","Telecommunications",0,0,40.49,93.84
"1744","Telecommunications",25,0.29,9.76,93.84
"1527","Telecommunications",1,0.28,7.91,93.84
"1425","Telecommunications",0,0,8.12,93.84
"1077","Telecommunications",31,0.35,17.99,93.84
"899","Telecommunications",20,0.26,24.36,93.84
"592","Telecommunications",4,0.2,44.71,93.84
"1005","Telecommunications",0,0,0,93.84
"1067","Telecommunications",2360,0.76,53.85,93.84
"1701","Telecommunications",2,0.21,17.99,93.84
"1845","Telecommunications",1,0.36,23.95,93.84
"1406","Telecommunications",0,0,23.64,93.84
"1283","Telecommunications",1,0.62,17.16,93.84
"1692","Telecommunications",107,0.99,21.27,93.84
"848","Telecommunications",1,0.74,45.84,93.84
"1148","Telecommunications",0,0,2.16,93.84
"1251","Telecommunications",0,0,53.13,93.84
"1683","Telecommunications",2,0.19,6.27,93.84
"774","Telecommunications",2,3.59,27.54,93.84
"19","Telecommunications",0,0,5.65,93.84
"1439","Telecommunications",1,1.06,28.88,93.84
"1038","Telecommunications",0,0,11,93.84
"856","Telecommunications",0,0,16.14,93.84
"497","Telecommunications",2,7.18,28.37,93.84
"1723","Telecommunications",1,0.13,23.23,93.84
"1573","Telecommunications",0,0,9.35,93.84
"753","Telecommunications",17,0.87,9.35,93.84
"812","Telecommunications",0,0,34.74,93.84
"519","Telecommunications",1,0.76,13.98,93.84
"1814","Telecommunications",0,0,11.72,93.84
"1680","Telecommunications",154,0.81,59.2,93.84
"621","Telecommunications",0,0,14.29,93.84
"397","Telecommunications",0,0,4.42,93.84
"173","Telecommunications",104,0.6,23.54,93.84
"1338","Telecommunications",0,0,18.91,93.84
"100","Telecommunications",0,0,11.51,93.84
"880","Telecommunications",0,0,3.39,93.84
"1745","Telecommunications",0,0,22.2,93.84
"153","Telecommunications",0,0,7.61,93.84
"1328","Telecommunications",0,0,1.34,93.84
"44","Telecommunications",2,0.38,27.03,93.84
"481","Telecommunications",0,0,0.21,93.84
"194","Telecommunications",84,0.81,36.38,93.84
"919","Telecommunications",0,0,6.27,93.84
"1068","Telecommunications",33,0.25,14.29,93.84
"1702","Telecommunications",0,0,12.54,93.84
"1751","Telecommunications",2,0.46,16.86,93.84
"1407","Telecommunications",1,2.21,12.74,93.84
"1284","Telecommunications",0,0,8.63,93.84
"1693","Telecommunications",1,0.1,10.79,93.84
"375","Telecommunications",0,0,0.21,93.84
"1149","Telecommunications",0,0,11.41,93.84
"1255","Telecommunications",0,0,2.16,93.84
"1684","Telecommunications",4,0.25,9.76,93.84
"775","Telecommunications",0,0,38.75,93.84
"190","Telecommunications",0,0,0.21,93.84
"915","Telecommunications",0,0,24.25,93.84
"1039","Telecommunications",4,0.6,14.59,93.84
"857","Telecommunications",0,0,14.49,93.84
"884","Telecommunications",0,0,5.04,93.84
"1749","Telecommunications",113,0.29,8.02,93.84
"1574","Telecommunications",0,0,8.94,93.84
"754","Telecommunications",3,0.83,8.32,93.84
"369","Telecommunications",0,0,23.23,93.84
"52","Telecommunications",27,0.58,11.72,93.84
"1815","Telecommunications",1,0.5,44.3,93.84
"922","Telecommunications",0,0,12.44,93.84
"622","Telecommunications",2,0.16,9.76,93.84
"399","Telecommunications",0,0,20.35,93.84
"1730","Telecommunications",23,0.57,16.44,93.84
"134","Telecommunications",5,0.22,14.08,93.84
"1000","Telecommunications",6,0.53,16.24,93.84
"881","Telecommunications",0,0,7.81,93.84
"1746","Telecommunications",19,0.57,6.68,93.84
"1530","Telecommunications",1,7.18,16.14,93.84
"1329","Telecommunications",0,0,8.22,93.84
"440","Telecommunications",0,0,2.77,93.84
"482","Telecommunications",0,0,10.17,93.84
"195","Telecommunications",0,0,1.23,93.84
"92","Telecommunications",2,3.19,4.42,93.84
"1069","Telecommunications",0,0,0,93.84
"1703","Telecommunications",488,1.3,61.15,93.84
"1752","Telecommunications",0,0,48.92,93.84
"1408","Telecommunications",2,1.51,18.6,93.84
"1286","Telecommunications",0,0,3.49,93.84
"1694","Telecommunications",581,1.15,41.21,93.84
"376","Telecommunications",0,0,6.99,93.84
"115","Telecommunications",0,0,2.06,93.84
"126","Telecommunications",0,0,1.23,93.84
"1685","Telecommunications",74,0.83,24.87,93.84
"777","Telecommunications",0,0,16.34,93.84
"192","Telecommunications",0,0,11.41,93.84
"917","Telecommunications",0,0,3.6,93.84
"1040","Telecommunications",34,0.52,10.59,93.84
"858","Telecommunications",0,0,3.6,93.84
"885","Telecommunications",0,0,34.43,93.84
"175","Telecommunications",69,0.52,44.91,93.84
"1575","Telecommunications",0,0,0,93.84
"755","Telecommunications",0,0,2.16,93.84
"370","Telecommunications",0,0,17.68,93.84
"520","Telecommunications",0,0,24.56,93.84
"182","Telecommunications",0,0,11,93.84
"923","Telecommunications",0,0,9.97,93.84
"623","Telecommunications",1,0.9,14.7,93.84
"40","Telecommunications",0,0,1.95,93.84
"1731","Telecommunications",2,0.94,48,93.84
"1343","Telecommunications",0,0,2.57,93.84
"1001","Telecommunications",0,0,8.12,93.84
"882","Telecommunications",23,0.3,20.45,93.84
"1747","Telecommunications",230,0.92,24.25,93.84
"1531","Telecommunications",0,0,5.04,93.84
"133","Telecommunications",0,0,2.77,93.84
"447","Telecommunications",0,0,12.85,93.84
"483","Telecommunications",0,0,2.98,93.84
"196","Telecommunications",0,0,1.54,93.84
"920","Telecommunications",1,2.61,47.89,93.84
"107","Telecommunications",1,0.42,14.18,93.84
"1704","Telecommunications",45,0.81,15.93,93.84
"1753","Telecommunications",3,0.37,17.16,93.84
"1409","Telecommunications",0,0,5.24,93.84
"1288","Telecommunications",0,0,20.97,93.84
"1695","Telecommunications",45,0.23,5.04,93.84
"378","Telecommunications",0,0,10.89,93.84
"1152","Telecommunications",0,0,0.62,93.84
"1260","Telecommunications",0,0,10.28,93.84
"1686","Telecommunications",1,0.07,6.89,93.84
"778","Telecommunications",1,0.38,21.89,93.84
"193","Telecommunications",0,0,13.36,93.84
"918","Telecommunications",0,0,8.02,93.84
"1041","Telecommunications",6,0.19,13.36,93.84
"859","Telecommunications",0,0,4.93,93.84
"886","Telecommunications",0,0,31.45,93.84
"1750","Telecommunications",126,0.75,10.79,93.84
"1578","Telecommunications",0,0,2.98,93.84
"758","Telecommunications",0,0,4.73,93.84
"373","Telecommunications",0,0,2.16,93.84
"521","Telecommunications",0,0,4.62,93.84
"1820","Telecommunications",0,0,0.1,93.84
"924","Telecommunications",3,0.68,7.09,93.84
"625","Telecommunications",3,1.09,19.12,93.84
"400","Telecommunications",2,0.79,36.18,93.84
"1732","Telecommunications",15,0.39,19.53,93.84
"1347","Telecommunications",0,0,39.98,93.84
"1002","Telecommunications",0,0,1.44,93.84
"883","Telecommunications",0,0,12.64,93.84
"1748","Telecommunications",23,0.23,16.65,93.84
"1536","Telecommunications",312,2.42,46.04,93.84
"1330","Telecommunications",0,0,9.97,93.84
"448","Telecommunications",0,0,2.16,93.84
"484","Telecommunications",1,0.09,13.77,93.84
"197","Telecommunications",0,0,5.45,93.84
"921","Telecommunications",0,0,16.86,93.84
"1070","Telecommunications",0,0,1.44,93.84
"1705","Telecommunications",3,0.53,17.68,93.84
"1754","Telecommunications",46,0.58,32.27,93.84
"141","Telecommunications",1,1.8,36.38,93.84
"129","Telecommunications",15,0.77,20.97,93.84
"762","Telecommunications",0,0,9.04,93.84
"379","Telecommunications",4,16.41,12.54,93.84
"1155","Telecommunications",0,0,9.87,93.84
"779","Telecommunications",0,0,0,93.84
"405","Telecommunications",262,0.74,15.31,93.84
"1736","Telecommunications",6,0.31,11.72,93.84
"1711","Telecommunications",0,0,22.92,93.84
"662","Telecommunications",0,0,11.1,93.84
"302","Telecommunications",29,0.25,35.46,93.84
"429","Telecommunications",0,0,8.94,93.84
"887","Telecommunications",0,0,1.54,93.84
"537","Telecommunications",0,0,12.74,93.84
"1580","Telecommunications",0,0,2.88,93.84
"76","Telecommunications",20,2.05,14.29,93.84
"451","Telecommunications",0,0,13.46,93.84
"1637","Telecommunications",0,0,7.09,93.84
"200","Telecommunications",0,0,16.34,93.84
"402","Telecommunications",0,0,5.24,93.84
"1733","Telecommunications",25,0.66,9.56,93.84
"476","Telecommunications",0,0,6.27,93.84
"1758","Telecommunications",427,0.52,18.29,93.84
"251","Telecommunications",3327,4.48,61.66,93.84
"826","Telecommunications",1,1.6,10.17,93.84
"766","Telecommunications",0,0,1.54,93.84
"462","Telecommunications",0,0,9.04,93.84
"1195","Telecommunications",0,0,3.19,93.84
"903","Telecommunications",1,0.84,64.85,93.84
"449","Telecommunications",809,0.6,43.78,93.84
"1634","Telecommunications",0,0,12.02,93.84
"198","Telecommunications",2,0.08,11.92,93.84
"1315","Telecommunications",0,0,0.21,93.84
"802","Telecommunications",0,0,5.65,93.84
"472","Telecommunications",2,1.06,35.46,93.84
"1755","Telecommunications",11,0.19,14.49,93.84
"1410","Telecommunications",0,0,5.24,93.84
"1291","Telecommunications",1,0.96,75.03,93.84
"763","Telecommunications",0,0,11.82,93.84
"38","Telecommunications",0,0,26.72,93.84
"1158","Telecommunications",0,0,42.45,93.84
"78","Telecommunications",5,0.25,17.78,93.84
"407","Telecommunications",1,0.13,15.42,93.84
"1737","Telecommunications",5,0.34,6.78,93.84
"1712","Telecommunications",5,0.37,27.65,93.84
"666","Telecommunications",0,0,2.98,93.84
"305","Telecommunications",0,0,10.79,93.84
"43","Telecommunications",3,1.08,29.7,93.84
"888","Telecommunications",0,0,5.14,93.84
"539","Telecommunications",0,0,1.34,93.84
"1582","Telecommunications",0,0,6.17,93.84
"760","Telecommunications",0,0,0.21,93.84
"453","Telecommunications",1,0.13,8.74,93.84
"1638","Telecommunications",9,0.38,10.69,93.84
"203","Telecommunications",0,0,32.89,93.84
"403","Telecommunications",19,1.31,43.68,93.84
"1734","Telecommunications",0,0,9.66,93.84
"479","Telecommunications",219,0.46,19.22,93.84
"1759","Telecommunications",36,1.28,53.24,93.84
"252","Telecommunications",0,0,4.21,93.84
"827","Telecommunications",0,0,45.32,93.84
"767","Telecommunications",0,0,34.43,93.84
"463","Telecommunications",9,0.43,16.86,93.84
"1196","Telecommunications",0,0,3.19,93.84
"904","Telecommunications",0,0,5.24,93.84
"45","Telecommunications",0,0,23.02,93.84
"1635","Telecommunications",9,0.64,45.22,93.84
"199","Telecommunications",0,0,7.4,93.84
"1318","Telecommunications",0,0,0.62,93.84
"803","Telecommunications",0,0,19.01,93.84
"474","Telecommunications",0,0,7.61,93.84
"1756","Telecommunications",32,0.32,6.78,93.84
"1411","Telecommunications",0,0,6.27,93.84
"1293","Telecommunications",0,0,41.83,93.84
"764","Telecommunications",1,0.06,6.27,93.84
"382","Telecommunications",4,0.96,22.61,93.84
"1159","Telecommunications",4,0.69,35.66,93.84
"780","Telecommunications",42,0.87,50.67,93.84
"408","Telecommunications",0,0,32.99,93.84
"1738","Telecommunications",0,0,0.21,93.84
"1713","Telecommunications",43,0.8,21.89,93.84
"672","Telecommunications",37,0.28,8.84,93.84
"306","Telecommunications",1,0.59,34.94,93.84
"430","Telecommunications",0,0,4.42,93.84
"89","Telecommunications",0,0,1.34,93.84
"543","Telecommunications",3,0.83,15.62,93.84
"1584","Telecommunications",0,0,7.19,93.84
"761","Telecommunications",35,0.65,39.57,93.84
"455","Telecommunications",0,0,13.57,93.84
"1639","Telecommunications",1,0.2,6.37,93.84
"204","Telecommunications",4373,1.93,70.3,93.84
"404","Telecommunications",0,0,32.17,93.84
"1735","Telecommunications",3,0.21,12.54,93.84
"48","Telecommunications",3,0.26,7.81,93.84
"176","Telecommunications",2,0.15,16.96,93.84
"253","Telecommunications",0,0,15.42,93.84
"829","Telecommunications",0,0,6.99,93.84
"768","Telecommunications",1,0.57,0.21,93.84
"465","Telecommunications",2,0.07,33.2,93.84
"1197","Telecommunications",0,0,6.47,93.84
"905","Telecommunications",0,0,16.96,93.84
"450","Telecommunications",0,0,5.86,93.84
"1636","Telecommunications",2,0.27,13.05,93.84
"2","Telecommunications",0,0,4.73,93.84
"132","Telecommunications",0,0,12.74,93.84
"804","Telecommunications",2,7.18,64.13,93.84
"475","Telecommunications",0,0,2.16,93.84
"1757","Telecommunications",9,0.38,13.98,93.84
"1412","Telecommunications",0,0,18.09,93.84
"1295","Telecommunications",1,0.82,36.79,93.84
"765","Telecommunications",0,0,4.01,93.84
"383","Telecommunications",0,0,1.64,93.84
"116","Telecommunications",0,0,14.59,93.84
"782","Telecommunications",0,0,16.24,93.84
"409","Telecommunications",19,0.28,13.77,93.84
"1739","Telecommunications",16,0.42,24.97,93.84
"1714","Telecommunications",3,0.21,11.92,93.84
"675","Telecommunications",0,0,38.44,93.84
"309","Telecommunications",0,0,10.07,93.84
"431","Telecommunications",1,0.16,34.53,93.84
"890","Telecommunications",0,0,66.29,93.84
"544","Telecommunications",4,0.12,15.21,93.84
"1585","Telecommunications",0,0,41.52,93.84
"910","Telecommunications",0,0,13.26,93.84
"456","Telecommunications",1,0.03,8.84,93.84
"164","Telecommunications",26,0.31,16.03,93.84
"527","Telecommunications",0,0,23.33,93.84
"9","Telecommunications",0,0,3.8,93.84
"363","Telecommunications",0,0,10.69,93.84
"1655","Telecommunications",12,0.37,14.08,93.84
"555","Telecommunications",0,0,39.57,93.84
"254","Telecommunications",0,0,8.02,93.84
"830","Telecommunications",0,0,6.78,93.84
"739","Telecommunications",48,0.39,14.29,93.84
"466","Telecommunications",0,0,6.27,93.84
"1198","Telecommunications",0,0,15.01,93.84
"908","Telecommunications",0,0,59.1,93.84
"412","Telecommunications",35,0.44,27.24,93.84
"1662","Telecommunications",0,0,6.58,93.84
"522","Telecommunications",0,0,37.2,93.84
"1320","Telecommunications",2,0.18,9.87,93.84
"805","Telecommunications",1,14.36,2.16,93.84
"436","Telecommunications",0,0,3.6,93.84
"1709","Telecommunications",65,0.35,17.16,93.84
"1413","Telecommunications",0,0,5.76,93.84
"1298","Telecommunications",0,0,2.98,93.84
"736","Telecommunications",18,0.27,10.07,93.84
"424","Telecommunications",0,0,10.69,93.84
"1160","Telecommunications",0,0,4.01,93.84
"783","Telecommunications",0,0,39.36,93.84
"41","Telecommunications",7,0.55,13.46,93.84
"174","Telecommunications",76,0.74,14.18,93.84
"166","Telecommunications",7,0.57,13.57,93.84
"676","Telecommunications",0,0,6.78,93.84
"311","Telecommunications",0,0,4.83,93.84
"432","Telecommunications",0,0,8.94,93.84
"1706","Telecommunications",31,0.91,46.04,93.84
"547","Telecommunications",1,0.06,13.87,93.84
"1586","Telecommunications",1,0.46,11.41,93.84
"911","Telecommunications",0,0,35.35,93.84
"46","Telecommunications",15,0.41,14.8,93.84
"1640","Telecommunications",4,0.12,6.06,93.84
"529","Telecommunications",0,0,7.3,93.84
"90","Telecommunications",0,0,26.52,93.84
"365","Telecommunications",0,0,5.34,93.84
"1656","Telecommunications",1,0.09,29.7,93.84
"556","Telecommunications",0,0,5.96,93.84
"258","Telecommunications",0,0,2.77,93.84
"831","Telecommunications",0,0,10.17,93.84
"74","Telecommunications",27,0.45,4.52,93.84
"467","Telecommunications",0,0,20.35,93.84
"1199","Telecommunications",0,0,0.21,93.84
"909","Telecommunications",0,0,0,93.84
"413","Telecommunications",3,0.02,7.81,93.84
"1663","Telecommunications",4,0.22,11.51,93.84
"523","Telecommunications",0,0,14.59,93.84
"1321","Telecommunications",0,0,5.96,93.84
"806","Telecommunications",0,0,22.71,93.84
"437","Telecommunications",1,4.1,8.74,93.84
"171","Telecommunications",1,0.12,7.4,93.84
"1414","Telecommunications",0,0,29.29,93.84
"13","Telecommunications",0,0,0.82,93.84
"737","Telecommunications",168,0.58,36.49,93.84
"426","Telecommunications",0,0,1.13,93.84
"1162","Telecommunications",0,0,3.08,93.84
"784","Telecommunications",0,0,13.26,93.84
"410","Telecommunications",0,0,11.41,93.84
"1740","Telecommunications",40,0.3,6.58,93.84
"1660","Telecommunications",255,1,65.88,93.84
"677","Telecommunications",0,0,20.76,93.84
"312","Telecommunications",0,0,8.84,93.84
"433","Telecommunications",0,0,7.91,93.84
"1707","Telecommunications",165,0.68,13.98,93.84
"549","Telecommunications",1,1.51,5.96,93.84
"1587","Telecommunications",2,0.41,11.31,93.84
"913","Telecommunications",0,0,0.21,93.84
"460","Telecommunications",4,0.1,9.97,93.84
"1641","Telecommunications",20,0.49,26.82,93.84
"53","Telecommunications",0,0,18.71,93.84
"901","Telecommunications",0,0,35.97,93.84
"367","Telecommunications",0,0,7.3,93.84
"1657","Telecommunications",14,0.25,10.17,93.84
"558","Telecommunications",1,0.54,13.05,93.84
"260","Telecommunications",0,0,10.38,93.84
"832","Telecommunications",0,0,13.67,93.84
"740","Telecommunications",56,0.35,18.19,93.84
"468","Telecommunications",0,0,3.08,93.84
"12","Telecommunications",0,0,5.14,93.84
"91","Telecommunications",0,0,3.39,93.84
"416","Telecommunications",0,0,6.47,93.84
"167","Telecommunications",78,1.07,52.62,93.84
"524","Telecommunications",0,0,0.62,93.84
"1327","Telecommunications",0,0,1.54,93.84
"808","Telecommunications",62,0.78,51.08,93.84
"438","Telecommunications",0,0,5.34,93.84
"1710","Telecommunications",40,0.33,14.39,93.84
"1415","Telecommunications",0,0,34.33,93.84
"1303","Telecommunications",0,0,32.99,93.84
"738","Telecommunications",39,0.27,13.57,93.84
"428","Telecommunications",125,0.4,33.2,93.84
"1163","Telecommunications",0,0,6.27,93.84
"785","Telecommunications",1,0.96,18.09,93.84
"411","Telecommunications",0,0,11.51,93.84
"1741","Telecommunications",3,0.29,17.47,93.84
"1661","Telecommunications",2,0.35,17.27,93.84
"678","Telecommunications",0,0,9.46,93.84
"313","Telecommunications",1,0.93,11.51,93.84
"435","Telecommunications",0,0,12.23,93.84
"1708","Telecommunications",4,0.22,9.97,93.84
"55","Telecommunications",0,0,19.53,93.84
"1588","Telecommunications",39,0.66,23.23,93.84
"914","Telecommunications",10,0.7,34.94,93.84
"461","Telecommunications",7198,2.61,76.88,93.84
"1642","Telecommunications",3,0.17,40.8,93.84
"530","Telecommunications",0,0,10.89,93.84
"902","Telecommunications",0,0,29.7,93.84
"368","Telecommunications",2,0.08,0,93.84
"1658","Telecommunications",19,1.02,43.58,93.84
"559","Telecommunications",0,0,8.32,93.84
"263","Telecommunications",0,0,20.55,93.84
"833","Telecommunications",0,0,14.39,93.84
