"country";"fua_id";"fua_name";"city";"tech";"index";"rankindex";"pat";"rankpat";"rel";"rankrel";"rca";"rankrca"
"ID";"ID85";"Semarang";"Semarang";"Air & Water pollution reduction";18,43;86;0;103;4,2;84;0;103
"ID";"ID88";"Sidoarjo";"Pekalongan";"Air & Water pollution reduction";0;126;0;103;0,02;126;0;103
"ID";"ID91";"Subang";"Pekan Baru";"Air & Water pollution reduction";21,66;79;0;103;10,73;74;0;103
"ID";"ID92";"Sukabumi";"Sukabumi";"Air & Water pollution reduction";1,84;122;0;103;0,07;122;0;103
"ID";"ID95";"Surabaya";"Surabaya";"Air & Water pollution reduction";13,82;96;0;103;1,73;95;0;103
"JP";"JPA01";"Hokkaido";"Sapporo";"Air & Water pollution reduction";75,12;32;32;40;38,85;36;1,81;19
"JP";"JPB04";"Miyagi";"Sendai";"Air & Water pollution reduction";53,92;60;20;48;27,55;54;0,83;63
"JP";"JPB05";"Akita";"Akita";"Air & Water pollution reduction";55,3;57;4;70;37,74;39;1,38;34
"JP";"JPB07";"Fukushima";"Koriyama";"Air & Water pollution reduction";47,47;70;7;60;31,25;50;0,44;73
"JP";"JPC09";"Tochigi";"Utsunomiya";"Air & Water pollution reduction";76,96;26;47;30;44,05;23;1,27;40
"JP";"JPC10";"Gumma";"Maebashi-Takasaki";"Air & Water pollution reduction";77,88;23;59;26;43,17;27;1,3;39
"JP";"JPC20";"Nagano";"Nagano";"Air & Water pollution reduction";56,22;56;30;42;26,3;56;0,84;62
"JP";"JPD13";"Tokyo";"Tokyo";"Air & Water pollution reduction";82,49;17;2315;1;35,62;41;0,91;56
"JP";"JPE15";"Niigata";"Niigata";"Air & Water pollution reduction";50,69;67;17;50;22,97;62;0,7;66
"JP";"JPE16";"Toyama";"Toyama";"Air & Water pollution reduction";46,54;71;10;56;21,07;65;0,53;71
"JP";"JPE17";"Ishikawa";"Kanazawa";"Air & Water pollution reduction";61,29;53;19;49;22,29;63;1,6;28
"JP";"JPF22";"Shizuoka";"Shizuoka-Hamamatsu";"Air & Water pollution reduction";79,72;20;173;13;40,48;32;1,1;48
"JP";"JPF23";"Aichi";"Nagoya";"Air & Water pollution reduction";95,85;3;723;3;39,86;33;2,23;14
"JP";"JPG27";"Osaka";"Kyoto–Osaka–Kobe";"Air & Water pollution reduction";76,5;28;661;5;32,95;44;0,82;64
"JP";"JPH33";"Okayama";"Okayama";"Air & Water pollution reduction";75,58;30;33;38;45,73;21;1,36;36
"JP";"JPH34";"Hiroshima";"Hiroshima";"Air & Water pollution reduction";99,54;2;202;12;65,82;3;4,78;7
"JP";"JPI37";"Kagawa";"Takamatsu";"Air & Water pollution reduction";43,78;76;7;60;16,2;68;0,39;76
"JP";"JPI38";"Ehime";"Matsuyama";"Air & Water pollution reduction";73,27;36;41;34;43,41;26;1,22;41
"JP";"JPI39";"Kochi";"Kochi";"Air & Water pollution reduction";84,33;14;56;28;32,38;46;13,87;1
"JP";"JPJ40";"Fukuoka";"Kitakyushu-Fukuoka";"Air & Water pollution reduction";83,41;16;59;26;47,08;20;1,48;32
"JP";"JPJ42";"Nagasaki";"Nagasaki";"Air & Water pollution reduction";86,18;13;32;40;59,15;6;5,53;6
"JP";"JPJ43";"Kumamoto";"Kumamoto";"Air & Water pollution reduction";43,78;76;8;58;9,21;76;0,46;72
"JP";"JPJ44";"Oita";"Oita";"Air & Water pollution reduction";44,7;74;2;71;33,94;42;0,61;69
"JP";"JPJ45";"Miyazaki";"Miyazaki";"Air & Water pollution reduction";58,06;55;5;67;31,65;49;1,86;18
"JP";"JPJ46";"Kagoshima";"Kagoshima";"Air & Water pollution reduction";38,71;78;1;75;26,92;55;0,22;77
"JP";"JPJ47";"Okinawa";"Naha";"Air & Water pollution reduction";62,67;51;6;63;33,18;43;1,99;17
"KH";"KH3";"Phnom Penh";"Phnom Penh";"Air & Water pollution reduction";52,07;64;1;75;10,25;75;13,52;2
"KP";"KP3";"Hamhung";"Hamhung";"Air & Water pollution reduction";0;126;0;103;0,02;126;0;103
"KR";"KR011";"Seoul";"Seoul";"Air & Water pollution reduction";73,27;36;974;2;21,94;64;0,84;62
"KR";"KR012";"Incheon";"Incheon";"Air & Water pollution reduction";94,01;6;130;15;56,98;9;1,63;27
"KR";"KR021";"Busan";"Busan";"Air & Water pollution reduction";95,39;4;117;17;69,68;1;2,18;15
"KR";"KR022";"Ulsan";"Ulsan";"Air & Water pollution reduction";91,24;8;57;27;68,31;2;2,66;12
"KR";"KR031";"Daegu";"Daegu";"Air & Water pollution reduction";68,66;44;42;32;38,22;37;0,93;55
"KR";"KR032";"Gyeongsangbuk-do";"Gumi";"Air & Water pollution reduction";87,1;12;79;18;47,14;19;1,39;33
"KR";"KR041";"Gwangju";"Gwangju";"Air & Water pollution reduction";80,18;19;37;35;53,5;14;1,36;36
"KR";"KR042";"Jeollabuk-do";"Jeonju";"Air & Water pollution reduction";87,1;12;42;32;55,59;10;1,7;24
"KR";"KR051";"Daejeon";"Daejon";"Air & Water pollution reduction";74,19;33;244;10;31,73;48;0,87;60
"KR";"KR052";"Chungcheongbuk-do";"Cheongju";"Air & Water pollution reduction";76,96;26;41;34;52,56;15;1,21;43
"KR";"KR053";"Chungcheongnam-do";"Cheonan";"Air & Water pollution reduction";90,32;10;74;20;48,19;18;1,78;22
"KR";"KR071";"Jeju-do";"Jeju";"Air & Water pollution reduction";71,89;39;14;52;43,61;25;1,64;26
"LA";"LA4";"Vientiane";"Vientiane";"Air & Water pollution reduction";8,29;108;0;103;0,31;108;0;103
"MM";"MM18";"Yangon";"Yangon";"Air & Water pollution reduction";1,84;122;0;103;0,07;122;0;103
"MM";"MM5";"Mandalay";"Mandalay";"Air & Water pollution reduction";3,69;118;0;103;0,11;118;0;103
"MN";"MN1";"Ulaanbaatar";"Ulaanbaatar";"Air & Water pollution reduction";16,59;90;0;103;3,06;89;0;103
"MO";"MO000";"Macau";"Macao";"Air & Water pollution reduction";18,89;85;0;103;4,3;83;0;103
"MY";"MY1";"Alor Setar";"Alor Star";"Air & Water pollution reduction";8,76;107;0;103;0,37;107;0;103
"MY";"MY12";"Kota Kinabalu";"Kota Kinabalu";"Air & Water pollution reduction";53,46;61;1;75;14,59;69;10,4;3
"MY";"MY13";"Kuala Lumpur";"Kuala Lumpur";"Air & Water pollution reduction";47,93;69;5;67;30;52;0,91;56
"MY";"MY14";"Kuala Terengganu";"Kuala Terengganu";"Air & Water pollution reduction";10,14;104;0;103;0,54;104;0;103
"MY";"MY15";"Kuantan";"Kuantan";"Air & Water pollution reduction";17,97;87;0;103;3,75;85;0;103
"MY";"MY16";"Kuching";"Kuching";"Air & Water pollution reduction";15,67;92;0;103;2,54;91;0;103
"MY";"MY24";"Seremban";"Seremban";"Air & Water pollution reduction";20,74;81;0;103;7,72;79;0;103
"MY";"MY29";"Sandakan";"Sandakan";"Air & Water pollution reduction";5,53;114;0;103;0,18;114;0;103
"MY";"MY8";"Ipoh";"Ipoh";"Air & Water pollution reduction";44,24;75;1;75;7,76;78;1,59;30
"MY";"MY9";"Johor Bahru";"Johor Bahru";"Air & Water pollution reduction";16,13;91;0;103;2,56;90;0;103
"PH";"PH1";"Angeles";"Angeles City";"Air & Water pollution reduction";4,15;117;0;103;0,12;117;0;103
"PH";"PH12";"Cebu";"Cebu City";"Air & Water pollution reduction";6,45;112;0;103;0,21;112;0;103
"PH";"PH15";"Davao";"Davao City";"Air & Water pollution reduction";1,38;123;0;103;0,05;123;0;103
"PH";"PH18";"General Santos";"General Santos City";"Air & Water pollution reduction";9,68;105;0;103;0,52;105;0;103
"PH";"PH2";"Bacolod";"Bacolod";"Air & Water pollution reduction";12,9;98;0;103;1,23;98;0;103
"PH";"PH21";"Iloilo";"Iloilo City";"Air & Water pollution reduction";14,75;94;0;103;1,87;93;0;103
"PH";"PH3";"Baguio";"Baguio City";"Air & Water pollution reduction";2,76;120;0;103;0,08;120;0;103
"PH";"PH32";"Manila";"Manila";"Air & Water pollution reduction";46,08;72;1;75;14,33;70;1,59;30
"PH";"PH46";"Tarlac";"Tarlac";"Air & Water pollution reduction";14,29;95;0;103;1,8;94;0;103
"PH";"PH5";"Batangas";"Batangas City";"Air & Water pollution reduction";12,44;99;0;103;1,14;99;0;103
"PH";"PH52";"San Fernando";"San Fernando";"Air & Water pollution reduction";11,06;102;0;103;0,76;102;0;103
"PH";"PH9";"Cagayan de Oro";"Cagayan de Oro City";"Air & Water pollution reduction";19,35;84;0;103;5,08;82;0;103
"SG";"SGZZZ";"Singapore";"Singapore";"Air & Water pollution reduction";77,88;23;127;16;37,32;40;1,11;47
"TH";"TH1";"Bangkok";"Bangkok";"Air & Water pollution reduction";65,44;47;9;57;53,86;12;1,1;48
"TH";"TH13";"Rayong";"Rayong";"Air & Water pollution reduction";59,45;54;6;63;19,05;66;6,34;5
"TH";"TH16";"Surat Thani";"Suphan Buri";"Air & Water pollution reduction";17,51;88;0;103;3,62;86;0;103
"TH";"TH17";"Ubon Ratchathani";"Ubon Ratchathani";"Air & Water pollution reduction";10,6;103;0;103;0,69;103;0;103
"TH";"TH18";"Udon Thani";"Udon Thani";"Air & Water pollution reduction";7,37;110;0;103;0,24;110;0;103
"TH";"TH2";"Chiang Mai";"Chiang Mai";"Air & Water pollution reduction";17,05;89;0;103;3,44;87;0;103
"TH";"TH3";"Chon Buri";"Chon Buri";"Air & Water pollution reduction";6,91;111;0;103;0,23;111;0;103
"TH";"TH6";"Khon Kaen";"Khon-Kaen";"Air & Water pollution reduction";4,61;116;0;103;0,14;116;0;103
"TH";"TH7";"Lampang";"Lampang";"Air & Water pollution reduction";9,22;106;0;103;0,51;106;0;103
"TH";"TH9";"Nakhon Ratchasima";"Nakhon Ratchasima";"Air & Water pollution reduction";20,28;82;0;103;7,03;80;0;103
"TW";"TW000";"Chinese Taipei";"Taipei";"Air & Water pollution reduction";54,38;59;36;36;14,28;71;0,41;74
"VN";"VN11";"Ho Chi Minh City";"Ho Chi Minh City";"Air & Water pollution reduction";69,12;42;6;63;38,89;35;2,73;11
"VN";"VN12";"Hanoi";"Hanoi";"Air & Water pollution reduction";46,08;72;1;75;26,18;57;1,21;43
"VN";"VN18";"Nha Trang";"Nha Trang";"Air & Water pollution reduction";11,52;101;0;103;0,91;101;0;103
"VN";"VN7";"Can Tho";"Can Tho";"Air & Water pollution reduction";19,82;83;0;103;5,31;81;0;103
"VN";"VN9";"Da Nang";"Da Nang";"Air & Water pollution reduction";0;126;0;103;0,02;126;0;103
"CN";"CN12";"Beijing";"Beijing";"Green transports";66,51;41;171;11;6,43;79;0,34;56
"CN";"CN126";"Nanchang";"Nanchang";"Green transports";74,77;28;11;44;46,77;14;1,11;21
"CN";"CN128";"Nanning";"Nanning";"Green transports";81,65;20;15;38;55,83;8;2,45;7
"CN";"CN153";"Shijiazhuang";"Shijiazhuang";"Green transports";91,74;5;49;19;63,65;4;2,58;6
"CN";"CN161";"Taiyuan";"Taiyuan";"Green transports";56,42;54;3;54;29,74;34;0,35;55
"CN";"CN164";"Urumqi";"Urumqi";"Green transports";64,22;44;2;60;32,1;29;1,53;14
"CN";"CN167";"Wuhan";"Wuhan";"Green transports";56,88;52;20;34;9,68;71;0,27;59
"CN";"CN169";"Xian";"Xian";"Green transports";63,3;46;12;42;26,07;43;0,57;42
"CN";"CN17";"Changsha";"Changsha";"Green transports";90,37;6;50;18;59,83;7;2,01;9
"CN";"CN191";"Shenzhen";"Shenzhen";"Green transports";74,77;28;519;4;10,63;67;0,51;44
"CN";"CN20";"Chengdu";"Chengdu";"Green transports";72,02;32;25;28;27,22;41;0,68;34
"CN";"CN23";"Chongqing";"Chongqing";"Green transports";85,78;14;38;22;39,65;18;1,84;10
"CN";"CN238";"Changchun";"Changchun";"Green transports";77,98;24;12;42;48,49;11;1,81;11
"CN";"CN277";"Hangzhou";"Hangzhou";"Green transports";67,89;36;73;14;8,89;74;0,37;52
"CN";"CN280";"Harbin";"Harbin";"Green transports";71,56;34;5;48;38,64;20;1,12;20
"CN";"CN282";"Hefei";"Hefei";"Green transports";54,59;56;6;47;18,65;52;0,25;60
"CN";"CN335";"Nanjing";"Nanjing";"Green transports";82,57;19;188;9;35,36;26;0,61;40
"CN";"CN357";"Shanghai";"Shanghai";"Green transports";88,07;9;343;6;35,25;27;1,25;17
"CN";"CN362";"Shenyang";"Shenyang";"Green transports";77,98;24;28;27;39,6;19;0,9;27
"CN";"CN383";"Tianjin";"Tianjin";"Green transports";72,48;30;19;35;30,24;32;0,84;29
"CN";"CN393";"Weifang";"Weifang";"Green transports";81,19;21;97;13;29,53;35;0,8;30
"CN";"CN400";"Xiamen";"Xiamen";"Green transports";85,78;14;71;15;36,6;24;1,21;18
"CN";"CN48";"Guangzhou";"Guangzhou";"Green transports";72,02;32;135;12;18,39;53;0,36;54
"CN";"CN50";"Guiyang";"Guiyang";"Green transports";67,89;36;3;54;36,87;23;1,18;19
"CN";"CN64";"Inner Mongolia";"Hohhot";"Green transports";54,59;56;2;60;26,74;42;0,51;44
"CN";"CN95";"Kunming";"Kunming";"Green transports";52,29;58;2;60;23,71;45;0,41;50
"CN";"CN98";"Lanzhou";"Lanzhou";"Green transports";25,23;69;0;98;18,78;50;0;98
"HK";"HK000";"Hong Kong";"Hong Kong";"Green transports";87,16;12;65;16;39,93;17;1,1;22
"ID";"ID102";"Tasikmalaya";"Tasikmalaya";"Green transports";1,83;120;0;98;0,01;120;0;98
"ID";"ID107";"Yogyakarta";"Yogyakarta";"Green transports";15,6;90;0;98;2,24;90;0;98
"ID";"ID2";"Balikpapan";"Balikpapan";"Green transports";2,75;118;0;98;0,02;118;0;98
"ID";"ID27";"Denpasar";"Denpasar";"Green transports";9,17;104;0;98;0,47;104;0;98
"ID";"ID33";"Jakarta";"Jakarta";"Green transports";18,35;84;0;98;4,2;84;0;98
"ID";"ID4";"Bandung";"Bandung";"Green transports";19,72;81;0;98;4,33;81;0;98
"ID";"ID52";"Malang";"Malang";"Green transports";8,72;105;0;98;0,43;105;0;98
"ID";"ID55";"Medan";"Medan";"Green transports";0;124;0;98;0;124;0;98
"ID";"ID7";"Batam";"Batam";"Green transports";14,22;93;0;98;1,61;93;0;98
"ID";"ID70";"Pemalang";"Padang";"Green transports";6,88;109;0;98;0,23;109;0;98
"ID";"ID85";"Semarang";"Palembang";"Green transports";16,97;87;0;98;2,58;87;0;98
"ID";"ID85";"Semarang";"Semarang";"Green transports";16,97;87;0;98;2,58;87;0;98
"ID";"ID88";"Sidoarjo";"Pekalongan";"Green transports";0;124;0;98;0;124;0;98
"ID";"ID91";"Subang";"Pekan Baru";"Green transports";21,1;78;0;98;8,58;75;0;98
"ID";"ID92";"Sukabumi";"Sukabumi";"Green transports";0;124;0;98;0;124;0;98
"ID";"ID95";"Surabaya";"Surabaya";"Green transports";16,06;89;0;98;2,38;89;0;98
"JP";"JPA01";"Hokkaido";"Sapporo";"Green transports";50,46;61;3;54;15,47;58;0,22;63
"JP";"JPB04";"Miyagi";"Sendai";"Green transports";59,63;50;7;46;27,54;39;0,37;52
"JP";"JPB05";"Akita";"Akita";"Green transports";66,51;41;4;51;28,3;37;1,76;12
"JP";"JPB07";"Fukushima";"Koriyama";"Green transports";87,16;12;34;24;45,71;15;2,73;4
"JP";"JPC09";"Tochigi";"Utsunomiya";"Green transports";83,49;17;30;26;50,8;10;1,03;24
"JP";"JPC10";"Gumma";"Maebashi-Takasaki";"Green transports";90,37;6;60;17;60;6;1,68;13
"JP";"JPC20";"Nagano";"Nagano";"Green transports";61,01;48;13;40;21,69;49;0,46;47
"JP";"JPD13";"Tokyo";"Tokyo";"Green transports";95,87;4;2124;1;66,89;3;1,07;23
"JP";"JPE15";"Niigata";"Niigata";"Green transports";46,79;64;2;60;15,22;60;0,11;66
"JP";"JPE16";"Toyama";"Toyama";"Green transports";40,83;67;1;65;7,84;76;0,07;67
"JP";"JPE17";"Ishikawa";"Kanazawa";"Green transports";44,95;66;2;60;11,53;66;0,21;64
"JP";"JPF22";"Shizuoka";"Shizuoka-Hamamatsu";"Green transports";96,33;3;251;8;61,53;5;2,02;8
"JP";"JPF23";"Aichi";"Nagoya";"Green transports";100;1;694;2;70,17;1;2,72;5
"JP";"JPG27";"Osaka";"Kyoto–Osaka–Kobe";"Green transports";88,07;9;544;3;37,23;22;0,86;28
"JP";"JPH33";"Okayama";"Okayama";"Green transports";65,14;43;12;42;27,53;40;0,63;36
"JP";"JPH34";"Hiroshima";"Hiroshima";"Green transports";96,79;2;184;10;68,05;2;5,53;3
"JP";"JPI37";"Kagawa";"Takamatsu";"Green transports";47,71;63;4;51;7,67;78;0,28;58
"JP";"JPI38";"Ehime";"Matsuyama";"Green transports";50,92;60;3;54;18,69;51;0,11;66
"JP";"JPI39";"Kochi";"Kochi";"Green transports";53,21;57;2;60;16,72;55;0,63;36
"JP";"JPJ40";"Fukuoka";"Kitakyushu-Fukuoka";"Green transports";69,72;35;23;30;22,21;48;0,73;32
"JP";"JPJ42";"Nagasaki";"Nagasaki";"Green transports";88,07;9;31;25;47,6;12;6,81;2
"JP";"JPJ43";"Kumamoto";"Kumamoto";"Green transports";19,27;82;0;98;4,29;82;0;98
"JP";"JPJ44";"Oita";"Oita";"Green transports";24,31;71;0;98;12,61;63;0;98
"JP";"JPJ45";"Miyazaki";"Miyazaki";"Green transports";27,06;68;0;98;29,86;33;0;98
"JP";"JPJ46";"Kagoshima";"Kagoshima";"Green transports";22,02;76;0;98;9,63;72;0;98
"JP";"JPJ47";"Okinawa";"Naha";"Green transports";48,17;62;1;65;18,26;54;0,42;49
"KH";"KH3";"Phnom Penh";"Phnom Penh";"Green transports";20,18;80;0;98;4,76;80;0;98
"KP";"KP3";"Hamhung";"Hamhung";"Green transports";6,42;110;0;98;0,2;110;0;98
"KR";"KR011";"Seoul";"Seoul";"Green transports";75,69;26;421;5;16,57;56;0,46;47
"KR";"KR012";"Incheon";"Incheon";"Green transports";77,98;24;39;21;36,3;25;0,62;38
"KR";"KR021";"Busan";"Busan";"Green transports";85,32;16;41;20;46,93;13;0,97;26
"KR";"KR022";"Ulsan";"Ulsan";"Green transports";83,03;18;23;30;50,96;9;1,36;16
"KR";"KR031";"Daegu";"Daegu";"Green transports";72,02;32;23;30;27,74;38;0,65;35
"KR";"KR032";"Gyeongsangbuk-do";"Gumi";"Green transports";61,47;47;15;38;23,53;46;0,34;56
"KR";"KR041";"Gwangju";"Gwangju";"Green transports";77,98;24;21;33;40,86;16;0,98;25
"KR";"KR042";"Jeollabuk-do";"Jeonju";"Green transports";63,3;46;9;45;31,75;30;0,46;47
"KR";"KR051";"Daejeon";"Daejon";"Green transports";87,61;11;301;7;34,97;28;1,36;16
"KR";"KR052";"Chungcheongbuk-do";"Cheongju";"Green transports";67,43;38;14;39;30,25;31;0,52;43
"KR";"KR053";"Chungcheongnam-do";"Cheonan";"Green transports";72,48;30;23;30;29,29;36;0,7;33
"KR";"KR071";"Jeju-do";"Jeju";"Green transports";66,97;39;5;48;37,6;21;0,74;31
"LA";"LA4";"Vientiane";"Vientiane";"Green transports";10,55;101;0;98;0,6;101;0;98
"MM";"MM18";"Yangon";"Yangon";"Green transports";0;124;0;98;0;124;0;98
"MM";"MM5";"Mandalay";"Mandalay";"Green transports";0;124;0;98;0;124;0;98
"MN";"MN1";"Ulaanbaatar";"Ulaanbaatar";"Green transports";15,14;91;0;98;1,96;91;0;98
"MO";"MO000";"Macau";"Macao";"Green transports";23,85;72;0;98;12,4;64;0;98
"MY";"MY1";"Alor Setar";"Alor Star";"Green transports";17,43;86;0;98;2,87;86;0;98
"MY";"MY12";"Kota Kinabalu";"Kota Kinabalu";"Green transports";21,56;77;0;98;8,94;73;0;98
"MY";"MY13";"Kuala Lumpur";"Kuala Lumpur";"Green transports";45,41;65;1;65;15,25;59;0,23;62
"MY";"MY14";"Kuala Terengganu";"Kuala Terengganu";"Green transports";5,05;113;0;98;0,11;113;0;98
"MY";"MY15";"Kuantan";"Kuantan";"Green transports";11,01;100;0;98;0,68;100;0;98
"MY";"MY16";"Kuching";"Kuching";"Green transports";11,93;98;0;98;0,88;98;0;98
"MY";"MY24";"Seremban";"Seremban";"Green transports";13,76;94;0;98;1,51;94;0;98
"MY";"MY29";"Sandakan";"Sandakan";"Green transports";0;124;0;98;0;124;0;98
"MY";"MY8";"Ipoh";"Ipoh";"Green transports";24,77;70;0;98;13,53;62;0;98
"MY";"MY9";"Johor Bahru";"Johor Bahru";"Green transports";17,89;85;0;98;3,22;85;0;98
"PH";"PH1";"Angeles";"Angeles City";"Green transports";0;124;0;98;0;124;0;98
"PH";"PH12";"Cebu";"Cebu City";"Green transports";12,84;96;0;98;1,13;96;0;98
"PH";"PH15";"Davao";"Davao City";"Green transports";3,21;117;0;98;0,06;117;0;98
"PH";"PH18";"General Santos";"General Santos City";"Green transports";5,5;112;0;98;0,12;112;0;98
"PH";"PH2";"Bacolod";"Bacolod";"Green transports";16,51;88;0;98;2,55;88;0;98
"PH";"PH21";"Iloilo";"Iloilo City";"Green transports";12,39;97;0;98;0,96;97;0;98
"PH";"PH3";"Baguio";"Baguio City";"Green transports";3,67;116;0;98;0,07;116;0;98
"PH";"PH32";"Manila";"Manila";"Green transports";22,48;75;0;98;9,9;70;0;98
"PH";"PH46";"Tarlac";"Tarlac";"Green transports";10,09;102;0;98;0,59;102;0;98
"PH";"PH5";"Batangas";"Batangas City";"Green transports";14,68;92;0;98;1,79;92;0;98
"PH";"PH52";"San Fernando";"San Fernando";"Green transports";7,8;107;0;98;0,33;107;0;98
"PH";"PH9";"Cagayan de Oro";"Cagayan de Oro City";"Green transports";58,26;51;1;65;14,45;61;19,09;1
"SG";"SGZZZ";"Singapore";"Singapore";"Green transports";66,51;41;35;23;16,48;57;0,39;51
"TH";"TH1";"Bangkok";"Bangkok";"Green transports";59,63;50;4;51;25,57;44;0,62;38
"TH";"TH13";"Rayong";"Rayong";"Green transports";22,94;74;0;98;10,24;68;0;98
"TH";"TH16";"Surat Thani";"Suphan Buri";"Green transports";11,47;99;0;98;0,77;99;0;98
"TH";"TH17";"Ubon Ratchathani";"Ubon Ratchathani";"Green transports";4,13;115;0;98;0,09;115;0;98
"TH";"TH18";"Udon Thani";"Udon Thani";"Green transports";7,34;108;0;98;0,28;108;0;98
"TH";"TH2";"Chiang Mai";"Chiang Mai";"Green transports";20,64;79;0;98;7,71;77;0;98
"TH";"TH3";"Chon Buri";"Chon Buri";"Green transports";8,26;106;0;98;0,37;106;0;98
"TH";"TH6";"Khon Kaen";"Khon-Kaen";"Green transports";1,83;120;0;98;0,01;120;0;98
"TH";"TH7";"Lampang";"Lampang";"Green transports";5,96;111;0;98;0,14;111;0;98
"TH";"TH9";"Nakhon Ratchasima";"Nakhon Ratchasima";"Green transports";13,3;95;0;98;1,17;95;0;98
"TW";"TW000";"Chinese Taipei";"Taipei";"Green transports";56,88;52;17;36;10,15;69;0,25;60
"VN";"VN11";"Ho Chi Minh City";"Ho Chi Minh City";"Green transports";51,83;59;1;65;22,29;47;0,58;41
"VN";"VN12";"Hanoi";"Hanoi";"Green transports";23,39;73;0;98;12,32;65;0;98
"VN";"VN18";"Nha Trang";"Nha Trang";"Green transports";9,63;103;0;98;0,51;103;0;98
"VN";"VN7";"Can Tho";"Can Tho";"Green transports";18,81;83;0;98;4,23;83;0;98
"VN";"VN9";"Da Nang";"Da Nang";"Green transports";4,59;114;0;98;0,1;114;0;98
"CN";"CN12";"Beijing";"Beijing";"Augmented reality";95,56;4;917;4;58,36;5;1,39;11
"CN";"CN126";"Nanchang";"Nanchang";"Augmented reality";64,89;43;5;50;35,59;16;0,38;54
"CN";"CN128";"Nanning";"Nanning";"Augmented reality";47,56;61;2;62;16,46;52;0,25;64
"CN";"CN153";"Shijiazhuang";"Shijiazhuang";"Augmented reality";72;30;14;36;25,12;30;0,56;36
"CN";"CN161";"Taiyuan";"Taiyuan";"Augmented reality";46,67;64;2;62;17,32;51;0,18;68
"CN";"CN164";"Urumqi";"Urumqi";"Augmented reality";19,11;84;0;100;8,86;75;0;100
"CN";"CN167";"Wuhan";"Wuhan";"Augmented reality";78,22;21;44;18;26,01;26;0,45;47
"CN";"CN169";"Xian";"Xian";"Augmented reality";84,89;14;33;24;51,92;9;1,19;15
"CN";"CN17";"Changsha";"Changsha";"Augmented reality";72,44;29;21;28;19,76;44;0,64;32
"CN";"CN191";"Shenzhen";"Shenzhen";"Augmented reality";99,11;2;1976;2;62,45;3;1,47;8
"CN";"CN20";"Chengdu";"Chengdu";"Augmented reality";75,56;23;36;23;18,82;46;0,75;28
"CN";"CN23";"Chongqing";"Chongqing";"Augmented reality";66,67;36;17;32;15,34;56;0,63;34
"CN";"CN238";"Changchun";"Changchun";"Augmented reality";73,33;28;8;42;29,01;22;0,92;22
"CN";"CN277";"Hangzhou";"Hangzhou";"Augmented reality";96;3;389;7;56,19;6;1,49;7
"CN";"CN280";"Harbin";"Harbin";"Augmented reality";55,56;55;3;56;16,24;54;0,51;40
"CN";"CN282";"Hefei";"Hefei";"Augmented reality";68;34;14;36;23,21;34;0,45;47
"CN";"CN335";"Nanjing";"Nanjing";"Augmented reality";76,89;22;180;10;22,86;37;0,44;50
"CN";"CN357";"Shanghai";"Shanghai";"Augmented reality";89,78;9;332;8;37,91;13;0,92;22
"CN";"CN362";"Shenyang";"Shenyang";"Augmented reality";83,11;16;39;22;30,27;21;0,96;20
"CN";"CN383";"Tianjin";"Tianjin";"Augmented reality";88;10;42;19;54,91;7;1,41;10
"CN";"CN393";"Weifang";"Weifang";"Augmented reality";79,11;20;100;13;20,96;42;0,63;34
"CN";"CN400";"Xiamen";"Xiamen";"Augmented reality";55,11;56;17;32;6,56;81;0,22;67
"CN";"CN48";"Guangzhou";"Guangzhou";"Augmented reality";91,11;7;507;6;45,69;10;1,04;19
"CN";"CN50";"Guiyang";"Guiyang";"Augmented reality";20,89;80;0;100;11,15;66;0;100
"CN";"CN64";"Inner Mongolia";"Hohhot";"Augmented reality";56,89;54;2;62;25,98;27;0,39;53
"CN";"CN95";"Kunming";"Kunming";"Augmented reality";21,33;79;0;100;14,28;60;0;100
"CN";"CN98";"Lanzhou";"Lanzhou";"Augmented reality";47,11;62;1;69;19,51;45;0,32;58
"HK";"HK000";"Hong Kong";"Hong Kong";"Augmented reality";92;6;98;14;64,34;2;1,27;13
"ID";"ID102";"Tasikmalaya";"Tasikmalaya";"Augmented reality";0;127;0;100;0;127;0;100
"ID";"ID107";"Yogyakarta";"Yogyakarta";"Augmented reality";4;118;0;100;0,05;118;0;100
"ID";"ID2";"Balikpapan";"Balikpapan";"Augmented reality";4,89;116;0;100;0,09;116;0;100
"ID";"ID27";"Denpasar";"Denpasar";"Augmented reality";18,22;86;0;100;8,06;79;0;100
"ID";"ID33";"Jakarta";"Jakarta";"Augmented reality";63,56;48;1;69;32,43;19;1,44;9
"ID";"ID4";"Bandung";"Bandung";"Augmented reality";6,67;112;0;100;0,19;112;0;100
"ID";"ID52";"Malang";"Malang";"Augmented reality";8,44;108;0;100;0,29;108;0;100
"ID";"ID55";"Medan";"Medan";"Augmented reality";1,33;124;0;100;0,01;124;0;100
"ID";"ID7";"Batam";"Batam";"Augmented reality";16,44;90;0;100;3,71;90;0;100
"ID";"ID70";"Pemalang";"Padang";"Augmented reality";11,56;101;0;100;1,3;101;0;100
"ID";"ID85";"Semarang";"Palembang";"Augmented reality";9,78;105;0;100;0,4;105;0;100
"ID";"ID85";"Semarang";"Semarang";"Augmented reality";9,78;105;0;100;0,4;105;0;100
"ID";"ID88";"Sidoarjo";"Pekalongan";"Augmented reality";2,22;122;0;100;0,02;122;0;100
"ID";"ID91";"Subang";"Pekan Baru";"Augmented reality";27,11;76;0;100;25,56;29;0;100
