"country";"fua_id";"fua_name";"city";"tech";"index";"rankindex";"pat";"rankpat";"rel";"rankrel";"rca";"rankrca"
"ID";"ID2";"Balikpapan";"Balikpapan";"Water related adaptation technologies";9,52;107;0;93;0,57;107;0;93
"ID";"ID27";"Denpasar";"Denpasar";"Water related adaptation technologies";9,05;108;0;93;0,54;108;0;93
"ID";"ID33";"Jakarta";"Jakarta";"Water related adaptation technologies";20,95;83;0;93;3,69;82;0;93
"ID";"ID4";"Bandung";"Bandung";"Water related adaptation technologies";24,29;76;0;93;6,86;75;0;93
"ID";"ID52";"Malang";"Malang";"Water related adaptation technologies";12,38;101;0;93;0,76;101;0;93
"ID";"ID55";"Medan";"Medan";"Water related adaptation technologies";6,67;113;0;93;0,14;113;0;93
"ID";"ID7";"Batam";"Batam";"Water related adaptation technologies";12,86;100;0;93;0,77;100;0;93
"ID";"ID70";"Pemalang";"Padang";"Water related adaptation technologies";7,14;112;0;93;0,28;112;0;93
"ID";"ID85";"Semarang";"Palembang";"Water related adaptation technologies";13,81;98;0;93;0,94;98;0;93
"ID";"ID85";"Semarang";"Semarang";"Water related adaptation technologies";13,81;98;0;93;0,94;98;0;93
"ID";"ID88";"Sidoarjo";"Pekalongan";"Water related adaptation technologies";0;127;0;93;0;127;0;93
"ID";"ID91";"Subang";"Pekan Baru";"Water related adaptation technologies";20;85;0;93;3,26;85;0;93
"ID";"ID92";"Sukabumi";"Sukabumi";"Water related adaptation technologies";2,38;122;0;93;0,02;122;0;93
"ID";"ID95";"Surabaya";"Surabaya";"Water related adaptation technologies";16,67;92;0;93;2,11;92;0;93
"JP";"JPA01";"Hokkaido";"Sapporo";"Water related adaptation technologies";59,05;55;1;50;23,84;48;0,47;44
"JP";"JPB04";"Miyagi";"Sendai";"Water related adaptation technologies";67,62;42;2;38;27,25;45;0,69;33
"JP";"JPB05";"Akita";"Akita";"Water related adaptation technologies";27,14;70;0;93;11,41;65;0;93
"JP";"JPB07";"Fukushima";"Koriyama";"Water related adaptation technologies";30,95;62;0;93;23,95;47;0;93
"JP";"JPC09";"Tochigi";"Utsunomiya";"Water related adaptation technologies";64,29;49;2;38;23,61;50;0,45;45
"JP";"JPC10";"Gumma";"Maebashi-Takasaki";"Water related adaptation technologies";58,1;56;1;50;28,58;38;0,18;58
"JP";"JPC20";"Nagano";"Nagano";"Water related adaptation technologies";76,19;32;4;28;27,72;42;0,93;24
"JP";"JPD13";"Tokyo";"Tokyo";"Water related adaptation technologies";92,86;6;241;1;42,16;21;0,79;28
"JP";"JPE15";"Niigata";"Niigata";"Water related adaptation technologies";30;64;0;93;22,55;52;0;93
"JP";"JPE16";"Toyama";"Toyama";"Water related adaptation technologies";28,57;67;0;93;16;60;0;93
"JP";"JPE17";"Ishikawa";"Kanazawa";"Water related adaptation technologies";59,52;54;1;50;16,45;59;0,7;32
"JP";"JPF22";"Shizuoka";"Shizuoka-Hamamatsu";"Water related adaptation technologies";65,71;47;4;28;20,88;54;0,21;56
"JP";"JPF23";"Aichi";"Nagoya";"Water related adaptation technologies";79,05;25;16;10;27,44;44;0,41;46
"JP";"JPG27";"Osaka";"Kyoto–Osaka–Kobe";"Water related adaptation technologies";85,71;14;48;4;32,51;29;0,5;43
"JP";"JPH33";"Okayama";"Okayama";"Water related adaptation technologies";56,67;58;1;50;22,52;53;0,34;50
"JP";"JPH34";"Hiroshima";"Hiroshima";"Water related adaptation technologies";93,81;4;8;18;57,65;6;1,57;12
"JP";"JPI37";"Kagawa";"Takamatsu";"Water related adaptation technologies";26,67;71;0;93;11,26;66;0;93
"JP";"JPI38";"Ehime";"Matsuyama";"Water related adaptation technologies";28,1;68;0;93;12,65;63;0;93
"JP";"JPI39";"Kochi";"Kochi";"Water related adaptation technologies";68,57;41;1;50;28,4;39;2,06;11
"JP";"JPJ40";"Fukuoka";"Kitakyushu-Fukuoka";"Water related adaptation technologies";62,86;51;1;50;42,7;19;0,21;56
"JP";"JPJ42";"Nagasaki";"Nagasaki";"Water related adaptation technologies";93,81;4;6;22;49,89;10;8,62;3
"JP";"JPJ43";"Kumamoto";"Kumamoto";"Water related adaptation technologies";26,19;72;0;93;10,86;67;0;93
"JP";"JPJ44";"Oita";"Oita";"Water related adaptation technologies";66,67;45;1;50;19,59;56;2,52;9
"JP";"JPJ45";"Miyazaki";"Miyazaki";"Water related adaptation technologies";27,62;69;0;93;11,5;64;0;93
"JP";"JPJ46";"Kagoshima";"Kagoshima";"Water related adaptation technologies";29,52;65;0;93;20,49;55;0;93
"JP";"JPJ47";"Okinawa";"Naha";"Water related adaptation technologies";29,05;66;0;93;16,96;58;0;93
"KH";"KH3";"Phnom Penh";"Phnom Penh";"Water related adaptation technologies";18,57;88;0;93;2,98;88;0;93
"KP";"KP3";"Hamhung";"Hamhung";"Water related adaptation technologies";4,29;118;0;93;0,05;118;0;93
"KR";"KR011";"Seoul";"Seoul";"Water related adaptation technologies";78,1;26;49;3;15,91;61;0,35;48
"KR";"KR012";"Incheon";"Incheon";"Water related adaptation technologies";91,9;8;10;14;49,21;12;1,05;21
"KR";"KR021";"Busan";"Busan";"Water related adaptation technologies";91,43;10;7;20;61,15;5;1,08;19
"KR";"KR022";"Ulsan";"Ulsan";"Water related adaptation technologies";61,43;52;1;50;31,69;32;0,39;47
"KR";"KR031";"Daegu";"Daegu";"Water related adaptation technologies";60,48;53;1;50;32,43;30;0,18;58
"KR";"KR032";"Gyeongsangbuk-do";"Gumi";"Water related adaptation technologies";91,9;8;8;18;51,96;8;1,17;18
"KR";"KR041";"Gwangju";"Gwangju";"Water related adaptation technologies";78,1;26;2;38;64,64;2;0,61;38
"KR";"KR042";"Jeollabuk-do";"Jeonju";"Water related adaptation technologies";95,24;2;8;18;54,37;7;2,69;8
"KR";"KR051";"Daejeon";"Daejon";"Water related adaptation technologies";70,48;38;10;14;10,19;69;0,3;53
"KR";"KR052";"Chungcheongbuk-do";"Cheongju";"Water related adaptation technologies";77,14;28;3;32;42,57;20;0,73;30
"KR";"KR053";"Chungcheongnam-do";"Cheonan";"Water related adaptation technologies";80,95;22;4;28;46,29;17;0,8;27
"KR";"KR071";"Jeju-do";"Jeju";"Water related adaptation technologies";84,76;16;3;32;41,91;22;2,92;7
"LA";"LA4";"Vientiane";"Vientiane";"Water related adaptation technologies";19,52;86;0;93;3,06;86;0;93
"MM";"MM18";"Yangon";"Yangon";"Water related adaptation technologies";2,38;122;0;93;0,02;122;0;93
"MM";"MM5";"Mandalay";"Mandalay";"Water related adaptation technologies";5,24;116;0;93;0,09;116;0;93
"MN";"MN1";"Ulaanbaatar";"Ulaanbaatar";"Water related adaptation technologies";15,71;94;0;93;1,88;94;0;93
"MO";"MO000";"Macau";"Macao";"Water related adaptation technologies";23,81;77;0;93;6,06;76;0;93
"MY";"MY1";"Alor Setar";"Alor Star";"Water related adaptation technologies";14,29;97;0;93;1,11;97;0;93
"MY";"MY12";"Kota Kinabalu";"Kota Kinabalu";"Water related adaptation technologies";19,05;87;0;93;3;87;0;93
"MY";"MY13";"Kuala Lumpur";"Kuala Lumpur";"Water related adaptation technologies";80,95;22;2;38;40,28;24;3,03;6
"MY";"MY14";"Kuala Terengganu";"Kuala Terengganu";"Water related adaptation technologies";10,48;105;0;93;0,62;105;0;93
"MY";"MY15";"Kuantan";"Kuantan";"Water related adaptation technologies";22,38;80;0;93;5,08;79;0;93
"MY";"MY16";"Kuching";"Kuching";"Water related adaptation technologies";22,86;79;0;93;5,87;78;0;93
"MY";"MY24";"Seremban";"Seremban";"Water related adaptation technologies";17,14;91;0;93;2,36;91;0;93
"MY";"MY29";"Sandakan";"Sandakan";"Water related adaptation technologies";0,95;125;0;93;0,01;125;0;93
"MY";"MY8";"Ipoh";"Ipoh";"Water related adaptation technologies";24,76;75;0;93;8,62;74;0;93
"MY";"MY9";"Johor Bahru";"Johor Bahru";"Water related adaptation technologies";20,48;84;0;93;3,59;83;0;93
"PH";"PH1";"Angeles";"Angeles City";"Water related adaptation technologies";5,24;116;0;93;0,09;116;0;93
"PH";"PH12";"Cebu";"Cebu City";"Water related adaptation technologies";11,43;103;0;93;0,69;103;0;93
"PH";"PH15";"Davao";"Davao City";"Water related adaptation technologies";4,29;118;0;93;0,05;118;0;93
"PH";"PH18";"General Santos";"General Santos City";"Water related adaptation technologies";14,76;96;0;93;1,26;96;0;93
"PH";"PH2";"Bacolod";"Bacolod";"Water related adaptation technologies";16,19;93;0;93;2,01;93;0;93
"PH";"PH21";"Iloilo";"Iloilo City";"Water related adaptation technologies";18,1;89;0;93;2,9;89;0;93
"PH";"PH3";"Baguio";"Baguio City";"Water related adaptation technologies";2,38;122;0;93;0,02;122;0;93
"PH";"PH32";"Manila";"Manila";"Water related adaptation technologies";23,33;78;0;93;6,03;77;0;93
"PH";"PH46";"Tarlac";"Tarlac";"Water related adaptation technologies";17,62;90;0;93;2,5;90;0;93
"PH";"PH5";"Batangas";"Batangas City";"Water related adaptation technologies";13,33;99;0;93;0,89;99;0;93
"PH";"PH52";"San Fernando";"San Fernando";"Water related adaptation technologies";11,9;102;0;93;0,71;102;0;93
"PH";"PH9";"Cagayan de Oro";"Cagayan de Oro City";"Water related adaptation technologies";15,24;95;0;93;1,61;95;0;93
"SG";"SGZZZ";"Singapore";"Singapore";"Water related adaptation technologies";80,48;24;9;16;30,07;36;0,66;34
"TH";"TH1";"Bangkok";"Bangkok";"Water related adaptation technologies";86,19;13;3;32;44,14;18;3,06;5
"TH";"TH13";"Rayong";"Rayong";"Water related adaptation technologies";25,71;73;0;93;10,22;68;0;93
"TH";"TH16";"Surat Thani";"Suphan Buri";"Water related adaptation technologies";10,95;104;0;93;0,66;104;0;93
"TH";"TH17";"Ubon Ratchathani";"Ubon Ratchathani";"Water related adaptation technologies";5,71;115;0;93;0,11;115;0;93
"TH";"TH18";"Udon Thani";"Udon Thani";"Water related adaptation technologies";7,62;111;0;93;0,36;111;0;93
"TH";"TH2";"Chiang Mai";"Chiang Mai";"Water related adaptation technologies";21,43;82;0;93;4,62;81;0;93
"TH";"TH3";"Chon Buri";"Chon Buri";"Water related adaptation technologies";8,1;110;0;93;0,39;110;0;93
"TH";"TH6";"Khon Kaen";"Khon-Kaen";"Water related adaptation technologies";6,19;114;0;93;0,13;114;0;93
"TH";"TH7";"Lampang";"Lampang";"Water related adaptation technologies";8,57;109;0;93;0,47;109;0;93
"TH";"TH9";"Nakhon Ratchasima";"Nakhon Ratchasima";"Water related adaptation technologies";21,9;81;0;93;4,65;80;0;93
"TW";"TW000";"Chinese Taipei";"Taipei";"Water related adaptation technologies";70,95;37;6;22;19,54;57;0,57;40
"VN";"VN11";"Ho Chi Minh City";"Ho Chi Minh City";"Water related adaptation technologies";30,48;63;0;93;22,77;51;0;93
"VN";"VN12";"Hanoi";"Hanoi";"Water related adaptation technologies";25,24;74;0;93;9,01;73;0;93
"VN";"VN18";"Nha Trang";"Nha Trang";"Water related adaptation technologies";3,33;120;0;93;0,04;120;0;93
"VN";"VN7";"Can Tho";"Can Tho";"Water related adaptation technologies";63,81;50;1;50;9,71;71;28,82;1
"VN";"VN9";"Da Nang";"Da Nang";"Water related adaptation technologies";0,95;125;0;93;0,01;125;0;93
"CN";"CN12";"Beijing";"Beijing";"Biofuels";68,29;42;39;9;2,38;97;0,27;63
"CN";"CN126";"Nanchang";"Nanchang";"Biofuels";53,17;64;1;64;37,1;34;0,35;62
"CN";"CN128";"Nanning";"Nanning";"Biofuels";89,76;14;7;36;53,43;12;4,01;9
"CN";"CN153";"Shijiazhuang";"Shijiazhuang";"Biofuels";61,46;55;1;64;59,59;4;0,18;66
"CN";"CN161";"Taiyuan";"Taiyuan";"Biofuels";50,73;68;1;64;30,09;52;0,41;57
"CN";"CN164";"Urumqi";"Urumqi";"Biofuels";81,95;25;3;48;41,72;26;8,03;4
"CN";"CN167";"Wuhan";"Wuhan";"Biofuels";67,32;44;10;27;22,55;65;0,47;56
"CN";"CN169";"Xian";"Xian";"Biofuels";72,68;38;6;39;35,47;38;0,99;35
"CN";"CN17";"Changsha";"Changsha";"Biofuels";97,56;2;16;18;57,09;7;2,26;17
"CN";"CN191";"Shenzhen";"Shenzhen";"Biofuels";64,88;46;28;11;0,83;105;0,1;68
"CN";"CN20";"Chengdu";"Chengdu";"Biofuels";81,95;25;8;32;52,57;14;0,76;43
"CN";"CN23";"Chongqing";"Chongqing";"Biofuels";56,59;62;3;48;20,35;68;0,51;54
"CN";"CN238";"Changchun";"Changchun";"Biofuels";71,22;40;3;48;34,49;40;1,59;24
"CN";"CN277";"Hangzhou";"Hangzhou";"Biofuels";64,39;48;13;23;11,98;73;0,23;65
"CN";"CN280";"Harbin";"Harbin";"Biofuels";80,49;29;3;48;51,75;18;2,35;15
"CN";"CN282";"Hefei";"Hefei";"Biofuels";62,93;51;5;42;24,91;59;0,73;45
"CN";"CN335";"Nanjing";"Nanjing";"Biofuels";96,1;6;88;4;51,18;20;1;34
"CN";"CN357";"Shanghai";"Shanghai";"Biofuels";77,56;32;47;7;23,1;62;0,6;49
"CN";"CN362";"Shenyang";"Shenyang";"Biofuels";100;1;22;13;53,64;11;2,48;13
"CN";"CN383";"Tianjin";"Tianjin";"Biofuels";85,85;20;8;32;53,9;10;1,24;29
"CN";"CN393";"Weifang";"Weifang";"Biofuels";96,1;6;37;10;56,34;8;1,07;32
"CN";"CN400";"Xiamen";"Xiamen";"Biofuels";91,22;13;23;12;40,3;30;1,37;28
"CN";"CN48";"Guangzhou";"Guangzhou";"Biofuels";74,15;35;42;8;14,73;70;0,4;58
"CN";"CN50";"Guiyang";"Guiyang";"Biofuels";67,8;43;2;55;29,63;54;2,77;10
"CN";"CN64";"Inner Mongolia";"Hohhot";"Biofuels";57,56;60;1;64;33,29;45;0,9;38
"CN";"CN95";"Kunming";"Kunming";"Biofuels";76,59;34;3;48;42,89;25;2,16;18
"CN";"CN98";"Lanzhou";"Lanzhou";"Biofuels";62,44;52;1;64;34,35;42;1,46;27
"HK";"HK000";"Hong Kong";"Hong Kong";"Biofuels";80,98;28;14;20;36,2;37;0,83;40
"ID";"ID102";"Tasikmalaya";"Tasikmalaya";"Biofuels";15,12;95;0;98;3,48;93;0;98
"ID";"ID107";"Yogyakarta";"Yogyakarta";"Biofuels";59,02;59;2;55;6,07;87;172,15;1
"ID";"ID2";"Balikpapan";"Balikpapan";"Biofuels";7,8;110;0;98;0,37;110;0;98
"ID";"ID27";"Denpasar";"Denpasar";"Biofuels";1,95;122;0;98;0,03;122;0;98
"ID";"ID33";"Jakarta";"Jakarta";"Biofuels";64,39;48;1;64;25,85;58;6,62;5
"ID";"ID4";"Bandung";"Bandung";"Biofuels";61,46;55;1;64;21,54;67;40,17;3
"ID";"ID52";"Malang";"Malang";"Biofuels";20,98;83;0;98;8;79;0;98
"ID";"ID55";"Medan";"Medan";"Biofuels";7,32;111;0;98;0,27;111;0;98
"ID";"ID7";"Batam";"Batam";"Biofuels";10,73;104;0;98;1,08;103;0;98
"ID";"ID70";"Pemalang";"Padang";"Biofuels";1,46;123;0;98;0,02;123;0;98
"ID";"ID85";"Semarang";"Palembang";"Biofuels";17,07;91;0;98;4,41;89;0;98
"ID";"ID85";"Semarang";"Semarang";"Biofuels";17,07;91;0;98;4,41;89;0;98
"ID";"ID88";"Sidoarjo";"Pekalongan";"Biofuels";2,44;121;0;98;0,04;121;0;98
"ID";"ID91";"Subang";"Pekan Baru";"Biofuels";18,05;89;0;98;6,54;86;0;98
"ID";"ID92";"Sukabumi";"Sukabumi";"Biofuels";3,9;118;0;98;0,08;118;0;98
"ID";"ID95";"Surabaya";"Surabaya";"Biofuels";20,49;84;0;98;7,82;80;0;98
"JP";"JPA01";"Hokkaido";"Sapporo";"Biofuels";88,29;17;8;32;52,79;13;2,02;20
"JP";"JPB04";"Miyagi";"Sendai";"Biofuels";63,41;50;3;48;36,46;35;0,55;51
"JP";"JPB05";"Akita";"Akita";"Biofuels";26,34;74;0;98;33,22;46;0;98
"JP";"JPB07";"Fukushima";"Koriyama";"Biofuels";28,29;72;0;98;36,26;36;0;98
"JP";"JPC09";"Tochigi";"Utsunomiya";"Biofuels";59,51;58;3;48;33,36;44;0,36;61
"JP";"JPC10";"Gumma";"Maebashi-Takasaki";"Biofuels";69,76;41;8;32;30,71;50;0,79;42
"JP";"JPC20";"Nagano";"Nagano";"Biofuels";52,2;65;2;55;24,75;60;0,25;64
"JP";"JPD13";"Tokyo";"Tokyo";"Biofuels";80,98;28;285;1;28,85;55;0,5;55
"JP";"JPE15";"Niigata";"Niigata";"Biofuels";94,63;9;15;19;45,13;22;2,76;11
"JP";"JPE16";"Toyama";"Toyama";"Biofuels";61,46;55;3;48;31,49;48;0,71;46
"JP";"JPE17";"Ishikawa";"Kanazawa";"Biofuels";50,73;68;1;64;31,34;49;0,37;60
"JP";"JPF22";"Shizuoka";"Shizuoka-Hamamatsu";"Biofuels";56,59;62;5;42;22,84;64;0,14;67
"JP";"JPF23";"Aichi";"Nagoya";"Biofuels";87,32;18;75;5;32,59;47;1,03;33
"JP";"JPG27";"Osaka";"Kyoto–Osaka–Kobe";"Biofuels";82,44;23;128;3;29,91;53;0,71;46
"JP";"JPH33";"Okayama";"Okayama";"Biofuels";89,76;14;11;26;52,46;16;2,02;20
"JP";"JPH34";"Hiroshima";"Hiroshima";"Biofuels";73,66;36;7;36;39,79;31;0,74;44
"JP";"JPI37";"Kagawa";"Takamatsu";"Biofuels";72,68;38;7;36;27,77;56;1,74;22
"JP";"JPI38";"Ehime";"Matsuyama";"Biofuels";63,41;50;3;48;40,68;28;0,4;58
"JP";"JPI39";"Kochi";"Kochi";"Biofuels";25,37;76;0;98;23,58;61;0;98
"JP";"JPJ40";"Fukuoka";"Kitakyushu-Fukuoka";"Biofuels";97,07;4;16;18;58,47;5;1,79;21
"JP";"JPJ42";"Nagasaki";"Nagasaki";"Biofuels";85,85;20;6;39;43,99;24;4,62;8
"JP";"JPJ43";"Kumamoto";"Kumamoto";"Biofuels";51,22;66;2;55;11,33;76;0,52;52
"JP";"JPJ44";"Oita";"Oita";"Biofuels";25,85;75;0;98;27,53;57;0;98
"JP";"JPJ45";"Miyazaki";"Miyazaki";"Biofuels";65,37;45;1;64;34,53;39;1,66;23
"JP";"JPJ46";"Kagoshima";"Kagoshima";"Biofuels";26,83;73;0;98;33,55;43;0;98
"JP";"JPJ47";"Okinawa";"Naha";"Biofuels";30,73;70;0;98;40,31;29;0;98
"KH";"KH3";"Phnom Penh";"Phnom Penh";"Biofuels";56,59;62;1;64;6,95;83;60,25;2
"KP";"KP3";"Hamhung";"Hamhung";"Biofuels";0;126;0;98;0;126;0;98
"KR";"KR011";"Seoul";"Seoul";"Biofuels";78,05;31;148;2;11,54;74;0,57;50
"KR";"KR012";"Incheon";"Incheon";"Biofuels";92,2;12;20;14;52,48;15;1,12;31
"KR";"KR021";"Busan";"Busan";"Biofuels";92,2;12;19;15;51,31;19;1,58;25
"KR";"KR022";"Ulsan";"Ulsan";"Biofuels";97,07;4;13;23;65,48;1;2,7;12
"KR";"KR031";"Daegu";"Daegu";"Biofuels";73,17;37;8;32;34,46;41;0,79;42
"KR";"KR032";"Gyeongsangbuk-do";"Gumi";"Biofuels";83,9;21;11;26;45,02;23;0,86;39
"KR";"KR041";"Gwangju";"Gwangju";"Biofuels";79,51;30;6;39;51,88;17;0,98;36
"KR";"KR042";"Jeollabuk-do";"Jeonju";"Biofuels";96,59;5;13;23;60,13;3;2,34;16
"KR";"KR051";"Daejeon";"Daejon";"Biofuels";82,93;22;59;6;30,44;51;0,94;37
"KR";"KR052";"Chungcheongbuk-do";"Cheongju";"Biofuels";88,78;16;9;28;57,41;6;1,18;30
"KR";"KR053";"Chungcheongnam-do";"Cheonan";"Biofuels";93,17;10;14;20;54,57;9;1,5;26
"KR";"KR071";"Jeju-do";"Jeju";"Biofuels";60,49;57;1;64;49,76;21;0,52;52
"LA";"LA4";"Vientiane";"Vientiane";"Biofuels";2,93;120;0;98;0,05;120;0;98
"MM";"MM18";"Yangon";"Yangon";"Biofuels";3,9;118;0;98;0,08;118;0;98
"MM";"MM5";"Mandalay";"Mandalay";"Biofuels";0;126;0;98;0;126;0;98
"MN";"MN1";"Ulaanbaatar";"Ulaanbaatar";"Biofuels";21,95;81;0;98;9,98;77;0;98
"MO";"MO000";"Macau";"Macao";"Biofuels";19,51;86;0;98;7,03;82;0;98
"MY";"MY1";"Alor Setar";"Alor Star";"Biofuels";9,76;106;0;98;0,67;106;0;98
"MY";"MY12";"Kota Kinabalu";"Kota Kinabalu";"Biofuels";18,54;88;0;98;6,88;85;0;98
"MY";"MY13";"Kuala Lumpur";"Kuala Lumpur";"Biofuels";77,07;33;3;48;41,29;27;2,43;14
"MY";"MY14";"Kuala Terengganu";"Kuala Terengganu";"Biofuels";8,29;109;0;98;0,38;109;0;98
"MY";"MY15";"Kuantan";"Kuantan";"Biofuels";16,1;93;0;98;3,99;91;0;98
"MY";"MY16";"Kuching";"Kuching";"Biofuels";14,63;96;0;98;3,33;94;0;98
"MY";"MY24";"Seremban";"Seremban";"Biofuels";22,44;80;0;98;11,35;75;0;98
"MY";"MY29";"Sandakan";"Sandakan";"Biofuels";8,78;108;0;98;0,5;108;0;98
"MY";"MY8";"Ipoh";"Ipoh";"Biofuels";16,59;92;0;98;4,16;90;0;98
"MY";"MY9";"Johor Bahru";"Johor Bahru";"Biofuels";21,46;82;0;98;8,45;78;0;98
"PH";"PH1";"Angeles";"Angeles City";"Biofuels";0;126;0;98;0;126;0;98
"PH";"PH12";"Cebu";"Cebu City";"Biofuels";4,88;116;0;98;0,1;116;0;98
"PH";"PH15";"Davao";"Davao City";"Biofuels";4,88;116;0;98;0,1;116;0;98
"PH";"PH18";"General Santos";"General Santos City";"Biofuels";11,71;102;0;98;1,38;100;0;98
"PH";"PH2";"Bacolod";"Bacolod";"Biofuels";17,56;90;0;98;4,72;88;0;98
"PH";"PH21";"Iloilo";"Iloilo City";"Biofuels";11,71;102;0;98;1,38;100;0;98
"PH";"PH3";"Baguio";"Baguio City";"Biofuels";3,41;119;0;98;0,06;119;0;98
"PH";"PH32";"Manila";"Manila";"Biofuels";23,9;78;0;98;15,8;69;0;98
"PH";"PH46";"Tarlac";"Tarlac";"Biofuels";11,22;103;0;98;1,36;102;0;98
"PH";"PH5";"Batangas";"Batangas City";"Biofuels";13,66;98;0;98;2,88;96;0;98
"PH";"PH52";"San Fernando";"San Fernando";"Biofuels";13,17;99;0;98;2,19;98;0;98
"PH";"PH9";"Cagayan de Oro";"Cagayan de Oro City";"Biofuels";13,66;98;0;98;2,88;96;0;98
"SG";"SGZZZ";"Singapore";"Singapore";"Biofuels";81,95;25;18;16;39,69;32;0,7;48
"TH";"TH1";"Bangkok";"Bangkok";"Biofuels";95,12;8;9;28;60,26;2;4,92;7
"TH";"TH13";"Rayong";"Rayong";"Biofuels";24,39;77;0;98;21,69;66;0;98
"TH";"TH16";"Surat Thani";"Suphan Buri";"Biofuels";15,61;94;0;98;3,83;92;0;98
"TH";"TH17";"Ubon Ratchathani";"Ubon Ratchathani";"Biofuels";12,68;100;0;98;1,52;99;0;98
"TH";"TH18";"Udon Thani";"Udon Thani";"Biofuels";6,34;113;0;98;0,15;113;0;98
"TH";"TH2";"Chiang Mai";"Chiang Mai";"Biofuels";19,02;87;0;98;6,93;84;0;98
"TH";"TH3";"Chon Buri";"Chon Buri";"Biofuels";9,27;107;0;98;0,57;107;0;98
"TH";"TH6";"Khon Kaen";"Khon-Kaen";"Biofuels";0;126;0;98;0;126;0;98
"TH";"TH7";"Lampang";"Lampang";"Biofuels";6,83;112;0;98;0,17;112;0;98
"TH";"TH9";"Nakhon Ratchasima";"Nakhon Ratchasima";"Biofuels";20;85;0;98;7,7;81;0;98
"TW";"TW000";"Chinese Taipei";"Taipei";"Biofuels";48,29;69;2;55;14,51;71;0,1;68
"VN";"VN11";"Ho Chi Minh City";"Ho Chi Minh City";"Biofuels";29,27;71;0;98;38,83;33;0;98
"VN";"VN12";"Hanoi";"Hanoi";"Biofuels";62,44;52;1;64;22,86;63;5,38;6
"VN";"VN18";"Nha Trang";"Nha Trang";"Biofuels";10,24;105;0;98;0,9;104;0;98
"VN";"VN7";"Can Tho";"Can Tho";"Biofuels";23,41;79;0;98;12,29;72;0;98
"VN";"VN9";"Da Nang";"Da Nang";"Biofuels";5,85;114;0;98;0,13;114;0;98
"CN";"CN12";"Beijing";"Beijing";"Green buildings";73,49;30;155;8;15,94;61;0,67;44
"CN";"CN126";"Nanchang";"Nanchang";"Green buildings";52,09;59;1;60;30,51;32;0,22;62
"CN";"CN128";"Nanning";"Nanning";"Green buildings";73,02;32;3;47;56,67;11;1,06;24
"CN";"CN153";"Shijiazhuang";"Shijiazhuang";"Green buildings";70,7;35;7;38;40,05;23;0,8;40
"CN";"CN161";"Taiyuan";"Taiyuan";"Green buildings";56,74;52;2;51;27,14;39;0,51;54
"CN";"CN164";"Urumqi";"Urumqi";"Green buildings";67,91;38;1;60;40,12;22;1,65;11
"CN";"CN167";"Wuhan";"Wuhan";"Green buildings";69,77;36;19;20;21,45;49;0,55;52
"CN";"CN169";"Xian";"Xian";"Green buildings";84,19;18;13;30;57,41;9;1,33;16
"CN";"CN17";"Changsha";"Changsha";"Green buildings";86,51;15;15;26;64,95;5;1,3;18
"CN";"CN191";"Shenzhen";"Shenzhen";"Green buildings";91,16;9;496;3;35,74;26;1,04;25
"CN";"CN20";"Chengdu";"Chengdu";"Green buildings";85,12;16;21;19;41,65;20;1,23;19
"CN";"CN23";"Chongqing";"Chongqing";"Green buildings";66,51;42;8;36;23,73;46;0,84;37
"CN";"CN238";"Changchun";"Changchun";"Green buildings";58,6;50;2;51;27,06;40;0,65;46
"CN";"CN277";"Hangzhou";"Hangzhou";"Green buildings";90,23;10;112;9;45,76;18;1,22;20
"CN";"CN280";"Harbin";"Harbin";"Green buildings";74,42;28;3;47;46,19;16;1,45;14
"CN";"CN282";"Hefei";"Hefei";"Green buildings";88,37;13;16;24;61,73;6;1,45;14
"CN";"CN335";"Nanjing";"Nanjing";"Green buildings";96,28;4;188;7;69,73;3;1,31;17
"CN";"CN357";"Shanghai";"Shanghai";"Green buildings";73,02;32;103;10;13,79;66;0,81;38
"CN";"CN362";"Shenyang";"Shenyang";"Green buildings";73,02;32;13;30;27,31;38;0,9;32
"CN";"CN383";"Tianjin";"Tianjin";"Green buildings";66,98;40;7;38;30,31;33;0,67;44
"CN";"CN393";"Weifang";"Weifang";"Green buildings";98,6;2;219;6;52,72;14;3,91;5
"CN";"CN400";"Xiamen";"Xiamen";"Green buildings";79,07;22;22;18;31,69;30;0,81;38
"CN";"CN48";"Guangzhou";"Guangzhou";"Green buildings";100;1;350;4;59,06;7;2,03;8
"CN";"CN50";"Guiyang";"Guiyang";"Green buildings";55,81;54;1;60;24,18;44;0,85;36
"CN";"CN64";"Inner Mongolia";"Hohhot";"Green buildings";50,23;62;1;60;20,93;50;0,55;52
"CN";"CN95";"Kunming";"Kunming";"Green buildings";48,84;64;1;60;20,18;53;0,44;57
"CN";"CN98";"Lanzhou";"Lanzhou";"Green buildings";58,6;50;1;60;27,06;40;0,9;32
"HK";"HK000";"Hong Kong";"Hong Kong";"Green buildings";97,67;3;79;11;73,83;1;2,9;6
"ID";"ID102";"Tasikmalaya";"Tasikmalaya";"Green buildings";0;126;0;96;0;126;0;96
"ID";"ID107";"Yogyakarta";"Yogyakarta";"Green buildings";15,35;93;0;96;1,69;93;0;96
"ID";"ID2";"Balikpapan";"Balikpapan";"Green buildings";2,79;120;0;96;0,04;120;0;96
"ID";"ID27";"Denpasar";"Denpasar";"Green buildings";13,49;97;0;96;1,09;97;0;96
