"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL22","Telecommunications",21,0.4,14.4,97.24,"east"
"NL21","Telecommunications",9,0.37,9.19,97.24,"east"
"NL21","Textile and paper machines",23,1.41,74.82,5.66,"east"
"NL22","Textile and paper machines",46,1.31,60.48,5.66,"east"
"NL21","Thermal processes and apparatus",51,2.79,57.16,9.58,"east"
"NL22","Thermal processes and apparatus",66,1.68,36.94,9.58,"east"
"NL21","Transport",50,0.78,39.7,23.23,"east"
"NL22","Transport",86,0.62,28.51,23.23,"east"
"east","Analysis of biological materials",34,0.847058823529412,43.5594117647059,34.97,"east"
"east","Audio-visual technology",33,0.502727272727273,23.9436363636364,72.35,"east"
"east","Basic communication processes",34,1.64235294117647,15.8602941176471,82.4,"east"
"east","Basic materials chemistry",126,1.30309523809524,77.5489682539683,12.17,"east"
"east","Biotechnology",120,1.39916666666667,64.825,36.76,"east"
"east","Chemical engineering",145,1.23034482758621,64.0732413793103,18.36,"east"
"east","Civil engineering",164,1.55054878048781,44.8267682926829,13.72,"east"
"east","Computer technology",59,0.338305084745763,16.3815254237288,88.39,"east"
"east","Control",26,0.266923076923077,25.7523076923077,46.7,"east"
"east","Digital communication",39,0.257948717948718,9.05948717948718,100,"east"
"east","Electrical machinery, apparatus, energy",155,0.741096774193548,37.784,30.49,"east"
"east","Engines, pumps, turbines",37,0.414864864864865,40.9659459459459,25.2,"east"
"east","Environmental technology",80,1.5795,59.83225,24.65,"east"
"east","Food chemistry",158,4.94696202531646,83.8258227848101,20.91,"east"
"east","Furniture, games",79,1.24278481012658,48.0664556962025,18.02,"east"
"east","Green technologies",221,1.03515837104072,43.6289592760181,27.17,"east"
"east","Handling",184,1.60163043478261,47.7607065217391,3.8,"east"
"east","IT methods for management",6,0.171666666666667,14.6,55.98,"east"
"east","Machine tools",61,0.710491803278689,54.5031147540984,1.93,"east"
"east","Macromolecular chemistry, polymers",150,2.0624,77.9758666666667,4.28,"east"
"east","Materials, metallurgy",69,0.940144927536232,65.6310144927536,19.33,"east"
"east","Measurement",143,0.646923076923077,29.2853846153846,54.84,"east"
"east","Mechanical elements",101,0.853465346534653,43.3391089108911,14.17,"east"
"east","Medical technology",144,0.766666666666667,43.2285416666667,41.08,"east"
"east","Micro-structural and nano-technology",16,1.420625,51.659375,42,"east"
"east","Optics",38,0.668947368421053,34.6868421052632,45.39,"east"
"east","Organic fine chemistry",137,1.45656934306569,72.6678102189781,28.13,"east"
"east","Other consumer goods",65,0.890153846153846,56.2315384615385,23.01,"east"
"east","Other special machines",345,2.05626086956522,53.5662608695652,0,"east"
"east","Pharmaceuticals",163,1.34306748466258,73.4220245398773,40.46,"east"
"east","Semiconductors",74,2.87013513513514,40.7051351351351,55.41,"east"
"east","Surface technology, coating",81,1.19530864197531,59.2045679012346,3.88,"east"
"east","Telecommunications",30,0.391,12.837,97.24,"east"
"east","Textile and paper machines",69,1.34333333333333,65.26,5.66,"east"
"east","Thermal processes and apparatus",117,2.16384615384615,45.7538461538462,9.58,"east"
"east","Transport",136,0.678823529411765,32.6239705882353,23.23,"east"
