"source","target","weight"
0,0,10
1,1,5
0,240,4
0,1,3
0,81,3
0,1,3
1,80,2
1,185,2
0,80,2
0,185,2
1,57,1
1,42,1
1,28,1
1,189,1
1,24,1
1,88,1
0,42,1
2,28,1
2,192,1
