"id","id2","x","y","color","parent","size"
"Prov. Antwerpen",42,4.705,-51.2343,"lightgreen","BE",1
"Małopolskie",43,20.2138,-49.896,"lightpink","PL",1
"Niederbayern",44,12.7134,-48.7308,"green","DE",1
"Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",45,4.3598,-50.8368,"lightgreen","BE",1
"Oberpfalz",46,12.1871,-49.4112,"green","DE",1
"Lazio",47,12.7478,-41.9739,"yellow","IT",1
"Rheinhessen-Pfalz",48,7.879,-49.4052,"green","DE",1
"Espace Mittelland",49,7.4432,-46.8792,"darkgreen","CH",1
"País Vasco",50,-2.6122,-43.0583,"orange","ES",1
"Centro (PT)",51,-7.9818,-40.1319,"tan","PT",1
"Közép-Magyarország",52,19.4133,-47.3623,"gold","HU",1
"Border, Midland and Western",53,-8.1469,-53.7,"magenta","IE",1
"Schleswig-Holstein",54,9.7144,-54.0259,"green","DE",1
"Hannover",55,9.3014,-52.3682,"green","DE",1
"Thüringen",56,11.1156,-50.8861,"green","DE",1
"Wien",57,16.3862,-48.2227,"lightblue","AT",1
"Övre Norrland",58,19.4958,-66.4389,"orangered","SE",1
"Saarland",59,6.8831,-49.41,"green","DE",1
"Nordwestschweiz",60,8.1788,-47.4553,"darkgreen","CH",1
"Dresden",61,14.0985,-51.1663,"green","DE",1
"Oberösterreich",62,13.8723,-48.232,"lightblue","AT",1
"Ticino",63,8.7715,-46.335,"darkgreen","CH",1
"Hampshire and Isle of Wight",64,-1.3378,-51.1004,"red","UK",1
"Zuid-Holland",65,4.4772,-51.9767,"brown","NL",1
"Nord - Pas-de-Calais",66,2.8838,-50.3824,"blue","FR",1
"Schwaben",67,10.423,-48.0226,"green","DE",1
"Brandenburg",68,13.6827,-52.0204,"green","DE",1
"Piemonte",69,7.928,-44.8473,"yellow","IT",1
"Midi-Pyrénées",70,1.5114,-43.7152,"blue","FR",1
"Oslo og Akershus",71,11.1393,-60.1521,"beige","NO",1
"Zentralschweiz",72,8.5198,-46.9228,"darkgreen","CH",1
"Detmold",73,8.7699,-51.9228,"green","DE",1
"Hamburg",74,10.0281,-53.5458,"green","DE",1
"South Yorkshire",75,-1.3089,-53.4469,"red","UK",1
"Eesti",76,25.7975,-58.8014,"black","EE",1
"Languedoc-Roussillon",77,3.2348,-43.5232,"blue","FR",1
"Nordjylland",78,9.42,-57.1034,"lightbrown","DK",1
"Centru",79,24.5906,-46.318,"snow","RO",1
"Vorarlberg",80,9.896,-47.2398,"lightblue","AT",1
"Derbyshire and Nottinghamshire",81,-1.2859,-53.0563,"red","UK",1
"Münster",82,7.3473,-51.9311,"green","DE",1
"Prov. West-Vlaanderen",83,3.0254,-51.0209,"lightgreen","BE",1
"North Eastern Scotland",84,-2.4181,-57.3209,"red","UK",1
"Eastern Scotland",85,-3.4128,-56.2136,"red","UK",1
"Andalucía",86,-4.6019,-37.6583,"orange","ES",1
"Aquitaine",87,-0.3733,-44.4559,"blue","FR",1
"Midtjylland",88,9.5212,-56.2342,"lightbrown","DK",1
"Střední Čechy",89,14.4463,-49.7629,"lightorange","CZ",1
"Bucureşti - Ilfov",90,26.1645,-44.4991,"snow","RO",1
"Kärnten",91,13.8539,-46.7174,"lightblue","AT",1
"Malta",92,14.4457,-35.8837,"greenyellow","MT",1
"Liguria",93,8.7702,-44.4583,"yellow","IT",1
"Comunidad Valenciana",94,-0.4117,-39.3594,"orange","ES",1
"Etelä-Suomi",95,25.5028,-61.2438,"grey","FI",1
"Utrecht",96,5.205,-52.0704,"brown","NL",1
"Emilia-Romagna",97,10.9913,-44.5397,"yellow","IT",1
"Mazowieckie",98,21.1818,-52.3229,"lightpink","PL",1
"Lüneburg",99,9.775,-53.1836,"green","DE",1
"Praha",100,14.4634,-50.0708,"lightorange","CZ",1
"Sachsen-Anhalt",101,11.8827,-51.9723,"green","DE",1
"Niederösterreich",102,15.7517,-48.2722,"lightblue","AT",1
"Prov. Brabant Wallon",103,4.5624,-50.6436,"lightgreen","BE",1
"Steiermark",104,14.8792,-47.3711,"lightblue","AT",1
"Agder og Rogaland",105,7.4,-58.6227,"beige","NO",1
"Essex",106,0.5526,-51.7734,"red","UK",1
"Közép-Dunántúl",107,18.0743,-47.3474,"gold","HU",1
"Norte",108,-7.6278,-41.3796,"tan","PT",1
"Toscana",109,11.1352,-43.3446,"yellow","IT",1
"Campania",110,14.8147,-41.0468,"yellow","IT",1
"Wielkopolskie",111,17.4,-52.1669,"lightpink","PL",1
"Koblenz",112,7.4643,-50.1937,"green","DE",1
"Bremen",113,8.7383,-53.1064,"green","DE",1
"Veneto",114,11.8602,-45.5456,"yellow","IT",1
"East Wales",115,-3.3085,-52.0391,"red","UK",1
"Norra Mellansverige",116,14.5698,-60.9125,"orangered","SE",1
"Sjælland",117,11.7027,-55.2822,"lightbrown","DK",1
"Śląskie",118,18.998,-50.2643,"lightpink","PL",1
"Basse-Normandie",119,-0.4322,-48.9232,"blue","FR",1
"Greater Manchester",120,-2.3133,-53.5078,"red","UK",1
"Észak-Alföld",121,21.2297,-47.6004,"gold","HU",1
"Pomorskie",122,18.1579,-54.2907,"lightpink","PL",1
"Picardie",123,2.883,-49.5727,"blue","FR",1
"Luxembourg",124,6.0924,-49.7768,"lightcoral","LU",1
"Castilla y León",125,-4.6554,-41.8161,"orange","ES",1
"Sicilia",126,14.0051,-37.573,"yellow","IT",1
"Unterfranken",127,9.9268,-49.9503,"green","DE",1
"Northumberland and Tyne and Wear",128,-2.0838,-55.2683,"red","UK",1
"Lisboa",129,-9.003,-38.5709,"tan","PT",1
"Prov. Liège",130,5.7367,-50.5206,"lightgreen","BE",1
"Prov. Namur",131,4.908,-50.3267,"lightgreen","BE",1
"Kontinentalna Hrvatska",132,16.6321,-45.7035,"yellowgreen","HR",1
"Vzhodna Slovenija",133,15.244,-46.1613,"salmon","SI",1
"Zahodna Slovenija",134,14.239,-46.154,"salmon","SI",1
"Nord-Vest",135,23.3181,-47.2414,"snow","RO",1
"West Midlands",136,-1.9316,-52.5163,"red","UK",1
"Provincia Autonoma di Trento",137,11.0057,-46.1018,"yellow","IT",1
"Herefordshire, Worcestershire and Warwickshire",138,-2.1517,-52.2207,"red","UK",1
"West Wales and The Valleys",139,-4.0236,-52.2724,"red","UK",1
"Tirol",140,11.3918,-47.2088,"lightblue","AT",1
"Észak-Magyarország",141,20.4751,-47.9901,"gold","HU",1
"Gießen",142,8.8011,-50.698,"green","DE",1
"Castilla-La Mancha",143,-3.1161,-39.2593,"orange","ES",1
"Leipzig",144,12.6812,-51.3219,"green","DE",1
"Attiki",145,23.7713,-38.1115,"springgreen","EL",1
"Burgenland (AT)",146,16.5228,-47.5435,"lightblue","AT",1
"Puglia",147,16.6197,-40.9844,"yellow","IT",1
"Provincia Autonoma di Bolzano/Bozen",148,11.4292,-46.6503,"yellow","IT",1
"West Yorkshire",149,-1.6933,-53.7389,"red","UK",1
"Pays de la Loire",150,-0.9527,-47.4745,"blue","FR",1
"Nord-Est",151,26.7782,-47.0985,"snow","RO",1
"Northern Ireland",152,-6.6632,-54.7372,"red","UK",1
"Kassel",153,9.3513,-51.1851,"green","DE",1
"Pohjois- ja Itä-Suomi",154,26.6793,-66.0567,"grey","FI",1
"Kentriki Makedonia",155,22.9597,-40.8535,"springgreen","EL",1
"Lietuva",156,23.8014,-55.2142,"ivory","LT",1
"Prov. Hainaut",157,3.906,-50.5441,"lightgreen","BE",1
"Dél-Dunántúl",158,17.9151,-46.3722,"gold","HU",1
"Leicestershire, Rutland and Northamptonshire",159,-0.8329,-52.5162,"red","UK",1
"Devon",160,-3.896,-50.6696,"red","UK",1
"Weser-Ems",161,7.6776,-53.0492,"green","DE",1
"Marche",162,13.061,-43.3584,"yellow","IT",1
"Ipeiros",163,20.7608,-39.7339,"springgreen","EL",1
"Prov. Limburg (BE)",164,5.4292,-50.9915,"lightgreen","BE",1
"Sud - Muntenia",165,25.2854,-44.5092,"snow","RO",1
"Cheshire",166,-2.5237,-53.207,"red","UK",1
"Chemnitz",167,12.7677,-50.7688,"green","DE",1
"Hedmark og Oppland",168,10.1358,-61.6038,"beige","NO",1
"Comunidad Foral de Navarra",169,-1.5821,-42.6086,"orange","ES",1
"Nyugat-Dunántúl",170,16.992,-47.0106,"gold","HU",1
"Alsace",171,7.3759,-48.24,"blue","FR",1
"Friesland (NL)",172,5.7878,-53.0825,"brown","NL",1
"Champagne-Ardenne",173,4.5602,-48.9797,"blue","FR",1
"Mecklenburg-Vorpommern",174,12.5302,-53.8138,"green","DE",1
"Jihovýchod",175,16.2811,-49.1776,"lightorange","CZ",1
"Gelderland",176,5.8932,-52.1263,"brown","NL",1
"Vest",177,21.9137,-45.6339,"snow","RO",1
"Merseyside",178,-2.8119,-53.4032,"red","UK",1
"Limburg (NL)",179,5.9361,-50.8704,"brown","NL",1
"Principado de Asturias",180,-5.825,-43.3221,"orange","ES",1
"Friuli-Venezia Giulia",181,13.1083,-46.0739,"yellow","IT",1
"Jihozápad",182,13.9888,-49.1342,"lightorange","CZ",1
"Bourgogne",183,4.2253,-47.0552,"blue","FR",1
"Sud-Est",184,27.9897,-45.0529,"snow","RO",1
"Abruzzo",185,13.914,-42.2608,"yellow","IT",1
"Dél-Alföld",186,20.186,-46.4749,"gold","HU",1
"Dolnośląskie",187,16.3981,-51.1335,"lightpink","PL",1
"Overijssel",188,6.4319,-52.4151,"brown","NL",1
"Drenthe",189,6.5964,-52.918,"brown","NL",1
"Aragón",190,-0.6385,-41.5069,"orange","ES",1
"Prov. Luxembourg (BE)",191,5.5031,-49.9649,"lightgreen","BE",1
"Lorraine",192,6.276,-48.7326,"blue","FR",1
"Basilicata",193,16.0835,-40.4109,"yellow","IT",1
"Shropshire and Staffordshire",194,-2.4981,-52.6589,"red","UK",1
"Peloponnisos",195,22.438,-37.2428,"springgreen","EL",1
"Severovýchod",196,15.6203,-50.292,"lightorange","CZ",1
"Sterea Ellada",197,22.5231,-38.6168,"springgreen","EL",1
"North Yorkshire",198,-1.2888,-54.2206,"red","UK",1
"Salzburg",199,13.0437,-47.3071,"lightblue","AT",1
"Tees Valley and Durham",200,-1.6734,-54.6687,"red","UK",1
"Kent",201,0.7627,-51.1863,"red","UK",1
"Illes Balears",202,2.9136,-39.6244,"orange","ES",1
"Höfuðborgarsvæði",203,-21.6436,-64.1943,"darkblue","IS",1
"Landsbyggð",204,-18.3394,-64.7612,"darkblue","IS",1
"Anatoliki Makedonia, Thraki",205,25.0732,-41.1593,"springgreen","EL",1
"Dytiki Makedonia",206,21.4908,-40.3559,"springgreen","EL",1
"Thessalia",207,22.276,-39.6304,"springgreen","EL",1
"Dytiki Ellada",208,21.4038,-37.9743,"springgreen","EL",1
"Kriti",209,24.8995,-35.1734,"springgreen","EL",1
"Severozapaden",210,23.7653,-43.3957,"lightred","BG",1
"Severen tsentralen",211,26.0639,-43.7268,"lightred","BG",1
"Severoiztochen",212,27.2474,-43.3903,"lightred","BG",1
"Yugoiztochen",213,26.5598,-42.5295,"lightred","BG",1
"Yugozapaden",214,23.3402,-42.1675,"lightred","BG",1
"Yuzhen tsentralen",215,25.1077,-41.7683,"lightred","BG",1
"Kýpros",216,33.2996,-35.0204,"lightyellow","CY",1
"Severozápad",217,13.3463,-50.3527,"lightorange","CZ",1
"Střední Morava",218,17.5177,-49.3559,"lightorange","CZ",1
"Moravskoslezsko",219,18.0159,-49.7986,"lightorange","CZ",1
"Trier",220,6.6891,-49.9627,"green","DE",1
"Syddanmark",221,8.9725,-55.367,"lightbrown","DK",1
"Galicia",222,-7.9429,-42.6592,"orange","ES",1
"Cantabria",223,-4.1114,-43.2308,"orange","ES",1
"La Rioja",224,-2.429,-42.3172,"orange","ES",1
"Extremadura",225,-6.0981,-39.2871,"orange","ES",1
"Región de Murcia",226,-1.5247,-37.9008,"orange","ES",1
"Ciudad Autónoma de Ceuta",227,-5.3472,-35.8883,"orange","ES",1
"Ciudad Autónoma de Melilla",228,-2.9473,-35.2932,"orange","ES",1
"Haute-Normandie",229,1.0122,-49.3919,"blue","FR",1
"Centre",230,1.5742,-47.6205,"blue","FR",1
"Franche-Comté",231,6.1848,-47.3378,"blue","FR",1
"Poitou-Charentes",232,-0.0358,-46.1576,"blue","FR",1
"Limousin",233,1.6867,-45.7555,"blue","FR",1
"Auvergne",234,3.1837,-45.8399,"blue","FR",1
"Corse",235,9.0527,-42.0608,"blue","FR",1
"Jadranska Hrvatska",236,15.6594,-44.3849,"yellowgreen","HR",1
"Valle d'Aosta/Vallée d'Aoste",237,7.3712,-45.7108,"yellow","IT",1
"Molise",238,14.5438,-41.6018,"yellow","IT",1
"Calabria",239,16.4389,-39.0222,"yellow","IT",1
"Sardegna",240,8.99,-40.0339,"yellow","IT",1
"Umbria",241,12.5817,-42.9091,"yellow","IT",1
"Liechtenstein",242,9.5536,-47.1374,"darkgold","LI",1
"Latvija",243,24.8865,-57.146,"khaki","LV",1
"Groningen",244,6.6911,-53.2903,"brown","NL",1
"Flevoland",245,5.5719,-52.4754,"brown","NL",1
"Zeeland",246,3.8523,-51.5002,"brown","NL",1
"Sør-Østlandet",247,9.6541,-59.405,"beige","NO",1
"Vestlandet",248,6.6753,-61.5878,"beige","NO",1
"Trøndelag",249,11.3995,-63.1338,"beige","NO",1
"Nord-Norge",250,21.5731,-69.589,"beige","NO",1
"Łódzkie",251,19.3326,-51.6146,"lightpink","PL",1
"Lubelskie",252,22.5217,-51.2948,"lightpink","PL",1
"Podkarpackie",253,22.2519,-49.8975,"lightpink","PL",1
"Świętokrzyskie",254,20.7609,-50.6816,"lightpink","PL",1
"Podlaskie",255,22.8556,-53.3584,"lightpink","PL",1
"Zachodniopomorskie",256,15.5624,-53.5968,"lightpink","PL",1
"Lubuskie",257,15.5014,-52.2524,"lightpink","PL",1
"Opolskie",258,17.8679,-50.5961,"lightpink","PL",1
"Kujawsko-Pomorskie",259,18.4749,-53.1067,"lightpink","PL",1
"Warmińsko-Mazurskie",260,20.9566,-53.8258,"lightpink","PL",1
"Algarve",261,-8.2267,-37.2368,"tan","PT",1
"Alentejo",262,-7.922,-38.3711,"tan","PT",1
"Sud-Vest Oltenia",263,23.5208,-44.6755,"snow","RO",1
"Småland med öarna",264,14.888,-57.2473,"orangered","SE",1
"Mellersta Norrland",265,15.1742,-63.1955,"orangered","SE",1
"Bratislavský kraj",266,17.1825,-48.2942,"navy","SK",1
"Západné Slovensko",267,18.0173,-48.4504,"navy","SK",1
"Stredné Slovensko",268,19.3886,-48.801,"navy","SK",1
"Východné Slovensko",269,21.1879,-48.9857,"navy","SK",1
"Cumbria",270,-2.8996,-54.5909,"red","UK",1
"Lancashire",271,-2.6067,-53.8919,"red","UK",1
"East Yorkshire and Northern Lincolnshire",272,-0.4245,-53.8002,"red","UK",1
"Lincolnshire",273,-0.2277,-53.1106,"red","UK",1
"Dorset and Somerset",274,-2.7644,-50.9899,"red","UK",1
"Cornwall and Isles of Scilly",275,-4.9737,-50.3556,"red","UK",1
"South Western Scotland",276,-4.1161,-55.3274,"red","UK",1
"Highlands and Islands",277,-4.6829,-57.5183,"red","UK",1
"Ionia Nisia",278,20.4388,-38.6145,"springgreen","EL",1
"Voreio Aigaio",279,26.1153,-38.7867,"springgreen","EL",1
"Notio Aigaio",280,26.3314,-36.7465,"springgreen","EL",1
"Åland",281,20.1537,-60.2189,"grey","FI",1
