"source","target","weight"
0,0,9
1,1,6
0,120,3
1,189,3
1,187,3
0,184,2
1,27,2
0,20,1
0,58,1
0,245,1
0,243,1
0,25,1
0,27,1
0,246,1
0,26,1
1,42,1
1,185,1
1,84,1
1,72,1
1,188,1
1,87,1
1,25,1
1,64,1
1,2,1
2,188,1
2,112,1
2,27,1
1,2,1
