"id","x","y","parent","color"
"Advanced Sustainable Materials",2018,60.53,"Green transition","green"
"Advanced Sustainable Materials",2014,56.37,"Green transition","green"
"Advanced Sustainable Materials",2019,56.72,"Green transition","green"
"Advanced Sustainable Materials",2017,52.94,"Green transition","green"
"Advanced Sustainable Materials",2013,59.06,"Green transition","green"
"Advanced Sustainable Materials",2012,56.4,"Green transition","green"
"Advanced Sustainable Materials",2016,54.71,"Green transition","green"
"Advanced Sustainable Materials",2015,53.42,"Green transition","green"
"Advanced Sustainable Materials",2020,55.69,"Green transition","green"
"Advanced Sustainable Materials",2011,54.08,"Green transition","green"
"Advanced Sustainable Materials",2010,59.17,"Green transition","green"
"Advanced Sustainable Materials",2021,53.91,"Green transition","green"
"Biotechnology",2019,11.17,"Green transition","green"
"Biotechnology",2017,10.03,"Green transition","green"
"Air & Water pollution reduction",2017,8.29,"Green transition","green"
"Air & Water pollution reduction",2015,10.18,"Green transition","green"
"Biotechnology",2014,7.99,"Green transition","green"
"Biotechnology",2015,9.68,"Green transition","green"
"Air & Water pollution reduction",2018,7.47,"Green transition","green"
"Air & Water pollution reduction",2019,7.78,"Green transition","green"
"Biotechnology",2018,7.2,"Green transition","green"
"Air & Water pollution reduction",2013,8.89,"Green transition","green"
"Biotechnology",2016,7.77,"Green transition","green"
"Green buildings",2012,7.91,"Green transition","green"
"Green buildings",2017,6.28,"Green transition","green"
"Air & Water pollution reduction",2016,7.44,"Green transition","green"
"Green buildings",2014,6.1,"Green transition","green"
"Air & Water pollution reduction",2014,5.83,"Green transition","green"
"Green buildings",2018,5.6,"Green transition","green"
"Biotechnology",2020,8.18,"Green transition","green"
"Air & Water pollution reduction",2020,7.78,"Green transition","green"
"Batteries",2017,5.21,"Green transition","green"
"Batteries",2016,6.28,"Green transition","green"
"Waste management",2017,5.08,"Green transition","green"
"Waste management",2019,5.37,"Green transition","green"
"Air & Water pollution reduction",2011,7.55,"Green transition","green"
"Batteries",2018,4.93,"Green transition","green"
"Batteries",2014,5.01,"Green transition","green"
"Biotechnology",2012,6.23,"Green transition","green"
"Batteries",2019,5.09,"Green transition","green"
"Green buildings",2016,5.95,"Green transition","green"
"Batteries",2013,6.1,"Green transition","green"
"Batteries",2012,5.72,"Green transition","green"
"Waste management",2014,4.61,"Green transition","green"
"Air & Water pollution reduction",2021,12.89,"Green transition","green"
"Batteries",2011,6.53,"Green transition","green"
"Green buildings",2013,5.57,"Green transition","green"
"Air & Water pollution reduction",2012,5.22,"Green transition","green"
"Batteries",2020,6.19,"Green transition","green"
"Biofuels",2014,4.2,"Green transition","green"
"Waste management",2020,6.19,"Green transition","green"
"Green buildings",2015,5.01,"Green transition","green"
"Recycling technologies",2020,5.99,"Green transition","green"
"Recycling technologies",2014,4.07,"Green transition","green"
"Recycling technologies",2012,5.05,"Green transition","green"
"Recycling technologies",2017,4.01,"Green transition","green"
"Air & Water pollution reduction",2010,6.42,"Green transition","green"
"Batteries",2015,4.67,"Green transition","green"
"Biotechnology",2011,5.71,"Green transition","green"
"Recycling technologies",2018,3.73,"Green transition","green"
"Recycling technologies",2019,3.96,"Green transition","green"
"Green buildings",2011,5.31,"Green transition","green"
"Waste management",2018,3.47,"Green transition","green"
"Biotechnology",2013,4.18,"Green transition","green"
"Biotechnology",2010,5.5,"Green transition","green"
"Green buildings",2010,5.5,"Green transition","green"
"Waste management",2016,3.97,"Green transition","green"
"Batteries",2010,5.05,"Green transition","green"
"Recycling technologies",2011,4.49,"Green transition","green"
"Recycling technologies",2016,3.64,"Green transition","green"
"Biotechnology",2021,8.2,"Green transition","green"
"Recycling technologies",2015,3.51,"Green transition","green"
"Solar energy",2011,4.08,"Green transition","green"
"Hydrogen",2017,2.54,"Green transition","green"
"Recycling technologies",2013,3.31,"Green transition","green"
"Waste management",2015,3.17,"Green transition","green"
"Green buildings",2019,2.55,"Green transition","green"
"Waste management",2021,7.03,"Green transition","green"
"Waste management",2013,3.14,"Green transition","green"
"Waste management",2011,3.47,"Green transition","green"
"Green buildings",2020,3.19,"Green transition","green"
"Green transports",2010,3.67,"Green transition","green"
"Hydrogen",2019,2.26,"Green transition","green"
"Solar energy",2019,2.26,"Green transition","green"
"Waste management",2012,2.69,"Green transition","green"
"Green transports",2012,2.36,"Green transition","green"
"Solar energy",2017,1.87,"Green transition","green"
"Green transports",2015,2.17,"Green transition","green"
"Recycling technologies",2010,2.98,"Green transition","green"
"Solar energy",2018,1.73,"Green transition","green"
"Solar energy",2012,2.19,"Green transition","green"
"Biofuels",2012,2.02,"Green transition","green"
"Solar energy",2015,2,"Green transition","green"
"Green buildings",2021,4.3,"Green transition","green"
"Green transports",2016,1.82,"Green transition","green"
"Green transports",2014,1.49,"Green transition","green"
"Green transports",2013,1.92,"Green transition","green"
"Hydrogen",2015,1.84,"Green transition","green"
"Hydrogen",2016,1.82,"Green transition","green"
"Recycling technologies",2021,4.3,"Green transition","green"
"Biofuels",2017,1.34,"Green transition","green"
"Biofuels",2018,1.33,"Green transition","green"
"Biofuels",2013,1.74,"Green transition","green"
"Biofuels",2016,1.65,"Green transition","green"
"Hydrogen",2012,1.68,"Green transition","green"
"Hydrogen",2018,1.33,"Green transition","green"
"Hydrogen",2010,2.29,"Green transition","green"
"Hydrogen",2013,1.74,"Green transition","green"
"Other energy storage",2011,2.04,"Green transition","green"
"Solar energy",2010,2.29,"Green transition","green"
"Solar energy",2016,1.65,"Green transition","green"
"Green transports",2017,1.2,"Green transition","green"
"Hydrogen",2011,1.84,"Green transition","green"
"Waste management",2010,2.06,"Green transition","green"
"Batteries",2021,3.12,"Green transition","green"
"Biofuels",2011,1.63,"Green transition","green"
"Hydrogen",2014,1.08,"Green transition","green"
"Other energy storage",2010,1.83,"Green transition","green"
"Water related adaptation technologies",2015,1.34,"Green transition","green"
"Biofuels",2015,1.17,"Green transition","green"
"Biofuels",2010,1.61,"Green transition","green"
"Green transports",2018,0.93,"Green transition","green"
"Green transports",2011,1.43,"Green transition","green"
"Other energy storage",2014,0.95,"Green transition","green"
"Water related adaptation technologies",2013,1.22,"Green transition","green"
"Water related adaptation technologies",2016,1.16,"Green transition","green"
"Biofuels",2021,2.34,"Green transition","green"
"Other energy storage",2013,1.05,"Green transition","green"
"Solar energy",2014,0.81,"Green transition","green"
"Solar energy",2013,1.05,"Green transition","green"
"Water related adaptation technologies",2014,0.81,"Green transition","green"
"Green transports",2020,1,"Green transition","green"
"Hydrogen",2020,1,"Green transition","green"
"Other energy storage",2012,0.84,"Green transition","green"
"Other energy storage",2018,0.67,"Green transition","green"
"Other energy storage",2020,1,"Green transition","green"
"Other energy storage",2016,0.83,"Green transition","green"
"Solar energy",2020,1,"Green transition","green"
"Water related adaptation technologies",2018,0.67,"Green transition","green"
"Wind energy",2013,0.87,"Green transition","green"
"Wind energy",2016,0.83,"Green transition","green"
"Biofuels",2020,0.8,"Green transition","green"
"Green transports",2019,0.57,"Green transition","green"
"Water related adaptation technologies",2020,0.8,"Green transition","green"
"Water related adaptation technologies",2010,0.92,"Green transition","green"
"Water related adaptation technologies",2011,0.82,"Green transition","green"
"Wind energy",2014,0.54,"Green transition","green"
"Wind energy",2015,0.67,"Green transition","green"
"Biofuels",2019,0.42,"Green transition","green"
"Efficient power & combustion",2015,0.5,"Green transition","green"
"Greenhouse gas capture",2011,0.61,"Green transition","green"
"Greenhouse gas capture",2012,0.51,"Green transition","green"
"Marine & hydro energy",2019,0.42,"Green transition","green"
"Other energy storage",2019,0.42,"Green transition","green"
"Water related adaptation technologies",2012,0.51,"Green transition","green"
"Water related adaptation technologies",2019,0.42,"Green transition","green"
"Wind energy",2019,0.42,"Green transition","green"
"Wind energy",2012,0.51,"Green transition","green"
"Efficient power & combustion",2017,0.27,"Green transition","green"
"Efficient power & combustion",2016,0.33,"Green transition","green"
"Efficient power & combustion",2018,0.27,"Green transition","green"
"Green transports",2021,0.78,"Green transition","green"
"Greenhouse gas capture",2020,0.4,"Green transition","green"
"Hydrogen",2021,0.78,"Green transition","green"
"Marine & hydro energy",2015,0.33,"Green transition","green"
"Marine & hydro energy",2017,0.27,"Green transition","green"
"Nuclear energy",2020,0.4,"Green transition","green"
"Other energy storage",2015,0.33,"Green transition","green"
"Other energy storage",2017,0.27,"Green transition","green"
"Solar energy",2021,0.78,"Green transition","green"
"Water related adaptation technologies",2017,0.27,"Green transition","green"
"Wind energy",2011,0.41,"Green transition","green"
"Wind energy",2021,0.78,"Green transition","green"
"Wind energy",2010,0.46,"Green transition","green"
"Wind energy",2020,0.4,"Green transition","green"
"Efficient power & combustion",2012,0.17,"Green transition","green"
"Geothermal energy",2017,0.13,"Green transition","green"
"Greenhouse gas capture",2013,0.17,"Green transition","green"
"Greenhouse gas capture",2019,0.14,"Green transition","green"
"Greenhouse gas capture",2016,0.17,"Green transition","green"
"Greenhouse gas capture",2014,0.14,"Green transition","green"
"Marine & hydro energy",2010,0.23,"Green transition","green"
"Other energy storage",2021,0.39,"Green transition","green"
"Water related adaptation technologies",2021,0.39,"Green transition","green"
"Wind energy",2018,0.13,"Green transition","green"
