"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL32","A44B",1,1.06,30.61,66.85,"west"
"NL23","A44C",0,0,7.76,55,"west"
"NL31","A44C",0,0,20.15,55,"west"
"NL33","A44C",0,0,18.21,55,"west"
"NL32","A44C",0,0,25.07,55,"west"
"NL33","A44D",0,0,42.89,67.67,"west"
"NL23","A44D",0,0,16.67,67.67,"west"
"NL32","A44D",0,0,49.33,67.67,"west"
"NL31","A44D",0,0,38,67.67,"west"
"NL23","A45B",0,0,10.64,65.59,"west"
"NL31","A45B",0,0,57.7,65.59,"west"
"NL33","A45B",0,0,29.97,65.59,"west"
"NL32","A45B",0,0,45.38,65.59,"west"
"NL31","A45C",1,0.71,40.86,57.99,"west"
"NL23","A45C",1,6.1,10.35,57.99,"west"
"NL32","A45C",7,3.44,28.36,57.99,"west"
"NL33","A45C",7,2.24,35.48,57.99,"west"
"NL31","A45D",0,0,25.13,54.31,"west"
"NL23","A45D",0,0,15.63,54.31,"west"
"NL32","A45D",0,0,22.14,54.31,"west"
"NL33","A45D",0,0,22.01,54.31,"west"
"NL23","A45F",0,0,27.88,58.57,"west"
"NL31","A45F",2,2.31,34.89,58.57,"west"
"NL32","A45F",1,0.8,50.95,58.57,"west"
"NL33","A45F",2,1.04,45.4,58.57,"west"
"NL31","A46B",0,0,14.32,58.86,"west"
"NL33","A46B",3,0.63,14.2,58.86,"west"
"NL32","A46B",0,0,11.62,58.86,"west"
"NL23","A46B",0,0,6.92,58.86,"west"
"NL31","A46D",0,0,6.51,75.92,"west"
"NL32","A46D",0,0,10.16,75.92,"west"
"NL33","A46D",1,0.76,3.13,75.92,"west"
"NL23","A46D",0,0,5.47,75.92,"west"
"NL32","A47B",4,0.51,38.07,58.04,"west"
"NL23","A47B",0,0,25.41,58.04,"west"
"NL31","A47B",1,0.19,38.16,58.04,"west"
"NL33","A47B",6,0.5,29.11,58.04,"west"
"NL31","A47C",1,0.37,46.94,57.08,"west"
"NL32","A47C",4,1.03,44.15,57.08,"west"
"NL23","A47C",0,0,9.47,57.08,"west"
"NL33","A47C",2,0.34,33.29,57.08,"west"
"NL32","A47D",5,9.44,61.56,61.45,"west"
"NL31","A47D",3,8.21,45.35,61.45,"west"
"NL23","A47D",0,0,5.71,61.45,"west"
"NL33","A47D",1,1.23,31.83,61.45,"west"
"NL23","A47F",0,0,16.67,63.87,"west"
"NL32","A47F",4,1.66,30.91,63.87,"west"
"NL31","A47F",0,0,30.1,63.87,"west"
"NL33","A47F",6,1.63,29.45,63.87,"west"
"NL32","A47G",10,2.97,40.87,50.39,"west"
"NL23","A47G",0,0,16.93,50.39,"west"
"NL31","A47G",6,2.59,37.12,50.39,"west"
"NL33","A47G",7,1.36,33.86,50.39,"west"
"NL23","A47H",0,0,46.15,71.95,"west"
"NL31","A47H",0,0,53.21,71.95,"west"
"NL32","A47H",0,0,36.54,71.95,"west"
"NL33","A47H",2,7.07,50.64,71.95,"west"
"NL31","A47J",47,4.82,65.69,48.47,"west"
"NL33","A47J",22,1.01,38.67,48.47,"west"
"NL23","A47J",2,1.76,26.35,48.47,"west"
"NL32","A47J",20,1.41,53.08,48.47,"west"
"NL31","A47K",3,1.24,43.28,56.87,"west"
"NL33","A47K",6,1.12,24.61,56.87,"west"
"NL32","A47K",1,0.29,37.62,56.87,"west"
"NL23","A47K",0,0,34.51,56.87,"west"
"NL33","A47L",6,0.36,17.7,70.52,"west"
"NL23","A47L",0,0,17.08,70.52,"west"
"NL31","A47L",1,0.13,32,70.52,"west"
"NL32","A47L",2,0.18,29.63,70.52,"west"
"NL23","A61B",3,0.54,6.92,34.37,"west"
"NL33","A61B",96,0.91,26.85,34.37,"west"
"NL31","A61B",41,0.86,27.73,34.37,"west"
"NL32","A61B",67,0.97,22.48,34.37,"west"
"NL31","A61C",1,0.15,21.9,44.91,"west"
"NL23","A61C",0,0,11.43,44.91,"west"
"NL32","A61C",8,0.85,22.04,44.91,"west"
"NL33","A61C",7,0.48,19.56,44.91,"west"
"NL31","A61D",1,1.84,34.67,51.34,"west"
"NL23","A61D",0,0,24.33,51.34,"west"
"NL32","A61D",0,0,34,51.34,"west"
"NL33","A61D",2,1.66,36.33,51.34,"west"
"NL31","A61F",11,0.58,32.06,40.15,"west"
"NL23","A61F",0,0,14.83,40.15,"west"
"NL32","A61F",12,0.43,26.91,40.15,"west"
"NL33","A61F",32,0.76,15.28,40.15,"west"
"NL31","A61G",4,1.46,30.52,52.47,"west"
"NL32","A61G",9,2.27,39.26,52.47,"west"
"NL23","A61G",0,0,6.6,52.47,"west"
"NL33","A61G",8,1.32,20.86,52.47,"west"
"NL23","A61H",0,0,6.29,48.86,"west"
"NL31","A61H",0,0,44.84,48.86,"west"
"NL32","A61H",0,0,43.71,48.86,"west"
"NL33","A61H",5,0.83,36.29,48.86,"west"
"NL23","A61J",0,0,25.74,50.45,"west"
"NL31","A61J",5,1.37,46.89,50.45,"west"
"NL32","A61J",2,0.38,44.26,50.45,"west"
"NL33","A61J",7,0.86,29.84,50.45,"west"
"NL31","A61K",242,2.96,66.76,25.81,"west"
"NL32","A61K",181,1.53,63.86,25.81,"west"
"NL33","A61K",219,1.21,62.06,25.81,"west"
"NL23","A61K",11,1.15,58.53,25.81,"west"
"NL23","A61L",0,0,30.86,41.09,"west"
"NL33","A61L",13,0.48,34.49,41.09,"west"
"NL31","A61L",19,1.57,36.51,41.09,"west"
"NL32","A61L",11,0.63,40.22,41.09,"west"
"NL33","A61M",37,0.66,23.11,43.68,"west"
"NL23","A61M",0,0,14.7,43.68,"west"
"NL32","A61M",26,0.71,23.18,43.68,"west"
"NL31","A61M",15,0.6,34.17,43.68,"west"
"NL23","A61N",0,0,9.18,36.91,"west"
"NL33","A61N",12,0.61,29.9,36.91,"west"
"NL32","A61N",9,0.71,18.11,36.91,"west"
"NL31","A61N",11,1.25,19.98,36.91,"west"
"NL33","A61P",187,1.4,69.91,26.25,"west"
"NL23","A61P",14,1.99,71.09,26.25,"west"
"NL31","A61P",211,3.51,75.36,26.25,"west"
"NL32","A61P",141,1.62,70.17,26.25,"west"
"NL23","A61Q",0,0,58.99,40.29,"west"
"NL31","A61Q",5,0.41,64.3,40.29,"west"
"NL32","A61Q",17,0.96,72.41,40.29,"west"
"NL33","A61Q",18,0.66,66.71,40.29,"west"
"NL23","A62B",0,0,13.96,54.41,"west"
"NL31","A62B",2,0.98,50.99,54.41,"west"
"NL32","A62B",0,0,34.45,54.41,"west"
"NL33","A62B",4,0.88,33.08,54.41,"west"
"NL23","A62C",1,3.94,30.26,53.97,"west"
"NL31","A62C",1,0.46,35.83,53.97,"west"
"NL32","A62C",2,0.63,30.96,53.97,"west"
"NL33","A62C",0,0,45.39,53.97,"west"
"NL33","A62D",1,2.24,49.43,59.31,"west"
"NL23","A62D",0,0,30.8,59.31,"west"
"NL31","A62D",0,0,30.04,59.31,"west"
"NL32","A62D",0,0,41.83,59.31,"west"
"NL23","A63B",0,0,11.12,44.93,"west"
"NL31","A63B",4,1.31,27,44.93,"west"
"NL33","A63B",7,1.03,30.71,44.93,"west"
"NL32","A63B",8,1.81,31.52,44.93,"west"
"NL31","A63C",1,1.13,33.2,58,"west"
"NL23","A63C",0,0,12.4,58,"west"
"NL32","A63C",4,3.13,47.8,58,"west"
"NL33","A63C",1,0.51,33.8,58,"west"
"NL23","A63D",0,0,5.26,62.36,"west"
"NL31","A63D",0,0,54.74,62.36,"west"
"NL32","A63D",0,0,54.74,62.36,"west"
"NL33","A63D",0,0,36.84,62.36,"west"
"NL23","A63F",0,0,1.92,45.79,"west"
"NL31","A63F",1,0.65,16.86,45.79,"west"
"NL32","A63F",2,0.9,51.92,45.79,"west"
"NL33","A63F",4,1.17,35.06,45.79,"west"
"NL23","A63G",0,0,5.82,64.07,"west"
"NL31","A63G",0,0,26.98,64.07,"west"
"NL32","A63G",1,1.46,48.94,64.07,"west"
"NL33","A63G",3,2.86,55.29,64.07,"west"
"NL23","A63H",0,0,12.53,48.25,"west"
"NL32","A63H",2,2.03,34.13,48.25,"west"
"NL31","A63H",0,0,18.67,48.25,"west"
"NL33","A63H",5,3.31,43.73,48.25,"west"
"NL23","A63J",0,0,4.97,59.35,"west"
"NL31","A63J",0,0,22.19,59.35,"west"
"NL32","A63J",1,6.05,27.81,59.35,"west"
"NL33","A63J",0,0,60.6,59.35,"west"
"NL23","A63K",0,0,9,62.89,"west"
"NL31","A63K",0,0,49,62.89,"west"
"NL33","A63K",0,0,49,62.89,"west"
"NL32","A63K",0,0,64,62.89,"west"
"NL33","B01B",0,0,68.53,64.38,"west"
"NL23","B01B",0,0,39.16,64.38,"west"
"NL31","B01B",0,0,62.24,64.38,"west"
"NL32","B01B",0,0,44.06,64.38,"west"
"NL23","B01D",1,0.37,30.81,44.94,"west"
"NL31","B01D",27,1.18,45.17,44.94,"west"
"NL32","B01D",46,1.39,50.32,44.94,"west"
"NL33","B01D",50,0.98,48.47,44.94,"west"
"NL23","B01F",1,1.72,32.94,49.81,"west"
"NL33","B01F",12,1.08,38.61,49.81,"west"
"NL31","B01F",5,1,41.25,49.81,"west"
"NL32","B01F",5,0.69,49.17,49.81,"west"
"NL33","B01J",36,0.94,53.2,40.98,"west"
"NL23","B01J",4,2,33.8,40.98,"west"
"NL32","B01J",49,1.97,57.55,40.98,"west"
"NL31","B01J",32,1.86,48.85,40.98,"west"
"NL23","B01L",1,1.17,19.88,42.87,"west"
"NL33","B01L",12,0.73,53.01,42.87,"west"
"NL32","B01L",7,0.66,33.37,42.87,"west"
"NL31","B01L",7,0.95,45.77,42.87,"west"
"NL33","B02B",0,0,28.7,100,"west"
"NL23","B02B",0,0,6.48,100,"west"
"NL32","B02B",0,0,30.56,100,"west"
"NL31","B02B",0,0,46.3,100,"west"
"NL31","B02C",0,0,31.07,69.87,"west"
"NL23","B02C",0,0,21.97,69.87,"west"
"NL32","B02C",0,0,43.08,69.87,"west"
"NL33","B02C",2,0.38,33.01,69.87,"west"
"NL23","B03B",0,0,22.05,68.08,"west"
"NL31","B03B",0,0,35,68.08,"west"
"NL32","B03B",0,0,55,68.08,"west"
"NL33","B03B",2,2.61,34.77,68.08,"west"
"NL23","B03C",0,0,24.28,55.85,"west"
"NL31","B03C",1,0.95,45.88,55.85,"west"
"NL33","B03C",5,2.15,34.3,55.85,"west"
"NL32","B03C",2,1.32,40.76,55.85,"west"
"NL23","B03D",0,0,35.15,70.31,"west"
"NL31","B03D",0,0,49.37,70.31,"west"
"NL32","B03D",0,0,57.74,70.31,"west"
"NL33","B03D",0,0,67.36,70.31,"west"
"NL23","B04B",0,0,22.26,61.99,"west"
"NL31","B04B",0,0,44.21,61.99,"west"
"NL33","B04B",0,0,32.93,61.99,"west"
"NL32","B04B",0,0,37.5,61.99,"west"
"NL23","B04C",0,0,11.66,62.77,"west"
"NL32","B04C",4,5.02,34.99,62.77,"west"
"NL31","B04C",2,3.64,25.36,62.77,"west"
"NL33","B04C",1,0.82,23.62,62.77,"west"
"NL23","B05B",1,1.17,22.89,60.02,"west"
"NL31","B05B",8,1.09,28.87,60.02,"west"
"NL33","B05B",17,1.05,33.33,60.02,"west"
"NL32","B05B",19,1.79,36.44,60.02,"west"
"NL23","B05C",0,0,37.9,71.08,"west"
"NL31","B05C",0,0,31.18,71.08,"west"
"NL33","B05C",2,0.39,28.76,71.08,"west"
"NL32","B05C",3,0.9,42.61,71.08,"west"
"NL23","B05D",2,4.09,30.33,57.07,"west"
"NL31","B05D",2,0.48,29.95,57.07,"west"
"NL32","B05D",10,1.65,34.27,57.07,"west"
"NL33","B05D",9,0.97,26.95,57.07,"west"
"NL23","B06B",0,0,13.21,61.44,"west"
"NL31","B06B",2,1.21,14.24,61.44,"west"
"NL33","B06B",14,3.81,46.83,61.44,"west"
"NL32","B06B",2,0.83,45.63,61.44,"west"
"NL31","B07B",0,0,29.28,65.74,"west"
"NL23","B07B",0,0,12.5,65.74,"west"
"NL33","B07B",2,0.86,37.34,65.74,"west"
"NL32","B07B",2,1.31,32.24,65.74,"west"
"NL23","B07C",0,0,12.58,62.02,"west"
"NL31","B07C",2,1.46,28.26,62.02,"west"
"NL32","B07C",1,0.5,55.41,62.02,"west"
"NL33","B07C",5,1.64,27.37,62.02,"west"
"NL23","B08B",1,1.75,19.44,61.24,"west"
"NL32","B08B",5,0.71,36.88,61.24,"west"
"NL33","B08B",7,0.64,36.3,61.24,"west"
"NL31","B08B",3,0.61,39.2,61.24,"west"
"NL23","B09B",0,0,27.42,54.22,"west"
"NL31","B09B",2,1.79,36.16,54.22,"west"
"NL33","B09B",5,2.01,45.82,54.22,"west"
"NL32","B09B",3,1.85,53.13,54.22,"west"
"NL32","B09C",1,3.27,58.57,56.37,"west"
"NL23","B09C",0,0,34.26,56.37,"west"
"NL31","B09C",0,0,48.21,56.37,"west"
"NL33","B09C",3,6.39,58.57,56.37,"west"
"NL31","B21B",0,0,10.2,70.18,"west"
"NL23","B21B",0,0,10.2,70.18,"west"
"NL32","B21B",8,2.95,54.55,70.18,"west"
"NL33","B21B",1,0.24,10.95,70.18,"west"
"NL31","B21C",0,0,12.4,70.45,"west"
"NL32","B21C",9,4.85,47.06,70.45,"west"
"NL23","B21C",0,0,13.51,70.45,"west"
"NL33","B21C",0,0,13.35,70.45,"west"
"NL31","B21D",0,0,15.46,70.01,"west"
"NL32","B21D",9,1.48,37.9,70.01,"west"
"NL23","B21D",0,0,14.8,70.01,"west"
"NL33","B21D",1,0.11,12.01,70.01,"west"
"NL31","B21F",0,0,16.79,71.63,"west"
"NL23","B21F",0,0,19.81,71.63,"west"
"NL32","B21F",1,1.05,43.58,71.63,"west"
"NL33","B21F",1,0.69,14.34,71.63,"west"
"NL23","B21G",0,0,7.54,75.26,"west"
"NL31","B21G",0,0,7.54,75.26,"west"
"NL32","B21G",0,0,23.62,75.26,"west"
"NL33","B21G",0,0,2.01,75.26,"west"
"NL23","B21H",0,0,10.14,82.51,"west"
"NL33","B21H",0,0,5.75,82.51,"west"
"NL31","B21H",0,0,7.95,82.51,"west"
"NL32","B21H",2,4.33,30.41,82.51,"west"
"NL31","B21J",0,0,13.47,76.92,"west"
"NL23","B21J",0,0,13.31,76.92,"west"
"NL32","B21J",0,0,29.22,76.92,"west"
"NL33","B21J",0,0,3.57,76.92,"west"
"NL23","B21K",0,0,8.51,80.84,"west"
"NL31","B21K",0,0,7.18,80.84,"west"
"NL32","B21K",0,0,42.16,80.84,"west"
"NL33","B21K",0,0,5.29,80.84,"west"
"NL23","B21L",0,0,11.32,87.12,"west"
"NL32","B21L",0,0,38.36,87.12,"west"
"NL31","B21L",0,0,6.29,87.12,"west"
"NL33","B21L",1,7.46,10.69,87.12,"west"
"NL31","B22C",0,0,15.44,68.42,"west"
"NL33","B22C",1,0.43,14.71,68.42,"west"
"NL23","B22C",0,0,10.29,68.42,"west"
"NL32","B22C",0,0,22.3,68.42,"west"
"NL23","B22D",0,0,12.96,70.28,"west"
"NL33","B22D",1,0.17,16.73,70.28,"west"
"NL31","B22D",0,0,9.85,70.28,"west"
"NL32","B22D",0,0,39.68,70.28,"west"
"NL32","B22F",5,0.37,38.58,59.15,"west"
"NL23","B22F",0,0,10.35,59.15,"west"
"NL33","B22F",7,0.34,34.42,59.15,"west"
"NL31","B22F",4,0.43,26.37,59.15,"west"
"NL23","B23B",0,0,4.96,67.42,"west"
"NL31","B23B",1,0.3,6.86,67.42,"west"
"NL32","B23B",1,0.21,13.61,67.42,"west"
"NL33","B23B",2,0.27,8.76,67.42,"west"
"NL23","B23C",0,0,5.03,70.26,"west"
"NL33","B23C",0,0,5.95,70.26,"west"
"NL31","B23C",0,0,5.34,70.26,"west"
"NL32","B23C",0,0,9.6,70.26,"west"
"NL23","B23D",0,0,4.4,69.08,"west"
"NL33","B23D",0,0,7.73,69.08,"west"
"NL31","B23D",2,0.85,6.26,69.08,"west"
"NL32","B23D",1,0.29,11.74,69.08,"west"
"NL32","B23F",0,0,11.99,87.31,"west"
"NL23","B23F",0,0,1.87,87.31,"west"
"NL33","B23F",0,0,5.99,87.31,"west"
"NL31","B23F",0,0,0.75,87.31,"west"
"NL23","B23G",0,0,8.19,88.94,"west"
"NL32","B23G",0,0,21.98,88.94,"west"
"NL31","B23G",0,0,13.79,88.94,"west"
"NL33","B23G",0,0,10.34,88.94,"west"
"NL23","B23H",0,0,6.74,70.45,"west"
"NL31","B23H",0,0,6.74,70.45,"west"
"NL32","B23H",0,0,19.1,70.45,"west"
"NL33","B23H",0,0,10.49,70.45,"west"
"NL23","B23K",0,0,13.58,66.94,"west"
"NL31","B23K",4,0.36,16.37,66.94,"west"
"NL32","B23K",11,0.68,30.02,66.94,"west"
"NL33","B23K",11,0.44,24.67,66.94,"west"
"NL23","B23P",0,0,8.19,65.71,"west"
"NL32","B23P",1,0.22,24.95,65.71,"west"
"NL31","B23P",0,0,11.31,65.71,"west"
"NL33","B23P",2,0.28,13.55,65.71,"west"
"NL23","B23Q",0,0,4.64,70.36,"west"
"NL32","B23Q",0,0,13.35,70.36,"west"
"NL33","B23Q",1,0.09,9.29,70.36,"west"
"NL31","B23Q",0,0,10.61,70.36,"west"
"NL23","B24B",0,0,7.16,75.19,"west"
"NL33","B24B",3,0.43,7.67,75.19,"west"
"NL32","B24B",0,0,18.2,75.19,"west"
"NL31","B24B",0,0,7.36,75.19,"west"
"NL23","B24C",0,0,18.16,68.61,"west"
"NL32","B24C",3,2.76,28.42,68.61,"west"
"NL33","B24C",0,0,21.79,68.61,"west"
"NL31","B24C",0,0,24.36,68.61,"west"
"NL23","B24D",0,0,5.88,70.4,"west"
"NL32","B24D",0,0,20.08,70.4,"west"
"NL33","B24D",1,0.41,8.11,70.4,"west"
"NL31","B24D",0,0,11.36,70.4,"west"
"NL31","B25B",2,0.58,22.18,67.88,"west"
"NL33","B25B",0,0,13.54,67.88,"west"
"NL23","B25B",0,0,13.42,67.88,"west"
"NL32","B25B",0,0,18.89,67.88,"west"
"NL23","B25C",0,0,12.81,76.84,"west"
"NL32","B25C",0,0,6.61,76.84,"west"
"NL31","B25C",2,3.66,29.34,76.84,"west"
"NL33","B25C",0,0,20.66,76.84,"west"
"NL32","B25D",0,0,16.74,74.87,"west"
"NL23","B25D",0,0,8.26,74.87,"west"
"NL33","B25D",0,0,16.53,74.87,"west"
"NL31","B25D",0,0,11.57,74.87,"west"
"NL23","B25F",0,0,5.18,76.24,"west"
