"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL11","Augmented reality",1,0.25,15.29,22.94,"north"
"NL12","Augmented reality",10,3.09,31.92,22.94,"north"
"NL11","Data technology",5,0.21,8.94,0,"north"
"NL12","Data technology",14,0.74,22.12,0,"north"
"NL11","Green chemistry",3,2.48,67.63,37.63,"north"
"NL12","Green chemistry",9,9.22,46.88,37.63,"north"
"NL12","Hydrogen technology",8,6.44,63.1,43.49,"north"
"NL11","Sensor technology",17,0.98,35.75,15.82,"north"
"NL12","Sensor technology",4,0.29,23.89,15.82,"north"
"NL13","Sensor technology",3,0.44,21.49,15.82,"north"
"NL11","Water treatment technology",2,0.95,26.58,38.88,"north"
"NL12","Water treatment technology",18,10.61,57.12,38.88,"north"
"NL13","Water treatment technology",3,3.61,51.03,38.88,"north"
"north","Augmented reality",11,2.83181818181818,30.4081818181818,22.94,"north"
"north","Data technology",19,0.600526315789474,18.6515789473684,0,"north"
"north","Green chemistry",12,7.535,52.0675,37.63,"north"
"north","Hydrogen technology",8,6.44,63.1,43.49,"north"
"north","Sensor technology",24,0.7975,31.9908333333333,15.82,"north"
"north","Water treatment technology",23,8.85695652173913,53.67,38.88,"north"
