"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL34","A01B",6,5.96,62.62,64.62,"south"
"NL41","A01B",8,0.25,12.99,64.62,"south"
"NL42","A01B",5,0.78,31.62,64.62,"south"
"NL42","A01C",5,1.27,46.63,58.02,"south"
"NL34","A01C",4,6.41,74.36,58.02,"south"
"NL41","A01C",3,0.15,14.99,58.02,"south"
"NL41","A01D",23,0.52,16.11,51.08,"south"
"NL34","A01D",8,5.75,55.14,51.08,"south"
"NL42","A01D",4,0.45,13.41,51.08,"south"
"NL34","A01F",20,36.97,62.06,54.75,"south"
"NL42","A01F",2,0.58,14.86,54.75,"south"
"NL41","A01F",12,0.7,9.44,54.75,"south"
"NL41","A01G",35,1.04,15.43,45.53,"south"
"NL34","A01G",3,2.82,45.85,45.53,"south"
"NL42","A01G",25,3.71,42.77,45.53,"south"
"NL42","A01H",10,6.1,56.25,45.94,"south"
"NL34","A01H",0,0,31.85,45.94,"south"
"NL41","A01H",1,0.12,13.1,45.94,"south"
"NL34","A01J",0,0,7.47,60.12,"south"
"NL41","A01J",0,0,42.53,60.12,"south"
"NL42","A01J",1,0.87,54.22,60.12,"south"
"NL34","A01K",0,0,27.52,41.21,"south"
"NL41","A01K",42,1.13,19.72,41.21,"south"
"NL42","A01K",10,1.35,32.83,41.21,"south"
"NL42","A01L",0,0,34.05,63.83,"south"
"NL34","A01L",0,0,2.7,63.83,"south"
"NL41","A01L",0,0,17.3,63.83,"south"
"NL34","A01M",1,1.48,51.49,49.8,"south"
"NL41","A01M",12,0.56,22.07,49.8,"south"
"NL42","A01M",5,1.17,34.94,49.8,"south"
"NL34","A01N",2,0.9,37.67,39.24,"south"
"NL42","A01N",8,0.57,58.22,39.24,"south"
"NL41","A01N",14,0.2,11.35,39.24,"south"
"NL42","A01P",1,0.41,43.29,49.44,"south"
"NL41","A01P",2,0.16,6.12,49.44,"south"
"NL34","A01P",0,0,30.12,49.44,"south"
"NL34","A21B",0,0,18.2,63.85,"south"
"NL42","A21B",0,0,41.35,63.85,"south"
"NL41","A21B",6,1.5,48.09,63.85,"south"
"NL34","A21C",0,0,33.9,67.73,"south"
"NL41","A21C",13,2.38,60.55,67.73,"south"
"NL42","A21C",2,1.84,51.17,67.73,"south"
"NL42","A21D",6,3.37,70.54,51.32,"south"
"NL34","A21D",1,3.56,16.88,51.32,"south"
"NL41","A21D",19,2.13,57.17,51.32,"south"
"NL34","A22B",1,10.75,65.05,53.23,"south"
"NL41","A22B",16,5.42,64.8,53.23,"south"
"NL42","A22B",0,0,67.6,53.23,"south"
"NL41","A22C",38,3.67,56.29,52.5,"south"
"NL34","A22C",1,3.07,53.22,52.5,"south"
"NL42","A22C",4,1.94,30.52,52.5,"south"
"NL34","A23B",1,3.76,40.9,45.49,"south"
"NL42","A23B",4,2.38,63.6,45.49,"south"
"NL41","A23B",15,1.78,52.72,45.49,"south"
"NL34","A23C",0,0,25.74,45.43,"south"
"NL42","A23C",24,6.51,74.39,45.43,"south"
"NL41","A23C",5,0.27,46.59,45.43,"south"
"NL34","A23D",0,0,30.08,47.03,"south"
"NL41","A23D",9,1.08,40.6,47.03,"south"
"NL42","A23D",1,0.6,90.23,47.03,"south"
"NL34","A23F",0,0,17.48,57.12,"south"
"NL42","A23F",0,0,57.74,57.12,"south"
"NL41","A23F",7,0.86,54.65,57.12,"south"
"NL34","A23G",0,0,23.45,53.26,"south"
"NL41","A23G",11,0.68,56.26,53.26,"south"
"NL42","A23G",7,2.18,60.72,53.26,"south"
"NL34","A23J",0,0,34.92,44.52,"south"
"NL42","A23J",13,5.24,78.19,44.52,"south"
"NL41","A23J",16,1.29,47.02,44.52,"south"
"NL41","A23K",24,0.94,43.99,43.09,"south"
"NL34","A23K",8,9.96,28.88,43.09,"south"
"NL42","A23K",18,3.54,78.27,43.09,"south"
"NL42","A23L",60,3.04,69.67,33.51,"south"
"NL34","A23L",4,1.28,22.34,33.51,"south"
"NL41","A23L",107,1.08,42.39,33.51,"south"
"NL34","A23N",0,0,41.71,54.54,"south"
"NL42","A23N",2,2.3,48.54,54.54,"south"
"NL41","A23N",10,2.3,41.46,54.54,"south"
"NL34","A23P",0,0,35.54,50.65,"south"
"NL41","A23P",32,2.07,52.97,50.65,"south"
"NL42","A23P",7,2.27,75.14,50.65,"south"
"NL41","A23V",62,1.12,44.55,37.71,"south"
"NL34","A23V",1,0.57,36.36,37.71,"south"
"NL42","A23V",27,2.45,73.26,37.71,"south"
"NL34","A23Y",0,0,25.23,51.86,"south"
"NL41","A23Y",0,0,32.52,51.86,"south"
"NL42","A23Y",1,1.2,88.75,51.86,"south"
"NL34","A24B",0,0,7.22,50.91,"south"
"NL41","A24B",1,0.05,14.82,50.91,"south"
"NL42","A24B",0,0,9.15,50.91,"south"
"NL34","A24C",0,0,7.75,52.21,"south"
"NL41","A24C",0,0,5.02,52.21,"south"
"NL42","A24C",0,0,8.97,52.21,"south"
"NL41","A24D",1,0.04,9.12,45.28,"south"
"NL34","A24D",0,0,6.84,45.28,"south"
"NL42","A24D",0,0,6.24,45.28,"south"
"NL34","A24F",0,0,6.56,45.96,"south"
"NL42","A24F",1,0.09,5.19,45.96,"south"
"NL41","A24F",1,0.02,28.6,45.96,"south"
"NL34","A41B",0,0,9.04,63.33,"south"
"NL42","A41B",2,3.57,43.76,63.33,"south"
"NL41","A41B",1,0.36,17.36,63.33,"south"
"NL34","A41C",0,0,5.08,59.72,"south"
"NL41","A41C",2,1.94,10.79,59.72,"south"
"NL42","A41C",0,0,37.14,59.72,"south"
"NL34","A41D",0,0,10.8,51.92,"south"
"NL42","A41D",3,0.77,38.85,51.92,"south"
"NL41","A41D",4,0.2,23.08,51.92,"south"
"NL34","A41F",0,0,2.74,66.2,"south"
"NL42","A41F",0,0,16.84,66.2,"south"
"NL41","A41F",0,0,28.63,66.2,"south"
"NL34","A41G",0,0,13.61,65.67,"south"
"NL41","A41G",0,0,33.51,65.67,"south"
"NL42","A41G",0,0,38.22,65.67,"south"
"NL41","A41H",0,0,15.47,72.43,"south"
"NL34","A41H",0,0,2.31,72.43,"south"
"NL42","A41H",0,0,34.18,72.43,"south"
"NL41","A42B",0,0,16.32,56.15,"south"
"NL34","A42B",0,0,13.02,56.15,"south"
"NL42","A42B",1,0.71,40.8,56.15,"south"
"NL34","A42C",0,0,14.58,69.8,"south"
"NL42","A42C",1,11.89,28.47,69.8,"south"
"NL41","A42C",0,0,3.47,69.8,"south"
"NL42","A43B",5,1.44,45.96,54.26,"south"
"NL41","A43B",0,0,8.79,54.26,"south"
"NL34","A43B",0,0,16.51,54.26,"south"
"NL41","A43C",0,0,10.66,68.35,"south"
"NL42","A43C",0,0,59.56,68.35,"south"
"NL34","A43C",0,0,3.42,68.35,"south"
"NL42","A43D",1,1.52,52.48,57.62,"south"
"NL34","A43D",0,0,13.48,57.62,"south"
"NL41","A43D",0,0,7.57,57.62,"south"
"NL41","A44B",0,0,22.45,66.85,"south"
"NL34","A44B",0,0,5.49,66.85,"south"
"NL42","A44B",0,0,22.92,66.85,"south"
"NL34","A44C",0,0,7.16,55,"south"
"NL41","A44C",0,0,20.3,55,"south"
"NL42","A44C",0,0,13.13,55,"south"
"NL42","A44D",0,0,20.89,67.67,"south"
"NL41","A44D",1,1.02,6.22,67.67,"south"
"NL34","A44D",0,0,3.11,67.67,"south"
"NL34","A45B",0,0,15.97,65.59,"south"
"NL41","A45B",0,0,24.65,65.59,"south"
"NL42","A45B",0,0,17.09,65.59,"south"
"NL34","A45C",0,0,12.23,57.99,"south"
"NL42","A45C",2,1.02,30.51,57.99,"south"
"NL41","A45C",6,0.61,21.64,57.99,"south"
"NL41","A45D",92,4.19,44.92,54.31,"south"
"NL34","A45D",0,0,11.33,54.31,"south"
"NL42","A45D",0,0,11.59,54.31,"south"
"NL34","A45F",0,0,10.07,58.57,"south"
"NL41","A45F",5,0.83,19.27,58.57,"south"
"NL42","A45F",2,1.66,28.18,58.57,"south"
"NL34","A46B",0,0,9.98,58.86,"south"
"NL41","A46B",119,7.9,69.37,58.86,"south"
"NL42","A46B",3,1,12.09,58.86,"south"
"NL34","A46D",0,0,7.55,75.92,"south"
"NL42","A46D",0,0,13.54,75.92,"south"
"NL41","A46D",9,2.18,80.47,75.92,"south"
"NL34","A47B",2,1.68,11.03,58.04,"south"
"NL41","A47B",4,0.11,14.29,58.04,"south"
"NL42","A47B",2,0.27,14.2,58.04,"south"
"NL34","A47C",0,0,18.11,57.08,"south"
"NL41","A47C",5,0.27,23.12,57.08,"south"
"NL42","A47C",3,0.8,27.58,57.08,"south"
"NL34","A47D",0,0,23.72,61.45,"south"
"NL41","A47D",1,0.39,17.72,61.45,"south"
"NL42","A47D",0,0,39.04,61.45,"south"
"NL34","A47F",0,0,28.8,63.87,"south"
"NL41","A47F",7,0.6,20.39,63.87,"south"
"NL42","A47F",1,0.43,11.97,63.87,"south"
"NL41","A47G",28,1.73,25.63,50.39,"south"
"NL34","A47G",0,0,18.26,50.39,"south"
"NL42","A47G",2,0.62,28.3,50.39,"south"
"NL41","A47H",2,2.25,26.92,71.95,"south"
"NL34","A47H",0,0,11.54,71.95,"south"
"NL42","A47H",0,0,11.54,71.95,"south"
"NL34","A47J",0,0,12.7,48.47,"south"
"NL42","A47J",1,0.07,23.79,48.47,"south"
"NL41","A47J",197,2.89,34.69,48.47,"south"
"NL34","A47K",0,0,18.67,56.87,"south"
"NL41","A47K",10,0.59,19.8,56.87,"south"
"NL42","A47K",0,0,16.12,56.87,"south"
"NL41","A47L",67,1.28,44.03,70.52,"south"
"NL34","A47L",0,0,21.09,70.52,"south"
"NL42","A47L",3,0.29,20.16,70.52,"south"
"NL41","A61B",2139,6.45,65.61,34.37,"south"
"NL42","A61B",44,0.66,20.5,34.37,"south"
"NL34","A61B",1,0.1,8.64,34.37,"south"
"NL34","A61C",0,0,14.33,44.91,"south"
"NL41","A61C",131,2.88,50.96,44.91,"south"
"NL42","A61C",1,0.11,23.42,44.91,"south"
"NL34","A61D",0,0,11,51.34,"south"
"NL41","A61D",1,0.26,55.67,51.34,"south"
"NL42","A61D",1,1.32,23.67,51.34,"south"
"NL42","A61F",27,1.02,34.99,40.15,"south"
"NL41","A61F",65,0.49,42.36,40.15,"south"
"NL34","A61F",2,0.48,24.69,40.15,"south"
"NL41","A61G",23,1.2,32.67,52.47,"south"
"NL42","A61G",3,0.79,13.96,52.47,"south"
"NL34","A61G",0,0,17.18,52.47,"south"
"NL41","A61H",30,1.58,36.45,48.86,"south"
"NL34","A61H",0,0,11.29,48.86,"south"
"NL42","A61H",1,0.26,18.87,48.86,"south"
"NL41","A61J",51,2,31.64,50.45,"south"
"NL34","A61J",0,0,17.54,50.45,"south"
"NL42","A61J",0,0,23.93,50.45,"south"
"NL34","A61K",12,0.67,29.6,25.81,"south"
"NL41","A61K",140,0.25,15.94,25.81,"south"
"NL42","A61K",58,0.51,46.12,25.81,"south"
"NL41","A61L",77,0.91,23.02,41.09,"south"
"NL34","A61L",4,1.51,30.44,41.09,"south"
"NL42","A61L",21,1.25,44.35,41.09,"south"
"NL41","A61M",313,1.78,39.47,43.68,"south"
"NL34","A61M",1,0.18,14.24,43.68,"south"
"NL42","A61M",22,0.63,23.11,43.68,"south"
"NL34","A61N",0,0,9.18,36.91,"south"
"NL41","A61N",266,4.33,62.9,36.91,"south"
"NL42","A61N",6,0.49,20.97,36.91,"south"
"NL34","A61P",7,0.53,29.37,26.25,"south"
"NL41","A61P",117,0.28,13.07,26.25,"south"
"NL42","A61P",41,0.49,47.7,26.25,"south"
"NL34","A61Q",2,0.74,31.77,40.29,"south"
"NL41","A61Q",16,0.19,17.85,40.29,"south"
"NL42","A61Q",3,0.18,48.1,40.29,"south"
"NL34","A62B",0,0,18.66,54.41,"south"
"NL41","A62B",56,3.91,13.05,54.41,"south"
"NL42","A62B",0,0,22.31,54.41,"south"
"NL41","A62C",2,0.13,14.96,53.97,"south"
"NL34","A62C",1,2.09,18.61,53.97,"south"
"NL42","A62C",1,0.33,28,53.97,"south"
"NL34","A62D",0,0,38.4,59.31,"south"
"NL41","A62D",0,0,11.03,59.31,"south"
"NL42","A62D",1,3.57,41.44,59.31,"south"
"NL34","A63B",0,0,13.9,44.93,"south"
