"domain";"from";"from_geo";"to";"to_geo";"full";"full_frac";"binary";"binary_frac";"parent"
"Industrial Symbiosis";"Fiber Optic Valley (SE) -- 4210143758";"Gävleborg County (SE313)";"Valmet (Sweden) (SE) -- 4210112189";"Värmlands County (SE311)";4;2,33333333333333;4;2,33333333333333;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Kassel (DE) -- 106157433";"Kassel (DE73)";2;0,0256410256410256;2;0,0256410256410256;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Minho (PT) -- 99682543";"Norte (PT11)";2;0,0256410256410256;2;0,0256410256410256;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of the Basque Country (ES) -- 169108374";"País Vasco (ES21)";2;0,0256410256410256;2;0,0256410256410256;"Industrial Loops"
"Industrial Symbiosis";"Lantmäteriet (SE) -- 4210096968";"Gävleborg County (SE313)";"TU Bergakademie Freiberg (DE) -- 61893789";"Chemnitz (DED4)";2;0,5;2;0,5;"Industrial Loops"
"Industrial Symbiosis";"Lantmäteriet (SE) -- 4210096968";"Gävleborg County (SE313)";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";3;1,66666666666666;3;1,66666666666666;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Helsinki (FI) -- 133731052";"Helsinki-Uusimaa (FI1B)";4;0,470707070707071;4;0,470707070707071;"Industrial Loops"
"Industrial Symbiosis";"Lantmäteriet (SE) -- 4210096968";"Gävleborg County (SE313)";"Utrecht University (NL) -- 193662353";"Utrecht (NL31)";1;0,333333333333333;1;0,333333333333333;"Industrial Loops"
"Industrial Symbiosis";"Lantmäteriet (SE) -- 4210096968";"Gävleborg County (SE313)";"Wageningen University & Research (NL) -- 913481162";"Gelderland (NL22)";1;0,333333333333333;1;0,333333333333333;"Industrial Loops"
"Industrial Symbiosis";"Radarbolaget (Sweden) (SE) -- 4210166700";"Gävleborg County (SE313)";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Naples Federico II (IT) -- 71267560";"Campania (ITF3)";2;0,433333333333333;2;0,433333333333333;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Northampton (GB) -- 35870678";"Leicestershire, Rutland and Northamptonshire (UKF2)";1;0,333333333333333;1;0,333333333333333;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Parma (IT) -- 124601658";"Emilia-Romagna (ITH5)";2;0,0373737373737374;2;0,0373737373737374;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Warwick (GB) -- 39555362";"West Midlands (UKG3)";1;0,166666666666667;1;0,166666666666667;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"Utrecht University (NL) -- 193662353";"Utrecht (NL31)";1;0,333333333333333;1;0,333333333333333;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"Warsaw University of Technology (PL) -- 108403487";"Mazowieckie (PL12)";2;0,0373737373737374;2;0,0373737373737374;"Industrial Loops"
"Industrial Symbiosis";"Iggesund Paperboard (Sweden) (SE) -- 2978444008";"Gävleborg County (SE313)";"Lund University (SE) -- 187531555";"Sydsverige (SE22)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"SenseAir (Sweden) (SE) -- 4210113160";"Gävleborg County (SE313)";"Swiss Federal Laboratories for Materials Science and Technology (CH) -- 71824836";"Zürich (CH04)";1;0,1;1;0,1;"Industrial Loops"
"Industrial Symbiosis";"SenseAir (Sweden) (SE) -- 4210113160";"Gävleborg County (SE313)";"Technical University of Denmark (DK) -- 96673099";"Hovedstaden (DK01)";1;0,0476190476190476;1;0,0476190476190476;"Industrial Loops"
"Industrial Symbiosis";"SenseAir (Sweden) (SE) -- 4210113160";"Gävleborg County (SE313)";"Vigo System (Poland) (PL) -- 4210152791";"Mazowieckie (PL12)";1;0,0476190476190476;1;0,0476190476190476;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Leeds (GB) -- 130828816";"West Yorkshire (UKE4)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Lisbon (PT) -- 141596103";"Lisboa (PT17)";1;0,333333333333333;1;0,333333333333333;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Nyíregyháza (HU) -- 4210141873";"Észak-Alföld (HU32)";1;0,0222222222222222;1;0,0222222222222222;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Oslo (NO) -- 184942183";"Oslo og Akershus (NO01)";1;1;1;1;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Oxford (GB) -- 40120149";"Berkshire, Buckinghamshire and Oxfordshire (UKJ1)";2;0,133333333333333;2;0,133333333333333;"Industrial Loops"
"Industrial Symbiosis";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Lincoln (GB) -- 51532219";"Lincolnshire (UKF3)";2;0,0256410256410256;2;0,0256410256410256;"Industrial Loops"
"Raw Material Shift";"Fiber Optic Valley (SE) -- 4210143758";"Gävleborg County (SE313)";"Valmet (Sweden) (SE) -- 4210112189";"Värmlands County (SE311)";2;2;2;2;"Industrial Loops"
"Raw Material Shift";"Iggesund Paperboard (Sweden) (SE) -- 2978444008";"Gävleborg County (SE313)";"Institut Català de Nanociència i Nanotecnologia (ES) -- 4210093216";"Cataluña (ES51)";1;0,166666666666667;1;0,166666666666667;"Industrial Loops"
"Raw Material Shift";"Iggesund Paperboard (Sweden) (SE) -- 2978444008";"Gävleborg County (SE313)";"Leitat Technological Center (ES) -- 4210121834";"Cataluña (ES51)";1;0,166666666666667;1;0,166666666666667;"Industrial Loops"
"Raw Material Shift";"Iggesund Paperboard (Sweden) (SE) -- 2978444008";"Gävleborg County (SE313)";"RISE Research Institutes of Sweden (SE) -- 2800664555";"Västsverige (SE23)";1;0,166666666666667;1;0,166666666666667;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Gothenburg (SE) -- 881427289";"Västsverige (SE23)";1;0,333333333333333;1;0,333333333333333;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"Uppsala University (SE) -- 123387679";"Östra Mellansverige (SE12)";2;2;2;2;"Industrial Loops"
"Raw Material Shift";"Fiber Optic Valley (SE) -- 4210143758";"Gävleborg County (SE313)";"French National Centre for Scientific Research (FR) -- 1294671590";"Île de France (FR10)";1;0,0476190476190476;1;0,0476190476190476;"Industrial Loops"
"Raw Material Shift";"Fiber Optic Valley (SE) -- 4210143758";"Gävleborg County (SE313)";"Institut National des Sciences Appliquées de Lyon (FR) -- 48430043";"Rhône-Alpes (FR71)";1;0,0476190476190476;1;0,0476190476190476;"Industrial Loops"
"Raw Material Shift";"Fiber Optic Valley (SE) -- 4210143758";"Gävleborg County (SE313)";"Jean Monnet University (FR) -- 86767153";"Rhône-Alpes (FR71)";1;0,0476190476190476;1;0,0476190476190476;"Industrial Loops"
"Raw Material Shift";"Fiber Optic Valley (SE) -- 4210143758";"Gävleborg County (SE313)";"Wallenberg Wood Science Center (SE) -- 4210124641";"Stockholm (SE11)";1;0,0476190476190476;1;0,0476190476190476;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Kassel (DE) -- 106157433";"Kassel (DE73)";1;0,0222222222222222;1;0,0222222222222222;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Parma (IT) -- 124601658";"Emilia-Romagna (ITH5)";1;0,0222222222222222;1;0,0222222222222222;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Szczecin (PL) -- 104588304";"Zachodniopomorskie (PL42)";1;0,0222222222222222;1;0,0222222222222222;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"University of Turku (FI) -- 155660961";"Etelä-Suomi (FI1C)";1;0,0222222222222222;1;0,0222222222222222;"Industrial Loops"
"Raw Material Shift";"University of Gävle (SE) -- 4210141702";"Gävleborg County (SE313)";"Warsaw University of Technology (PL) -- 108403487";"Mazowieckie (PL12)";1;0,0222222222222222;1;0,0222222222222222;"Industrial Loops"
"Water Circularity";"SenseAir (Sweden) (SE) -- 4210113160";"Gävleborg County (SE313)";"Swiss Center for Electronics and Microtechnology (Switzerland) (CH) -- 135218257";"Espace Mittelland (CH02)";1;1;1;1;"Waste Cut"
