"reg","tech","count","rca","reldens","comp","dutch.reg"
"NL34","A01",30,4.05,42.19,66.47,"south"
"NL42","A01",68,1.45,48.52,66.47,"south"
"NL41","A01",127,0.49,23.6,66.47,"south"
"NL42","A21",8,2.57,69.44,61.48,"south"
"NL34","A21",1,2.04,53.89,61.48,"south"
"NL41","A21",30,1.75,51.94,61.48,"south"
"NL34","A22",2,5.71,42.02,73.99,"south"
"NL41","A22",49,4.01,45.93,73.99,"south"
"NL42","A22",4,1.8,48.53,73.99,"south"
"NL34","A23",11,2.53,51.67,54.42,"south"
"NL41","A23",165,1.09,41.18,54.42,"south"
"NL42","A23",84,3.04,67.01,54.42,"south"
"NL42","A24",1,0.07,30.75,47.69,"south"
"NL34","A24",0,0,22.79,47.69,"south"
"NL41","A24",2,0.03,55.53,47.69,"south"
"NL34","A41",0,0,29.44,63.5,"south"
"NL41","A41",7,0.29,31.07,63.5,"south"
"NL42","A41",4,0.91,40.68,63.5,"south"
"NL34","A42",0,0,25.59,56.03,"south"
"NL41","A42",0,0,25.59,56.03,"south"
"NL42","A42",1,0.73,32.32,56.03,"south"
"NL34","A43",0,0,19.6,72.75,"south"
"NL41","A43",0,0,18.59,72.75,"south"
"NL42","A43",5,1.39,50.5,72.75,"south"
"NL34","A44",0,0,11.64,71.52,"south"
"NL41","A44",1,0.07,15.58,71.52,"south"
"NL42","A44",0,0,16.96,71.52,"south"
"NL34","A45",0,0,15.63,62.96,"south"
"NL41","A45",98,2.54,41.61,62.96,"south"
"NL42","A45",2,0.29,37.17,62.96,"south"
"NL42","A46",3,1.02,16.25,66.35,"south"
"NL34","A46",0,0,14.01,66.35,"south"
"NL41","A46",119,7.33,64.43,66.35,"south"
"NL34","A47",2,0.32,21.5,76.72,"south"
"NL41","A47",314,1.42,34.08,76.72,"south"
"NL42","A47",12,0.3,41.08,76.72,"south"
"NL34","A61",17,0.45,37.76,37.95,"south"
"NL41","A61",2768,2.08,37.51,37.95,"south"
"NL42","A61",161,0.66,54.18,37.95,"south"
"NL34","A62",1,1.1,17.79,67.05,"south"
"NL42","A62",2,0.35,23.12,67.05,"south"
"NL41","A62",58,1.83,15.81,67.05,"south"
"NL34","A63",1,0.75,13.53,44.98,"south"
"NL42","A63",4,0.47,18.83,44.98,"south"
"NL41","A63",24,0.52,46.62,44.98,"south"
"NL34","B01",46,4.72,49.55,57.41,"south"
"NL41","B01",140,0.41,20.75,57.41,"south"
"NL42","B01",87,1.41,48.08,57.41,"south"
"NL42","B02",2,0.63,43.59,87.93,"south"
"NL41","B02",4,0.23,20.51,87.93,"south"
"NL34","B02",0,0,56.41,87.93,"south"
"NL34","B03",1,2.82,46.22,66.29,"south"
"NL41","B03",3,0.24,15.95,66.29,"south"
"NL42","B03",1,0.44,41.08,66.29,"south"
"NL42","B04",3,1.54,39.77,73.66,"south"
"NL34","B04",0,0,45.95,73.66,"south"
"NL41","B04",14,1.3,16.99,73.66,"south"
"NL42","B05",19,1.16,39.7,86.94,"south"
"NL41","B05",39,0.43,22.73,86.94,"south"
"NL34","B05",5,1.94,33.83,86.94,"south"
"NL34","B06",0,0,15.53,65.31,"south"
"NL41","B06",55,4.58,50.62,65.31,"south"
"NL42","B06",0,0,7.76,65.31,"south"
"NL34","B07",2,4.03,29.63,83.71,"south"
"NL41","B07",6,0.35,22.45,83.71,"south"
"NL42","B07",1,0.32,43.29,83.71,"south"
"NL34","B08",3,2.95,28.33,84.85,"south"
"NL41","B08",47,1.32,24.85,84.85,"south"
"NL42","B08",2,0.31,39.24,84.85,"south"
"NL41","B09",7,0.75,9.33,67.32,"south"
"NL34","B09",0,0,54.67,67.32,"south"
"NL42","B09",4,2.36,40.89,67.32,"south"
"NL34","B21",0,0,18.9,98.05,"south"
"NL42","B21",4,0.36,26.16,98.05,"south"
"NL41","B21",13,0.21,10.41,98.05,"south"
"NL42","B22",2,0.12,44.7,81.9,"south"
"NL34","B22",0,0,20.02,81.9,"south"
"NL41","B22",17,0.19,6.6,81.9,"south"
"NL34","B23",0,0,16.58,88.85,"south"
"NL42","B23",7,0.22,22.03,88.85,"south"
"NL41","B23",26,0.15,16.09,88.85,"south"
"NL41","B24",7,0.22,22.1,93.22,"south"
"NL34","B24",0,0,22.1,93.22,"south"
"NL42","B24",1,0.17,24.19,93.22,"south"
"NL34","B25",2,0.57,17.65,77,"south"
"NL42","B25",4,0.18,19.53,77,"south"
"NL41","B25",29,0.24,23.76,77,"south"
"NL34","B26",0,0,29.65,84.61,"south"
"NL41","B26",191,4.52,31.77,84.61,"south"
"NL42","B26",3,0.39,46.14,84.61,"south"
"NL34","B27",0,0,42.53,85.61,"south"
"NL41","B27",1,0.03,9.38,85.61,"south"
"NL42","B27",2,0.33,43.4,85.61,"south"
"NL34","B28",1,1.06,19.25,78.7,"south"
"NL41","B28",6,0.18,7.82,78.7,"south"
"NL42","B28",0,0,33.02,78.7,"south"
"NL42","B29",129,2.44,52.46,87.85,"south"
"NL41","B29",173,0.6,15.27,87.85,"south"
"NL34","B29",8,0.96,32.28,87.85,"south"
"NL34","B30",1,1.86,34.18,86.85,"south"
"NL42","B30",6,1.76,36.29,86.85,"south"
"NL41","B30",5,0.27,11.18,86.85,"south"
"NL34","B31",1,2.07,24.74,83.89,"south"
"NL42","B31",4,1.31,54.17,83.89,"south"
"NL41","B31",4,0.24,19.01,83.89,"south"
"NL41","B32",52,0.38,13.31,87.14,"south"
"NL34","B32",10,2.54,32.5,87.14,"south"
"NL42","B32",97,3.88,47.82,87.14,"south"
"NL34","B33",3,0.9,22.37,72.88,"south"
"NL42","B33",28,1.32,38.27,72.88,"south"
"NL41","B33",91,0.78,12.76,72.88,"south"
"NL34","B41",0,0,29.1,80.84,"south"
"NL42","B41",144,13.5,42.9,80.84,"south"
"NL41","B41",20,0.34,23.5,80.84,"south"
"NL42","B42",0,0,55.61,53.03,"south"
"NL41","B42",8,0.32,25.7,53.03,"south"
"NL34","B42",0,0,22.2,53.03,"south"
"NL34","B43",0,0,24.18,60.21,"south"
"NL41","B43",1,0.24,40.11,60.21,"south"
"NL42","B43",0,0,33.52,60.21,"south"
"NL42","B44",2,0.65,47.71,83.35,"south"
"NL41","B44",4,0.23,10.56,83.35,"south"
"NL34","B44",0,0,29.23,83.35,"south"
"NL42","B60",92,0.89,20.64,79.68,"south"
"NL41","B60",174,0.31,27.54,79.68,"south"
"NL34","B60",12,0.74,27.11,79.68,"south"
"NL41","B61",9,0.15,22.22,70.93,"south"
"NL34","B61",0,0,13.95,70.93,"south"
"NL42","B61",1,0.09,12.53,70.93,"south"
"NL34","B62",4,1.01,14.84,77.83,"south"
"NL41","B62",48,0.35,17.24,77.83,"south"
"NL42","B62",19,0.76,16.94,77.83,"south"
"NL41","B63",45,0.91,16.8,54.95,"south"
"NL34","B63",1,0.71,32.01,54.95,"south"
"NL42","B63",4,0.45,17.59,54.95,"south"
"NL41","B64",20,0.16,23.11,48.85,"south"
"NL34","B64",2,0.56,18.28,48.85,"south"
"NL42","B64",1,0.04,18.28,48.85,"south"
"NL42","B65",69,1.13,40.94,83.12,"south"
"NL34","B65",6,0.62,40.11,83.12,"south"
"NL41","B65",135,0.4,24.54,83.12,"south"
"NL42","B66",5,0.33,19.31,76.02,"south"
"NL34","B66",1,0.42,22.77,76.02,"south"
"NL41","B66",15,0.18,15.51,76.02,"south"
"NL34","B67",0,0,30.05,70.76,"south"
"NL41","B67",5,0.18,28.03,70.76,"south"
"NL42","B67",2,0.39,45.45,70.76,"south"
"NL34","B68",0,0,26.45,85.33,"south"
"NL42","B68",1,1.81,38.71,85.33,"south"
"NL41","B68",0,0,30.97,85.33,"south"
"NL41","B81",27,1.68,49.37,54.11,"south"
"NL42","B81",1,0.34,29.87,54.11,"south"
"NL34","B81",0,0,11.64,54.11,"south"
"NL34","B82",0,0,42.11,47.97,"south"
"NL42","B82",4,0.7,49.44,47.97,"south"
"NL41","B82",25,0.8,31.39,47.97,"south"
"NL42","C01",24,1.49,49.26,55.08,"south"
"NL34","C01",11,4.34,50.98,55.08,"south"
"NL41","C01",13,0.15,11.52,55.08,"south"
"NL34","C02",2,1.24,54.89,62.73,"south"
"NL41","C02",36,0.64,13,62.73,"south"
"NL42","C02",10,0.98,57.19,62.73,"south"
"NL42","C03",31,3.37,55.37,80.24,"south"
"NL41","C03",18,0.36,20.61,80.24,"south"
"NL34","C03",5,3.45,34.75,80.24,"south"
"NL42","C04",8,0.65,47.51,66.7,"south"
"NL34","C04",0,0,44.49,66.7,"south"
"NL41","C04",9,0.13,6.17,66.7,"south"
"NL41","C05",5,0.3,4.85,63.47,"south"
"NL42","C05",6,1.97,79.61,63.47,"south"
"NL34","C05",29,60.34,74.43,63.47,"south"
"NL34","C06",0,0,27.88,44.28,"south"
"NL41","C06",0,0,4.85,44.28,"south"
"NL42","C06",0,0,31.52,44.28,"south"
"NL34","C07",36,2.5,38.99,43.5,"south"
"NL41","C07",97,0.19,34.57,43.5,"south"
"NL42","C07",124,1.36,56.32,43.5,"south"
"NL34","C08",58,5.92,54.53,75.46,"south"
"NL42","C08",333,5.35,68.43,75.46,"south"
"NL41","C08",202,0.59,13.02,75.46,"south"
"NL42","C09",112,2.95,58.48,71.3,"south"
"NL34","C09",20,3.34,49.5,71.3,"south"
"NL41","C09",97,0.47,13.28,71.3,"south"
"NL41","C10",14,0.24,5.9,62.32,"south"
"NL34","C10",10,6.08,64.76,62.32,"south"
"NL42","C10",41,3.93,66.01,62.32,"south"
"NL34","C11",5,2.55,61.4,59.26,"south"
"NL41","C11",19,0.28,38.6,59.26,"south"
"NL42","C11",27,2.17,77.78,59.26,"south"
"NL41","C12",140,0.41,40.36,39.92,"south"
"NL34","C12",3,0.31,56.14,39.92,"south"
"NL42","C12",137,2.21,57.44,39.92,"south"
"NL34","C13",0,0,73.71,58.9,"south"
"NL41","C13",2,0.75,29.14,58.9,"south"
"NL42","C13",2,4.11,76.57,58.9,"south"
"NL34","C14",0,0,33.61,87.87,"south"
"NL41","C14",3,0.67,35.29,87.87,"south"
"NL42","C14",0,0,77.73,87.87,"south"
"NL34","C21",0,0,12.65,84.9,"south"
"NL42","C21",4,0.64,30.38,84.9,"south"
"NL41","C21",2,0.06,3.78,84.9,"south"
"NL41","C22",5,0.08,4.78,74.72,"south"
"NL42","C22",4,0.34,25.14,74.72,"south"
"NL34","C22",1,0.54,18.24,74.72,"south"
"NL34","C23",0,0,24.47,68.56,"south"
"NL42","C23",10,0.74,28.81,68.56,"south"
"NL41","C23",30,0.4,14.24,68.56,"south"
"NL34","C25",1,0.76,36.8,64.52,"south"
"NL41","C25",6,0.13,15.43,64.52,"south"
"NL42","C25",6,0.72,36.25,64.52,"south"
"NL34","C30",0,0,22.85,47.84,"south"
"NL41","C30",2,0.23,18.35,47.84,"south"
"NL42","C30",0,0,27.34,47.84,"south"
"NL34","C40",0,0,32.28,25.78,"south"
"NL41","C40",1,0.26,24.41,25.78,"south"
"NL42","C40",0,0,72.44,25.78,"south"
"NL34","D01",4,4.03,34,88.62,"south"
"NL42","D01",25,3.97,77.03,88.62,"south"
"NL41","D01",15,0.43,11.64,88.62,"south"
"NL34","D02",0,0,33.54,90.33,"south"
"NL41","D02",0,0,8.65,90.33,"south"
"NL42","D02",5,3.84,72.15,90.33,"south"
"NL42","D03",2,0.96,74.62,83.63,"south"
"NL34","D03",0,0,21.4,83.63,"south"
"NL41","D03",1,0.09,10.42,83.63,"south"
"NL42","D04",12,2.13,72.13,88.23,"south"
"NL41","D04",9,0.29,11.71,88.23,"south"
"NL34","D04",1,1.13,32.43,88.23,"south"
"NL42","D05",1,1.54,64.73,100,"south"
"NL41","D05",0,0,23.19,100,"south"
"NL34","D05",0,0,25.12,100,"south"
"NL42","D06",20,1.7,51.79,86.33,"south"
"NL41","D06",73,1.13,18.96,86.33,"south"
"NL34","D06",1,0.54,38.5,86.33,"south"
"NL42","D07",5,6.21,38.79,89.8,"south"
"NL41","D07",1,0.23,9.91,89.8,"south"
