Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Hutsy,https://www.crunchbase.com/funding_round/hutsy-4383-pre-seed--66157ac9,Hutsy,https://www.crunchbase.com/organization/hutsy-4383,Pre-Seed,2000000,USD,2000000,2024-08-01,Seed,,,,Yes,Hutsy is an AI-powered financial guide that provides a platform for monitoring and tracking financial goals,Generative AI,,"Toronto, Ontario, Canada, North America",https://hutsy.com/,Less than $1M,2000000,USD,2000000,Seed,1,Right Side Capital Management,"Dax Dasilva, Frank Baylis, Right Side Capital Management, Wes Hall",4,,"17,808"
Pre Seed Round - Uoma,https://www.crunchbase.com/funding_round/uoma-pre-seed--3d2f189a,Uoma,https://www.crunchbase.com/organization/uoma,Pre-Seed,150000,EUR,160839,2024-06-14,Seed,,,,Yes,Uoma is a mental health support platform that provides storytelling services and therapy sessions based on artificial intelligence.,"Artificial Intelligence (AI), Mental Health, Therapeutics, Wellness",,"Helsinki, Southern Finland, Finland, Europe",https://www.uoma.ai/,,150000,EUR,160839,Seed,1,,Antler,1,,"17,882"
Pre Seed Round - ProhostAI,https://www.crunchbase.com/funding_round/prohostai-pre-seed--a6a40cc3,ProhostAI,https://www.crunchbase.com/organization/prohostai,Pre-Seed,1465000,USD,1465000,2024-08-27,Seed,,,,Yes,AI-powered operating system for Airbnb hosts,"Artificial Intelligence (AI), B2B, Generative AI, Hospitality, Machine Learning, SaaS, Software",,"San Francisco, California, United States, North America",https://www.prohost.ai,,1465000,USD,1465000,Seed,1,,"Data Tech Fund, Pear VC, Y Combinator",3,3,"17,948"
Pre Seed Round - Reviva,https://www.crunchbase.com/funding_round/reviva-8277-pre-seed--c9c9e9cf,Reviva,https://www.crunchbase.com/organization/reviva-8277,Pre-Seed,2000000,USD,2000000,2024-06-11,Seed,,,,Yes,Reviva builds all-in-one vertical software and AI for wellness businesses,"Generative AI, SaaS, Wellness",,"San Francisco, California, United States, North America",https://joinreviva.com/,,2000000,USD,2000000,Seed,1,"Bling Capital, Village Global","Bling Capital, Village Global",2,,"18,253"
Grant - Raptee Energy,https://www.crunchbase.com/funding_round/raptee-energy-grant--db01e8d6,Raptee Energy,https://www.crunchbase.com/organization/raptee-energy,Grant,,,,2024-06-26,,,,,No,"Raptee Energy Inc. wants to hasten the transition to smart, electric transport.","Automotive, Electric Vehicle, Energy, Predictive Analytics",,"Chennai, Tamil Nadu, India, Asia",http://www.rapteeenergy.com,$1M to $10M,4099601,USD,4099601,Seed,4,SIPCOT,SIPCOT,1,,"19,442"
Non Equity Assistance - Blurgs AI,https://www.crunchbase.com/funding_round/blurgs-ai-non-equity-assistance--40a0599a,Blurgs AI,https://www.crunchbase.com/organization/blurgs-ai,Non-equity Assistance,,,,2024-06-28,,,,,No,Blurgs AI is a data intelligence from boat to coast.,"Artificial Intelligence (AI), Marine Technology",,"Bengaluru, Karnataka, India, Asia",https://blurgs.ai,,,,,,1,AWS Space Accelerator,AWS Space Accelerator,1,,"19,632"
Grant - Jidoka Technologies,https://www.crunchbase.com/funding_round/jidoka-technologies-grant--af51aef9,Jidoka Technologies,https://www.crunchbase.com/organization/jidoka-technologies,Grant,,,,2024-06-26,,,,,No,"Jidoka Technologies engages in the field of industrial automation, delivering cutting-edge engineering solutions.","Artificial Intelligence (AI), Industrial Automation, Machine Learning",,"Chennai, Tamil Nadu, India, Asia",http://www.jidoka-tech.ai/,$1M to $10M,732436,USD,732436,Seed,3,SIPCOT,SIPCOT,1,,"19,789"
Non Equity Assistance - Skyline Nav AI,https://www.crunchbase.com/funding_round/skyline-nav-ai-non-equity-assistance--4383496f,Skyline Nav AI,https://www.crunchbase.com/organization/skyline-nav-ai,Non-equity Assistance,,,,2024-06-04,,,,,No,Skyline Nav AI is a software company that offers positioning and navigation services using GPS and paper maps.,Artificial Intelligence (AI),,"Cambridge, Massachusetts, United States, North America",https://www.skylinenav.com/,,100000,USD,100000,,3,MassChallenge,MassChallenge,1,,"20,015"
Non Equity Assistance - TatchAI,https://www.crunchbase.com/funding_round/tatchai-non-equity-assistance--3010c072,TatchAI,https://www.crunchbase.com/organization/tatchai,Non-equity Assistance,,,,2024-06-26,,,,,No,TatchAI is a Practical AI for asset managers.,"Artificial Intelligence (AI), B2B, SaaS",,"New York, New York, United States, North America",https://www.tatch.ai/,,250000,USD,250000,Seed,2,Endeavor Miami,Endeavor Miami,1,,"20,020"
Non Equity Assistance - Gaya AI,https://www.crunchbase.com/funding_round/gaya-ai-non-equity-assistance--87e8003a,Gaya AI,https://www.crunchbase.com/organization/gaya-ai,Non-equity Assistance,,,,2024-06-26,,,,,No,Gaya offers insurance agents to stop the time-consuming process of copying and pasting data between carriers.,"Generative AI, InsurTech, SaaS",,"San Francisco, California, United States, North America",https://www.gaya.ai,,50000,USD,50000,Seed,2,Endeavor Miami,Endeavor Miami,1,,"20,009"
Seed Round - Omnic.AI,https://www.crunchbase.com/funding_round/omnic-data-inc-seed--cdcd0477,Omnic.AI,https://www.crunchbase.com/organization/omnic-data-inc,Seed,1100000,USD,1100000,2024-07-09,Seed,10000000,USD,10000000,Yes,"Saas, Gaming, Predictive Analytics","Artificial Intelligence (AI), Gaming, Machine Learning, PC Games, Predictive Analytics, Software",,"Brunswick, Maine, United States, North America",https://omnic.ai,Less than $1M,1930000,USD,1930000,Seed,3,The Mini Fund,"Ex Ventures, The Mini Fund, Unpopular Ventures",3,3,"19,991"
Pre Seed Round - ProfitPeak,https://www.crunchbase.com/funding_round/profitpeak-pre-seed--3411b4b7,ProfitPeak,https://www.crunchbase.com/organization/profitpeak,Pre-Seed,,,,2024-06-24,Seed,,,,Yes,ProfitPeak is a SAAS company that offers an app for e-commerce marketing solutions.,"Advertising, Artificial Intelligence (AI), E-Commerce, Marketing, SaaS",,"Sydney, New South Wales, Australia, Oceania",https://www.profitpeak.io/,,,,,Seed,1,Macdoch Ventures,"Black Sheep Capital, Macdoch Ventures",2,,"20,167"
Seed Round - Roam Network,https://www.crunchbase.com/funding_round/roam-network-seed--8b5a30ba,Roam Network,https://www.crunchbase.com/organization/roam-network,Seed,,,,2024-06-25,Seed,,,,Yes,"Roam Network offers decentralized 4G and 5G services with Web3, enabling users to earn rewards.","Apps, Artificial Intelligence (AI), Blockchain, Information Technology, Web3",,"Zug, Zug, Switzerland, Europe",https://www.roamnetwork.xyz,,,,,Seed,1,Outlier Ventures,Outlier Ventures,1,1,"20,242"
Pre Seed Round - ROVR,https://www.crunchbase.com/funding_round/rovr-d062-pre-seed--28ef06a2,ROVR,https://www.crunchbase.com/organization/rovr-d062,Pre-Seed,,,,2024-06-25,Seed,,,,Yes,"ROVR is a decentralized, ultra-high-precision multidimensional digital twin platform.","3D Technology, Artificial Intelligence (AI), Information Technology",,"Hong Kong, Hong Kong Island, Hong Kong, Asia",https://www.rovr.network/#/home,,,,,Seed,1,Outlier Ventures,Outlier Ventures,1,1,"20,225"
Grant - SafeAI,https://www.crunchbase.com/funding_round/safeai-3fdb-grant--aed5be90,SafeAI,https://www.crunchbase.com/organization/safeai-3fdb,Grant,50000,EUR,53402,2024-06-26,,,,,No,"SafeAI creates AI for safety, providing secure and protected lives.","Artificial Intelligence (AI), Public Safety",,"Luxembourg, Luxembourg, Luxembourg, Europe",https://www.safeai.kr,,50000,EUR,53402,,1,Luxinnovation,Luxinnovation,1,,"20,223"
Non Equity Assistance - Polaron Analytics,https://www.crunchbase.com/funding_round/polaron-analytics-non-equity-assistance--1b329c57,Polaron Analytics,https://www.crunchbase.com/organization/polaron-analytics,Non-equity Assistance,,,,2024-06-04,,,,,No,"Polaron Analytics offers data analytics and computational modeling services using Python, R, and machine learning.","Analytics, Information Technology, Machine Learning",,"Miamisburg, Ohio, United States, North America",https://polaronanalytics.com,,,,,,1,MassChallenge,MassChallenge,1,,"20,235"
Pre Seed Round - Kaisar Network,https://www.crunchbase.com/funding_round/kaisar-network-pre-seed--e87d6743,Kaisar Network,https://www.crunchbase.com/organization/kaisar-network,Pre-Seed,,,,2024-06-25,Seed,,,,Yes,Kaisar Network is a DePIN protocol that is specifically designed and optimized for decentralized computing and AI,"Artificial Intelligence (AI), Blockchain, Information Technology, Internet",,,https://kaisar.io,,,,,Seed,1,Outlier Ventures,Outlier Ventures,1,1,"20,232"
Pre Seed Round - Invoke Labs,https://www.crunchbase.com/funding_round/invoke-labs-fd37-pre-seed--c260cfa0,Invoke Labs,https://www.crunchbase.com/organization/invoke-labs-fd37,Pre-Seed,500000,USD,500000,2024-07-01,Seed,,,,Yes,No-code chatbots for SMBs,"Artificial Intelligence (AI), Chatbot, Developer Tools",,,https://invokelabs.ai,,500000,USD,500000,Seed,1,Y Combinator,Y Combinator,1,,"20,272"
Grant - Blunge AI,https://www.crunchbase.com/funding_round/blunge-ai-grant--be18cd9d,Blunge AI,https://www.crunchbase.com/organization/blunge-ai,Grant,,,,2024-07-03,,,,,No,Blunge is developing an assistive AI method to give users more control over AI image generation using freehand drawing.,"Art, Artificial Intelligence (AI)",,"Taipei, T'ai-pei, Taiwan, Asia",https://www.blunge.ai,,,,,,1,Ventures ilab Accelerator,Ventures ilab Accelerator,1,,"20,301"
Grant - Sunflower AI,https://www.crunchbase.com/funding_round/sunflower-ai-grant--1e885eb4,Sunflower AI,https://www.crunchbase.com/organization/sunflower-ai,Grant,15000,USD,15000,2024-07-03,,,,,No,Sunflower AI is an easy AI live captioning solution for in-person events.,"Artificial Intelligence (AI), Events",,"Sydney, New South Wales, Australia, Oceania",https://www.sunflowerai.io,,15000,USD,15000,,1,Ventures ilab Accelerator,Ventures ilab Accelerator,1,,"20,300"
Pre Seed Round - We Hear You,https://www.crunchbase.com/funding_round/we-hear-you-pre-seed--14bcc419,We Hear You,https://www.crunchbase.com/organization/we-hear-you,Pre-Seed,55000,USD,55000,2024-06-19,Seed,,,,Yes,We Hear You offers technology solutions for people with disabilities.,"Apps, Artificial Intelligence (AI), Translation Service",,"Peoria, Illinois, United States, North America",https://wehearyouasl.com,,130000,USD,130000,Seed,3,Remarkable,Remarkable,1,1,"20,475"
Seed Round - VersaTile Automation,https://www.crunchbase.com/funding_round/versatile-automation-seed--8059d170,VersaTile Automation,https://www.crunchbase.com/organization/versatile-automation,Seed,8000000,GBP,10119204,2024-06-28,Seed,,,,Yes,VersaTile Automation is a robotics company that developed a modular automation solution.,"Robotic Process Automation (RPA), Robotics",,"Blyth, Nottinghamshire, United Kingdom, Europe",https://versatileautomation.com,,8000000,GBP,10119204,Seed,1,Tharsus,Tharsus,1,,"20,645"
Venture Round - Daivergent,https://www.crunchbase.com/funding_round/daivergent-series-unknown--d901f368,Daivergent,https://www.crunchbase.com/organization/daivergent,Venture - Series Unknown,,,,2024-06-28,,,,,Yes,Daivergent is the first reimbursable job-readiness and care delivery platform for the 70 million adult disability population.,"Artificial Intelligence (AI), Big Data, EdTech, Employment, Human Resources, Virtual Workforce",,"New York, New York, United States, North America",http://daivergent.com/,Less than $1M,4350000,USD,4350000,,6,WGU Labs,WGU Labs,1,1,"20,609"
Debt Financing - Emergence,https://www.crunchbase.com/funding_round/emergence-9794-debt-financing--a912bb73,Emergence,https://www.crunchbase.com/organization/emergence-9794,Debt Financing,2800000,USD,2800000,2024-06-27,,,,,No,Emergence is technology company that advances science and development of AI agent systems for enterprise.,"Artificial Intelligence (AI), Information Technology, Internet",,"New York, New York, United States, North America",https://www.emergence.ai/,,100000000,USD,100000000,Seed,2,Learn Capital,Learn Capital,1,,"20,809"
Seed Round - Jiuhen Technology,https://www.crunchbase.com/funding_round/jiuhen-technology-seed--feb0ad18,Jiuhen Technology,https://www.crunchbase.com/organization/jiuhen-technology,Seed,,,,2024-06-24,Seed,,,,Yes,Jiuhen Technology is an artificial intelligence developer company that focused on knowledge work.,Artificial Intelligence (AI),,"Hangzhou, Zhejiang, China, Asia",,,,,,Seed,1,,,,,"20,940"
Seed Round - MORFO,https://www.crunchbase.com/funding_round/morfo-seed--baf1d567,MORFO,https://www.crunchbase.com/organization/morfo,Seed,,,,2024-06-20,Seed,,,,Yes,"MORFO incorporates biological symbioses, drones, and AI technologies to sustainably reforest and fight against global warming.","Artificial Intelligence (AI), Computer Vision, Drones, Forestry, GreenTech",,"Paris, Ile-de-France, France, Europe",https://www.morfo.rest,,4000000,EUR,4222300,Seed,3,"Antoine Dupont, Raphaël Varane","Antoine Dupont, Raphaël Varane",2,,"21,064"
Grant - Rock Rabbit,https://www.crunchbase.com/funding_round/rock-rabbit-grant--e005d0e9,Rock Rabbit,https://www.crunchbase.com/organization/rock-rabbit,Grant,25000,USD,25000,2024-06-21,,,,,No,Rock Rabbit is an AI-powered energy rebate platform that makes access to home incentives more transparent and efficiently distributed.,"Apps, Artificial Intelligence (AI), Consumer Software, Productivity Tools",,"Palo Alto, California, United States, North America",https://www.rockrabbit.ai,,3125000,USD,3125000,Seed,2,DeltaClimeVT,DeltaClimeVT,1,,"21,030"
Grant - Qeludra,https://www.crunchbase.com/funding_round/qeludra-grant--0781be39,Qeludra,https://www.crunchbase.com/organization/qeludra,Grant,,,,2024-06-21,,,,,No,Qeludra helps redefine qualitative data analysis for researchers through AI.,"Analytics, Artificial Intelligence (AI), Software",,"Rotterdam, Zuid-Holland, The Netherlands, Europe",https://qeludra.com,,,,,,1,CONTENTshift,CONTENTshift,1,,"21,168"
Grant - Kompreno,https://www.crunchbase.com/funding_round/kompreno-grant--0c088f02,Kompreno,https://www.crunchbase.com/organization/kompreno,Grant,,,,2024-06-21,,,,,No,"Kompreno provides translation, interpreting, and localization services of major European languages.","Language Learning, Natural Language Processing, Translation Service",,"Frankfurt, Hessen, Germany, Europe",http://www.kompreno.eu,,,,,,1,CONTENTshift,CONTENTshift,1,,"21,150"
Grant - BAMF Health,https://www.crunchbase.com/funding_round/bamf-health-grant--6cd8ada1,BAMF Health,https://www.crunchbase.com/organization/bamf-health,Grant,5000000,USD,5000000,2024-07-09,,,,,No,"BAMF Health is a theranostics center that offers molecular therapy, radiopharmacy, and clinical trials to treat cancer and other diseases.","Artificial Intelligence (AI), Biopharma, Biotechnology, Clinical Trials, Health Care",,"Grand Rapids, Michigan, United States, North America",https://www.bamfhealth.com,$1M to $10M,10000000,USD,10000000,,4,,,,,"21,262"
Seed Round - Nirwana.AI,https://www.crunchbase.com/funding_round/nirwana-ai-seed--353cddd8,Nirwana.AI,https://www.crunchbase.com/organization/nirwana-ai,Seed,,,,2024-06-20,Seed,,,,Yes,Nirwana.AI creates software that benefits interior designers and homeowners.,"Artificial Intelligence (AI), Information Technology, Internet",,"New Delhi, Delhi, India, Asia",https://nirwana.ai,,,,,Seed,1,,,,,"21,317"
Grant - BioCompute,https://www.crunchbase.com/funding_round/biocompute-grant--51c08faf,BioCompute,https://www.crunchbase.com/organization/biocompute,Grant,3140000,INR,37597,2024-06-18,,,,,No,BioComputean is an alternative data storage company solving for massive emissions from data centers.,Artificial Intelligence (AI),,"Bengaluru, Karnataka, India, Asia",https://biocomputeinc.substack.com,,3140000,INR,37597,,1,Pilani Innovation & Entrepreneurship Development Society,Pilani Innovation & Entrepreneurship Development Society,1,,"21,533"
Seed Round - ceτi AI,https://www.crunchbase.com/funding_round/ceτi-ai-seed--436f1361,ceτi AI,https://www.crunchbase.com/organization/ceτi-ai,Seed,,,,2024-06-20,Seed,,,,Yes,ceτi AI's mission is to accelerate the advancement of decentralized artificial intelligence.,"Artificial Intelligence (AI), Decentralized Finance (DeFi)",,,https://taoceti.ai,,60000000,USD,60000000,,2,Alpha Transform Holdings,Alpha Transform Holdings,1,1,"21,566"
Seed Round - Shanrenxing,https://www.crunchbase.com/funding_round/shanrenxing-seed--b18357ac,Shanrenxing,https://www.crunchbase.com/organization/shanrenxing,Seed,5000000,CNY,689151,2024-06-18,Seed,95000000,CNY,13093876,Yes,Shanrenxing is an artificial intelligence technology developer that develops general intelligent entities.,"Artificial Intelligence (AI), Enterprise Applications, Robotics",,"Chengdu, Sichuan, China, Asia",,,5000000,CNY,689151,Seed,1,,,,,"21,653"
