Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Location,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Number of Funding Rounds,Funding Status,Lead Investors,Investor Names,Number of Partner Investors,Number of Investors,CB Rank (Funding Round)
Series B - Jibo,https://www.crunchbase.com/funding_round/jibo-series-b--597b84b0,Jibo,https://www.crunchbase.com/organization/jibo,Series B,13099999,USD,13099999,2016-11-10,Early Stage Venture,,,,Yes,Jibo is a design-driven company that creates unforgettable experiences through advanced robotics technology.,"Artificial Intelligence (AI), Consumer Electronics, Machine Learning, Robotics, Software",Women Founded,"Boston, Massachusetts, United States, North America",https://www.jibo.com/,$1M to $10M,72699999,USD,72699999,6,M&A,BRC Innovation,BRC Innovation,,1,"266,773"
Series A - AKA,https://www.crunchbase.com/funding_round/aka-2-series-a--52efc551,AKA,https://www.crunchbase.com/organization/aka-2,Series A,500000000,JPY,4847733,2016-08-31,Early Stage Venture,,,,Yes,AKA is the invincible Generative AI company: to create revolutionary and life-saving AI product,"Artificial Intelligence (AI), Robotics, Software",,"Santa Monica, California, United States, North America",https://tesla.eos.akaintelligence.com/,$50M to $100M,32632123,USD,32632123,5,Early Stage Venture,,"DS Investment Management Co.,Ltd, EOGF Partners, Gakken Plus Japan, LG Uplus, Sangbeom Kim",,5,"587,850"
Series B - New Form Digital,https://www.crunchbase.com/funding_round/new-form-digital-series-b--1f45d955,New Form Digital,https://www.crunchbase.com/organization/new-form-digital,Series B,18000000,USD,18000000,2016-12-08,Early Stage Venture,,,,Yes,New Form is developing original series and investing in digital content.,"Content Creators, Digital Media, Media and Entertainment, Predictive Analytics, Sports, Video Streaming",,"Los Angeles, California, United States, North America",https://newform.com,$1M to $10M,18000000,USD,18000000,2,M&A,"ITV, Warner Bros. Discovery","ITV, Warner Bros. Discovery",,2,"518,319"
Series A - Finch Therapeutics,https://www.crunchbase.com/funding_round/finch-therapeutics-group-series-a--bc6554b6,Finch Therapeutics,https://www.crunchbase.com/organization/finch-therapeutics-group,Series A,5600000,USD,5600000,2016-12-01,Early Stage Venture,,,,Yes,Finch Therapeutics is a microbiome development company that serve patients with serious unmet medical needs.,"Biotechnology, Clinical Trials, Machine Learning, Therapeutics",,"Somerville, Massachusetts, United States, North America",http://finchtherapeutics.com/,$1M to $10M,188799493,USD,188799493,5,IPO,,,,,"192,584"
Seed Round - HealthJoy,https://www.crunchbase.com/funding_round/healthjoy-seed--1ef85825,HealthJoy,https://www.crunchbase.com/organization/healthjoy,Seed,3000000,USD,3000000,2016-03-31,Seed,,,,Yes,HealthJoy is a healthcare navigation platform that simplifies the healthcare and benefits experience using AI and personalized guidance.,"Artificial Intelligence (AI), Employee Benefits, Health Care, Hospital, Medical",,"Chicago, Illinois, United States, North America",http://www.healthjoy.com,$10M to $50M,108500000,USD,108500000,5,Late Stage Venture,GoHealth,GoHealth,,1,"410,234"
Series A - Pymetrics,https://www.crunchbase.com/funding_round/pymetrics-series-a--485494cc,Pymetrics,https://www.crunchbase.com/organization/pymetrics,Series A,6130000,USD,6130000,2016-08-17,Early Stage Venture,,,,Yes,Pymetrics develops neuroscience-based assessment and prediction technology for staffing services.,"Artificial Intelligence (AI), Intelligent Systems, Neuroscience, Recruiting, Software, Staffing Agency","Women Founded, Women Led","New York, New York, United States, North America",https://www.pymetrics.ai,$1M to $10M,56630000,USD,56630000,7,M&A,,"BBG Ventures, Khosla Ventures, Mercer, Randstad Innovation Fund",2,4,"193,555"
Seed Round - Peltarion,https://www.crunchbase.com/funding_round/peltarion-seed--2c35a64a,Peltarion,https://www.crunchbase.com/organization/peltarion,Seed,3400000,USD,3400000,2016-10-26,Seed,,,,Yes,Create real-world AI applications – at scale and at speed – with the first operational AI platform from Peltarion.,"Artificial Intelligence (AI), Machine Learning, SaaS, Software",,"Stockholm, Stockholms Lan, Sweden, Europe",http://peltarion.com/,$10M to $50M,36784861,USD,36784861,3,M&A,EQT Ventures,EQT Ventures,1,1,"195,122"
Series B - Shiprocket,https://www.crunchbase.com/funding_round/shiprocket-series-b--c428d575,Shiprocket,https://www.crunchbase.com/organization/shiprocket,Series B,8000000,USD,8000000,2016-01-01,Early Stage Venture,,,,Yes,Shiprocket is an e-commerce shipping platform that enables cost-effective shipping for direct-to-consumer retailers.,"Artificial Intelligence (AI), E-Commerce, Logistics, Shipping, Supply Chain Management",,"New Delhi, Delhi, India, Asia",https://www.shiprocket.in,$50M to $100M,399092833,USD,399092833,12,Late Stage Venture,Bertelsmann India Investments,"500 Global, BEENEXT, Bertelsmann India Investments, Nirvana Venture Advisors, Recruit Strategic Partners",1,5,"195,399"
Seed Round - Lucid,https://www.crunchbase.com/funding_round/lucid-seed--eb23ea11,Lucid,https://www.crunchbase.com/organization/lucid,Seed,3700000,USD,3700000,2016-04-01,Seed,,,,Yes,AI platform extracting insights out of images and videos to serve the best content to convert users,"Artificial Intelligence (AI), Computer Vision, Machine Learning, Mobile Apps, Photography, Software, Video",,"Santa Clara, California, United States, North America",https://lucidinside.com/,$100M to $500M,3815000,USD,3815000,4,Seed,,"Heuristic Capital, Oriza Ventures, TSVC, Wistron Corporation",3,4,"614,549"
Venture Round - CallMiner,https://www.crunchbase.com/funding_round/callminer-series-unknown--9c815907,CallMiner,https://www.crunchbase.com/organization/callminer,Venture - Series Unknown,2999999,USD,2999999,2016-12-27,,,,,Yes,"CallMiner provides solutions for analyzing and extracting insights from customer interactions, particularly in call centers.","Analytics, Artificial Intelligence (AI), Business Intelligence, Enterprise Software",Women Founded,"Waltham, Massachusetts, United States, North America",http://www.callminer.com,$1M to $10M,189110887,USD,189110887,18,,,,,,"377,341"
Seed Round - Tekion,https://www.crunchbase.com/funding_round/tekion-seed--ac8db670,Tekion,https://www.crunchbase.com/organization/tekion,Seed,3100000,USD,3100000,2016-03-11,Seed,,,,Yes,Tekion is a software development company that develops business applications on the cloud.,"Artificial Intelligence (AI), Automotive, Big Data, Machine Learning, Management Information Systems, Software",,"Pleasanton, California, United States, North America",http://www.tekion.com,$100M to $500M,635100000,USD,635100000,7,,Storm Ventures,"Anshu Sharma, BluePointe Ventures, Storm Ventures",2,3,"129,190"
Series A - Tripvivid,https://www.crunchbase.com/funding_round/tripvivid-series-a--c05c1e93,Tripvivid,https://www.crunchbase.com/organization/tripvivid,Series A,10000000,CNY,1544938,2016-03-18,Early Stage Venture,,,,Yes,Tripvivid is a media and intelligence platform.,"Artificial Intelligence (AI), Media and Entertainment, Tourism, Travel",,"Beijing, Beijing, China, Asia",http://www.tripvivid.com,,33000000,CNY,4922493,3,Early Stage Venture,,"Cheers Capital Partners, Fujue Touzi, Zuoyu Capital",,3,"379,026"
Seed Round - Weixuanke,https://www.crunchbase.com/funding_round/weixuanke-seed--a6ff366a,Weixuanke,https://www.crunchbase.com/organization/weixuanke,Seed,10000000,CNY,1499281,2016-10-01,Seed,,,,Yes,Weixuanke provides artificial intelligence based payment solutions.,"Artificial Intelligence (AI), Facial Recognition, Financial Services, Payments, Software",,"Wuxi Shi, Jiangsu, China, Asia",https://www.vicmob.com/,,21000000,CNY,3109586,3,Early Stage Venture,,,,,"413,245"
Series A - CorVista Health,https://www.crunchbase.com/funding_round/analytics-for-life-series-a--439e2822,CorVista Health,https://www.crunchbase.com/organization/analytics-for-life,Series A,10000000,CAD,7116668,2016-01-06,Early Stage Venture,,,,Yes,CorVista Health is an AI-driven medical company developing a cardiac diagnostic platform.,"Analytics, Artificial Intelligence (AI), Health Diagnostics, Machine Learning, Medical Device",,"Bethesda, Maryland, United States, North America",https://www.corvista.com,$1M to $10M,93990064,USD,93990064,4,Late Stage Venture,,,,,"413,713"
Seed Round - Worthix,https://www.crunchbase.com/funding_round/worthix-seed--e35a0b88,Worthix,https://www.crunchbase.com/organization/worthix,Seed,2600000,USD,2600000,2016-12-27,Seed,15000000,USD,15000000,Yes,Worthix is a self-adaptive survey that uses AI to precisely measure the “why” behind buying decisions.,"Analytics, Artificial Intelligence (AI), Information Technology, Market Research, Software","Hispanic / Latine Founded, Hispanic / Latine Led","Atlanta, Georgia, United States, North America",https://www.worthix.com/,$1M to $10M,15161491,USD,15161491,6,,Valor Capital Group,Valor Capital Group,,1,"414,962"
Venture Round - HEMAV,https://www.crunchbase.com/funding_round/hemav-series-unknown--f90025eb,HEMAV,https://www.crunchbase.com/organization/hemav,Venture - Series Unknown,3000000,EUR,3227889,2016-12-05,,,,,Yes,Agtech platform for precision agriculture based on artificial intelligence. Through which it creates unique forecasting models.,"AgTech, Artificial Intelligence (AI), Big Data, Machine Learning, Predictive Analytics, Software",,"Barcelona, Catalonia, Spain, Europe",http://hemav.com/en/,$1M to $10M,3521429,EUR,3862213,4,,Osborne Clarke,"Osborne Clarke, Scranton Enterprises BV",,2,"127,742"
Series A - Pieces,https://www.crunchbase.com/funding_round/pieces-tech-series-a--ba9d79c9,Pieces,https://www.crunchbase.com/organization/pieces-tech,Series A,21600000,USD,21600000,2016-03-17,Early Stage Venture,,,,Yes,Pieces is a healthcare artificial intelligence and technology company.,"Artificial Intelligence (AI), Enterprise Software, Health Care, Hospital, Machine Learning, Real Time",,"Irving, Texas, United States, North America",http://www.piecestech.com/,$1M to $10M,61475000,USD,61475000,4,Early Stage Venture,"Jump Capital, Pacific Advantage Capital","Children's Health, Jump Capital, OSF Ventures, Pacific Advantage Capital, PCCI, Saint Francis Health System, Tribeca Early Stage Partners",1,7,"415,666"
Convertible Note - Alcatraz AI,https://www.crunchbase.com/funding_round/alcatraz-convertible-note--14e51744,Alcatraz AI,https://www.crunchbase.com/organization/alcatraz,Convertible Note,1800000,USD,1800000,2016-11-01,,,,,No,Alcatraz is an AI company that leverages the enterprise access control environment by enabling touchless and secure entry.,"3D Technology, Artificial Intelligence (AI), Computer Vision, Facial Recognition, Machine Learning, Security",,"Cupertino, California, United States, North America",http://www.alcatraz.ai,$10M to $50M,44900000,USD,44900000,5,Early Stage Venture,,"Hemi Ventures, Ruvento",2,2,"566,027"
Series A - Genoplan,https://www.crunchbase.com/funding_round/genoplan-series-a--0846e2e6,Genoplan,https://www.crunchbase.com/organization/genoplan,Series A,4400000,USD,4400000,2016-03-14,Early Stage Venture,,,,Yes,Genoplan is a biotechnology company that specializes in DNA testing and conducts genetic analysis.,"Artificial Intelligence (AI), Biotechnology, Genetics, Health Care, InsurTech, Life Science, Machine Learning, Predictive Analytics",,"Seocho, Seoul-t'ukpyolsi, South Korea, Asia",http://www.genoplan.com,$1M to $10M,27825000,USD,27825000,5,Late Stage Venture,,"Samsung Ventures, SBVA, SparkLabs Accelerator, WONIK Investment Partners",,4,"566,371"
Series B - Waterline Data,https://www.crunchbase.com/funding_round/waterline-data-science-series-b--e9a319c4,Waterline Data,https://www.crunchbase.com/organization/waterline-data-science,Series B,16000000,USD,16000000,2016-01-28,Early Stage Venture,,,,Yes,Waterline's machine learning and AI-driven Data Catalog connects the right people to the right data.,"Analytics, Artificial Intelligence (AI), Big Data, Cloud Management, Consulting, Data Integration, Enterprise Software, Internet of Things, Machine Learning, Software",,"Mountain View, California, United States, North America",http://www.waterlinedata.com,$1M to $10M,37500000,USD,37500000,4,M&A,Partech,"Infosys, Partech",2,2,"566,500"
Series B - iZotope,https://www.crunchbase.com/funding_round/izotope-series-b--b89410d2,iZotope,https://www.crunchbase.com/organization/izotope,Series B,2500000,USD,2500000,2016-06-23,Early Stage Venture,,,,Yes,"iZotope develops technology solutions for audio recording, mixing, broadcasting, and sound designing.","Audio, Broadcasting, Generative AI, Mobile Apps, Music, Software",,"Boston, Massachusetts, United States, North America",http://izotope.com,$10M to $50M,19500000,USD,19500000,3,Early Stage Venture,ABS Capital Partners,ABS Capital Partners,1,1,"566,782"
Seed Round - Scale 365 Technologies,https://www.crunchbase.com/funding_round/scale-365-technologies-seed--e8e1d925,Scale 365 Technologies,https://www.crunchbase.com/organization/scale-365-technologies,Seed,2150000,USD,2150000,2016-06-13,Seed,,,,Yes,"Scale 365 is an all-in-one SaaS AI Technology, CaaS Live Advisory, and EdTech Platform that allows companies to grow at scale.","Artificial Intelligence (AI), Consulting, CRM, Information Services, Internet of Things, Marketing, SaaS, Social Media Management, Software, Web Apps",,"Calabasas, California, United States, North America",https://www.scale365.io,,6475000,USD,6475000,3,Early Stage Venture,,,,,"567,111"
Seed Round - VoxelCloud,https://www.crunchbase.com/funding_round/voxelcloud-seed--624dd60e,VoxelCloud,https://www.crunchbase.com/organization/voxelcloud,Seed,5500000,USD,5500000,2016-09-11,Seed,,,,Yes,VoxelCloud provides automated medical image analysis services and diagnosis assistance based on AI and cloud computing technologies.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Information Technology, Medical",,"Los Angeles, California, United States, North America",https://www.voxelcloud.io,$1M to $10M,78500000,USD,78500000,5,Early Stage Venture,Sequoia Capital,Sequoia Capital,,1,"567,612"
Seed Round - Doctrine,https://www.crunchbase.com/funding_round/doctrine-seed--09ecb2ad,Doctrine,https://www.crunchbase.com/organization/doctrine,Seed,2000000,EUR,2210555,2016-10-13,Seed,,,,Yes,Doctrine builds legal research and analytics software for legal professionals.,"Analytics, Artificial Intelligence (AI), Legal, Legal Tech, Machine Learning, SaaS, Software",,"Paris, Ile-de-France, France, Europe",https://www.doctrine.fr,$1M to $10M,12000000,EUR,13912073,3,Private Equity,Otium Capital,"AGORANOV, Florian Douetteau, Kima Ventures, Oleg Tscheltzoff, Otium Capital, The Family, Thibault Viort",1,7,"567,793"
Pre Seed Round - User1st,https://www.crunchbase.com/funding_round/user1st-pre-seed--eec1bf6e,User1st,https://www.crunchbase.com/organization/user1st,Pre-Seed,1450000,USD,1450000,2016-08-25,Seed,,,,Yes,User1st provides a spearheading developers toolkit for in-code digital accessibility and personalized digital experience,"Artificial Intelligence (AI), Data Visualization, Developer Tools, Internet, Mobile Apps, SaaS, Software, UX Design, Web Development",,"Washington, District of Columbia, United States, North America",https://www.user1st.com,$1M to $10M,5600000,USD,5600000,3,Seed,Cornerstone Venture Partners,"Cornerstone Venture Partners, Nissim Bar-El",,2,"568,704"
Series A - Cape Analytics,https://www.crunchbase.com/funding_round/cape-analytics-series-a--e916b33e,Cape Analytics,https://www.crunchbase.com/organization/cape-analytics,Series A,14000000,USD,14000000,2016-11-10,Early Stage Venture,,,,Yes,Cape Analytics provides AI and analytics services for properties.,"Analytics, Artificial Intelligence (AI), Big Data, Information Technology, InsurTech, Machine Learning, Real Estate",,"Palo Alto, California, United States, North America",https://capeanalytics.com,Less than $1M,75000000,USD,75000000,5,Late Stage Venture,Formation 8,"DCVC, Dylan Taylor, Formation 8, Khosla Ventures, Lux Capital, Montage Ventures, Plug and Play Insurtech, Promus Ventures, XL Innovate",3,9,"312,784"
Series A - Fanplayr,https://www.crunchbase.com/funding_round/fanplayr-series-a--80a0e88e,Fanplayr,https://www.crunchbase.com/organization/fanplayr,Series A,6000000,USD,6000000,2016-05-20,Early Stage Venture,,,,Yes,"Global leader in online behavioral personalization, artificial intelligence and user privacy","Ad Targeting, Analytics, Artificial Intelligence (AI), Big Data, Coupons, E-Commerce, Real Time, Software",,"Menlo Park, California, United States, North America",http://www.fanplayr.com,$1M to $10M,8500000,USD,8500000,5,Early Stage Venture,,"CashCompare Inc, Cawsey Superannuation Fund Pty Ltd, Denali Venture Partners, Denali Ventures, Derek Adelman, Simon Yencken, Wells Fargo Asset Management",,7,"191,276"
Seed Round - Revl,https://www.crunchbase.com/funding_round/revl-seed--ea2e802e,Revl,https://www.crunchbase.com/organization/revl,Seed,3500000,USD,3500000,2016-02-25,Seed,,,,Yes,"AI Powered Video Souvenirs as a Service. Full end to end solution for roller coasters, skydive drop zones, race tracks, and zip lines.","Artificial Intelligence (AI), Consumer Electronics, Hardware, Machine Learning, Motion Capture, Robotics, Software, Video, Wearables","Hispanic / Latine Founded, Hispanic / Latine Led","San Francisco, California, United States, North America",http://revl.com,$1M to $10M,17450000,USD,17450000,5,Early Stage Venture,"Bill Tai, Y Combinator","Bill Tai, frogVentures, James Lindenbaum, Lars Rasmussen, Ruvento, Y Combinator",,6,"232,742"
Seed Round - LegalSifter,https://www.crunchbase.com/funding_round/legalsifter-seed--e07f044e,LegalSifter,https://www.crunchbase.com/organization/legalsifter,Seed,1600000,USD,1600000,2016-03-16,Seed,,,,Yes,LegalSifter is a contracts-focused software and service company providing legal services with artificial intelligence and human expertise.,"Artificial Intelligence (AI), Contact Management, Legal, Machine Learning, Natural Language Processing, Software",,"Pittsburgh, Pennsylvania, United States, North America",http://www.legalsifter.com/,$1M to $10M,6235000,USD,6235000,5,,,,,,"178,240"
Series B - CommerceIQ,https://www.crunchbase.com/funding_round/commerceiq-series-b--0e3a2a67,CommerceIQ,https://www.crunchbase.com/organization/commerceiq,Series B,12000000,USD,12000000,2016-01-14,Early Stage Venture,,,,Yes,CommerceIQ is an omnichannel management platform that helps large brands use machine learning and automation to increase e-commerce sales.,"Analytics, Consumer Goods, E-Commerce, Machine Learning, Sales, Software",,"Palo Alto, California, United States, North America",https://commerceiq.ai,$10M to $50M,195500000,USD,195500000,4,Late Stage Venture,Shasta Ventures,"Madrona, Shasta Ventures, Trinity Ventures",1,3,"194,014"
Seed Round - Keen Eye Technologies,https://www.crunchbase.com/funding_round/keen-eye-technologies-seed--bebf3b95,Keen Eye Technologies,https://www.crunchbase.com/organization/keen-eye-technologies,Seed,1500000,EUR,1596254,2016-12-12,Seed,,,,Yes,Keen Eye Technologies is a health tech company.,"Artificial Intelligence (AI), Biotechnology, Health Care, Machine Learning, Medical Device",,"Paris, Ile-de-France, France, Europe",https://keeneye.ai/,$1M to $10M,7500000,EUR,8306950,2,M&A,Seventure Partners,Seventure Partners,,1,"194,470"
Seed Round - Agile Stacks,https://www.crunchbase.com/funding_round/agile-stacks-inc-seed--d34f2206,Agile Stacks,https://www.crunchbase.com/organization/agile-stacks-inc,Seed,2420000,USD,2420000,2016-12-29,Seed,,,,Yes,Agile Stacks provides DevOps automation platform for cloud infrastructure and machine learning.,"Artificial Intelligence (AI), Cloud Computing, Cloud Infrastructure, Data Center Automation, DevOps, Infrastructure, Machine Learning, Open Source, SaaS, Software",,"San Mateo, California, United States, North America",https://superhub.io,$1M to $10M,8530000,USD,8530000,4,Early Stage Venture,,Canaan Partners,1,1,"179,182"
Grant - Eyenuk,https://www.crunchbase.com/funding_round/eyenuk-grant--bd607cc7,Eyenuk,https://www.crunchbase.com/organization/eyenuk,Grant,3000000,USD,3000000,2016-08-01,,,,,No,Eyenuk is a medtech company that develops an artificial intelligence screening tool for risk assessment and disease surveillance.,"Artificial Intelligence (AI), Diabetes, Health Care, Health Diagnostics, Medical Device",,"Woodland Hills, California, United States, North America",http://www.eyenuk.com,$1M to $10M,47400000,USD,47400000,12,Early Stage Venture,,,,,"205,837"
Debt Financing - View,https://www.crunchbase.com/funding_round/view-inc-debt-financing--0bec3e8b,View,https://www.crunchbase.com/organization/view-inc,Debt Financing,44188432,USD,44188432,2016-04-29,,,,,No,View is a smart building technology company that produces smart windows that adjusts in response to external conditions.,"Artificial Intelligence (AI), Smart Building, Software, Sustainability",,"Milpitas, California, United States, North America",https://www.view.com,$100M to $500M,2565451247,USD,2565451247,20,IPO,,,,,"206,110"
Seed Round - ColorTV,https://www.crunchbase.com/funding_round/colortv-seed--19cc319c,ColorTV,https://www.crunchbase.com/organization/colortv,Seed,1500000,USD,1500000,2016-07-10,Seed,,,,Yes,ColorTV is a data and advertising company.,"Machine Learning, Predictive Analytics, Test and Measurement, TV",,"San Francisco, California, United States, North America",http://www.colortv.com,$1M to $10M,1500000,USD,1500000,1,Seed,Foxconn Technology Group,Foxconn Technology Group,,1,"206,138"
Series A - Bynder,https://www.crunchbase.com/funding_round/bynder-series-a--316adcea,Bynder,https://www.crunchbase.com/organization/bynder,Series A,22200000,USD,22200000,2016-08-11,Early Stage Venture,,,,Yes,Bynder is a provider of a digital asset management (DAM) platform designed to offer a smart way to find and share creative files.,"Artificial Intelligence (AI), Asset Management, Brand Marketing, Digital Marketing, Document Management, File Sharing, Marketing Automation, SaaS",,"Amsterdam, Noord-Holland, The Netherlands, Europe",https://www.bynder.com,$100M to $500M,22200000,USD,22200000,2,M&A,Insight Partners,Insight Partners,1,1,"206,773"
Angel Round - CasiVision Technology,https://www.crunchbase.com/funding_round/casi-vision-angel--e7bb5029,CasiVision Technology,https://www.crunchbase.com/organization/casi-vision,Angel,10000000,CNY,1505214,2016-08-01,Seed,,,,Yes,CASI Vision provides machine vision technology integration solutions.,"Electronics, Industrial Automation, Machine Learning, Software",,"Henan, Henan, China, Asia",https://en.casivision.com/,Less than $1M,421050000,CNY,63655597,8,Late Stage Venture,,,,,"207,050"
Series B - Classting,https://www.crunchbase.com/funding_round/classting-inc-series-b--f9ef2319,Classting,https://www.crunchbase.com/organization/classting-inc,Series B,3000000,USD,3000000,2016-12-20,Early Stage Venture,,,,Yes,Classting is an education technology company that serves schools and teachers all over the world for better education.,"E-Learning, EdTech, Education, Machine Learning",,"Seoul, Seoul-t'ukpyolsi, South Korea, Asia",https://about.classting.com/en/,,28833419,USD,28833419,9,Late Stage Venture,,"Samsung Venture Investment, Samsung Ventures",,2,"523,170"
Series A - BACN,https://www.crunchbase.com/funding_round/bacn-series-a--36ae620c,BACN,https://www.crunchbase.com/organization/bacn,Series A,10000000,CNY,1506258,2016-06-29,Early Stage Venture,,,,Yes,BACN provides intelligent charging stations for electric bicycles and cars.,"Charging Infrastructure, Electric Vehicle, Intelligent Systems",,"Foochow, Fujian, China, Asia",http://www.i100c.com/,Less than $1M,113000000,CNY,16827250,5,Late Stage Venture,,,,,"611,092"
Series C - Dynamic Yield,https://www.crunchbase.com/funding_round/dynamic-yield-series-c--f1948e49,Dynamic Yield,https://www.crunchbase.com/organization/dynamic-yield,Series C,22000000,USD,22000000,2016-12-21,Late Stage Venture,,,,Yes,"Dynamic Yield helps companies quickly deliver and test personalized, optimized, and synchronized digital customer interactions.","A/B Testing, Artificial Intelligence (AI), E-Commerce, Email Marketing, Enterprise Software, Personalization, Predictive Analytics, Publishing",,"New York, New York, United States, North America",https://www.dynamicyield.com/,$1M to $10M,105250000,USD,105250000,6,M&A,"ClalTech, Vertex Ventures","Bessemer Venture Partners, Cerca Partners, ClalTech, Global Founders Capital, Innovation Endeavors, Marker, Vertex Ventures, Yair Geva",6,8,"524,089"
Series A - Twiggle,https://www.crunchbase.com/funding_round/twiggle-series-a--aa3eb1d1,Twiggle,https://www.crunchbase.com/organization/twiggle,Series A,5300000,USD,5300000,2016-05-31,Early Stage Venture,,,,Yes,"AI-Powered Search, Discovery, and Merchandising Solutions for E-Commerce","Artificial Intelligence (AI), E-Commerce, Machine Learning, Natural Language Processing, Product Search, Retail Technology, SaaS",,"Tel Aviv, Tel Aviv, Israel, Asia",http://www.twiggle.com,$1M to $10M,35000000,USD,35000000,4,Early Stage Venture,Alibaba Capital Partners,Alibaba Capital Partners,,1,"208,141"
Venture Round - ServiceAide,https://www.crunchbase.com/funding_round/serviceaide-series-unknown--5265952f,ServiceAide,https://www.crunchbase.com/organization/serviceaide,Venture - Series Unknown,12000000,USD,12000000,2016-11-29,,,,,Yes,"Virtual Agent (Chatbot, AIOPS and Automation) innovation for Service and Support Management","Artificial Intelligence (AI), Chatbot, Information Technology, IT Management, Service Industry",,"San Jose, California, United States, North America",http://www.serviceaide.com,$10M to $50M,12000000,USD,12000000,1,,Arrowroot Capital Management,Arrowroot Capital Management,,1,"612,065"
Debt Financing - Mythic,https://www.crunchbase.com/funding_round/isocline-debt-financing--c5c7d150,Mythic,https://www.crunchbase.com/organization/isocline,Debt Financing,3000000,USD,3000000,2016-12-27,,,,,No,"Mythic is an advertising agency that provides broadcasting, content marketing, digital transformation, and social media solutions.","Advertising, Artificial Intelligence (AI), Broadcasting, Computer Vision, Information Technology, Marketing",,"Charlotte, North Carolina, United States, North America",https://mythic.us/,$1M to $10M,3724973,USD,3724973,3,Seed,,,,,"612,155"
Series B - OneSpot,https://www.crunchbase.com/funding_round/onespot-series-b--2b33e594,OneSpot,https://www.crunchbase.com/organization/onespot,Series B,3200000,USD,3200000,2016-04-14,Early Stage Venture,,,,Yes,OneSpot's Individualization Platform helps brands deepen their relationship with consumers.,"Advertising, Content, Machine Learning, Publishing",,"Austin, Texas, United States, North America",http://www.onespot.com/,$10M to $50M,17882151,USD,17882151,7,,,,,,"612,528"
Series A - LeapMind,https://www.crunchbase.com/funding_round/leap-mind-series-a--3cbdd992,LeapMind,https://www.crunchbase.com/organization/leap-mind,Series A,340000000,JPY,3336663,2016-08-29,Early Stage Venture,,,,Yes,"LeapMind makes deep learning “small and compact” and accessible across a broad spectrum of applications, evolving the Internet of Things.","Artificial Intelligence (AI), Field-Programmable Gate Array (FPGA), Hardware, Machine Learning, Software Engineering",,"Tokyo, Tokyo, Japan, Asia",http://leapmind.io/,$1M to $10M,4990000000,JPY,45635753,5,Late Stage Venture,ITOCHU Technology Ventures,"Archetype Ventures, ITOCHU Technology Ventures, Visionnaire Ventures",1,3,"446,648"
Series B - ABEJA,https://www.crunchbase.com/funding_round/abeja-inc--series-b--c15a04f7,ABEJA,https://www.crunchbase.com/organization/abeja-inc-,Series B,5000000,USD,5000000,2016-07-25,Early Stage Venture,,,,Yes,"ABEJA is a platform that integrate state-of-the-art AI technologies including IoT, big data, and deep learning.","Analytics, Artificial Intelligence (AI), Big Data, CRM, Machine Learning, Marketing, Marketing Automation",,"Tokyo, Tokyo, Japan, Asia",https://abejainc.com,$10M to $50M,104360023,USD,104360023,10,Late Stage Venture,Innovation Network Corporation of Japan,"Archetype Ventures, Innovation Network Corporation of Japan",,2,"448,198"
Series A - Velocidi,https://www.crunchbase.com/funding_round/velocidi-series-a--5443b036,Velocidi,https://www.crunchbase.com/organization/velocidi,Series A,12000000,USD,12000000,2016-11-10,Early Stage Venture,,,,Yes,Velocidi is a Private Customer Data Platform (CDP),"Analytics, Artificial Intelligence (AI), Cloud Data Services, Data Integration, Enterprise Software, Machine Learning, Predictive Analytics, Software",,"New York, New York, United States, North America",http://www.velocidi.com,$1M to $10M,12000000,USD,12000000,1,M&A,Pilot Growth Equity,"Matthew Luckett, Neuberger Berman, Pilot Growth Equity",1,3,"397,843"
Seed Round - Insurify,https://www.crunchbase.com/funding_round/insurify-seed--194dfc55,Insurify,https://www.crunchbase.com/organization/insurify,Seed,2000000,USD,2000000,2016-01-28,Seed,,,,Yes,"Insurify is an insurance agency that offers auto, home, and life insurance services.","Artificial Intelligence (AI), Home Services, InsurTech, Life Insurance, Price Comparison","Women Founded, Women Led","Cambridge, Massachusetts, United States, North America",http://insurify.com,$10M to $50M,129600000,USD,129600000,4,Early Stage Venture,Rationalwave Capital Partners,Rationalwave Capital Partners,,1,"398,265"
Seed Round - VIA,https://www.crunchbase.com/funding_round/via-science-seed--4ff6e5bc,VIA,https://www.crunchbase.com/organization/via-science,Seed,2000000,USD,2000000,2016-11-01,Seed,,,,Yes,VIA helps energy companies realize the value of their data through Artificial Intelligence (AI) and Blockchain.,"Analytics, Artificial Intelligence (AI), Blockchain, Machine Learning, Predictive Analytics",Women Founded,"Somerville, Massachusetts, United States, North America",http://www.solvewithvia.com,$10M to $50M,19220932,USD,19220932,7,Early Stage Venture,Tokyo Electric Power,"NXT Ventures, Tokyo Electric Power",,2,"398,279"
